Date,GUJFLUORO
2016-01-01,537.3
2016-01-04,537.3
2016-01-05,536.5
2016-01-06,535.7
2016-01-07,525.05
2016-01-08,524.3
2016-01-11,512.0
2016-01-12,508.4
2016-01-13,498.15
2016-01-14,507.3
2016-01-15,485.4
2016-01-18,452.65
2016-01-19,478.75
2016-01-20,466.95
2016-01-21,460.8
2016-01-22,461.7
2016-01-25,430.15
2016-01-27,493.45
2016-01-28,472.05
2016-01-29,478.6
2016-02-01,491.1
2016-02-02,495.5
2016-02-03,490.8
2016-02-04,470.05
2016-02-05,462.05
2016-02-08,474.6
2016-02-09,450.8
2016-02-10,412.25
2016-02-11,412.8
2016-02-12,428.05
2016-02-15,461.35
2016-02-16,445.2
2016-02-17,451.9
2016-02-18,450.15
2016-02-19,452.1
2016-02-22,447.6
2016-02-23,445.95
2016-02-24,432.75
2016-02-25,429.15
2016-02-26,436.25
2016-02-29,444.8
2016-03-01,472.1
2016-03-02,494.75
2016-03-03,492.8
2016-03-04,498.3
2016-03-08,502.4
2016-03-09,490.2
2016-03-10,494.3
2016-03-11,482.3
2016-03-14,497.65
2016-03-15,489.95
2016-03-16,500.2
2016-03-17,498.0
2016-03-18,494.65
2016-03-21,508.2
2016-03-22,514.6
2016-03-23,514.35
2016-03-28,502.1
2016-03-29,503.75
2016-03-30,517.6
2016-03-31,516.55
2016-04-01,526.2
2016-04-04,534.45
2016-04-05,515.45
2016-04-06,517.95
2016-04-07,510.7
2016-04-08,516.95
2016-04-11,534.05
2016-04-12,521.3
2016-04-13,539.65
2016-04-18,537.85
2016-04-20,551.5
2016-04-21,573.9
2016-04-22,545.25
2016-04-25,559.25
2016-04-26,572.5
2016-04-27,569.3
2016-04-28,558.15
2016-04-29,556.5
2016-05-02,571.1
2016-05-03,568.9
2016-05-04,559.3
2016-05-05,540.35
2016-05-06,515.6
2016-05-09,517.5
2016-05-10,518.05
2016-05-11,517.05
2016-05-12,516.2
2016-05-13,523.95
2016-05-16,526.7
2016-05-17,515.6
2016-05-18,507.95
2016-05-19,464.55
2016-05-20,480.5
2016-05-23,495.35
2016-05-24,492.4
2016-05-25,500.5
2016-05-26,492.55
2016-05-27,492.25
2016-05-30,489.4
2016-05-31,491.7
2016-06-01,508.1
2016-06-02,512.3
2016-06-03,492.1
2016-06-06,495.95
2016-06-07,499.7
2016-06-08,505.75
2016-06-09,506.45
2016-06-10,508.3
2016-06-13,518.65
2016-06-14,524.5
2016-06-15,524.95
2016-06-16,531.85
2016-06-17,530.55
2016-06-20,530.55
2016-06-21,534.4
2016-06-22,524.95
2016-06-23,532.4
2016-06-24,516.65
2016-06-27,525.95
2016-06-28,519.35
2016-06-29,519.8
2016-06-30,525.3
2016-07-01,523.15
2016-07-04,515.95
2016-07-05,527.3
2016-07-07,516.25
2016-07-08,515.85
2016-07-11,512.2
2016-07-12,512.95
2016-07-13,504.7
2016-07-14,515.45
2016-07-15,507.1
2016-07-18,528.1
2016-07-19,604.4
2016-07-20,587.15
2016-07-21,613.05
2016-07-22,609.3
2016-07-25,617.05
2016-07-26,611.2
2016-07-27,631.9
2016-07-28,626.25
2016-07-29,632.2
2016-08-01,620.25
2016-08-02,628.3
2016-08-03,617.95
2016-08-04,610.95
2016-08-05,623.95
2016-08-08,640.65
2016-08-09,634.7
2016-08-10,608.95
2016-08-11,605.2
2016-08-12,601.95
2016-08-16,598.15
2016-08-17,590.6
2016-08-18,592.8
2016-08-19,592.6
2016-08-22,598.3
2016-08-23,589.8
2016-08-24,588.25
2016-08-25,601.6
2016-08-26,599.0
2016-08-29,591.5
2016-08-30,584.3
2016-08-31,592.2
2016-09-01,586.15
2016-09-02,592.95
2016-09-06,601.6
2016-09-07,587.5
2016-09-08,592.65
2016-09-09,570.75
2016-09-12,555.25
2016-09-14,568.75
2016-09-15,567.35
2016-09-16,533.4
2016-09-19,539.25
2016-09-20,540.2
2016-09-21,544.55
2016-09-22,549.15
2016-09-23,542.5
2016-09-26,547.2
2016-09-27,545.25
2016-09-28,541.2
2016-09-29,521.5
2016-09-30,523.15
2016-10-03,538.7
2016-10-04,539.3
2016-10-05,532.75
2016-10-06,529.2
2016-10-07,534.85
2016-10-10,531.5
2016-10-13,524.0
2016-10-14,520.9
2016-10-17,521.0
2016-10-18,543.25
2016-10-19,532.55
2016-10-20,529.7
2016-10-21,523.85
2016-10-24,529.75
2016-10-25,519.35
2016-10-26,513.55
2016-10-27,512.05
2016-10-28,507.45
2016-10-30,527.4
2016-11-01,522.7
2016-11-02,511.5
2016-11-03,510.9
2016-11-04,494.55
2016-11-07,490.5
2016-11-08,521.45
2016-11-09,506.4
2016-11-10,533.4
2016-11-11,503.65
2016-11-15,503.0
2016-11-16,498.1
2016-11-17,499.95
2016-11-18,498.5
2016-11-21,486.3
2016-11-22,488.0
2016-11-23,489.4
2016-11-24,487.3
2016-11-25,489.5
2016-11-28,487.4
2016-11-29,489.05
2016-11-30,488.1
2016-12-01,481.8
2016-12-02,478.25
2016-12-05,476.35
2016-12-06,477.1
2016-12-07,476.15
2016-12-08,479.95
2016-12-09,476.75
2016-12-12,480.85
2016-12-13,488.8
2016-12-14,491.3
2016-12-15,491.75
2016-12-16,489.0
2016-12-19,487.3
2016-12-20,472.7
2016-12-21,471.0
2016-12-22,471.55
2016-12-23,468.2
2016-12-26,466.1
2016-12-27,466.85
2016-12-28,470.9
2016-12-29,467.5
2016-12-30,465.15
