Date,RESPONIND
2016-01-01,111.05
2016-01-04,107.8
2016-01-05,113.5
2016-01-06,112.6
2016-01-07,105.25
2016-01-08,107.4
2016-01-11,110.9
2016-01-12,107.15
2016-01-13,102.1
2016-01-14,101.1
2016-01-15,96.7
2016-01-18,90.15
2016-01-19,91.45
2016-01-20,91.15
2016-01-21,88.8
2016-01-22,93.75
2016-01-25,98.25
2016-01-27,106.1
2016-01-28,104.0
2016-01-29,107.5
2016-02-01,106.5
2016-02-02,104.2
2016-02-03,100.15
2016-02-04,102.9
2016-02-05,102.1
2016-02-08,102.0
2016-02-09,98.85
2016-02-10,99.55
2016-02-11,91.0
2016-02-12,90.0
2016-02-15,94.3
2016-02-16,95.0
2016-02-17,95.3
2016-02-18,99.95
2016-02-19,93.7
2016-02-22,93.5
2016-02-23,91.0
2016-02-24,88.4
2016-02-25,89.0
2016-02-26,92.0
2016-02-29,89.0
2016-03-01,88.6
2016-03-02,90.25
2016-03-03,89.0
2016-03-04,88.8
2016-03-08,87.5
2016-03-09,87.65
2016-03-10,89.8
2016-03-11,86.8
2016-03-14,85.35
2016-03-15,81.85
2016-03-16,82.25
2016-03-17,82.25
2016-03-18,82.5
2016-03-21,83.5
2016-03-22,81.85
2016-03-23,80.05
2016-03-28,77.9
2016-03-29,77.2
2016-03-30,80.05
2016-03-31,81.2
2016-04-01,80.0
2016-04-04,83.0
2016-04-06,79.8
2016-04-07,82.9
2016-04-08,82.1
2016-04-11,80.5
2016-04-12,78.6
2016-04-13,78.5
2016-04-18,79.0
2016-04-20,75.7
2016-04-21,76.5
2016-04-22,75.25
2016-04-25,76.7
2016-04-26,76.75
2016-04-27,77.2
2016-04-28,77.1
2016-04-29,79.0
2016-05-02,81.35
2016-05-03,80.05
2016-05-04,80.1
2016-05-05,80.0
2016-05-06,80.5
2016-05-09,81.5
2016-05-10,81.0
2016-05-11,80.1
2016-05-12,80.5
2016-05-13,78.5
2016-05-16,81.9
2016-05-17,80.05
2016-05-18,79.95
2016-05-19,79.9
2016-05-20,79.1
2016-05-23,77.55
2016-05-24,78.65
2016-05-25,77.1
2016-05-27,77.25
2016-05-31,78.65
2016-06-01,78.65
2016-06-02,78.0
2016-06-03,79.95
2016-06-06,77.2
2016-06-07,77.55
2016-06-08,79.65
2016-06-09,79.25
2016-06-10,79.25
2016-06-13,79.85
2016-06-14,78.85
2016-06-15,80.7
2016-06-16,79.0
2016-06-17,80.7
2016-06-20,80.9
2016-06-21,80.8
2016-06-22,79.3
2016-06-23,79.1
2016-06-24,78.1
2016-06-27,78.6
2016-06-28,79.75
2016-06-29,79.75
2016-06-30,79.9
2016-07-01,78.7
2016-07-04,80.75
2016-07-05,80.85
2016-07-07,79.25
2016-07-08,79.95
2016-07-11,78.25
2016-07-12,79.2
2016-07-13,80.45
2016-07-14,79.9
2016-07-15,79.0
2016-07-18,78.15
2016-07-19,78.5
2016-07-20,78.5
2016-07-21,77.8
2016-07-22,77.55
2016-07-25,77.5
2016-07-27,77.5
2016-07-28,77.15
2016-07-29,78.1
2016-08-01,77.0
2016-08-02,77.2
2016-08-03,77.0
2016-08-04,79.9
2016-08-08,79.65
2016-08-10,77.05
2016-08-11,79.7
2016-08-12,78.25
2016-08-16,78.25
2016-08-17,77.35
2016-08-18,75.5
2016-08-19,78.0
2016-08-22,74.8
2016-08-23,77.5
2016-08-24,77.4
2016-08-25,79.0
2016-08-26,76.0
2016-08-29,77.55
2016-08-30,78.25
2016-08-31,78.9
2016-09-01,80.2
2016-09-02,81.0
2016-09-06,82.55
2016-09-07,82.85
2016-09-08,80.8
2016-09-09,81.55
2016-09-12,78.55
2016-09-14,82.15
2016-09-15,83.65
2016-09-16,80.7
2016-09-19,82.3
2016-09-20,80.0
2016-09-21,80.2
2016-09-22,79.85
2016-09-23,79.2
2016-09-26,79.1
2016-09-27,79.0
2016-09-28,77.6
2016-09-29,73.75
2016-09-30,73.15
2016-10-03,76.65
2016-10-04,75.0
2016-10-05,74.25
2016-10-06,73.75
2016-10-07,74.65
2016-10-10,77.4
2016-10-13,76.6
2016-10-14,75.0
2016-10-17,72.65
2016-10-18,73.0
2016-10-19,75.85
2016-10-20,73.65
2016-10-21,76.9
2016-10-24,73.9
2016-10-25,70.5
2016-10-26,72.15
2016-10-27,73.2
2016-10-28,73.1
2016-10-30,74.95
2016-11-01,74.45
2016-11-02,76.8
2016-11-03,73.2
2016-11-04,71.0
2016-11-07,72.1
2016-11-08,72.2
2016-11-09,70.1
2016-11-10,71.05
2016-11-11,72.9
2016-11-15,68.5
2016-11-16,70.05
2016-11-17,73.0
2016-11-18,68.3
2016-11-21,68.7
2016-11-22,68.0
2016-11-23,68.2
2016-11-24,71.9
2016-11-25,75.15
2016-11-28,72.05
2016-11-29,71.95
2016-11-30,69.85
2016-12-01,68.9
2016-12-02,68.35
2016-12-05,66.4
2016-12-06,66.3
2016-12-07,66.25
2016-12-08,67.25
2016-12-09,67.0
2016-12-12,65.65
2016-12-13,63.2
2016-12-14,65.0
2016-12-15,67.1
2016-12-16,67.6
2016-12-19,68.35
2016-12-20,67.25
2016-12-21,67.15
2016-12-22,65.05
2016-12-23,66.35
2016-12-26,66.35
2016-12-27,64.9
2016-12-28,66.2
2016-12-29,62.15
2016-12-30,64.85
