Date,PEL
2016-01-01,1010.0
2016-01-04,989.2
2016-01-05,985.75
2016-01-06,990.9
2016-01-07,967.6
2016-01-08,979.4
2016-01-11,954.3
2016-01-12,932.0
2016-01-13,945.7
2016-01-14,939.35
2016-01-15,911.05
2016-01-18,885.45
2016-01-19,895.3
2016-01-20,892.4
2016-01-21,891.45
2016-01-22,910.8
2016-01-25,942.8
2016-01-27,972.8
2016-01-28,966.25
2016-01-29,993.55
2016-02-01,989.05
2016-02-02,954.25
2016-02-03,923.2
2016-02-04,924.9
2016-02-05,974.65
2016-02-08,949.2
2016-02-09,960.85
2016-02-10,944.1
2016-02-11,935.05
2016-02-12,953.6
2016-02-15,985.85
2016-02-16,939.15
2016-02-17,912.5
2016-02-18,935.0
2016-02-19,922.1
2016-02-22,926.25
2016-02-23,887.75
2016-02-24,899.3
2016-02-25,868.35
2016-02-26,885.05
2016-02-29,908.1
2016-03-01,883.8
2016-03-02,889.75
2016-03-03,889.5
2016-03-04,898.8
2016-03-08,916.15
2016-03-09,916.25
2016-03-10,921.4
2016-03-11,929.3
2016-03-14,927.45
2016-03-15,938.4
2016-03-16,938.55
2016-03-17,939.1
2016-03-18,958.9
2016-03-21,966.85
2016-03-22,972.45
2016-03-23,984.1
2016-03-28,983.35
2016-03-29,980.2
2016-03-30,1019.5
2016-03-31,1036.45
2016-04-01,1048.25
2016-04-04,1090.1
2016-04-05,1097.95
2016-04-06,1072.3
2016-04-07,1088.7
2016-04-08,1060.3
2016-04-11,1052.85
2016-04-12,1086.8
2016-04-13,1084.8
2016-04-18,1084.35
2016-04-20,1061.0
2016-04-21,1080.5
2016-04-22,1076.15
2016-04-25,1098.8
2016-04-26,1098.95
2016-04-27,1108.85
2016-04-28,1145.4
2016-04-29,1190.25
2016-05-02,1169.15
2016-05-03,1183.9
2016-05-04,1202.4
2016-05-05,1195.5
2016-05-06,1189.3
2016-05-09,1212.85
2016-05-10,1245.15
2016-05-11,1239.55
2016-05-12,1213.15
2016-05-13,1265.0
2016-05-16,1272.35
2016-05-17,1334.75
2016-05-18,1398.0
2016-05-19,1441.35
2016-05-20,1419.85
2016-05-23,1418.75
2016-05-24,1425.55
2016-05-25,1423.2
2016-05-26,1351.1
2016-05-27,1398.3
2016-05-30,1383.85
2016-05-31,1445.75
2016-06-01,1413.3
2016-06-02,1420.3
2016-06-03,1449.45
2016-06-06,1421.05
2016-06-07,1400.55
2016-06-08,1375.4
2016-06-09,1332.65
2016-06-10,1341.1
2016-06-13,1361.55
2016-06-14,1395.95
2016-06-15,1376.5
2016-06-16,1400.35
2016-06-17,1355.8
2016-06-20,1343.4
2016-06-21,1370.0
2016-06-22,1398.1
2016-06-23,1395.4
2016-06-24,1421.45
2016-06-27,1390.15
2016-06-28,1377.9
2016-06-29,1399.7
2016-06-30,1446.05
2016-07-01,1461.95
2016-07-04,1465.05
2016-07-05,1506.85
2016-07-07,1527.8
2016-07-08,1487.6
