Date,GLAXO
2016-01-01,3294.85
2016-01-04,3258.2
2016-01-05,3277.8
2016-01-06,3277.05
2016-01-07,3233.3
2016-01-08,3295.5
2016-01-11,3230.6
2016-01-12,3270.05
2016-01-13,3294.1
2016-01-14,3233.1
2016-01-15,3207.45
2016-01-18,3162.25
2016-01-19,3204.4
2016-01-20,3142.85
2016-01-21,3068.75
2016-01-22,3159.65
2016-01-25,3184.1
2016-01-27,3230.65
2016-01-28,3229.6
2016-01-29,3236.4
2016-02-01,3297.2
2016-02-02,3262.2
2016-02-03,3208.1
2016-02-04,3226.8
2016-02-05,3306.3
2016-02-08,3296.6
2016-02-09,3243.7
2016-02-10,3244.7
2016-02-11,3202.2
2016-02-12,3222.25
2016-02-15,3215.6
2016-02-16,3179.8
2016-02-17,3217.15
2016-02-18,3205.2
2016-02-19,3223.05
2016-02-22,3228.3
2016-02-23,3227.3
2016-02-24,3213.8
2016-02-25,3147.8
2016-02-26,3146.1
2016-02-29,3157.4
2016-03-01,3196.0
2016-03-02,3249.0
2016-03-03,3198.5
2016-03-04,3251.35
2016-03-08,3204.0
2016-03-09,3249.35
2016-03-10,3230.95
2016-03-11,3244.85
2016-03-14,3259.9
2016-03-15,3277.5
2016-03-16,3325.05
2016-03-17,3366.4
2016-03-18,3399.6
2016-03-21,3457.5
2016-03-22,3539.0
2016-03-23,3695.7
2016-03-28,3698.05
2016-03-29,3676.1
2016-03-30,3772.95
2016-03-31,3814.75
2016-04-01,3811.1
2016-04-04,3758.05
2016-04-05,3705.6
2016-04-06,3720.45
2016-04-07,3675.3
2016-04-08,3683.2
2016-04-11,3677.65
2016-04-12,3675.85
2016-04-13,3737.45
2016-04-18,3713.45
2016-04-20,3710.5
2016-04-21,3703.1
2016-04-22,3666.55
2016-04-25,3664.05
2016-04-26,3745.0
2016-04-27,3768.9
2016-04-28,3746.7
2016-04-29,3731.4
2016-05-02,3672.55
2016-05-03,3626.2
2016-05-04,3627.7
2016-05-05,3609.4
2016-05-06,3582.25
2016-05-09,3592.1
2016-05-10,3533.85
2016-05-11,3536.75
2016-05-12,3467.65
2016-05-13,3415.1
2016-05-16,3435.4
2016-05-17,3417.6
2016-05-18,3388.7
2016-05-19,3345.2
2016-05-20,3390.9
2016-05-23,3378.3
2016-05-24,3403.55
2016-05-25,3436.0
2016-05-26,3505.7
2016-05-27,3528.35
2016-05-30,3572.25
2016-05-31,3554.45
2016-06-01,3532.3
2016-06-02,3533.9
2016-06-03,3538.6
2016-06-06,3516.75
2016-06-07,3524.8
2016-06-08,3519.6
2016-06-09,3504.6
2016-06-10,3496.95
2016-06-13,3498.55
2016-06-14,3491.15
2016-06-15,3519.3
2016-06-16,3483.8
2016-06-17,3527.45
2016-06-20,3498.85
2016-06-21,3514.3
2016-06-22,3457.55
2016-06-23,3416.2
2016-06-24,3475.25
2016-06-27,3490.15
2016-06-28,3503.85
2016-06-29,3499.75
2016-06-30,3487.4
2016-07-01,3468.9
2016-07-04,3503.1
2016-07-05,3495.15
2016-07-07,3519.3
2016-07-08,3487.8
2016-07-11,3519.6
2016-07-12,3512.6
2016-07-13,3505.4
2016-07-14,3522.05
2016-07-15,3458.95
2016-07-18,3412.4
2016-07-19,3428.45
2016-07-20,3401.1
2016-07-21,3396.85
2016-07-22,3399.1
2016-07-25,3410.1
2016-07-26,3390.85
2016-07-27,3366.4
2016-07-28,3346.5
2016-07-29,3314.95
2016-08-01,3222.55
2016-08-02,3198.5
2016-08-03,3142.65
2016-08-04,3094.25
2016-08-05,3140.5
2016-08-08,3121.1
2016-08-09,3108.2
2016-08-10,3063.5
2016-08-11,3119.8
2016-08-12,3118.85
2016-08-16,3050.9
2016-08-17,3168.45
2016-08-18,3143.05
2016-08-19,3121.6
2016-08-22,3075.6
2016-08-23,3081.95
2016-08-24,3051.15
2016-08-25,3012.65
2016-08-26,2981.7
2016-08-29,2979.25
2016-08-30,3010.45
2016-08-31,3033.95
2016-09-01,2985.15
2016-09-02,2974.05
2016-09-06,3000.05
2016-09-07,3010.6
2016-09-08,3003.4
2016-09-09,3001.05
2016-09-12,2986.35
2016-09-14,2957.25
2016-09-15,2968.25
2016-09-16,2826.45
2016-09-19,2841.5
2016-09-20,2828.8
2016-09-21,2810.55
2016-09-22,2794.85
2016-09-23,2805.25
2016-09-26,2798.35
2016-09-27,2822.9
2016-09-28,2839.75
2016-09-29,2807.25
2016-09-30,2780.95
2016-10-03,2820.1
2016-10-04,2868.35
2016-10-05,2874.6
2016-10-06,2918.9
2016-10-07,2919.6
2016-10-10,2927.3
2016-10-13,2937.65
2016-10-14,2956.25
2016-10-17,2975.4
2016-10-18,2971.1
2016-10-19,2977.25
2016-10-20,2980.4
2016-10-21,2966.35
2016-10-24,2961.8
2016-10-25,2952.25
2016-10-26,2924.95
2016-10-27,2924.85
2016-10-28,2910.1
2016-10-30,2943.65
2016-11-01,2856.2
2016-11-02,2820.8
2016-11-03,2818.3
2016-11-04,2800.75
2016-11-07,2786.7
2016-11-08,2722.05
2016-11-09,2654.55
2016-11-10,2611.7
2016-11-11,2643.9
2016-11-15,2658.3
2016-11-16,2669.45
2016-11-17,2695.5
2016-11-18,2711.6
2016-11-21,2689.5
2016-11-22,2610.1
2016-11-23,2656.3
2016-11-24,2665.0
2016-11-25,2678.5
2016-11-28,2725.75
2016-11-29,2684.3
2016-11-30,2714.2
2016-12-01,2683.7
2016-12-02,2721.55
2016-12-05,2773.5
2016-12-06,2770.2
2016-12-07,2734.65
2016-12-08,2739.45
2016-12-09,2738.05
2016-12-12,2735.75
2016-12-13,2735.85
2016-12-14,2739.5
2016-12-15,2741.25
2016-12-16,2712.3
2016-12-19,2712.95
2016-12-20,2709.95
2016-12-21,2724.35
2016-12-22,2713.5
2016-12-23,2727.0
2016-12-26,2723.5
2016-12-27,2701.75
2016-12-28,2702.15
2016-12-29,2727.9
2016-12-30,2729.8
