Date,GOKUL
2016-01-01,20.55
2016-01-04,20.25
2016-01-05,21.15
2016-01-06,19.9
2016-01-07,18.65
2016-01-08,19.55
2016-01-11,19.0
2016-01-12,18.65
2016-01-13,18.45
2016-01-14,17.05
2016-01-15,17.0
2016-01-18,16.45
2016-01-19,15.75
2016-01-20,15.5
2016-01-21,16.1
2016-01-22,16.35
2016-01-25,16.25
2016-01-27,16.35
2016-01-28,16.5
2016-01-29,16.55
2016-02-01,16.4
2016-02-02,16.1
2016-02-03,16.65
2016-02-04,16.65
2016-02-05,16.2
2016-02-08,15.75
2016-02-09,15.7
2016-02-10,15.5
2016-02-11,16.65
2016-02-12,14.7
2016-02-15,14.3
2016-02-16,13.7
2016-02-17,13.45
2016-02-18,13.3
2016-02-19,13.65
2016-02-22,14.0
2016-02-23,13.3
2016-02-24,13.55
2016-02-25,13.85
2016-02-26,13.25
2016-02-29,13.65
2016-03-01,14.0
2016-03-02,13.3
2016-03-03,13.4
2016-03-04,13.4
2016-03-08,13.0
2016-03-09,12.45
2016-03-10,12.4
2016-03-11,12.5
2016-03-14,11.3
2016-03-15,11.5
2016-03-16,10.45
2016-03-17,10.55
2016-03-18,10.5
2016-03-21,9.95
2016-03-22,10.3
2016-03-23,10.4
2016-03-28,10.65
2016-03-29,10.55
2016-03-30,10.85
2016-03-31,11.4
2016-04-01,12.4
2016-04-04,13.5
2016-04-05,13.65
2016-04-06,14.25
2016-04-07,13.6
2016-04-08,13.1
2016-04-11,13.8
2016-04-12,13.5
2016-04-13,13.15
2016-04-18,13.0
2016-04-20,13.85
2016-04-21,14.05
2016-04-22,13.65
2016-04-25,13.3
2016-04-26,13.15
2016-04-27,13.5
2016-04-28,13.5
2016-04-29,13.55
2016-05-02,13.55
2016-05-03,13.6
2016-05-04,13.25
2016-05-05,13.0
2016-05-06,12.8
2016-05-09,13.55
2016-05-10,13.4
2016-05-11,13.05
2016-05-12,13.15
2016-05-13,12.85
2016-05-16,12.95
2016-05-17,13.05
2016-05-18,12.5
2016-05-19,12.15
2016-05-20,12.85
2016-05-23,12.65
2016-05-24,12.55
2016-05-25,12.7
2016-05-26,12.5
2016-05-27,12.45
2016-05-30,12.5
2016-05-31,14.2
2016-06-01,16.9
2016-06-02,18.15
2016-06-03,16.4
2016-06-06,15.35
2016-06-07,15.65
2016-06-08,15.55
2016-06-09,16.4
2016-06-10,16.35
2016-06-13,16.15
2016-06-14,16.4
2016-06-15,18.0
2016-06-16,17.1
2016-06-17,16.75
2016-06-20,16.85
2016-06-21,16.3
2016-06-22,15.95
2016-06-23,16.1
2016-06-24,15.95
2016-06-27,15.65
2016-06-28,15.8
2016-06-29,15.65
2016-06-30,15.65
2016-07-01,15.75
2016-07-04,15.5
2016-07-05,15.5
2016-07-07,15.4
2016-07-08,15.2
2016-07-11,15.1
2016-07-12,14.85
2016-07-13,14.65
2016-07-14,14.95
2016-07-15,14.5
2016-07-18,14.35
2016-07-19,14.4
2016-07-20,14.5
2016-07-21,14.25
2016-07-22,13.95
2016-07-25,13.8
2016-07-26,14.25
2016-07-27,14.0
2016-07-28,14.3
2016-07-29,15.3
2016-08-01,14.55
2016-08-02,14.6
2016-08-03,14.85
2016-08-04,14.15
2016-08-05,14.3
2016-08-08,13.8
2016-08-09,13.8
2016-08-10,14.2
2016-08-11,13.55
2016-08-12,13.4
2016-08-16,13.2
2016-08-17,13.5
2016-08-18,13.5
2016-08-19,13.9
2016-08-22,13.4
2016-08-23,13.85
2016-08-24,13.7
2016-08-25,13.8
2016-08-26,13.6
2016-08-29,13.65
2016-08-30,13.6
2016-08-31,13.4
2016-09-01,13.45
2016-09-02,13.95
2016-09-06,13.55
2016-09-07,13.7
2016-09-08,13.5
2016-09-09,13.6
2016-09-12,13.6
2016-09-14,13.85
2016-09-15,13.3
2016-09-16,13.5
2016-09-19,14.55
2016-09-20,14.05
2016-09-21,13.65
2016-09-22,13.65
2016-09-23,13.9
2016-09-26,13.95
2016-09-27,13.85
2016-09-28,13.5
2016-09-29,12.0
2016-09-30,12.75
2016-10-03,13.6
2016-10-04,13.5
2016-10-05,13.3
2016-10-06,13.65
2016-10-07,13.9
2016-10-10,13.95
2016-10-13,14.2
2016-10-14,14.0
2016-10-17,13.75
2016-10-18,16.5
2016-10-19,15.85
2016-10-20,16.95
2016-10-21,16.0
2016-10-24,15.95
2016-10-25,15.65
2016-10-26,15.8
2016-10-27,17.4
2016-10-28,16.65
2016-10-30,16.9
2016-11-01,17.7
2016-11-02,18.1
2016-11-03,17.75
2016-11-04,16.75
2016-11-07,16.95
2016-11-08,17.1
2016-11-09,15.85
2016-11-10,16.4
2016-11-11,15.1
2016-11-15,13.8
2016-11-16,13.75
2016-11-17,13.75
2016-11-18,13.7
2016-11-21,13.7
2016-11-22,14.55
2016-11-23,13.5
2016-11-24,14.2
2016-11-25,14.9
2016-11-28,15.45
2016-11-29,15.0
2016-11-30,18.0
2016-12-01,18.9
2016-12-02,18.0
2016-12-05,19.95
2016-12-06,22.1
2016-12-07,24.25
2016-12-08,24.0
2016-12-09,23.95
2016-12-12,23.0
2016-12-13,22.55
2016-12-14,24.8
2016-12-15,25.85
2016-12-16,25.6
2016-12-19,25.65
2016-12-20,23.9
2016-12-21,22.25
