Date,BASML
2016-01-01,250.0
2016-01-04,250.25
2016-01-05,251.5
2016-01-06,251.4
2016-01-07,239.0
2016-01-08,244.9
2016-01-11,243.0
2016-01-12,244.45
2016-01-13,235.6
2016-01-14,235.25
2016-01-15,229.1
2016-01-18,215.95
2016-01-19,220.75
2016-01-20,209.25
2016-01-21,217.45
2016-01-22,223.9
2016-01-25,218.5
2016-01-27,223.9
2016-01-28,224.0
2016-01-29,225.55
2016-02-01,226.25
2016-02-02,228.85
2016-02-03,220.9
2016-02-04,219.55
2016-02-05,223.3
2016-02-08,223.3
2016-02-09,217.0
2016-02-10,211.0
2016-02-11,200.95
2016-02-12,183.1
2016-02-15,197.9
2016-02-16,186.6
2016-02-17,187.0
2016-02-18,189.35
2016-02-22,189.9
2016-02-23,187.0
2016-02-24,186.0
2016-02-25,182.5
2016-02-26,180.6
2016-02-29,185.95
2016-03-01,196.0
2016-03-02,197.0
2016-03-03,206.4
2016-03-04,200.0
2016-03-08,198.65
2016-03-09,199.0
2016-03-10,201.65
2016-03-11,206.85
2016-03-14,200.65
2016-03-15,200.1
2016-03-16,192.3
2016-03-17,189.7
2016-03-18,186.55
2016-03-21,190.0
2016-03-22,195.75
2016-03-23,195.0
2016-03-28,190.9
2016-03-29,191.85
2016-03-30,192.05
2016-03-31,195.8
2016-04-01,200.65
2016-04-04,207.0
2016-04-05,202.95
2016-04-06,204.95
2016-04-07,204.05
2016-04-08,217.55
2016-04-11,219.95
2016-04-12,220.5
2016-04-13,224.95
2016-04-18,226.35
2016-04-20,220.0
2016-04-21,220.0
2016-04-22,220.0
2016-04-25,219.15
2016-04-26,218.9
2016-04-27,215.25
2016-04-28,215.0
2016-04-29,215.0
2016-05-02,225.05
2016-05-03,224.05
2016-05-04,223.0
2016-05-05,223.6
2016-05-06,216.8
2016-05-09,211.05
2016-05-10,210.0
2016-05-11,210.1
2016-05-12,221.9
2016-05-13,224.8
2016-05-16,221.0
2016-05-17,217.8
2016-05-18,220.15
2016-05-19,219.5
2016-05-20,220.9
2016-05-23,224.0
2016-05-25,217.6
2016-05-26,215.5
2016-05-27,210.0
2016-05-30,211.1
2016-05-31,210.0
2016-06-01,210.7
2016-06-02,216.3
2016-06-03,215.9
2016-06-06,218.0
2016-06-07,218.0
2016-06-08,217.85
2016-06-09,215.05
2016-06-10,212.05
2016-06-13,210.0
2016-06-14,216.7
2016-06-15,215.0
2016-06-16,211.0
2016-06-17,224.65
2016-06-20,220.7
2016-06-21,226.05
2016-06-22,226.05
2016-06-23,238.1
2016-06-24,231.4
2016-06-27,233.0
2016-06-28,234.5
2016-06-29,246.6
2016-06-30,247.0
2016-07-01,261.15
2016-07-04,256.3
2016-07-05,252.25
2016-07-07,252.6
2016-07-08,244.85
2016-07-11,259.4
2016-07-12,259.6
2016-07-13,256.55
2016-07-14,257.8
2016-07-15,262.95
2016-07-18,260.4
2016-07-19,260.3
2016-07-20,266.0
2016-07-21,265.0
2016-07-22,263.05
2016-07-25,264.95
2016-07-26,260.05
2016-07-27,257.6
2016-07-28,257.0
2016-07-29,260.25
2016-08-01,264.15
2016-08-02,264.7
2016-08-03,260.25
2016-08-04,271.35
2016-08-05,308.85
2016-08-08,316.85
2016-08-09,315.5
2016-08-10,307.25
2016-08-11,287.0
2016-08-12,291.35
2016-08-16,307.15
2016-08-17,302.95
2016-08-18,293.2
2016-08-19,300.1
2016-08-22,294.6
2016-08-23,310.6
2016-08-24,306.1
2016-08-25,299.5
2016-08-26,295.65
2016-08-29,298.65
2016-08-30,299.0
2016-08-31,296.6
2016-09-01,300.8
2016-09-02,301.9
2016-09-06,302.0
2016-09-07,294.25
2016-09-08,298.05
2016-09-09,300.0
2016-09-12,297.0
2016-09-14,298.0
2016-09-15,293.7
2016-09-16,302.3
2016-09-19,297.2
2016-09-20,300.05
2016-09-21,319.2
2016-09-22,330.4
2016-09-23,330.15
2016-09-26,324.3
2016-09-27,324.8
2016-09-28,319.9
2016-09-29,309.7
2016-09-30,317.8
2016-10-03,335.25
2016-10-04,341.25
2016-10-05,337.6
2016-10-06,331.85
2016-10-07,329.0
2016-10-10,325.0
2016-10-13,310.3
2016-10-14,326.0
2016-10-17,317.65
2016-10-18,325.5
2016-10-19,325.0
2016-10-20,318.75
2016-10-21,336.5
2016-10-24,340.4
2016-10-25,340.35
2016-10-26,322.65
2016-10-27,322.9
2016-10-28,320.75
2016-10-30,330.0
2016-11-01,318.7
2016-11-02,305.0
2016-11-03,305.4
2016-11-04,293.7
2016-11-07,298.0
2016-11-08,301.7
2016-11-09,310.15
2016-11-10,307.9
2016-11-11,301.15
2016-11-15,287.0
2016-11-16,280.4
2016-11-17,276.0
2016-11-18,280.0
2016-11-21,256.6
2016-11-22,268.3
2016-11-23,267.3
2016-11-24,270.45
2016-11-25,268.75
2016-11-28,272.0
2016-11-29,275.85
2016-11-30,277.25
2016-12-01,275.3
2016-12-02,269.1
2016-12-05,270.55
2016-12-06,269.0
2016-12-07,264.1
2016-12-08,270.15
2016-12-09,270.0
2016-12-12,268.0
2016-12-13,273.45
2016-12-14,269.9
2016-12-15,275.4
2016-12-16,270.05
2016-12-19,270.0
2016-12-20,282.15
2016-12-21,291.25
2016-12-22,271.15
2016-12-23,289.15
2016-12-26,278.8
2016-12-27,278.15
2016-12-28,284.9
2016-12-29,275.1
2016-12-30,280.0
