Date,MANAKSIA
2016-01-01,48.4
2016-01-04,48.05
2016-01-05,48.95
2016-01-06,48.65
2016-01-07,46.65
2016-01-08,47.65
2016-01-11,47.85
2016-01-12,47.0
2016-01-13,47.0
2016-01-14,47.75
2016-01-15,47.75
2016-01-18,45.95
2016-01-19,45.55
2016-01-20,44.6
2016-01-21,46.25
2016-01-22,45.45
2016-01-25,45.2
2016-01-27,46.2
2016-01-28,44.6
2016-01-29,44.55
2016-02-01,43.75
2016-02-02,43.35
2016-02-03,41.7
2016-02-04,38.65
2016-02-05,40.5
2016-02-08,40.95
2016-02-09,40.0
2016-02-10,39.4
2016-02-11,38.25
2016-02-12,37.0
2016-02-15,39.25
2016-02-16,39.0
2016-02-17,37.6
2016-02-18,38.0
2016-02-19,39.45
2016-02-22,37.3
2016-02-23,37.55
2016-02-24,36.45
2016-02-25,37.6
2016-02-26,37.5
2016-02-29,38.05
2016-03-01,37.5
2016-03-02,39.0
2016-03-03,39.0
2016-03-04,37.95
2016-03-08,38.15
2016-03-09,37.4
2016-03-10,38.0
2016-03-11,37.05
2016-03-14,36.4
2016-03-15,37.1
2016-03-16,37.35
2016-03-17,36.85
2016-03-18,37.25
2016-03-21,37.05
2016-03-22,38.0
2016-03-23,37.8
2016-03-28,37.6
2016-03-29,38.25
2016-03-30,41.7
2016-03-31,41.45
2016-04-01,41.0
2016-04-04,42.85
2016-04-05,42.35
2016-04-06,43.3
2016-04-07,42.7
2016-04-08,42.05
2016-04-11,40.55
2016-04-12,40.7
2016-04-13,41.75
2016-04-18,43.0
2016-04-20,42.35
2016-04-21,42.5
2016-04-22,41.45
2016-04-25,40.25
2016-04-26,41.5
2016-04-27,40.45
2016-04-28,40.2
2016-04-29,40.1
2016-05-02,40.0
2016-05-03,39.9
2016-05-04,39.95
2016-05-05,39.1
2016-05-06,41.75
2016-05-09,40.0
2016-05-10,40.0
2016-05-11,39.2
2016-05-12,39.25
2016-05-13,39.05
2016-05-16,39.85
2016-05-17,39.45
2016-05-18,40.05
2016-05-19,40.4
2016-05-20,40.75
2016-05-23,39.65
2016-05-24,40.7
2016-05-25,39.3
2016-05-26,39.75
2016-05-27,39.55
2016-05-30,46.45
2016-05-31,51.4
2016-06-01,49.5
2016-06-02,47.6
2016-06-03,47.35
2016-06-06,46.6
2016-06-07,45.2
2016-06-08,46.7
2016-06-09,47.8
2016-06-10,48.85
2016-06-13,49.55
2016-06-14,49.05
2016-06-15,49.65
2016-06-16,48.6
2016-06-17,48.75
2016-06-20,49.95
2016-06-21,49.5
2016-06-22,48.2
2016-06-23,47.55
2016-06-24,47.45
2016-06-27,49.05
2016-06-28,48.5
2016-06-29,48.65
2016-06-30,49.05
2016-07-01,49.8
2016-07-04,49.65
2016-07-05,50.05
2016-07-07,49.65
2016-07-08,49.55
2016-07-11,50.0
2016-07-12,50.05
2016-07-13,59.8
2016-07-14,56.95
2016-07-15,55.6
2016-07-18,53.8
2016-07-19,54.6
2016-07-20,52.95
2016-07-21,54.4
2016-07-22,54.35
2016-07-25,54.0
2016-07-26,54.1
2016-07-27,54.0
2016-07-28,53.7
2016-07-29,54.1
2016-08-01,53.45
2016-08-02,51.95
2016-08-03,51.95
2016-08-04,52.6
2016-08-05,54.15
2016-08-08,54.65
2016-08-09,53.2
2016-08-10,52.75
2016-08-11,52.1
2016-08-12,53.65
2016-08-16,50.3
2016-08-17,51.95
2016-08-18,50.6
2016-08-19,50.5
2016-08-22,51.3
2016-08-23,50.85
2016-08-24,50.35
2016-08-25,51.0
2016-08-26,51.2
2016-08-29,51.35
2016-08-30,52.0
2016-08-31,52.35
2016-09-01,53.2
2016-09-02,53.95
2016-09-06,51.6
2016-09-07,51.35
2016-09-08,51.9
2016-09-09,52.0
2016-09-12,50.3
2016-09-14,51.1
2016-09-15,52.35
2016-09-16,51.7
2016-09-19,51.7
2016-09-20,51.7
2016-09-21,51.55
2016-09-22,53.8
2016-09-23,52.15
2016-09-26,50.05
2016-09-27,50.3
2016-09-28,48.95
2016-09-29,47.0
2016-09-30,48.25
2016-10-03,49.2
2016-10-04,49.2
2016-10-05,50.05
2016-10-06,49.55
2016-10-07,49.3
2016-10-10,49.15
2016-10-13,49.6
2016-10-14,49.45
2016-10-17,50.05
2016-10-18,50.1
2016-10-19,50.7
2016-10-20,51.0
2016-10-21,51.25
2016-10-24,58.95
2016-10-25,56.1
2016-10-26,56.25
2016-10-27,54.7
2016-10-28,55.15
2016-10-30,55.3
2016-11-01,58.25
2016-11-02,57.7
2016-11-03,57.7
2016-11-04,59.0
2016-11-07,58.95
2016-11-08,58.15
2016-11-09,55.1
2016-11-10,55.8
2016-11-11,54.55
2016-11-15,52.4
2016-11-16,53.35
2016-11-17,51.9
2016-11-18,52.0
2016-11-21,48.0
2016-11-22,48.15
2016-11-23,50.0
2016-11-24,49.3
2016-11-25,50.6
2016-11-28,51.65
2016-11-29,53.05
2016-11-30,53.0
2016-12-01,52.75
2016-12-02,52.95
2016-12-05,53.7
2016-12-06,54.85
2016-12-07,57.05
2016-12-08,58.1
2016-12-09,57.75
2016-12-12,58.0
2016-12-13,57.1
2016-12-14,58.1
2016-12-15,56.55
2016-12-16,55.2
2016-12-19,53.8
2016-12-20,54.75
2016-12-21,53.6
2016-12-22,50.9
2016-12-23,50.7
2016-12-26,51.5
2016-12-27,50.95
2016-12-28,51.15
2016-12-29,51.5
2016-12-30,50.75
