Date,BLUEDART
2016-01-01,6771.55
2016-01-04,6735.4
2016-01-05,6720.0
2016-01-06,6738.2
2016-01-07,6700.35
2016-01-08,6642.2
2016-01-11,6563.55
2016-01-12,6322.2
2016-01-13,6400.55
2016-01-14,6314.1
2016-01-15,6357.45
2016-01-18,6063.2
2016-01-19,6271.75
2016-01-20,6001.0
2016-01-21,6270.05
2016-01-22,6483.6
2016-01-25,6363.75
2016-01-27,6066.45
2016-01-28,6049.3
2016-01-29,6288.75
2016-02-01,6339.45
2016-02-02,6238.15
2016-02-03,6102.6
2016-02-04,6226.2
2016-02-05,6179.95
2016-02-08,6294.45
2016-02-09,6261.1
2016-02-10,6152.8
2016-02-11,6040.2
2016-02-12,5719.25
2016-02-15,5907.65
2016-02-16,5687.7
2016-02-17,5686.4
2016-02-18,5742.7
2016-02-19,5622.05
2016-02-22,5807.45
2016-02-23,5796.45
2016-02-24,5670.15
2016-02-25,5622.7
2016-02-26,5594.35
2016-02-29,5349.25
2016-03-01,5597.5
2016-03-02,5590.0
2016-03-03,5697.45
2016-03-04,5585.2
2016-03-08,5755.95
2016-03-09,5603.1
2016-03-10,5598.75
2016-03-11,5716.75
2016-03-14,5786.3
2016-03-15,5589.85
2016-03-16,5582.65
2016-03-17,5559.95
2016-03-18,5484.8
2016-03-21,6064.1
2016-03-22,6205.2
2016-03-23,6180.6
2016-03-28,6212.05
2016-03-29,5995.3
2016-03-30,6108.75
2016-03-31,6050.0
2016-04-01,6133.85
2016-04-04,6217.4
2016-04-05,6193.05
2016-04-06,6178.85
2016-04-07,6106.45
2016-04-08,6146.2
2016-04-11,6245.2
2016-04-12,6313.35
2016-04-13,6362.9
2016-04-18,6249.2
2016-04-20,6196.7
2016-04-21,5978.35
2016-04-22,5955.95
2016-04-25,5925.2
2016-04-26,5894.45
2016-04-27,5877.3
2016-04-28,5729.65
2016-04-29,5675.75
2016-05-02,5599.2
2016-05-03,5594.1
2016-05-04,5513.3
2016-05-05,5457.95
2016-05-06,5405.4
2016-05-09,5313.9
2016-05-10,5332.25
2016-05-11,5415.9
2016-05-12,5445.9
2016-05-13,5399.6
2016-05-16,5407.0
2016-05-17,5423.25
2016-05-18,5436.95
2016-05-19,5451.3
2016-05-20,5420.95
2016-05-23,5372.15
2016-05-24,5282.35
2016-05-25,5301.25
2016-05-26,5397.75
2016-05-27,5493.0
2016-05-30,5466.55
2016-05-31,5438.3
2016-06-01,5671.55
2016-06-02,5811.6
2016-06-03,5882.15
2016-06-06,5895.15
2016-06-07,6007.4
2016-06-08,6089.1
2016-06-09,5907.6
2016-06-10,6049.35
2016-06-13,5848.7
2016-06-14,5878.35
2016-06-15,5831.9
2016-06-16,5870.0
2016-06-17,5847.1
2016-06-20,5876.4
2016-06-21,5862.7
2016-06-22,5874.2
2016-06-23,5824.35
2016-06-24,5753.95
2016-06-27,5805.55
2016-06-28,5769.25
2016-06-29,5877.95
2016-06-30,5961.65
2016-07-01,5944.4
2016-07-04,5990.45
2016-07-05,6052.1
2016-07-07,6002.6
2016-07-08,5959.25
2016-07-11,6007.6
2016-07-12,5989.65
2016-07-13,6034.4
2016-07-14,6076.7
2016-07-15,6034.15
2016-07-18,6027.65
2016-07-19,5988.0
2016-07-20,6026.85
2016-07-21,5977.45
2016-07-22,5932.25
2016-07-25,5999.9
2016-07-26,5925.25
2016-07-27,5941.55
2016-07-28,5934.95
2016-07-29,5845.75
2016-08-01,5769.0
2016-08-02,5707.95
2016-08-03,5709.65
2016-08-04,5739.35
2016-08-05,5689.65
2016-08-08,5754.55
2016-08-09,5648.0
2016-08-10,5644.05
2016-08-11,5500.65
2016-08-12,5488.9
2016-08-16,5454.9
2016-08-17,5452.5
2016-08-18,5543.7
2016-08-19,5492.85
2016-08-22,5461.15
2016-08-23,5438.75
2016-08-24,5292.45
2016-08-25,5326.65
2016-08-26,5127.1
2016-08-29,5083.05
2016-08-30,5207.5
2016-08-31,5443.65
2016-09-01,5589.95
2016-09-02,5532.75
2016-09-06,5546.05
2016-09-07,5613.35
2016-09-08,5615.8
2016-09-09,5686.2
2016-09-12,5470.15
2016-09-14,5394.75
2016-09-15,5445.35
2016-09-16,5545.85
2016-09-19,5510.15
2016-09-20,5498.3
2016-09-21,5525.25
2016-09-22,5530.4
2016-09-23,5390.25
2016-09-26,5326.25
2016-09-27,5344.75
2016-09-28,5505.05
2016-09-29,5467.35
2016-09-30,5482.15
2016-10-03,5524.5
2016-10-04,5557.6
2016-10-05,5474.5
2016-10-06,5521.8
2016-10-07,5487.8
2016-10-10,5563.2
2016-10-13,5332.95
2016-10-14,5260.3
2016-10-17,5198.2
2016-10-18,5196.2
2016-10-19,5135.15
2016-10-20,5107.4
2016-10-21,5051.5
2016-10-24,5046.7
2016-10-25,5057.55
2016-10-26,5093.0
2016-10-27,5080.45
2016-10-28,5083.2
2016-10-30,5144.75
2016-11-01,5097.8
2016-11-02,5111.15
2016-11-03,5127.75
2016-11-04,5097.2
2016-11-07,5093.9
2016-11-08,5089.65
2016-11-09,5053.6
2016-11-10,5118.35
2016-11-11,4994.8
2016-11-15,4898.45
2016-11-16,4790.65
2016-11-17,4674.65
2016-11-18,4627.3
2016-11-21,4623.1
2016-11-22,4605.15
2016-11-23,4643.25
2016-11-24,4565.7
2016-11-25,4623.9
2016-11-28,4614.4
2016-11-29,4530.7
2016-11-30,4756.35
2016-12-01,4697.95
2016-12-02,4602.35
2016-12-05,4613.5
2016-12-06,4597.55
2016-12-07,4581.75
2016-12-08,4599.05
2016-12-09,4589.85
2016-12-12,4563.5
2016-12-13,4551.7
2016-12-14,4456.9
2016-12-15,4508.95
2016-12-16,4443.1
2016-12-19,4425.2
2016-12-20,4356.85
2016-12-21,4360.7
2016-12-22,4355.95
2016-12-23,4280.75
2016-12-26,4261.15
2016-12-27,4181.35
2016-12-28,4247.65
2016-12-29,4336.8
2016-12-30,4385.45
