Date,STAR
2016-01-01,1305.3
2016-01-04,1279.9
2016-01-05,1264.6
2016-01-06,1256.7
2016-01-07,1222.7
2016-01-08,1228.05
2016-01-11,1208.75
2016-01-12,1193.7
2016-01-13,1178.35
2016-01-14,1145.6
2016-01-15,1062.55
2016-01-18,1019.1
2016-01-19,1049.8
2016-01-20,1057.5
2016-01-21,1086.2
2016-01-22,1134.85
2016-01-25,1156.2
2016-01-27,1170.55
2016-01-28,1147.45
2016-01-29,1167.9
2016-02-01,1153.65
2016-02-02,1106.6
2016-02-03,1099.65
2016-02-04,1065.6
2016-02-05,1108.0
2016-02-08,1106.8
2016-02-09,1029.1
2016-02-10,1045.0
2016-02-11,1006.05
2016-02-12,963.85
2016-02-15,961.7
2016-02-16,879.65
2016-02-17,881.8
2016-02-18,923.4
2016-02-19,935.65
2016-02-22,948.2
2016-02-23,935.2
2016-02-24,912.45
2016-02-25,885.3
2016-02-26,874.45
2016-02-29,879.55
2016-03-01,932.05
2016-03-02,1033.2
2016-03-03,1031.05
2016-03-04,1032.55
2016-03-08,1056.0
2016-03-09,1068.8
2016-03-10,1029.9
2016-03-11,1067.6
2016-03-14,1065.15
2016-03-15,1042.15
2016-03-16,1057.15
2016-03-17,1029.25
2016-03-18,1028.6
2016-03-21,1021.45
2016-03-22,1025.9
2016-03-23,1056.4
2016-03-28,1047.1
2016-03-29,1026.95
2016-03-30,1045.25
2016-03-31,1084.05
2016-04-01,1063.05
2016-04-04,1043.45
2016-04-05,1027.2
2016-04-06,1026.95
2016-04-07,1024.5
2016-04-08,1027.95
2016-04-11,1032.45
2016-04-12,1057.3
2016-04-13,1101.55
2016-04-18,1132.15
2016-04-20,1124.0
2016-04-21,1117.95
2016-04-22,1123.8
2016-04-25,1100.1
2016-04-26,1119.15
2016-04-27,1103.9
2016-04-28,1082.3
2016-04-29,1081.0
2016-05-02,1107.45
2016-05-03,1122.7
2016-05-04,1107.65
2016-05-05,1100.95
2016-05-06,1100.65
2016-05-09,1125.6
2016-05-10,1134.3
2016-05-11,1148.25
2016-05-12,1166.7
2016-05-13,1190.5
2016-05-16,1191.5
2016-05-17,1162.95
2016-05-18,1136.05
2016-05-19,1114.35
2016-05-20,1077.2
2016-05-23,1054.0
2016-05-24,1030.05
2016-05-25,1041.85
2016-05-26,1112.15
2016-05-27,1120.85
2016-05-30,1116.2
2016-05-31,1111.65
2016-06-01,1110.75
2016-06-02,1120.6
2016-06-03,1108.6
2016-06-06,1120.7
2016-06-07,1128.95
2016-06-08,1131.15
2016-06-09,1118.2
2016-06-10,1110.35
2016-06-13,1109.85
2016-06-14,1121.65
2016-06-15,1123.0
2016-06-16,1099.05
2016-06-17,1097.45
2016-06-20,1091.35
2016-06-21,1087.9
2016-06-22,1063.05
2016-06-23,1066.1
2016-06-24,1058.65
2016-06-27,1068.4
2016-06-28,1090.25
2016-06-29,1119.7
2016-06-30,1128.85
2016-07-01,1177.1
2016-07-04,1165.8
2016-07-05,1155.15
2016-07-07,1157.05
2016-07-08,1168.0
2016-07-11,1186.9
2016-07-12,1185.6
2016-07-13,1158.6
2016-07-14,1155.9
2016-07-15,1142.6
2016-07-18,1138.0
2016-07-19,1130.75
2016-07-20,1177.0
2016-07-21,1159.45
2016-07-22,1169.1
2016-07-25,1165.85
2016-07-26,1147.05
2016-07-27,1137.5
2016-07-28,1137.75
2016-07-29,1162.55
2016-08-01,1135.95
2016-08-02,1145.25
2016-08-03,1128.4
2016-08-04,1125.65
2016-08-05,1147.5
2016-08-08,1135.6
2016-08-09,1124.4
2016-08-10,1141.1
2016-08-11,1159.85
2016-08-12,1138.3
2016-08-16,1110.95
2016-08-17,1056.15
2016-08-18,1017.7
2016-08-19,985.5
2016-08-22,963.4
2016-08-23,956.85
2016-08-24,963.05
2016-08-25,959.25
2016-08-26,952.8
2016-08-29,931.75
2016-08-30,951.4
2016-08-31,951.25
2016-09-01,940.25
2016-09-02,941.8
2016-09-06,942.5
2016-09-07,935.6
2016-09-08,971.75
2016-09-09,983.45
2016-09-12,1006.75
2016-09-14,1016.75
2016-09-15,1035.85
2016-09-16,1022.6
2016-09-19,1035.45
2016-09-20,1046.7
2016-09-21,1030.95
2016-09-22,1028.95
2016-09-23,1033.4
2016-09-26,1047.45
2016-09-27,1043.6
2016-09-28,1055.95
2016-09-29,996.65
2016-09-30,1005.95
2016-10-03,1018.05
2016-10-04,1016.7
2016-10-05,1005.85
2016-10-06,1001.25
2016-10-07,996.9
2016-10-10,983.2
2016-10-13,977.95
2016-10-14,976.25
2016-10-17,974.25
2016-10-18,978.5
2016-10-19,1011.15
2016-10-20,1002.0
2016-10-21,999.75
2016-10-24,988.95
2016-10-25,979.35
2016-10-26,957.15
2016-10-27,938.45
2016-10-28,1045.95
2016-10-30,1042.1
2016-11-01,1058.15
2016-11-02,1047.7
2016-11-03,1123.65
2016-11-04,1062.75
2016-11-07,1092.8
2016-11-08,1083.35
2016-11-09,1074.45
2016-11-10,1100.85
2016-11-11,1064.55
2016-11-15,1034.9
2016-11-16,1026.05
2016-11-17,1028.95
2016-11-18,1038.85
2016-11-21,1021.9
2016-11-22,1050.6
2016-11-23,1088.55
2016-11-24,1075.0
2016-11-25,1080.6
2016-11-28,1093.85
2016-11-29,1089.85
2016-11-30,1095.4
2016-12-01,1076.0
2016-12-02,1075.3
2016-12-05,1080.65
2016-12-06,1088.1
2016-12-07,1078.5
2016-12-08,1082.15
2016-12-09,1119.7
2016-12-12,1105.0
2016-12-13,1097.4
2016-12-14,1091.15
2016-12-15,1089.5
2016-12-16,1101.4
2016-12-19,1073.3
2016-12-20,1049.1
2016-12-21,1066.6
2016-12-22,1043.65
2016-12-23,1040.35
2016-12-26,1023.55
2016-12-27,1043.25
2016-12-28,1031.4
2016-12-29,1064.35
2016-12-30,1062.2
