Date,IGARASHI
2016-01-01,644.3
2016-01-04,646.85
2016-01-05,646.55
2016-01-06,666.9
2016-01-07,648.9
2016-01-08,657.8
2016-01-11,648.75
2016-01-12,646.1
2016-01-13,628.65
2016-01-14,622.0
2016-01-15,609.35
2016-01-18,579.75
2016-01-19,579.2
2016-01-20,586.8
2016-01-21,586.4
2016-01-22,594.2
2016-01-25,590.1
2016-01-27,592.85
2016-01-28,590.35
2016-01-29,583.55
2016-02-01,579.6
2016-02-02,555.1
2016-02-03,542.9
2016-02-04,539.4
2016-02-05,546.75
2016-02-08,526.2
2016-02-09,512.2
2016-02-10,498.05
2016-02-11,443.6
2016-02-12,440.2
2016-02-15,469.2
2016-02-16,457.35
2016-02-17,450.25
2016-02-18,451.1
2016-02-19,437.35
2016-02-22,429.7
2016-02-23,411.6
2016-02-24,398.85
2016-02-25,400.35
2016-02-26,395.1
2016-02-29,379.5
2016-03-01,455.1
2016-03-02,502.9
2016-03-03,502.25
2016-03-04,495.5
2016-03-08,497.15
2016-03-09,497.8
2016-03-10,500.5
2016-03-11,501.15
2016-03-14,496.7
2016-03-15,494.7
2016-03-16,492.85
2016-03-17,500.15
2016-03-18,498.05
2016-03-21,504.4
2016-03-22,503.0
2016-03-23,549.4
2016-03-28,542.25
2016-03-29,545.35
2016-03-30,546.2
2016-03-31,551.65
2016-04-01,564.25
2016-04-04,584.0
2016-04-05,593.25
2016-04-06,618.65
2016-04-07,615.5
2016-04-08,615.9
2016-04-11,602.25
2016-04-12,574.55
2016-04-13,579.65
2016-04-18,588.9
2016-04-20,590.25
2016-04-21,598.4
2016-04-22,595.45
2016-04-25,598.25
2016-04-26,598.65
2016-04-27,604.15
2016-04-28,609.4
2016-04-29,611.7
2016-05-02,609.0
2016-05-03,614.1
2016-05-04,613.25
2016-05-05,651.35
2016-05-06,651.6
2016-05-09,654.95
2016-05-10,655.0
2016-05-11,653.6
2016-05-12,653.55
2016-05-13,648.2
2016-05-16,646.95
2016-05-17,652.25
2016-05-18,643.0
2016-05-19,627.7
2016-05-20,630.15
2016-05-23,615.0
2016-05-24,591.65
2016-05-25,598.05
2016-05-26,603.15
2016-05-27,625.55
2016-05-30,623.35
2016-05-31,617.2
2016-06-01,625.05
2016-06-02,633.7
2016-06-03,640.25
2016-06-06,641.95
2016-06-07,639.65
2016-06-08,647.25
2016-06-09,644.5
2016-06-10,645.6
2016-06-13,641.4
2016-06-14,660.4
2016-06-15,650.7
2016-06-16,645.8
2016-06-17,651.1
2016-06-20,649.45
2016-06-21,673.95
2016-06-22,669.05
2016-06-23,668.25
2016-06-24,643.75
2016-06-27,648.5
2016-06-28,643.35
2016-06-29,661.05
2016-06-30,665.65
2016-07-01,672.7
2016-07-04,683.8
2016-07-05,684.0
2016-07-07,687.0
2016-07-08,696.45
2016-07-11,705.65
2016-07-12,685.15
2016-07-13,676.95
2016-07-14,671.55
2016-07-15,665.65
2016-07-18,665.25
2016-07-19,664.6
2016-07-20,666.1
2016-07-21,665.85
2016-07-22,666.25
2016-07-25,666.0
2016-07-26,666.0
2016-07-27,672.85
2016-07-28,665.95
2016-07-29,674.7
2016-08-01,676.35
2016-08-02,670.5
2016-08-03,665.15
2016-08-04,667.3
2016-08-05,675.2
2016-08-08,682.8
2016-08-09,709.8
2016-08-10,691.05
2016-08-11,691.25
2016-08-12,693.25
2016-08-16,707.8
2016-08-17,700.5
2016-08-18,696.6
2016-08-19,694.45
2016-08-22,696.8
2016-08-23,691.9
2016-08-24,694.2
2016-08-25,696.0
2016-08-26,692.5
2016-08-29,691.15
2016-08-30,694.1
2016-08-31,713.35
2016-09-01,731.9
2016-09-02,729.9
2016-09-06,725.85
2016-09-07,731.45
2016-09-08,727.55
2016-09-09,722.55
2016-09-12,704.65
2016-09-14,704.9
2016-09-15,729.5
2016-09-16,723.2
2016-09-19,750.15
2016-09-20,735.9
2016-09-21,733.9
2016-09-22,730.65
2016-09-23,735.5
2016-09-26,748.25
2016-09-27,765.1
2016-09-28,782.35
2016-09-29,738.85
2016-09-30,761.2
2016-10-03,786.35
2016-10-04,802.25
2016-10-05,789.3
2016-10-06,786.7
2016-10-07,779.05
2016-10-10,776.6
2016-10-13,762.3
2016-10-14,765.1
2016-10-17,755.2
2016-10-18,758.95
2016-10-19,823.75
2016-10-20,811.75
2016-10-21,820.2
2016-10-24,809.7
2016-10-25,810.35
2016-10-26,810.8
2016-10-27,815.0
2016-10-28,807.9
2016-10-30,814.6
2016-11-01,804.85
2016-11-02,786.1
2016-11-03,766.9
2016-11-04,770.0
2016-11-07,778.9
2016-11-08,783.1
2016-11-09,756.15
2016-11-10,762.25
2016-11-11,748.1
2016-11-15,730.55
2016-11-16,751.3
2016-11-17,722.85
2016-11-18,720.05
2016-11-21,674.05
2016-11-22,678.15
2016-11-23,719.15
2016-11-24,696.95
2016-11-25,706.7
2016-11-28,722.5
2016-11-29,720.8
2016-11-30,730.95
2016-12-01,724.65
2016-12-02,719.8
2016-12-05,720.5
2016-12-06,730.5
2016-12-07,719.6
2016-12-08,717.5
2016-12-09,719.3
2016-12-12,724.5
2016-12-13,724.35
2016-12-14,697.95
2016-12-15,701.25
2016-12-16,719.75
2016-12-19,736.45
2016-12-20,735.1
2016-12-21,734.5
2016-12-22,726.5
2016-12-23,699.55
2016-12-26,679.8
2016-12-27,700.55
2016-12-28,706.8
2016-12-29,704.4
2016-12-30,706.1
