Date,HINDUNILVR
2016-01-01,856.55
2016-01-04,859.0
2016-01-05,847.95
2016-01-06,843.05
2016-01-07,820.25
2016-01-08,809.85
2016-01-11,811.75
2016-01-12,819.7
2016-01-13,832.75
2016-01-14,827.25
2016-01-15,804.25
2016-01-18,809.95
2016-01-19,810.45
2016-01-20,795.05
2016-01-21,775.6
2016-01-22,771.5
2016-01-25,783.3
2016-01-27,767.9
2016-01-28,791.75
2016-01-29,816.9
2016-02-01,800.95
2016-02-02,800.1
2016-02-03,821.6
2016-02-04,834.8
2016-02-05,844.95
2016-02-08,828.9
2016-02-09,826.35
2016-02-10,824.55
2016-02-11,802.6
2016-02-12,812.6
2016-02-15,804.7
2016-02-16,803.2
2016-02-17,812.55
2016-02-18,827.4
2016-02-19,827.6
2016-02-22,861.65
2016-02-23,836.85
2016-02-24,836.75
2016-02-25,842.8
2016-02-26,849.9
2016-02-29,830.4
2016-03-01,824.15
2016-03-02,849.25
2016-03-03,848.9
2016-03-04,848.75
2016-03-08,826.25
2016-03-09,839.65
2016-03-10,837.55
2016-03-11,851.6
2016-03-14,857.15
2016-03-15,840.8
2016-03-16,844.15
2016-03-17,849.65
2016-03-18,848.35
2016-03-21,879.65
2016-03-22,870.15
2016-03-23,873.6
2016-03-28,863.65
2016-03-29,861.15
2016-03-30,861.65
2016-03-31,869.5
2016-04-01,867.8
2016-04-04,872.2
2016-04-05,868.5
2016-04-06,871.7
2016-04-07,860.0
2016-04-08,850.4
2016-04-11,864.3
2016-04-12,872.5
2016-04-13,897.7
2016-04-18,899.15
2016-04-20,904.1
2016-04-21,904.05
2016-04-22,884.2
2016-04-25,884.15
2016-04-26,885.75
2016-04-27,892.2
2016-04-28,876.25
2016-04-29,867.9
2016-05-02,863.95
2016-05-03,851.0
2016-05-04,853.4
2016-05-05,850.15
2016-05-06,853.4
2016-05-09,845.5
2016-05-10,862.45
2016-05-11,862.55
2016-05-12,853.0
2016-05-13,831.8
2016-05-16,846.25
2016-05-17,834.05
2016-05-18,825.5
2016-05-19,815.1
2016-05-20,812.4
2016-05-23,819.6
2016-05-24,823.1
2016-05-25,840.1
2016-05-26,850.35
2016-05-27,861.2
2016-05-30,854.35
2016-05-31,848.2
2016-06-01,855.15
2016-06-02,868.2
2016-06-03,884.85
2016-06-06,879.35
2016-06-07,897.05
2016-06-08,897.2
2016-06-09,876.45
2016-06-10,874.65
2016-06-13,874.2
2016-06-14,865.7
2016-06-15,874.65
2016-06-16,879.45
2016-06-17,881.35
2016-06-20,879.4
2016-06-21,870.25
2016-06-22,859.25
2016-06-23,869.35
2016-06-24,859.1
2016-06-27,858.85
2016-06-28,887.75
2016-06-29,883.8
2016-06-30,898.55
2016-07-01,897.6
2016-07-04,893.05
2016-07-05,890.2
2016-07-07,918.3
2016-07-08,920.7
2016-07-11,929.4
2016-07-12,925.3
2016-07-13,927.45
2016-07-14,932.95
2016-07-15,941.5
2016-07-18,921.95
2016-07-19,895.15
2016-07-20,906.9
2016-07-21,910.05
2016-07-22,903.2
2016-07-25,906.95
2016-07-26,902.7
2016-07-27,903.85
2016-07-28,909.4
2016-07-29,922.55
2016-08-01,925.0
2016-08-02,927.4
2016-08-03,913.8
2016-08-04,918.05
2016-08-05,925.5
2016-08-08,929.5
2016-08-09,934.25
2016-08-10,924.95
2016-08-11,935.65
2016-08-12,935.0
2016-08-16,926.2
2016-08-17,913.2
2016-08-18,906.9
2016-08-19,910.65
2016-08-22,930.05
2016-08-23,921.7
2016-08-24,919.4
2016-08-25,910.8
2016-08-26,904.5
2016-08-29,905.2
2016-08-30,924.8
2016-08-31,917.05
2016-09-01,925.8
2016-09-02,920.75
2016-09-06,937.85
2016-09-07,933.0
2016-09-08,951.55
2016-09-09,929.95
2016-09-12,918.45
2016-09-14,908.45
2016-09-15,914.0
2016-09-16,911.7
2016-09-19,911.95
2016-09-20,902.9
2016-09-21,913.05
2016-09-22,910.15
2016-09-23,910.55
2016-09-26,892.6
2016-09-27,897.3
2016-09-28,887.15
2016-09-29,878.3
2016-09-30,867.85
2016-10-03,868.75
2016-10-04,860.4
2016-10-05,870.95
2016-10-06,884.45
2016-10-07,877.25
2016-10-10,876.15
2016-10-13,862.05
2016-10-14,842.25
2016-10-17,849.25
2016-10-18,855.6
2016-10-19,846.0
2016-10-20,840.3
2016-10-21,851.2
2016-10-24,848.35
2016-10-25,832.35
2016-10-26,842.85
2016-10-27,840.3
2016-10-28,836.5
2016-10-30,839.15
2016-11-01,835.25
2016-11-02,841.1
2016-11-03,839.4
2016-11-04,848.0
2016-11-07,837.65
2016-11-08,844.6
2016-11-09,828.3
2016-11-10,818.55
2016-11-11,801.75
2016-11-15,805.45
2016-11-16,808.75
2016-11-17,811.65
2016-11-18,802.85
2016-11-21,797.75
2016-11-22,819.9
2016-11-23,831.7
2016-11-24,825.3
2016-11-25,833.6
2016-11-28,837.85
2016-11-29,832.7
2016-11-30,844.0
2016-12-01,848.1
2016-12-02,831.45
2016-12-05,844.9
2016-12-06,836.0
2016-12-07,833.7
2016-12-08,843.0
2016-12-09,845.05
2016-12-12,832.6
2016-12-13,831.15
2016-12-14,821.8
2016-12-15,816.05
2016-12-16,816.95
2016-12-19,809.75
2016-12-20,801.4
2016-12-21,796.8
2016-12-22,787.05
2016-12-23,789.5
2016-12-26,801.8
2016-12-27,806.75
2016-12-28,810.3
2016-12-29,818.5
2016-12-30,826.35
