Date,MARALOVER
2016-01-01,36.5
2016-01-04,35.85
2016-01-05,36.8
2016-01-06,38.95
2016-01-07,35.95
2016-01-08,36.5
2016-01-11,36.3
2016-01-12,34.15
2016-01-13,33.6
2016-01-14,32.15
2016-01-15,31.6
2016-01-18,29.8
2016-01-19,31.25
2016-01-20,30.25
2016-01-21,30.85
2016-01-22,32.0
2016-01-25,33.05
2016-01-27,32.35
2016-01-28,32.25
2016-01-29,30.6
2016-02-01,30.35
2016-02-02,29.9
2016-02-03,29.0
2016-02-04,28.5
2016-02-05,29.55
2016-02-08,29.15
2016-02-09,28.0
2016-02-10,26.55
2016-02-11,24.05
2016-02-12,23.2
2016-02-15,24.6
2016-02-16,23.1
2016-02-17,24.0
2016-02-18,23.35
2016-02-19,23.8
2016-02-22,24.4
2016-02-23,23.0
2016-02-24,23.25
2016-02-25,22.55
2016-02-26,22.95
2016-02-29,23.65
2016-03-01,23.15
2016-03-02,24.75
2016-03-03,24.4
2016-03-04,25.55
2016-03-08,25.1
2016-03-09,26.15
2016-03-10,26.05
2016-03-11,26.4
2016-03-14,26.35
2016-03-15,25.85
2016-03-16,25.75
2016-03-17,25.65
2016-03-18,25.85
2016-03-21,25.25
2016-03-22,25.0
2016-03-23,24.45
2016-03-28,24.75
2016-03-29,24.85
2016-03-30,25.65
2016-03-31,24.35
2016-04-01,27.65
2016-04-04,27.1
2016-04-05,26.85
2016-04-06,26.3
2016-04-07,26.5
2016-04-08,26.45
2016-04-11,27.0
2016-04-12,27.0
2016-04-13,27.4
2016-04-18,28.2
2016-04-20,28.75
2016-04-21,28.55
2016-04-22,28.05
2016-04-25,28.65
2016-04-26,29.0
2016-04-27,29.5
2016-04-28,28.6
2016-04-29,27.75
2016-05-02,28.45
2016-05-03,27.7
2016-05-04,27.9
2016-05-05,27.4
2016-05-06,27.25
2016-05-09,28.1
2016-05-10,28.7
2016-05-11,27.75
2016-05-12,29.35
2016-05-13,28.9
2016-05-16,27.65
2016-05-17,29.2
2016-05-18,29.9
2016-05-19,28.15
2016-05-20,27.4
2016-05-23,26.5
2016-05-24,27.85
2016-05-25,27.5
2016-05-26,26.95
2016-05-27,26.95
2016-05-30,25.9
2016-05-31,25.0
2016-06-01,25.5
2016-06-02,25.5
2016-06-03,26.1
2016-06-06,25.15
2016-06-07,25.75
2016-06-08,25.5
2016-06-09,25.55
2016-06-10,25.35
2016-06-13,25.35
2016-06-14,25.85
2016-06-15,26.95
2016-06-16,25.9
2016-06-17,25.85
2016-06-20,27.75
2016-06-21,29.0
2016-06-22,28.75
2016-06-23,28.55
2016-06-24,30.35
2016-06-27,31.3
2016-06-28,31.1
2016-06-29,30.2
2016-06-30,30.85
2016-07-01,30.65
2016-07-04,30.55
2016-07-05,32.35
2016-07-07,33.7
2016-07-08,34.05
2016-07-11,35.5
2016-07-12,35.55
2016-07-13,33.55
2016-07-14,33.15
2016-07-15,32.35
2016-07-18,31.5
2016-07-19,31.25
2016-07-20,31.0
2016-07-21,31.05
2016-07-22,30.65
2016-07-25,30.3
2016-07-26,29.7
2016-07-27,29.55
2016-07-28,29.8
2016-07-29,30.85
2016-08-01,30.15
2016-08-02,29.65
2016-08-03,29.1
2016-08-04,28.5
2016-08-05,28.7
2016-08-08,28.55
2016-08-09,27.5
2016-08-10,27.25
2016-08-11,27.25
2016-08-12,26.9
2016-08-16,26.8
2016-08-17,26.55
2016-08-18,28.6
2016-08-19,29.55
2016-08-22,29.05
2016-08-23,28.75
2016-08-24,28.85
2016-08-25,28.55
2016-08-26,28.65
2016-08-29,27.75
2016-08-30,27.75
2016-08-31,27.75
2016-09-01,27.05
2016-09-02,27.1
2016-09-06,27.35
2016-09-07,27.35
2016-09-08,28.4
2016-09-09,28.15
2016-09-12,27.6
2016-09-14,27.4
2016-09-15,27.95
2016-09-16,27.8
2016-09-19,27.85
2016-09-20,27.55
2016-09-21,27.5
2016-09-22,27.65
2016-09-23,27.7
2016-09-26,28.05
2016-09-27,28.0
2016-09-28,27.95
2016-09-29,25.5
2016-09-30,25.6
2016-10-03,26.05
2016-10-04,29.65
2016-10-05,28.75
2016-10-06,29.15
2016-10-07,28.1
2016-10-10,28.6
2016-10-13,27.8
2016-10-14,28.1
2016-10-17,27.95
2016-10-18,28.8
2016-10-19,31.4
2016-10-20,33.6
2016-10-21,36.65
2016-10-24,36.9
2016-10-25,35.65
2016-10-26,35.0
2016-10-27,34.75
2016-10-28,33.55
2016-10-30,33.65
2016-11-01,32.95
2016-11-02,31.95
2016-11-03,30.95
2016-11-04,30.2
2016-11-07,31.3
2016-11-08,31.45
2016-11-09,30.05
2016-11-10,30.9
2016-11-11,28.95
2016-11-15,26.8
2016-11-16,27.0
2016-11-17,26.0
2016-11-18,26.8
2016-11-21,26.0
2016-11-22,26.55
2016-11-23,26.65
2016-11-24,27.25
2016-11-25,27.85
2016-11-28,28.45
2016-11-29,29.65
2016-11-30,29.55
2016-12-01,29.7
2016-12-02,29.0
2016-12-05,29.1
2016-12-06,29.1
2016-12-07,28.8
2016-12-08,29.5
2016-12-09,30.15
2016-12-12,30.35
2016-12-13,30.1
2016-12-14,30.0
2016-12-15,31.0
2016-12-16,30.0
2016-12-19,30.35
2016-12-20,28.85
2016-12-21,29.15
2016-12-22,28.35
2016-12-23,28.85
2016-12-26,27.95
2016-12-27,27.35
2016-12-28,27.4
2016-12-29,27.8
2016-12-30,28.55
