Date,JUBLFOOD
2016-01-01,1484.7
2016-01-04,1461.0
2016-01-05,1451.85
2016-01-06,1437.25
2016-01-07,1395.35
2016-01-08,1362.3
2016-01-11,1353.15
2016-01-12,1333.6
2016-01-13,1328.8
2016-01-14,1293.8
2016-01-15,1242.3
2016-01-18,1204.35
2016-01-19,1199.45
2016-01-20,1174.2
2016-01-21,1158.7
2016-01-22,1206.1
2016-01-25,1253.0
2016-01-27,1246.8
2016-01-28,1228.45
2016-01-29,1272.15
2016-02-01,1224.2
2016-02-02,1219.3
2016-02-03,1203.75
2016-02-04,1180.15
2016-02-05,1171.75
2016-02-08,1203.45
2016-02-09,1191.05
2016-02-10,1186.25
2016-02-11,1062.3
2016-02-12,963.8
2016-02-15,1026.3
2016-02-16,1036.05
2016-02-17,1048.95
2016-02-18,1016.65
2016-02-19,1023.8
2016-02-22,1007.7
2016-02-23,972.45
2016-02-24,985.5
2016-02-25,965.85
2016-02-26,968.2
2016-02-29,994.85
2016-03-01,1061.0
2016-03-02,1097.3
2016-03-03,1158.55
2016-03-04,1133.65
2016-03-08,1180.75
2016-03-09,1147.95
2016-03-10,1107.9
2016-03-11,1128.2
2016-03-14,1173.1
2016-03-15,1138.2
2016-03-16,1141.8
2016-03-17,1142.4
2016-03-18,1196.65
2016-03-21,1235.15
2016-03-22,1229.9
2016-03-23,1233.85
2016-03-28,1207.7
2016-03-29,1220.65
2016-03-30,1229.45
2016-03-31,1276.85
2016-04-01,1295.3
2016-04-04,1271.6
2016-04-05,1222.65
2016-04-06,1227.25
2016-04-07,1234.85
2016-04-08,1255.65
2016-04-11,1258.9
2016-04-12,1234.95
2016-04-13,1256.95
2016-04-18,1248.9
2016-04-20,1293.55
2016-04-21,1275.65
2016-04-22,1241.8
2016-04-25,1282.25
2016-04-26,1319.75
2016-04-27,1332.35
2016-04-28,1190.65
2016-04-29,1156.95
2016-05-02,1177.3
2016-05-03,1149.95
2016-05-04,1148.9
2016-05-05,1156.85
2016-05-06,1177.85
2016-05-09,1187.9
2016-05-10,1179.2
2016-05-11,1165.85
2016-05-12,1178.0
2016-05-13,1181.75
2016-05-16,1183.45
2016-05-17,1171.05
2016-05-18,1166.6
2016-05-19,1146.05
2016-05-20,1119.9
2016-05-23,1112.0
2016-05-24,1063.5
2016-05-25,1090.75
2016-05-26,1153.0
2016-05-27,1111.95
2016-05-30,1023.0
2016-05-31,1033.65
2016-06-01,1013.05
2016-06-02,1018.45
2016-06-03,998.1
2016-06-06,997.2
2016-06-07,1005.75
2016-06-08,1058.95
2016-06-09,1060.95
2016-06-10,1021.25
2016-06-13,1039.05
2016-06-14,1047.7
2016-06-15,1051.4
2016-06-16,1073.75
2016-06-17,1079.8
2016-06-20,1071.0
2016-06-21,1060.2
2016-06-22,1049.1
2016-06-23,1076.3
2016-06-24,1046.75
2016-06-27,1047.25
2016-06-28,1061.9
2016-06-29,1097.35
2016-06-30,1135.95
2016-07-01,1174.15
2016-07-04,1238.6
2016-07-05,1230.95
2016-07-07,1211.55
2016-07-08,1180.75
2016-07-11,1173.8
2016-07-12,1174.05
2016-07-13,1162.05
2016-07-14,1193.7
2016-07-15,1146.75
2016-07-18,1149.4
2016-07-19,1135.2
2016-07-20,1144.55
2016-07-21,1142.65
2016-07-22,1154.65
2016-07-25,1172.05
2016-07-26,1199.7
2016-07-27,1178.85
2016-07-28,1220.05
2016-07-29,1223.9
2016-08-01,1265.05
2016-08-02,1276.05
2016-08-03,1204.2
2016-08-04,1178.15
2016-08-05,1172.0
2016-08-08,1206.4
2016-08-09,1189.7
2016-08-10,1173.85
2016-08-11,1171.45
2016-08-12,1184.65
2016-08-16,1218.15
2016-08-17,1243.4
2016-08-18,1216.0
2016-08-19,1226.05
2016-08-22,1235.0
2016-08-23,1230.25
2016-08-24,1232.95
2016-08-25,1231.5
2016-08-26,1205.9
2016-08-29,1194.35
2016-08-30,1182.0
2016-08-31,1174.35
2016-09-01,1154.75
2016-09-02,1183.1
2016-09-06,1067.9
2016-09-07,1087.45
2016-09-08,1081.3
2016-09-09,1075.25
2016-09-12,1049.3
2016-09-14,1048.4
2016-09-15,1043.5
2016-09-16,1042.85
2016-09-19,1005.6
2016-09-20,943.75
2016-09-21,946.25
2016-09-22,976.45
2016-09-23,993.85
2016-09-26,960.15
2016-09-27,964.8
2016-09-28,965.2
2016-09-29,939.55
2016-09-30,964.0
2016-10-03,974.5
2016-10-04,993.8
2016-10-05,993.45
2016-10-06,1019.45
2016-10-07,1063.65
2016-10-10,1053.95
2016-10-13,1035.35
2016-10-14,1043.85
2016-10-17,1044.05
2016-10-18,1050.15
2016-10-19,1085.0
2016-10-20,1118.7
2016-10-21,1097.9
2016-10-24,1107.05
2016-10-25,1147.05
2016-10-26,1057.3
2016-10-27,995.4
2016-10-28,1000.4
2016-10-30,1008.95
2016-11-01,999.35
2016-11-02,976.8
2016-11-03,965.15
2016-11-04,959.95
2016-11-07,963.3
2016-11-08,977.65
2016-11-09,932.2
2016-11-10,946.45
2016-11-11,893.1
2016-11-15,851.95
2016-11-16,881.7
2016-11-17,894.15
2016-11-18,886.0
2016-11-21,887.7
2016-11-22,881.4
2016-11-23,881.8
2016-11-24,855.65
2016-11-25,886.75
2016-11-28,888.9
2016-11-29,925.2
2016-11-30,920.4
2016-12-01,909.05
2016-12-02,871.05
2016-12-05,849.5
2016-12-06,853.5
2016-12-07,847.3
2016-12-08,867.55
2016-12-09,864.55
2016-12-12,854.05
2016-12-13,853.8
2016-12-14,845.1
2016-12-15,833.05
2016-12-16,837.9
2016-12-19,838.9
2016-12-20,830.4
2016-12-21,819.05
2016-12-22,812.8
2016-12-23,785.25
2016-12-26,791.4
2016-12-27,813.2
2016-12-28,831.65
2016-12-29,830.0
2016-12-30,853.45
