Date,HTMEDIA
2016-01-01,92.5
2016-01-04,90.35
2016-01-05,90.0
2016-01-06,88.4
2016-01-07,86.15
2016-01-08,86.55
2016-01-11,84.4
2016-01-12,83.8
2016-01-13,85.4
2016-01-14,83.25
2016-01-15,82.75
2016-01-18,82.0
2016-01-19,80.95
2016-01-20,80.6
2016-01-21,79.5
2016-01-22,79.6
2016-01-25,78.8
2016-01-27,77.4
2016-01-28,78.9
2016-01-29,77.7
2016-02-01,76.65
2016-02-02,76.55
2016-02-03,76.7
2016-02-04,76.1
2016-02-05,74.2
2016-02-08,76.15
2016-02-09,78.55
2016-02-10,76.35
2016-02-11,75.5
2016-02-12,76.95
2016-02-15,79.5
2016-02-16,78.05
2016-02-17,79.55
2016-02-18,79.65
2016-02-19,79.95
2016-02-22,80.0
2016-02-23,79.8
2016-02-24,80.7
2016-02-25,80.6
2016-02-26,80.9
2016-02-29,79.0
2016-03-01,79.75
2016-03-02,80.1
2016-03-03,80.0
2016-03-04,79.7
2016-03-08,80.3
2016-03-09,80.75
2016-03-10,82.1
2016-03-11,81.7
2016-03-14,81.05
2016-03-15,79.9
2016-03-16,79.8
2016-03-17,79.6
2016-03-18,80.3
2016-03-21,79.05
2016-03-22,78.9
2016-03-23,78.75
2016-03-28,76.0
2016-03-29,76.8
2016-03-30,76.95
2016-03-31,76.45
2016-04-01,77.45
2016-04-04,77.3
2016-04-05,77.0
2016-04-06,77.2
2016-04-07,76.8
2016-04-08,76.85
2016-04-11,80.05
2016-04-12,82.55
2016-04-13,81.75
2016-04-18,83.1
2016-04-20,84.7
2016-04-21,86.75
2016-04-22,86.3
2016-04-25,87.6
2016-04-26,89.15
2016-04-27,90.35
2016-04-28,90.35
2016-04-29,89.7
2016-05-02,87.55
2016-05-03,87.7
2016-05-04,87.05
2016-05-05,86.3
2016-05-06,86.25
2016-05-09,87.4
2016-05-10,87.3
2016-05-11,86.15
2016-05-12,89.1
2016-05-13,89.35
2016-05-16,88.4
2016-05-17,87.85
2016-05-18,89.35
2016-05-19,88.25
2016-05-20,87.6
2016-05-23,86.5
2016-05-24,85.0
2016-05-25,86.7
2016-05-26,84.3
2016-05-27,82.05
2016-05-30,79.9
2016-05-31,80.8
2016-06-01,82.2
2016-06-02,82.15
2016-06-03,80.6
2016-06-06,80.05
2016-06-07,79.75
2016-06-08,80.25
2016-06-09,79.9
2016-06-10,78.95
2016-06-13,79.0
2016-06-14,79.85
2016-06-15,80.05
2016-06-16,77.9
2016-06-17,77.45
2016-06-20,77.6
2016-06-21,78.5
2016-06-22,77.15
2016-06-23,76.7
2016-06-24,77.15
2016-06-27,78.2
2016-06-28,77.45
2016-06-29,77.45
2016-06-30,77.0
2016-07-01,77.95
2016-07-04,80.05
2016-07-05,79.75
2016-07-07,83.05
2016-07-08,83.05
2016-07-11,81.5
2016-07-12,81.85
2016-07-13,81.75
2016-07-14,81.4
2016-07-15,80.45
2016-07-18,79.1
2016-07-19,78.95
2016-07-20,78.6
2016-07-21,78.6
2016-07-22,78.6
2016-07-25,80.2
2016-07-26,79.55
2016-07-27,81.45
2016-07-28,83.9
2016-07-29,84.55
2016-08-01,84.45
2016-08-02,82.55
2016-08-03,81.2
2016-08-04,82.5
2016-08-05,79.8
2016-08-08,78.25
2016-08-09,78.0
2016-08-10,78.2
2016-08-11,77.75
2016-08-12,77.45
2016-08-16,76.05
2016-08-17,77.6
2016-08-18,78.2
2016-08-19,78.9
2016-08-22,77.9
2016-08-23,78.05
2016-08-24,79.25
2016-08-25,78.85
2016-08-26,80.1
2016-08-29,78.45
2016-08-30,82.55
2016-08-31,82.6
2016-09-01,83.85
2016-09-02,84.5
2016-09-06,86.55
2016-09-07,86.05
2016-09-08,86.85
2016-09-09,84.65
2016-09-12,82.25
2016-09-14,82.1
2016-09-15,83.95
2016-09-16,82.45
2016-09-19,82.35
2016-09-20,82.3
2016-09-21,82.55
2016-09-22,83.0
2016-09-23,82.3
2016-09-26,82.15
2016-09-27,81.9
2016-09-28,82.3
2016-09-29,79.65
2016-09-30,83.5
2016-10-03,84.15
2016-10-04,84.8
2016-10-05,87.55
2016-10-06,85.65
2016-10-07,84.9
2016-10-10,86.45
2016-10-13,85.6
2016-10-14,90.65
2016-10-17,92.1
2016-10-18,89.35
2016-10-19,90.15
2016-10-20,93.5
2016-10-21,92.2
2016-10-24,91.65
2016-10-25,91.4
2016-10-26,88.05
2016-10-27,87.8
2016-10-28,89.95
2016-10-30,92.65
2016-11-01,91.8
2016-11-02,86.15
2016-11-03,81.85
2016-11-04,79.9
2016-11-07,80.9
2016-11-08,81.65
2016-11-09,80.35
2016-11-10,80.4
2016-11-11,78.3
2016-11-15,74.95
2016-11-16,74.95
2016-11-17,73.0
2016-11-18,73.2
2016-11-21,73.2
2016-11-22,72.2
2016-11-23,71.25
2016-11-24,70.9
2016-11-25,71.5
2016-11-28,71.7
2016-11-29,71.6
2016-11-30,71.45
2016-12-01,70.85
2016-12-02,70.0
2016-12-05,71.15
2016-12-06,70.25
2016-12-07,72.95
2016-12-08,72.9
2016-12-09,73.5
2016-12-12,72.45
2016-12-13,73.55
2016-12-14,73.45
2016-12-15,72.05
2016-12-16,72.45
2016-12-19,72.0
2016-12-20,72.4
2016-12-21,74.0
2016-12-22,73.9
2016-12-23,73.15
2016-12-26,72.0
2016-12-27,71.95
2016-12-28,71.8
2016-12-29,72.1
2016-12-30,72.25
