Date,PIDILITIND
2016-01-01,555.5
2016-01-04,557.6
2016-01-05,567.6
2016-01-06,562.9
2016-01-07,556.7
2016-01-08,557.15
2016-01-11,551.85
2016-01-12,546.05
2016-01-13,549.45
2016-01-14,556.95
2016-01-15,555.95
2016-01-18,539.45
2016-01-19,539.75
2016-01-20,534.75
2016-01-21,530.25
2016-01-22,540.2
2016-01-25,544.05
2016-01-27,563.55
2016-01-28,556.8
2016-01-29,566.25
2016-02-01,569.75
2016-02-02,570.25
2016-02-03,567.0
2016-02-04,582.45
2016-02-05,596.95
2016-02-08,601.0
2016-02-09,576.4
2016-02-10,588.25
2016-02-11,580.0
2016-02-12,582.75
2016-02-15,589.55
2016-02-16,579.5
2016-02-17,600.5
2016-02-18,621.05
2016-02-19,626.25
2016-02-22,635.85
2016-02-23,612.2
2016-02-24,605.55
2016-02-25,600.2
2016-02-26,582.0
2016-02-29,586.65
2016-03-01,585.0
2016-03-02,600.0
2016-03-03,603.6
2016-03-04,596.95
2016-03-08,594.9
2016-03-09,600.1
2016-03-10,602.75
2016-03-11,604.35
2016-03-14,600.2
2016-03-15,598.25
2016-03-16,588.2
2016-03-17,595.7
2016-03-18,593.05
2016-03-21,594.4
2016-03-22,594.0
2016-03-23,599.8
2016-03-28,577.7
2016-03-29,595.35
2016-03-30,596.05
2016-03-31,589.3
2016-04-01,588.9
2016-04-04,587.2
2016-04-05,590.0
2016-04-06,599.4
2016-04-07,593.55
2016-04-08,596.55
2016-04-11,603.8
2016-04-12,604.45
2016-04-13,614.3
2016-04-18,625.75
2016-04-20,620.55
2016-04-21,606.05
2016-04-22,598.85
2016-04-25,602.45
2016-04-26,605.85
2016-04-27,606.4
2016-04-28,600.0
2016-04-29,603.05
2016-05-02,603.9
2016-05-03,597.3
2016-05-04,587.3
2016-05-05,589.15
2016-05-06,593.45
2016-05-09,598.6
2016-05-10,596.7
2016-05-11,601.6
2016-05-12,605.0
2016-05-13,607.05
2016-05-16,605.7
2016-05-17,606.85
2016-05-18,608.65
2016-05-19,616.55
2016-05-20,653.7
2016-05-23,651.15
2016-05-24,657.35
2016-05-25,681.65
2016-05-26,680.65
2016-05-27,694.65
2016-05-30,695.3
2016-05-31,706.25
2016-06-01,717.65
2016-06-02,716.45
2016-06-03,710.05
2016-06-06,709.85
2016-06-07,710.3
2016-06-08,704.6
2016-06-09,702.25
2016-06-10,696.2
2016-06-13,699.45
2016-06-14,692.55
2016-06-15,694.6
2016-06-16,698.8
2016-06-17,701.8
2016-06-20,699.4
2016-06-21,692.25
2016-06-22,687.7
2016-06-23,686.6
2016-06-24,689.45
2016-06-27,706.0
2016-06-28,707.45
2016-06-29,723.15
2016-06-30,719.9
2016-07-01,719.95
2016-07-04,719.0
2016-07-05,713.9
2016-07-07,712.25
2016-07-08,729.55
2016-07-11,723.2
2016-07-12,721.65
2016-07-13,716.05
2016-07-14,715.9
2016-07-15,718.55
2016-07-18,713.6
2016-07-19,724.1
2016-07-20,728.05
2016-07-21,729.5
2016-07-22,731.65
2016-07-25,735.1
2016-07-26,725.75
2016-07-27,730.75
2016-07-28,751.6
2016-07-29,730.8
2016-08-01,733.4
2016-08-02,739.7
2016-08-03,718.5
2016-08-04,713.7
2016-08-05,726.5
2016-08-08,729.65
2016-08-09,723.35
2016-08-10,707.2
2016-08-11,710.0
2016-08-12,710.45
2016-08-16,710.65
2016-08-17,707.7
2016-08-18,708.95
2016-08-19,699.85
2016-08-22,705.9
2016-08-23,703.15
2016-08-24,696.3
2016-08-25,686.75
2016-08-26,685.55
2016-08-29,681.8
2016-08-30,697.8
2016-08-31,698.55
2016-09-01,695.95
2016-09-02,696.9
2016-09-06,718.55
2016-09-07,715.2
2016-09-08,716.5
2016-09-09,711.05
2016-09-12,702.75
2016-09-14,708.9
2016-09-15,715.05
2016-09-16,714.85
2016-09-19,707.4
2016-09-20,711.4
2016-09-21,707.0
2016-09-22,706.15
2016-09-23,703.7
2016-09-26,694.65
2016-09-27,696.05
2016-09-28,689.35
2016-09-29,666.2
2016-09-30,681.6
2016-10-03,724.25
2016-10-04,739.4
2016-10-05,733.7
2016-10-06,729.65
2016-10-07,718.7
2016-10-10,729.85
2016-10-13,725.8
2016-10-14,727.6
2016-10-17,718.25
2016-10-18,720.9
2016-10-19,717.8
2016-10-20,714.15
2016-10-21,714.4
2016-10-24,713.35
2016-10-25,713.2
2016-10-26,708.6
2016-10-27,709.0
2016-10-28,718.8
2016-10-30,725.4
2016-11-01,711.4
2016-11-02,704.05
2016-11-03,687.95
2016-11-04,694.2
2016-11-07,693.85
2016-11-08,691.4
2016-11-09,678.05
2016-11-10,665.6
2016-11-11,659.5
2016-11-15,617.1
2016-11-16,623.95
2016-11-17,616.15
2016-11-18,614.9
2016-11-21,604.25
2016-11-22,613.95
2016-11-23,616.5
2016-11-24,612.1
2016-11-25,628.8
2016-11-28,625.55
2016-11-29,629.35
2016-11-30,640.4
2016-12-01,642.05
2016-12-02,634.1
2016-12-05,635.3
2016-12-06,636.45
2016-12-07,640.7
2016-12-08,644.4
2016-12-09,640.35
2016-12-12,607.6
2016-12-13,610.95
2016-12-14,613.0
2016-12-15,611.7
2016-12-16,607.15
2016-12-19,602.2
2016-12-20,599.1
2016-12-21,590.55
2016-12-22,594.0
2016-12-23,587.0
2016-12-26,575.15
2016-12-27,583.6
2016-12-28,588.55
2016-12-29,589.2
2016-12-30,589.8
