Date,CYBERTECH
2016-01-01,58.15
2016-01-04,56.25
2016-01-05,61.45
2016-01-06,59.5
2016-01-07,56.5
2016-01-08,57.7
2016-01-11,57.4
2016-01-12,55.95
2016-01-13,54.2
2016-01-14,50.7
2016-01-15,49.05
2016-01-18,44.0
2016-01-19,45.45
2016-01-20,42.6
2016-01-21,43.75
2016-01-22,47.05
2016-01-25,44.65
2016-01-27,45.6
2016-01-28,47.3
2016-01-29,47.25
2016-02-01,46.95
2016-02-02,46.2
2016-02-03,45.65
2016-02-04,45.0
2016-02-05,44.2
2016-02-08,43.05
2016-02-09,41.75
2016-02-10,39.7
2016-02-11,36.85
2016-02-12,34.05
2016-02-15,37.65
2016-02-16,37.8
2016-02-17,36.5
2016-02-18,36.95
2016-02-19,36.7
2016-02-22,35.5
2016-02-23,36.35
2016-02-24,35.5
2016-02-25,35.55
2016-02-26,36.4
2016-02-29,34.4
2016-03-01,35.25
2016-03-02,39.0
2016-03-03,39.0
2016-03-04,38.9
2016-03-08,38.0
2016-03-09,37.6
2016-03-10,37.55
2016-03-11,36.5
2016-03-14,37.15
2016-03-15,36.5
2016-03-16,37.7
2016-03-17,37.75
2016-03-18,36.75
2016-03-21,38.45
2016-03-22,39.35
2016-03-23,38.65
2016-03-28,35.7
2016-03-29,34.65
2016-03-30,35.15
2016-03-31,36.2
2016-04-01,36.7
2016-04-04,38.3
2016-04-05,37.75
2016-04-06,38.95
2016-04-07,39.4
2016-04-08,39.35
2016-04-11,39.25
2016-04-12,40.9
2016-04-13,46.85
2016-04-18,45.1
2016-04-20,44.5
2016-04-21,44.5
2016-04-22,42.9
2016-04-25,41.95
2016-04-26,43.55
2016-04-27,44.85
2016-04-28,45.15
2016-04-29,44.25
2016-05-02,44.8
2016-05-03,46.1
2016-05-04,46.65
2016-05-05,45.6
2016-05-06,45.65
2016-05-09,46.45
2016-05-10,46.15
2016-05-11,47.95
2016-05-12,49.15
2016-05-13,47.6
2016-05-16,46.5
2016-05-17,48.05
2016-05-18,48.1
2016-05-19,48.0
2016-05-20,52.75
2016-05-23,49.25
2016-05-24,47.75
2016-05-25,46.9
2016-05-26,55.15
2016-05-27,53.55
2016-05-30,53.35
2016-05-31,52.25
2016-06-01,53.2
2016-06-02,57.0
2016-06-03,58.8
2016-06-06,57.25
2016-06-07,57.15
2016-06-08,56.1
2016-06-09,55.75
2016-06-10,55.65
2016-06-13,54.4
2016-06-14,57.1
2016-06-15,58.75
2016-06-16,57.4
2016-06-17,57.6
2016-06-20,57.8
2016-06-21,58.35
2016-06-22,56.9
2016-06-23,57.15
2016-06-24,55.7
2016-06-27,55.25
2016-06-28,55.35
2016-06-29,55.05
2016-06-30,58.55
2016-07-01,61.75
2016-07-04,61.15
2016-07-05,63.5
2016-07-07,61.7
2016-07-08,61.3
2016-07-11,59.65
2016-07-12,57.45
2016-07-13,58.0
2016-07-14,58.25
2016-07-15,59.95
2016-07-18,58.6
2016-07-19,57.1
2016-07-20,57.25
2016-07-21,56.4
2016-07-22,58.25
2016-07-25,57.35
2016-07-26,55.55
2016-07-27,54.75
2016-07-28,54.4
2016-07-29,54.5
2016-08-01,52.0
2016-08-02,56.05
2016-08-03,59.35
2016-08-04,58.7
2016-08-05,60.7
2016-08-08,60.1
2016-08-09,68.6
2016-08-10,69.15
2016-08-11,69.9
2016-08-12,69.5
2016-08-16,69.3
2016-08-17,65.25
2016-08-18,67.4
2016-08-19,74.8
2016-08-22,82.9
2016-08-23,86.55
2016-08-24,82.6
2016-08-25,80.1
2016-08-26,77.8
2016-08-29,85.55
2016-08-30,88.65
2016-08-31,89.1
2016-09-01,88.55
2016-09-02,87.65
2016-09-06,85.6
2016-09-07,88.55
2016-09-08,88.0
2016-09-09,83.25
2016-09-12,79.4
2016-09-14,84.95
2016-09-15,81.05
2016-09-16,79.05
2016-09-19,78.9
2016-09-20,77.4
2016-09-21,75.75
2016-09-22,77.0
2016-09-23,75.4
2016-09-26,75.25
2016-09-27,75.4
2016-09-28,75.85
2016-09-29,69.85
2016-09-30,74.1
2016-10-03,77.5
2016-10-04,85.25
2016-10-05,85.45
2016-10-06,84.35
2016-10-07,84.35
2016-10-10,80.3
2016-10-13,79.8
2016-10-14,83.15
2016-10-17,84.85
2016-10-18,84.0
2016-10-19,83.85
2016-10-20,83.8
2016-10-21,84.7
2016-10-24,91.15
2016-10-25,97.75
2016-10-26,93.3
2016-10-27,93.1
2016-10-28,92.7
2016-10-30,92.95
2016-11-01,91.1
2016-11-02,87.85
2016-11-03,82.9
2016-11-04,80.0
2016-11-07,82.65
2016-11-08,81.65
2016-11-09,78.95
2016-11-10,80.6
2016-11-11,77.05
2016-11-15,71.75
2016-11-16,71.6
2016-11-17,69.95
2016-11-18,69.0
2016-11-21,64.3
2016-11-22,62.2
2016-11-23,67.9
2016-11-24,73.3
2016-11-25,73.9
2016-11-28,74.6
2016-11-29,77.4
2016-11-30,76.95
2016-12-01,75.2
2016-12-02,77.75
2016-12-05,84.25
2016-12-06,86.7
2016-12-07,87.75
2016-12-08,89.0
2016-12-09,90.2
2016-12-12,91.1
2016-12-13,88.5
2016-12-14,87.4
2016-12-15,86.85
2016-12-16,85.9
2016-12-19,86.25
2016-12-20,84.3
2016-12-21,84.1
2016-12-22,81.45
2016-12-23,79.85
2016-12-26,75.85
2016-12-27,77.45
2016-12-28,78.95
2016-12-29,78.55
2016-12-30,80.9
