Date,PHILIPCARB
2016-01-01,130.2
2016-01-04,127.5
2016-01-05,130.25
2016-01-06,133.35
2016-01-07,126.3
2016-01-08,127.4
2016-01-11,124.6
2016-01-12,123.85
2016-01-13,118.85
2016-01-14,116.3
2016-01-15,111.3
2016-01-18,105.85
2016-01-19,110.65
2016-01-20,104.7
2016-01-21,103.8
2016-01-22,105.9
2016-01-25,105.95
2016-01-27,107.55
2016-01-28,106.65
2016-01-29,106.95
2016-02-01,108.7
2016-02-02,107.0
2016-02-03,103.5
2016-02-04,101.15
2016-02-05,99.35
2016-02-08,101.85
2016-02-09,99.2
2016-02-10,96.65
2016-02-11,90.4
2016-02-12,84.1
2016-02-15,89.9
2016-02-16,86.8
2016-02-17,85.85
2016-02-18,86.6
2016-02-19,86.75
2016-02-22,89.1
2016-02-23,85.35
2016-02-24,84.25
2016-02-25,84.85
2016-02-26,84.65
2016-02-29,82.75
2016-03-01,84.55
2016-03-02,86.6
2016-03-03,96.7
2016-03-04,95.45
2016-03-08,92.45
2016-03-09,93.55
2016-03-10,92.55
2016-03-11,91.9
2016-03-14,90.75
2016-03-15,89.35
2016-03-16,89.1
2016-03-17,91.65
2016-03-18,91.1
2016-03-21,94.0
2016-03-22,93.0
2016-03-23,96.45
2016-03-28,94.25
2016-03-29,93.5
2016-03-30,95.3
2016-03-31,95.45
2016-04-01,97.4
2016-04-04,97.2
2016-04-05,95.4
2016-04-06,104.75
2016-04-07,102.4
2016-04-08,102.9
2016-04-11,107.25
2016-04-12,113.4
2016-04-13,111.05
2016-04-18,111.7
2016-04-20,111.35
2016-04-21,110.25
2016-04-22,110.5
2016-04-25,112.55
2016-04-26,122.7
2016-04-27,122.35
2016-04-28,119.6
2016-04-29,119.6
2016-05-02,120.3
2016-05-03,121.85
2016-05-04,121.75
2016-05-05,120.55
2016-05-06,120.3
2016-05-09,120.2
2016-05-10,119.45
2016-05-11,119.9
2016-05-12,122.15
2016-05-13,123.65
2016-05-16,122.35
2016-05-17,122.65
2016-05-18,122.1
2016-05-19,120.0
2016-05-20,118.65
2016-05-23,118.45
2016-05-24,117.6
2016-05-25,117.45
2016-05-26,117.75
2016-05-27,116.75
2016-05-30,116.4
2016-05-31,118.25
2016-06-01,117.35
2016-06-02,117.95
2016-06-03,116.35
2016-06-06,115.15
2016-06-07,138.15
2016-06-08,132.8
2016-06-09,136.45
2016-06-10,133.6
2016-06-13,130.05
2016-06-14,137.05
2016-06-15,143.8
2016-06-16,140.8
2016-06-17,140.75
2016-06-20,143.7
2016-06-21,152.9
2016-06-22,151.95
2016-06-23,146.65
2016-06-24,151.9
2016-06-27,159.5
2016-06-28,164.45
2016-06-29,163.6
2016-06-30,162.1
2016-07-01,160.85
2016-07-04,161.85
2016-07-05,161.45
2016-07-07,167.95
2016-07-08,165.75
2016-07-11,174.9
2016-07-12,176.9
2016-07-13,179.35
2016-07-14,186.75
2016-07-15,189.8
2016-07-18,187.55
2016-07-19,180.9
2016-07-20,186.25
2016-07-21,185.4
2016-07-22,189.3
2016-07-25,190.55
2016-07-26,187.45
2016-07-27,190.0
2016-07-28,188.35
2016-07-29,205.85
2016-08-01,206.45
2016-08-02,210.05
2016-08-03,202.65
2016-08-04,202.6
2016-08-05,205.1
2016-08-08,197.75
2016-08-09,200.15
2016-08-10,192.8
2016-08-11,198.2
2016-08-12,197.95
2016-08-16,201.6
2016-08-17,205.6
2016-08-18,209.4
2016-08-19,205.05
2016-08-22,201.6
2016-08-23,207.25
2016-08-24,204.9
2016-08-25,223.65
2016-08-26,239.6
2016-08-29,243.35
2016-08-30,246.05
2016-08-31,248.1
2016-09-01,264.55
2016-09-02,253.5
2016-09-06,255.15
2016-09-07,249.9
2016-09-08,250.75
2016-09-09,248.35
2016-09-12,241.0
2016-09-14,255.15
2016-09-15,254.6
2016-09-16,247.65
2016-09-19,262.6
2016-09-20,263.9
2016-09-21,269.45
2016-09-22,266.35
2016-09-23,260.95
2016-09-26,258.4
2016-09-27,272.1
2016-09-28,269.7
2016-09-29,240.95
2016-09-30,251.15
2016-10-03,259.25
2016-10-04,257.8
2016-10-05,269.25
2016-10-06,275.45
2016-10-07,266.9
2016-10-10,270.15
2016-10-13,256.25
2016-10-14,256.9
2016-10-17,252.75
2016-10-18,253.45
2016-10-19,259.65
2016-10-20,257.1
2016-10-21,260.85
2016-10-24,257.55
2016-10-25,257.3
2016-10-26,260.15
2016-10-27,257.9
2016-10-28,276.95
2016-10-30,278.4
2016-11-01,269.4
2016-11-02,267.55
2016-11-03,261.7
2016-11-04,253.35
2016-11-07,258.15
2016-11-08,257.1
2016-11-09,252.65
2016-11-10,235.95
2016-11-11,229.85
2016-11-15,206.35
2016-11-16,208.45
2016-11-17,221.7
2016-11-18,224.05
2016-11-21,206.3
2016-11-22,208.0
2016-11-23,222.15
2016-11-24,218.6
2016-11-25,222.6
2016-11-28,227.4
2016-11-29,225.95
2016-11-30,229.65
2016-12-01,226.5
2016-12-02,221.5
2016-12-05,217.95
2016-12-06,218.5
2016-12-07,217.55
2016-12-08,228.8
2016-12-09,226.05
2016-12-12,226.55
2016-12-13,233.9
2016-12-14,226.75
2016-12-15,221.2
2016-12-16,222.7
2016-12-19,225.0
2016-12-20,226.5
2016-12-21,231.2
2016-12-22,222.8
2016-12-23,223.2
2016-12-26,216.0
2016-12-27,219.15
2016-12-28,220.6
2016-12-29,221.65
2016-12-30,222.35
