Date,CENTEXT
2016-01-01,3.35
2016-01-04,3.65
2016-01-05,3.8
2016-01-06,3.95
2016-01-07,3.8
2016-01-08,3.65
2016-01-11,3.55
2016-01-12,3.45
2016-01-13,3.3
2016-01-14,3.15
2016-01-15,3.0
2016-01-18,2.85
2016-01-19,2.75
2016-01-20,2.65
2016-01-21,2.55
2016-01-22,2.5
2016-01-25,2.6
2016-01-27,2.5
2016-01-28,2.4
2016-01-29,2.3
2016-02-01,2.2
2016-02-02,2.15
2016-02-03,2.05
2016-02-04,1.95
2016-02-05,2.0
2016-02-08,2.1
2016-02-09,2.2
2016-02-10,2.1
2016-02-11,2.05
2016-02-12,1.95
2016-02-15,2.0
2016-02-16,2.1
2016-02-17,2.0
2016-02-18,2.05
2016-02-19,1.95
2016-02-22,1.95
2016-02-23,2.0
2016-02-24,1.95
2016-02-25,1.9
2016-02-26,1.85
2016-02-29,1.8
2016-03-01,1.8
2016-03-02,1.8
2016-03-03,1.85
2016-03-04,1.85
2016-03-08,1.8
2016-03-09,1.75
2016-03-10,1.75
2016-03-11,1.75
2016-03-14,1.7
2016-03-15,1.75
2016-03-16,1.7
2016-03-17,1.65
2016-03-18,1.7
2016-03-21,1.65
2016-03-22,1.7
2016-03-23,1.7
2016-03-28,1.65
2016-03-29,1.65
2016-03-30,1.7
2016-03-31,1.7
2016-04-01,1.75
2016-04-04,1.9
2016-04-05,2.0
2016-04-06,2.0
2016-04-07,2.0
2016-04-08,1.95
2016-04-11,2.05
2016-04-12,2.25
2016-04-13,2.45
2016-04-18,2.35
2016-04-20,2.25
2016-04-21,2.2
2016-04-22,2.1
2016-04-25,2.0
2016-04-26,1.9
2016-04-27,1.9
2016-04-28,1.9
2016-04-29,1.9
2016-05-02,1.9
2016-05-03,1.9
2016-05-04,1.85
2016-05-05,1.85
2016-05-06,1.9
2016-05-09,1.9
2016-05-10,1.95
2016-05-11,1.9
2016-05-12,1.95
2016-05-13,1.9
2016-05-16,1.9
2016-05-17,1.85
2016-05-18,1.85
2016-05-19,1.9
2016-05-20,1.85
2016-05-23,1.9
2016-05-24,1.85
2016-05-25,1.9
2016-05-26,1.85
2016-05-27,1.8
2016-05-30,1.75
2016-05-31,1.75
2016-06-01,1.7
2016-06-02,1.7
2016-06-03,1.8
2016-06-06,1.75
2016-06-07,1.8
2016-06-08,1.95
2016-06-09,2.1
2016-06-10,2.1
2016-06-13,2.15
2016-06-14,2.35
2016-06-15,2.35
2016-06-16,2.3
2016-06-17,2.35
2016-06-20,2.3
2016-06-21,2.2
2016-06-22,2.1
2016-06-23,2.2
2016-06-24,2.15
2016-06-27,2.1
2016-06-28,2.2
2016-06-29,2.3
2016-06-30,2.25
2016-07-01,2.35
2016-07-04,2.55
2016-07-05,2.75
2016-07-07,2.85
2016-07-08,2.75
2016-07-11,2.8
2016-07-12,2.7
2016-07-13,2.6
2016-07-14,2.6
2016-07-15,2.55
2016-07-18,2.45
2016-07-19,2.35
2016-07-20,2.45
2016-07-21,2.4
2016-07-22,2.5
2016-07-25,2.5
2016-07-26,2.5
2016-07-27,2.55
2016-07-28,2.5
2016-07-29,2.4
2016-08-01,2.3
2016-08-02,2.25
2016-08-03,2.35
2016-08-04,2.3
2016-08-05,2.4
2016-08-08,2.45
2016-08-09,2.4
2016-08-10,2.4
2016-08-11,2.3
2016-08-12,2.2
2016-08-16,2.25
2016-08-17,2.25
2016-08-18,2.35
2016-08-19,2.25
2016-08-22,2.3
2016-08-23,2.3
2016-08-24,2.3
2016-08-25,2.35
2016-08-26,2.4
2016-08-29,2.4
2016-08-30,2.45
2016-08-31,2.4
2016-09-01,2.3
2016-09-02,2.15
2016-09-06,2.3
2016-09-07,2.5
2016-09-08,2.75
2016-09-09,3.0
2016-09-12,3.15
2016-09-14,3.3
2016-09-15,3.45
2016-09-16,3.6
2016-09-19,3.75
2016-09-20,3.9
2016-09-21,4.05
2016-09-22,4.25
2016-09-23,4.45
2016-09-26,4.65
2016-09-27,4.85
2016-09-28,5.05
2016-09-29,5.3
2016-09-30,5.55
2016-10-03,5.8
2016-10-04,6.05
2016-10-05,6.35
2016-10-06,6.65
2016-10-07,6.95
2016-10-10,7.25
2016-10-13,7.6
2016-10-14,7.3
2016-10-17,7.65
2016-10-18,8.0
2016-10-19,8.4
2016-10-20,8.8
2016-10-21,9.2
2016-10-24,9.05
2016-10-25,8.7
2016-10-26,8.3
2016-10-27,8.7
2016-10-28,9.1
2016-10-30,8.95
2016-11-01,9.35
2016-11-02,9.55
2016-11-03,10.0
2016-11-04,10.1
2016-11-07,9.7
2016-12-06,8.8
2016-12-07,9.2
2016-12-08,8.75
2016-12-09,8.35
2016-12-12,8.0
2016-12-13,8.05
2016-12-14,7.8
2016-12-15,7.8
2016-12-16,7.5
2016-12-19,7.85
2016-12-20,8.15
2016-12-21,7.75
2016-12-22,7.4
2016-12-23,7.05
2016-12-26,6.8
2016-12-27,6.6
2016-12-28,6.9
2016-12-29,7.2
2016-12-30,7.15
