Date,GTNTEX
2016-01-01,13.95
2016-01-04,15.1
2016-01-05,16.6
2016-01-06,15.8
2016-01-07,15.05
2016-01-08,14.7
2016-01-11,14.1
2016-01-12,13.95
2016-01-13,13.6
2016-01-14,13.9
2016-01-15,14.4
2016-01-18,13.7
2016-01-19,13.05
2016-01-20,12.7
2016-01-21,12.95
2016-01-22,12.7
2016-01-25,12.8
2016-01-27,12.4
2016-01-28,12.85
2016-01-29,13.0
2016-02-01,12.65
2016-02-02,12.9
2016-02-03,12.4
2016-02-04,12.75
2016-02-05,12.1
2016-02-08,11.75
2016-02-09,12.0
2016-02-10,11.25
2016-02-11,10.25
2016-02-12,10.0
2016-02-15,10.1
2016-02-17,9.75
2016-02-19,10.0
2016-02-22,9.9
2016-02-23,9.5
2016-02-24,9.85
2016-02-25,9.95
2016-02-26,10.0
2016-02-29,9.8
2016-03-01,9.4
2016-03-02,9.5
2016-03-03,9.1
2016-03-04,9.55
2016-03-08,9.65
2016-03-09,10.0
2016-03-11,10.0
2016-03-14,9.4
2016-03-15,9.4
2016-03-16,9.8
2016-03-17,9.45
2016-03-18,9.45
2016-03-21,10.0
2016-03-22,9.7
2016-03-23,9.65
2016-03-28,9.3
2016-03-29,9.05
2016-03-30,9.95
2016-03-31,9.3
2016-04-01,9.45
2016-04-04,9.0
2016-04-05,9.35
2016-04-06,9.25
2016-04-07,9.6
2016-04-08,9.5
2016-04-11,9.5
2016-04-12,9.55
2016-04-13,9.95
2016-04-18,9.6
2016-04-20,10.05
2016-04-21,9.9
2016-04-22,10.35
2016-04-25,10.05
2016-04-26,10.0
2016-04-27,10.45
2016-04-28,10.0
2016-04-29,9.75
2016-05-02,10.2
2016-05-03,9.7
2016-05-04,9.6
2016-05-05,9.95
2016-05-06,10.0
2016-05-09,9.8
2016-05-10,9.55
2016-05-11,9.85
2016-05-12,9.75
2016-05-13,9.55
2016-05-16,9.6
2016-05-17,9.5
2016-05-19,9.5
2016-05-20,9.5
2016-05-23,9.5
2016-05-24,9.6
2016-05-25,9.8
2016-05-26,10.2
2016-05-27,10.65
2016-05-30,10.85
2016-05-31,10.35
2016-06-01,9.85
2016-06-02,9.6
2016-06-03,10.0
2016-06-06,9.5
2016-06-07,9.5
2016-06-08,9.5
2016-06-09,9.6
2016-06-10,9.25
2016-06-13,10.05
2016-06-14,10.45
2016-06-16,9.75
2016-06-17,9.7
2016-06-20,9.7
2016-06-21,10.55
2016-06-22,10.2
2016-06-23,10.5
2016-06-24,9.95
2016-06-27,10.8
2016-06-28,10.1
2016-06-29,10.25
2016-06-30,10.3
2016-07-01,10.35
2016-07-04,10.95
2016-07-05,13.1
2016-07-07,12.75
2016-07-08,12.15
2016-07-11,12.25
2016-07-12,12.0
2016-07-13,14.4
2016-07-14,15.05
2016-07-15,15.6
2016-07-18,15.0
2016-07-19,12.95
2016-07-20,15.5
2016-07-21,14.9
2016-07-22,14.15
2016-07-25,14.3
2016-07-26,14.85
2016-07-27,14.95
2016-07-28,14.8
2016-07-29,14.75
2016-08-01,14.35
2016-08-02,13.65
2016-08-03,12.8
2016-08-04,12.85
2016-08-05,12.6
2016-08-08,11.95
2016-08-09,12.55
2016-08-10,12.45
2016-08-11,11.5
2016-08-12,11.8
2016-08-16,11.5
2016-08-17,11.6
2016-08-18,11.5
2016-08-19,11.55
2016-08-22,10.75
2016-08-23,12.9
2016-08-24,15.45
2016-08-25,16.05
2016-08-26,15.25
2016-08-29,14.2
2016-08-30,14.0
2016-08-31,13.5
2016-09-01,13.75
2016-09-02,13.9
2016-09-06,13.8
2016-09-07,13.8
2016-09-08,13.75
2016-09-09,13.5
2016-09-12,13.7
2016-09-14,13.35
2016-09-15,12.75
2016-09-16,13.05
2016-09-19,13.05
2016-09-20,12.75
2016-09-21,13.3
2016-09-22,13.0
2016-09-23,13.0
2016-09-26,12.75
2016-09-27,12.8
2016-09-28,12.75
2016-09-29,12.5
2016-09-30,13.25
2016-10-03,12.35
2016-10-04,12.6
2016-10-05,12.75
2016-10-06,13.8
2016-10-07,14.3
2016-10-10,13.95
2016-10-13,13.7
2016-10-14,13.45
2016-10-17,13.0
2016-10-18,13.1
2016-10-19,14.55
2016-10-20,15.4
2016-10-21,16.9
2016-10-24,17.6
2016-10-25,16.95
2016-10-26,16.5
2016-10-27,16.3
2016-10-28,15.75
2016-10-30,16.75
2016-11-01,16.0
2016-11-02,15.3
2016-11-03,16.05
2016-11-04,16.05
2016-11-07,15.95
2016-11-08,15.7
2016-11-09,15.2
2016-11-10,15.65
2016-11-11,14.45
2016-11-15,13.05
2016-11-16,13.55
2016-11-17,13.2
2016-11-18,12.85
2016-11-21,11.8
2016-11-22,12.0
2016-11-23,12.55
2016-11-24,12.25
2016-11-25,13.15
2016-11-28,12.6
2016-11-29,13.3
2016-11-30,13.35
2016-12-01,13.15
2016-12-02,13.35
2016-12-05,14.35
2016-12-06,13.75
2016-12-07,14.15
2016-12-08,14.2
2016-12-09,13.3
2016-12-12,13.05
2016-12-13,13.25
2016-12-14,12.35
2016-12-15,12.7
2016-12-16,12.9
2016-12-19,12.9
2016-12-20,12.75
2016-12-21,12.6
2016-12-22,12.55
2016-12-23,12.55
2016-12-26,12.6
2016-12-27,12.6
2016-12-28,12.5
2016-12-29,12.55
2016-12-30,12.8
