Date,KOLTEPATIL
2016-01-01,154.3
2016-01-04,151.0
2016-01-05,151.85
2016-01-06,147.8
2016-01-07,140.65
2016-01-08,144.4
2016-01-11,141.15
2016-01-12,139.75
2016-01-13,136.7
2016-01-14,131.7
2016-01-15,125.85
2016-01-18,116.4
2016-01-19,112.55
2016-01-20,105.85
2016-01-21,103.55
2016-01-22,106.45
2016-01-25,108.45
2016-01-27,106.05
2016-01-28,106.15
2016-01-29,105.85
2016-02-01,110.0
2016-02-02,106.45
2016-02-03,106.0
2016-02-04,103.25
2016-02-05,105.2
2016-02-08,118.0
2016-02-09,114.45
2016-02-10,110.6
2016-02-11,104.05
2016-02-12,102.45
2016-02-15,106.5
2016-02-16,102.2
2016-02-17,99.05
2016-02-18,101.75
2016-02-19,102.15
2016-02-22,104.45
2016-02-23,102.25
2016-02-24,100.35
2016-02-25,98.9
2016-02-26,97.9
2016-02-29,97.2
2016-03-01,103.5
2016-03-02,105.75
2016-03-03,107.95
2016-03-04,107.85
2016-03-08,106.9
2016-03-09,110.7
2016-03-10,109.45
2016-03-11,117.25
2016-03-14,117.5
2016-03-15,112.55
2016-03-16,110.1
2016-03-17,110.45
2016-03-18,109.7
2016-03-21,109.05
2016-03-22,109.4
2016-03-23,108.6
2016-03-28,104.3
2016-03-29,101.85
2016-03-30,105.6
2016-03-31,103.3
2016-04-01,108.1
2016-04-04,111.15
2016-04-05,105.75
2016-04-06,107.45
2016-04-07,109.6
2016-04-08,110.15
2016-04-11,109.3
2016-04-12,112.9
2016-04-13,113.4
2016-04-18,124.45
2016-04-20,125.8
2016-04-21,124.15
2016-04-22,121.45
2016-04-25,122.15
2016-04-26,123.1
2016-04-27,124.55
2016-04-28,124.8
2016-04-29,124.1
2016-05-02,123.4
2016-05-03,121.95
2016-05-04,117.9
2016-05-05,117.5
2016-05-06,118.35
2016-05-09,123.75
2016-05-10,126.6
2016-05-11,125.8
2016-05-12,126.05
2016-05-13,125.4
2016-05-16,122.85
2016-05-17,122.2
2016-05-18,124.65
2016-05-19,127.8
2016-05-20,126.2
2016-05-23,122.5
2016-05-24,120.45
2016-05-25,122.55
2016-05-26,124.0
2016-05-27,125.5
2016-05-30,127.95
2016-05-31,128.1
2016-06-01,128.15
2016-06-02,126.85
2016-06-03,125.05
2016-06-06,123.85
2016-06-07,125.1
2016-06-08,127.75
2016-06-09,131.35
2016-06-10,129.3
2016-06-13,126.7
2016-06-14,127.25
2016-06-15,128.05
2016-06-16,127.65
2016-06-17,134.55
2016-06-20,136.35
2016-06-21,133.05
2016-06-22,131.35
2016-06-23,129.2
2016-06-24,126.45
2016-06-27,128.2
2016-06-28,133.9
2016-06-29,139.65
2016-06-30,140.65
2016-07-01,142.65
2016-07-04,145.75
2016-07-05,144.1
2016-07-07,143.3
2016-07-08,142.75
2016-07-11,143.4
2016-07-12,144.05
2016-07-13,139.15
2016-07-14,135.25
2016-07-15,132.6
2016-07-18,132.45
2016-07-19,131.8
2016-07-20,134.2
2016-07-21,133.0
2016-07-22,133.35
2016-07-25,134.05
2016-07-26,133.8
2016-07-27,135.4
2016-07-28,134.5
2016-07-29,134.5
2016-08-01,133.55
2016-08-02,129.8
2016-08-03,127.0
2016-08-04,126.95
2016-08-05,130.25
2016-08-08,131.4
2016-08-09,131.75
2016-08-10,130.3
2016-08-11,129.55
2016-08-12,127.2
2016-08-16,121.4
2016-08-17,115.95
2016-08-18,120.05
2016-08-19,119.2
2016-08-22,119.7
2016-08-23,120.55
2016-08-24,120.05
2016-08-25,121.5
2016-08-26,117.2
2016-08-29,117.9
2016-08-30,118.6
2016-08-31,119.0
2016-09-01,123.75
2016-09-02,123.8
2016-09-06,127.7
2016-09-07,124.7
2016-09-08,127.65
2016-09-09,126.45
2016-09-12,120.2
2016-09-14,121.15
2016-09-15,120.6
2016-09-16,120.0
2016-09-19,121.0
2016-09-20,129.15
2016-09-21,126.65
2016-09-22,125.8
2016-09-23,125.85
2016-09-26,122.8
2016-09-27,124.35
2016-09-28,129.15
2016-09-29,121.4
2016-09-30,125.6
2016-10-03,126.65
2016-10-04,126.25
2016-10-05,124.4
2016-10-06,126.05
2016-10-07,125.7
2016-10-10,128.8
2016-10-13,126.45
2016-10-14,127.5
2016-10-17,126.9
2016-10-18,130.7
2016-10-19,128.65
2016-10-20,131.8
2016-10-21,130.0
2016-10-24,129.9
2016-10-25,128.05
2016-10-26,127.65
2016-10-27,126.55
2016-10-28,126.9
2016-10-30,128.8
2016-11-01,130.1
2016-11-02,127.0
2016-11-03,124.55
2016-11-04,122.55
2016-11-07,122.5
2016-11-08,121.4
2016-11-09,108.2
2016-11-10,107.7
2016-11-11,99.7
2016-11-15,91.2
2016-11-16,95.75
2016-11-17,91.05
2016-11-18,88.15
2016-11-21,88.9
2016-11-22,88.55
2016-11-23,91.7
2016-11-24,93.6
2016-11-25,94.1
2016-11-28,96.2
2016-11-29,97.85
2016-11-30,98.8
2016-12-01,96.75
2016-12-02,94.9
2016-12-05,101.35
2016-12-06,99.55
2016-12-07,98.05
2016-12-08,96.5
2016-12-09,98.75
2016-12-12,94.85
2016-12-13,94.7
2016-12-14,91.95
2016-12-15,89.9
2016-12-16,89.6
2016-12-19,88.4
2016-12-20,87.5
2016-12-21,88.15
2016-12-22,86.2
2016-12-23,84.6
2016-12-26,81.7
2016-12-27,83.3
2016-12-28,82.15
2016-12-29,83.05
2016-12-30,83.2
