Date,DCMSHRIRAM
2016-01-01,139.95
2016-01-04,139.85
2016-01-05,142.0
2016-01-06,145.8
2016-01-07,137.5
2016-01-08,145.35
2016-01-11,146.7
2016-01-12,145.15
2016-01-13,138.3
2016-01-14,136.9
2016-01-15,127.55
2016-01-18,115.5
2016-01-19,126.35
2016-01-20,119.75
2016-01-21,121.05
2016-01-22,122.65
2016-01-25,123.75
2016-01-27,126.35
2016-01-28,125.4
2016-01-29,126.55
2016-02-01,131.15
2016-02-02,131.45
2016-02-03,126.6
2016-02-04,123.9
2016-02-05,124.9
2016-02-08,123.3
2016-02-09,120.7
2016-02-10,121.55
2016-02-11,114.8
2016-02-12,109.85
2016-02-15,118.8
2016-02-16,112.9
2016-02-17,115.6
2016-02-18,116.55
2016-02-19,116.85
2016-02-22,120.0
2016-02-23,117.4
2016-02-24,114.2
2016-02-25,114.95
2016-02-26,112.7
2016-02-29,115.6
2016-03-01,117.8
2016-03-02,120.0
2016-03-03,128.0
2016-03-04,126.85
2016-03-08,126.85
2016-03-09,127.05
2016-03-10,124.95
2016-03-11,123.1
2016-03-14,124.55
2016-03-15,130.35
2016-03-16,132.7
2016-03-17,133.05
2016-03-18,134.95
2016-03-21,135.1
2016-03-22,135.95
2016-03-23,138.85
2016-03-28,133.5
2016-03-29,131.7
2016-03-30,141.55
2016-03-31,139.0
2016-04-01,142.7
2016-04-04,143.9
2016-04-05,139.8
2016-04-06,146.8
2016-04-07,144.1
2016-04-08,146.45
2016-04-11,164.3
2016-04-12,165.1
2016-04-13,168.8
2016-04-18,169.8
2016-04-20,168.8
2016-04-21,165.55
2016-04-22,164.6
2016-04-25,164.6
2016-04-26,164.95
2016-04-27,161.9
2016-04-28,157.9
2016-04-29,157.75
2016-05-02,160.1
2016-05-03,158.25
2016-05-04,159.85
2016-05-05,160.25
2016-05-06,153.2
2016-05-09,160.1
2016-05-10,166.2
2016-05-11,178.05
2016-05-12,183.85
2016-05-13,185.4
2016-05-16,179.25
2016-05-17,178.4
2016-05-18,178.1
2016-05-19,177.95
2016-05-20,174.6
2016-05-23,169.1
2016-05-24,173.15
2016-05-25,172.05
2016-05-26,193.1
2016-05-27,187.15
2016-05-30,198.4
2016-05-31,192.6
2016-06-01,194.5
2016-06-02,196.2
2016-06-03,197.3
2016-06-06,192.65
2016-06-07,194.95
2016-06-08,205.3
2016-06-09,201.6
2016-06-10,201.3
2016-06-13,209.3
2016-06-14,204.1
2016-06-15,205.3
2016-06-16,197.55
2016-06-17,199.4
2016-06-20,197.7
2016-06-21,199.6
2016-06-22,198.3
2016-06-23,196.5
2016-06-24,192.25
2016-06-27,202.75
2016-06-28,213.8
2016-06-29,211.05
2016-06-30,217.9
2016-07-01,221.45
2016-07-04,219.5
2016-07-05,215.25
2016-07-07,214.5
2016-07-08,218.55
2016-07-11,216.25
2016-07-12,211.65
2016-07-13,208.35
2016-07-14,209.75
2016-07-15,208.85
2016-07-18,212.8
2016-07-19,213.15
2016-07-20,212.6
2016-07-21,215.85
2016-07-22,214.75
2016-07-25,215.15
2016-07-26,230.55
2016-07-27,230.2
2016-07-28,228.0
2016-07-29,237.3
2016-08-01,232.4
2016-08-02,225.15
2016-08-03,219.15
2016-08-04,218.4
2016-08-05,233.1
2016-08-08,237.75
2016-08-09,230.7
2016-08-10,223.25
2016-08-11,225.0
2016-08-12,222.4
2016-08-16,216.4
2016-08-17,212.25
2016-08-18,215.75
2016-08-19,214.4
2016-08-22,221.05
2016-08-23,221.5
2016-08-24,224.65
2016-08-25,223.9
2016-08-26,221.4
2016-08-29,224.15
2016-08-30,227.7
2016-08-31,227.05
2016-09-01,225.35
2016-09-02,221.15
2016-09-06,223.5
2016-09-07,226.05
2016-09-08,231.35
2016-09-09,226.95
2016-09-12,220.4
2016-09-14,222.8
2016-09-15,218.55
2016-09-16,232.0
2016-09-19,230.15
2016-09-20,223.75
2016-09-21,229.1
2016-09-22,229.35
2016-09-23,229.65
2016-09-26,224.6
2016-09-27,222.8
2016-09-28,220.95
2016-09-29,204.8
2016-09-30,212.8
2016-10-03,209.85
2016-10-04,213.15
2016-10-05,214.35
2016-10-06,213.7
2016-10-07,216.65
2016-10-10,216.85
2016-10-13,210.9
2016-10-14,214.05
2016-10-17,215.95
2016-10-18,215.75
2016-10-19,224.65
2016-10-20,256.55
2016-10-21,260.6
2016-10-24,275.3
2016-10-25,281.4
2016-10-26,264.55
2016-10-27,255.7
2016-10-28,256.9
2016-10-30,261.5
2016-11-01,257.75
2016-11-02,246.85
2016-11-03,239.65
2016-11-04,230.65
2016-11-07,237.65
2016-11-08,237.55
2016-11-09,218.9
2016-11-10,230.1
2016-11-11,220.05
2016-11-15,200.95
2016-11-16,206.95
2016-11-17,203.7
2016-11-18,208.25
2016-11-21,199.95
2016-11-22,201.4
2016-11-23,213.2
2016-11-24,210.6
2016-11-25,210.95
2016-11-28,212.45
2016-11-29,211.6
2016-11-30,211.5
2016-12-01,217.35
2016-12-02,211.5
2016-12-05,209.9
2016-12-06,212.8
2016-12-07,211.1
2016-12-08,213.8
2016-12-09,220.55
2016-12-12,216.15
2016-12-13,213.05
2016-12-14,213.55
2016-12-15,217.3
2016-12-16,223.6
2016-12-19,215.65
2016-12-20,210.15
2016-12-21,210.4
2016-12-22,200.4
2016-12-23,203.65
2016-12-26,197.85
2016-12-27,204.5
2016-12-28,206.6
2016-12-29,209.3
2016-12-30,213.85
