Date,TIDEWATER
2016-01-01,28033.75
2016-01-04,28311.45
2016-01-05,31142.55
2016-01-06,32281.55
2016-01-07,31542.9
2016-01-08,32411.25
2016-01-11,31873.85
2016-01-12,28716.4
2016-01-13,26240.1
2016-01-14,25607.65
2016-01-15,25454.1
2016-01-18,24181.4
2016-01-19,22984.9
2016-01-20,22897.8
2016-01-21,23082.9
2016-01-22,24237.0
2016-01-25,25448.85
2016-01-27,26721.25
2016-01-28,26325.35
2016-01-29,25009.1
2016-02-01,24291.35
2016-02-02,24419.75
2016-02-03,23980.4
2016-02-04,23454.05
2016-02-05,23385.85
2016-02-08,23280.5
2016-02-09,22867.7
2016-02-10,22263.3
2016-02-11,21055.45
2016-02-12,20545.95
2016-02-15,21288.0
2016-02-16,21040.0
2016-02-17,21049.0
2016-02-18,20999.9
2016-02-19,23510.7
2016-02-22,24440.3
2016-02-23,24047.55
2016-02-24,23627.85
2016-02-25,23240.05
2016-02-26,22787.1
2016-02-29,22951.0
2016-03-01,23269.4
2016-03-02,23308.45
2016-03-03,23665.8
2016-03-04,25091.7
2016-03-08,27550.6
2016-03-09,27857.6
2016-03-10,28675.65
2016-03-11,28755.85
2016-03-14,28487.85
2016-03-15,29339.8
2016-03-16,7117.75
2016-03-17,6952.4
2016-03-18,6738.1
2016-03-21,6618.8
2016-03-22,6709.45
2016-03-23,6547.8
2016-03-28,6283.95
2016-03-29,6399.2
2016-03-30,6667.15
2016-03-31,6548.25
2016-04-01,6569.2
2016-04-04,6566.8
2016-04-05,6403.3
2016-04-06,6438.35
2016-04-07,6314.15
2016-04-08,6382.15
2016-04-11,6322.4
2016-04-12,6304.55
2016-04-13,6294.75
2016-04-18,6271.6
2016-04-20,6214.75
2016-04-21,6344.2
2016-04-22,6277.95
2016-04-25,6276.95
2016-04-26,6343.7
2016-04-27,6285.95
2016-04-28,6233.4
2016-04-29,6171.2
2016-05-02,6104.45
2016-05-03,6005.9
2016-05-04,5910.5
2016-05-05,5850.95
2016-05-06,5977.3
2016-05-09,5989.05
2016-05-10,5960.75
2016-05-11,5890.4
2016-05-12,5897.45
2016-05-13,5856.85
2016-05-16,5822.25
2016-05-17,5929.85
2016-05-18,5966.5
2016-05-19,5876.65
2016-05-20,5814.4
2016-05-23,5778.9
2016-05-24,5710.25
2016-05-25,5719.45
2016-05-26,5712.7
2016-05-27,5728.85
2016-05-30,6041.7
2016-05-31,5832.3
2016-06-01,5819.85
2016-06-02,5811.05
2016-06-03,5789.15
2016-06-06,5792.2
2016-06-07,5783.15
2016-06-08,5733.4
2016-06-09,5727.7
2016-06-10,5679.4
2016-06-13,5660.85
2016-06-14,5666.2
2016-06-15,5670.35
2016-06-16,5625.5
2016-06-17,5561.5
2016-06-20,5547.05
2016-06-21,5532.65
2016-06-22,5504.55
2016-06-23,5426.3
2016-06-24,5283.25
2016-06-27,5321.85
2016-06-28,5323.6
2016-06-29,5584.9
2016-06-30,5606.75
2016-07-01,5533.3
2016-07-04,5532.05
2016-07-05,5538.85
