Date,BHARATFORG
2016-01-01,887.7
2016-01-04,870.9
2016-01-05,857.45
2016-01-06,876.35
2016-01-07,824.65
2016-01-08,831.5
2016-01-11,827.3
2016-01-12,815.6
2016-01-13,817.6
2016-01-14,816.9
2016-01-15,792.75
2016-01-18,775.9
2016-01-19,790.1
2016-01-20,774.75
2016-01-21,780.1
2016-01-22,798.45
2016-01-25,813.2
2016-01-27,826.55
2016-01-28,821.0
2016-01-29,833.55
2016-02-01,839.95
2016-02-02,815.5
2016-02-03,791.5
2016-02-04,792.55
2016-02-05,771.35
2016-02-08,771.25
2016-02-09,778.0
2016-02-10,783.1
2016-02-11,765.3
2016-02-12,745.0
2016-02-15,785.8
2016-02-16,774.9
2016-02-17,785.1
2016-02-18,770.45
2016-02-19,771.7
2016-02-22,786.5
2016-02-23,767.1
2016-02-24,758.8
2016-02-25,737.1
2016-02-26,743.05
2016-02-29,746.4
2016-03-01,776.0
2016-03-02,790.25
2016-03-03,826.7
2016-03-04,818.0
2016-03-08,803.0
2016-03-09,826.75
2016-03-10,821.35
2016-03-11,816.45
2016-03-14,814.3
2016-03-15,804.0
2016-03-16,810.55
2016-03-17,825.45
2016-03-18,849.05
2016-03-21,875.8
2016-03-22,877.75
2016-03-23,888.5
2016-03-28,878.8
2016-03-29,891.95
2016-03-30,889.85
2016-03-31,873.1
2016-04-01,862.7
2016-04-04,847.0
2016-04-05,830.2
2016-04-06,788.15
2016-04-07,776.55
2016-04-08,769.9
2016-04-11,776.5
2016-04-12,804.85
2016-04-13,830.05
2016-04-18,832.5
2016-04-20,817.0
2016-04-21,821.75
2016-04-22,815.6
2016-04-25,794.3
2016-04-26,806.65
2016-04-27,803.0
2016-04-28,793.0
2016-04-29,798.1
2016-05-02,809.0
2016-05-03,797.5
2016-05-04,775.5
2016-05-05,780.25
2016-05-06,779.55
2016-05-09,790.65
2016-05-10,786.0
2016-05-11,780.6
2016-05-12,774.4
2016-05-13,751.3
2016-05-16,753.75
2016-05-17,750.6
2016-05-18,736.05
2016-05-19,718.45
2016-05-20,718.6
2016-05-23,712.5
2016-05-24,726.3
2016-05-25,741.45
2016-05-26,751.4
2016-05-27,744.7
2016-05-30,745.55
2016-05-31,755.4
2016-06-01,761.65
2016-06-02,759.75
2016-06-03,752.25
2016-06-06,740.85
2016-06-07,748.3
2016-06-08,764.85
2016-06-09,760.65
2016-06-10,750.45
2016-06-13,744.1
2016-06-14,740.95
2016-06-15,743.1
2016-06-16,733.9
2016-06-17,730.15
2016-06-20,755.2
2016-06-21,756.3
2016-06-22,737.85
2016-06-23,752.05
2016-06-24,751.95
2016-06-27,742.4
2016-06-28,740.55
2016-06-29,756.5
2016-06-30,760.25
2016-07-01,773.5
2016-07-04,777.3
2016-07-05,768.3
2016-07-07,741.9
2016-07-08,737.65
2016-07-11,746.4
2016-07-12,751.25
2016-07-13,746.5
2016-07-14,728.55
2016-07-15,728.45
2016-07-18,737.95
2016-07-19,744.65
2016-07-20,746.25
2016-07-21,727.95
2016-07-22,735.75
2016-07-25,745.95
2016-07-26,736.9
2016-07-27,739.1
2016-07-28,749.5
2016-07-29,760.95
2016-08-01,749.75
2016-08-02,728.25
2016-08-03,725.1
2016-08-04,724.45
2016-08-05,814.3
2016-08-08,825.65
2016-08-09,822.95
2016-08-10,822.25
2016-08-11,810.25
2016-08-12,823.85
2016-08-16,840.25
2016-08-17,847.6
2016-08-18,840.15
2016-08-19,839.55
2016-08-22,833.7
2016-08-23,861.5
2016-08-24,855.9
2016-08-25,851.7
2016-08-26,857.35
2016-08-29,854.35
2016-08-30,859.85
2016-08-31,850.3
2016-09-01,857.6
2016-09-02,873.15
2016-09-06,871.65
2016-09-07,888.0
2016-09-08,878.7
2016-09-09,861.75
2016-09-12,846.2
2016-09-14,860.95
2016-09-15,869.9
2016-09-16,875.35
2016-09-19,904.15
2016-09-20,892.55
2016-09-21,901.05
2016-09-22,924.85
2016-09-23,943.15
2016-09-26,938.7
2016-09-27,947.4
2016-09-28,943.45
2016-09-29,898.4
2016-09-30,910.8
2016-10-03,940.55
2016-10-04,924.4
2016-10-05,925.05
2016-10-06,930.85
2016-10-07,956.5
2016-10-10,936.85
2016-10-13,913.85
2016-10-14,916.2
2016-10-17,889.7
2016-10-18,905.25
2016-10-19,901.4
2016-10-20,894.05
2016-10-21,889.65
2016-10-24,886.75
2016-10-25,876.3
2016-10-26,871.85
2016-10-27,856.4
2016-10-28,884.9
2016-10-30,884.2
2016-11-01,866.7
2016-11-02,853.55
2016-11-03,850.1
2016-11-04,833.95
2016-11-07,858.65
2016-11-08,849.6
2016-11-09,877.7
2016-11-10,880.85
2016-11-11,862.85
2016-11-15,892.5
2016-11-16,901.5
2016-11-17,899.75
2016-11-18,906.85
2016-11-21,858.0
2016-11-22,876.45
2016-11-23,897.9
2016-11-24,913.75
2016-11-25,909.85
2016-11-28,908.8
2016-11-29,901.35
2016-11-30,903.5
2016-12-01,897.8
2016-12-02,872.95
2016-12-05,873.3
2016-12-06,896.8
2016-12-07,915.25
2016-12-08,963.5
2016-12-09,960.6
2016-12-12,968.1
2016-12-13,999.05
2016-12-14,974.25
2016-12-15,975.4
2016-12-16,969.75
2016-12-19,967.25
2016-12-20,949.9
2016-12-21,930.45
2016-12-22,912.95
2016-12-23,911.95
2016-12-26,881.5
2016-12-27,909.4
2016-12-28,900.0
2016-12-29,907.5
2016-12-30,906.55
