Date,NAUKRI
2016-01-01,880.0
2016-01-04,832.85
2016-01-05,821.95
2016-01-06,811.4
2016-01-07,819.25
2016-01-08,844.45
2016-01-11,823.6
2016-01-12,819.05
2016-01-13,836.85
2016-01-14,808.65
2016-01-15,796.2
2016-01-18,800.05
2016-01-19,792.95
2016-01-20,800.55
2016-01-21,803.4
2016-01-22,794.95
2016-01-25,800.0
2016-01-27,802.15
2016-01-28,804.9
2016-01-29,793.95
2016-02-01,789.4
2016-02-02,768.6
2016-02-03,769.25
2016-02-04,782.1
2016-02-05,782.95
2016-02-08,780.7
2016-02-09,768.65
2016-02-10,766.65
2016-02-11,749.7
2016-02-12,723.35
2016-02-15,734.25
2016-02-16,756.25
2016-02-17,729.8
2016-02-18,741.0
2016-02-19,730.55
2016-02-22,738.55
2016-02-23,727.15
2016-02-24,724.9
2016-02-25,710.85
2016-02-26,716.85
2016-02-29,700.1
2016-03-01,711.2
2016-03-02,735.05
2016-03-03,738.3
2016-03-04,770.85
2016-03-08,828.85
2016-03-09,785.25
2016-03-10,782.3
2016-03-11,774.35
2016-03-14,790.6
2016-03-15,784.0
2016-03-16,784.2
2016-03-17,784.15
2016-03-18,786.1
2016-03-21,770.05
2016-03-22,768.35
2016-03-23,763.45
2016-03-28,752.55
2016-03-29,762.75
2016-03-30,766.0
2016-03-31,766.9
2016-04-01,765.25
2016-04-04,775.5
2016-04-05,773.2
2016-04-06,773.0
2016-04-07,766.2
2016-04-08,785.5
2016-04-11,799.65
2016-04-12,778.4
2016-04-13,791.35
2016-04-18,798.8
2016-04-20,799.3
2016-04-21,800.6
2016-04-22,809.05
2016-04-25,800.05
2016-04-26,790.2
2016-04-27,790.25
2016-04-28,750.1
2016-04-29,751.75
2016-05-02,750.5
2016-05-03,743.8
2016-05-04,734.7
2016-05-05,729.3
2016-05-06,721.05
2016-05-09,715.5
2016-05-10,749.1
2016-05-11,739.95
2016-05-12,746.25
2016-05-13,743.15
2016-05-16,744.0
2016-05-17,739.1
2016-05-18,739.8
2016-05-19,740.05
2016-05-20,749.65
2016-05-23,747.1
2016-05-24,755.7
2016-05-25,768.9
2016-05-26,794.1
2016-05-27,799.85
2016-05-30,806.6
2016-05-31,807.55
2016-06-01,795.05
2016-06-02,786.45
2016-06-03,783.45
2016-06-06,781.75
2016-06-07,794.75
2016-06-08,808.05
2016-06-09,817.7
2016-06-10,810.25
2016-06-13,790.6
2016-06-14,788.05
2016-06-15,818.85
2016-06-16,814.5
2016-06-17,807.7
2016-06-20,817.05
2016-06-21,804.15
2016-06-22,809.2
2016-06-23,805.35
2016-06-24,795.15
2016-06-27,800.65
2016-06-28,807.05
2016-06-29,817.6
2016-06-30,826.3
2016-07-01,854.1
2016-07-04,849.05
2016-07-05,850.45
2016-07-07,849.65
2016-07-08,848.6
2016-07-11,829.5
2016-07-12,839.85
2016-07-13,830.0
2016-07-14,837.95
2016-07-15,839.9
2016-07-18,837.15
2016-07-19,825.85
2016-07-20,829.6
2016-07-21,857.25
2016-07-22,866.3
2016-07-25,867.7
2016-07-26,828.45
2016-07-27,827.4
2016-07-28,823.45
2016-07-29,818.15
2016-08-01,808.2
2016-08-02,809.6
2016-08-03,824.85
2016-08-04,816.85
2016-08-05,843.1
2016-08-08,872.25
2016-08-09,872.65
2016-08-10,869.55
2016-08-11,857.8
2016-08-12,845.7
2016-08-16,852.45
2016-08-17,839.2
2016-08-18,836.05
2016-08-19,833.4
2016-08-22,841.0
2016-08-23,836.1
2016-08-24,849.35
2016-08-25,838.35
2016-08-26,842.35
2016-08-29,837.85
2016-08-30,836.75
2016-08-31,823.5
2016-09-01,836.25
2016-09-02,832.4
2016-09-06,839.25
2016-09-07,838.7
2016-09-08,840.95
2016-09-09,831.4
2016-09-12,836.65
2016-09-14,846.35
2016-09-15,847.2
2016-09-16,861.9
2016-09-19,862.35
2016-09-20,862.5
2016-09-21,858.5
2016-09-22,852.95
2016-09-23,859.55
2016-09-26,857.85
2016-09-27,858.05
2016-09-28,850.25
2016-09-29,862.3
2016-09-30,849.95
2016-10-03,864.75
2016-10-04,892.2
2016-10-05,940.8
2016-10-06,983.85
2016-10-07,936.3
2016-10-10,916.55
2016-10-13,898.9
2016-10-14,885.6
2016-10-17,861.3
2016-10-18,860.4
2016-10-19,891.95
2016-10-20,898.4
2016-10-21,898.95
2016-10-24,879.95
2016-10-25,880.85
2016-10-26,880.1
2016-10-27,898.2
2016-10-28,901.95
2016-10-30,902.1
2016-11-01,970.55
2016-11-02,945.3
2016-11-03,945.25
2016-11-04,914.55
2016-11-07,896.3
2016-11-08,913.65
2016-11-09,909.35
2016-11-10,910.55
2016-11-11,892.5
2016-11-15,869.35
2016-11-16,884.6
2016-11-17,872.75
2016-11-18,890.25
2016-11-21,928.0
2016-11-22,954.35
2016-11-23,934.0
2016-11-24,920.65
2016-11-25,909.95
2016-11-28,899.6
2016-11-29,896.6
2016-11-30,897.6
2016-12-01,899.9
2016-12-02,884.95
2016-12-05,875.5
2016-12-06,870.85
2016-12-07,863.65
2016-12-08,870.7
2016-12-09,856.7
2016-12-12,859.0
2016-12-13,852.6
2016-12-14,847.9
2016-12-15,855.55
2016-12-16,871.85
2016-12-19,845.1
2016-12-20,838.6
2016-12-21,826.05
2016-12-22,818.3
2016-12-23,826.25
2016-12-26,884.6
2016-12-27,909.45
2016-12-28,918.7
2016-12-29,909.65
2016-12-30,895.9
