Date,UTTAMSTL
2016-01-01,34.65
2016-01-04,34.0
2016-01-05,35.75
2016-01-06,34.85
2016-01-07,32.65
2016-01-08,33.15
2016-01-11,32.35
2016-01-12,32.3
2016-01-13,30.8
2016-01-14,30.6
2016-01-15,28.5
2016-01-18,27.55
2016-01-19,28.1
2016-01-20,27.15
2016-01-21,27.4
2016-01-22,28.55
2016-01-25,29.55
2016-01-27,29.05
2016-01-28,28.85
2016-01-29,29.05
2016-02-01,29.1
2016-02-02,28.65
2016-02-03,27.75
2016-02-04,27.55
2016-02-05,29.15
2016-02-08,30.45
2016-02-09,29.95
2016-02-10,28.65
2016-02-11,26.55
2016-02-12,25.75
2016-02-15,25.35
2016-02-16,24.8
2016-02-17,25.0
2016-02-18,25.2
2016-02-19,25.0
2016-02-22,25.0
2016-02-23,25.25
2016-02-24,24.75
2016-02-25,24.45
2016-02-26,24.85
2016-02-29,24.75
2016-03-01,25.4
2016-03-02,25.75
2016-03-03,27.1
2016-03-04,27.55
2016-03-08,28.35
2016-03-09,28.45
2016-03-10,30.35
2016-03-11,28.9
2016-03-14,28.55
2016-03-15,28.5
2016-03-16,28.05
2016-03-17,29.4
2016-03-18,29.25
2016-03-21,29.45
2016-03-22,29.15
2016-03-23,29.85
2016-03-28,28.4
2016-03-29,27.95
2016-03-30,28.65
2016-03-31,28.6
2016-04-01,28.8
2016-04-04,28.8
2016-04-05,28.05
2016-04-06,28.75
2016-04-07,28.45
2016-04-08,28.6
2016-04-11,29.0
2016-04-12,29.1
2016-04-13,29.3
2016-04-18,28.8
2016-04-20,30.6
2016-04-21,32.75
2016-04-22,33.55
2016-04-25,31.9
2016-04-26,33.7
2016-04-27,32.9
2016-04-28,31.65
2016-04-29,32.2
2016-05-02,32.3
2016-05-03,32.1
2016-05-04,30.7
2016-05-05,29.7
2016-05-06,29.25
2016-05-09,29.95
2016-05-10,29.85
2016-05-11,29.55
2016-05-12,29.7
2016-05-13,29.15
2016-05-16,28.55
2016-05-17,28.9
2016-05-18,29.15
2016-05-19,28.75
2016-05-20,28.3
2016-05-23,28.1
2016-05-24,27.8
2016-05-25,27.85
2016-05-26,28.25
2016-05-27,28.5
2016-05-30,26.85
2016-05-31,27.25
2016-06-01,27.4
2016-06-02,26.4
2016-06-03,26.2
2016-06-06,26.3
2016-06-07,26.3
2016-06-08,27.2
2016-06-09,27.8
2016-06-10,28.6
2016-06-13,27.75
2016-06-14,29.7
2016-06-15,29.1
2016-06-16,29.55
2016-06-17,28.65
2016-06-20,29.4
2016-06-21,29.1
2016-06-22,28.65
2016-06-23,28.3
2016-06-24,27.4
2016-06-27,27.7
2016-06-28,28.0
2016-06-29,29.45
2016-06-30,33.25
2016-07-01,32.95
2016-07-04,31.6
2016-07-05,31.35
2016-07-07,30.9
2016-07-08,30.55
2016-07-11,30.8
2016-07-12,32.5
2016-07-13,32.05
2016-07-14,32.7
2016-07-15,31.65
2016-07-18,32.75
2016-07-19,31.8
2016-07-20,32.1
2016-07-21,31.15
2016-07-22,31.7
2016-07-25,32.6
2016-07-26,32.4
2016-07-27,34.25
2016-07-28,32.7
2016-07-29,32.15
2016-08-01,32.95
2016-08-02,31.95
2016-08-03,31.7
2016-08-04,31.85
2016-08-05,32.75
2016-08-08,31.2
2016-08-09,30.75
2016-08-10,29.9
2016-08-11,29.5
2016-08-12,29.45
2016-08-16,29.0
2016-08-17,29.3
2016-08-18,32.7
2016-08-19,33.65
2016-08-22,32.1
2016-08-23,31.75
2016-08-24,32.0
2016-08-25,31.3
2016-08-26,31.25
2016-08-29,30.45
2016-08-30,30.4
2016-08-31,30.55
2016-09-01,30.1
2016-09-02,29.8
2016-09-06,29.6
2016-09-07,30.2
2016-09-08,32.6
2016-09-09,31.6
2016-09-12,30.2
2016-09-14,30.65
2016-09-15,30.5
2016-09-16,30.25
2016-09-19,30.25
2016-09-20,31.55
2016-09-21,31.0
2016-09-22,31.0
2016-09-23,30.5
2016-09-26,29.95
2016-09-27,30.0
2016-09-28,30.55
2016-09-29,28.45
2016-09-30,28.85
2016-10-03,29.45
2016-10-04,30.8
2016-10-05,31.55
2016-10-06,30.6
2016-10-07,30.6
2016-10-10,31.35
2016-10-13,30.4
2016-10-14,30.55
2016-10-17,30.35
2016-10-18,30.65
2016-10-19,31.2
2016-10-20,31.1
2016-10-21,31.9
2016-10-24,33.0
2016-10-25,35.2
2016-10-26,32.65
2016-10-27,31.55
2016-10-28,31.35
2016-10-30,31.25
2016-11-01,33.4
2016-11-02,31.7
2016-11-03,31.6
2016-11-04,30.65
2016-11-07,31.2
2016-11-08,30.9
2016-11-09,29.65
2016-11-10,30.75
2016-11-11,29.6
2016-11-15,27.95
2016-11-16,28.0
2016-11-17,26.85
2016-11-18,27.0
2016-11-21,25.45
2016-11-22,25.25
2016-11-23,26.15
2016-11-24,26.4
2016-11-25,27.85
2016-11-28,28.45
2016-11-29,28.6
2016-11-30,28.8
2016-12-01,28.4
2016-12-02,28.05
2016-12-05,29.5
2016-12-06,28.85
2016-12-07,28.4
2016-12-08,28.7
2016-12-09,28.7
2016-12-12,28.75
2016-12-13,28.45
2016-12-14,28.25
2016-12-15,28.95
2016-12-16,28.95
2016-12-19,28.25
2016-12-20,28.05
2016-12-21,27.9
2016-12-22,27.3
2016-12-23,27.1
2016-12-26,26.6
2016-12-27,26.65
2016-12-28,26.7
2016-12-29,26.85
2016-12-30,27.15
