Date,RPGLIFE
2016-01-01,318.9
2016-01-04,323.75
2016-01-05,328.0
2016-01-06,316.5
2016-01-07,297.0
2016-01-08,297.7
2016-01-11,305.1
2016-01-12,296.95
2016-01-13,283.2
2016-01-14,272.35
2016-01-15,254.15
2016-01-18,228.75
2016-01-19,218.85
2016-01-20,210.4
2016-01-21,211.1
2016-01-22,221.65
2016-01-25,232.7
2016-01-27,238.55
2016-01-28,232.45
2016-01-29,236.35
2016-02-01,239.8
2016-02-02,243.35
2016-02-03,239.05
2016-02-04,229.0
2016-02-05,247.8
2016-02-08,258.15
2016-02-09,252.8
2016-02-10,237.05
2016-02-11,214.45
2016-02-12,212.4
2016-02-15,224.1
2016-02-16,214.1
2016-02-17,222.25
2016-02-18,225.55
2016-02-19,229.1
2016-02-22,231.15
2016-02-23,228.95
2016-02-24,218.15
2016-02-25,208.65
2016-02-26,207.65
2016-02-29,208.25
2016-03-01,220.55
2016-03-02,228.2
2016-03-03,231.75
2016-03-04,238.15
2016-03-08,238.3
2016-03-09,238.2
2016-03-10,253.65
2016-03-11,250.35
2016-03-14,252.3
2016-03-15,243.75
2016-03-16,231.95
2016-03-17,234.8
2016-03-18,233.3
2016-03-21,238.15
2016-03-22,238.15
2016-03-23,234.55
2016-03-28,230.4
2016-03-29,217.45
2016-03-30,222.4
2016-03-31,221.8
2016-04-01,238.25
2016-04-04,236.95
2016-04-05,233.5
2016-04-06,266.6
2016-04-07,259.6
2016-04-08,260.95
2016-04-11,262.05
2016-04-12,261.4
2016-04-13,262.5
2016-04-18,258.95
2016-04-20,255.7
2016-04-21,256.95
2016-04-22,258.6
2016-04-25,272.35
2016-04-26,274.6
2016-04-27,277.9
2016-04-28,275.0
2016-04-29,269.5
2016-05-02,251.5
2016-05-03,247.1
2016-05-04,239.9
2016-05-05,238.3
2016-05-06,236.85
2016-05-09,240.1
2016-05-10,241.95
2016-05-11,238.45
2016-05-12,256.15
2016-05-13,255.85
2016-05-16,259.0
2016-05-17,262.75
2016-05-18,264.0
2016-05-19,261.55
2016-05-20,256.1
2016-05-23,255.05
2016-05-24,249.85
2016-05-25,252.3
2016-05-26,254.9
2016-05-27,265.2
2016-05-30,255.0
2016-05-31,252.05
2016-06-01,254.5
2016-06-02,254.75
2016-06-03,251.2
2016-06-06,248.9
2016-06-07,247.95
2016-06-08,246.45
2016-06-09,243.55
2016-06-10,240.85
2016-06-13,241.95
2016-06-14,240.7
2016-06-15,235.25
2016-06-16,224.55
2016-06-17,229.25
2016-06-20,228.4
2016-06-21,231.05
2016-06-22,235.25
2016-06-23,238.55
2016-06-24,236.55
2016-06-27,232.2
2016-06-28,278.6
2016-06-29,276.95
2016-06-30,271.4
2016-07-01,264.45
2016-07-04,266.05
2016-07-05,261.6
2016-07-07,271.7
2016-07-08,274.3
2016-07-11,277.55
2016-07-12,273.1
2016-07-13,269.05
2016-07-14,266.25
2016-07-15,274.5
2016-07-18,272.8
2016-07-19,272.4
2016-07-20,280.95
2016-07-21,280.95
2016-07-22,279.9
2016-07-25,306.85
2016-07-26,297.45
2016-07-27,352.85
2016-07-28,381.5
2016-07-29,386.75
2016-08-01,377.75
2016-08-02,410.2
2016-08-03,403.4
2016-08-04,401.45
2016-08-05,413.3
2016-08-08,412.05
2016-08-09,453.8
2016-08-10,428.9
2016-08-11,433.55
2016-08-12,434.4
2016-08-16,439.65
2016-08-17,434.5
2016-08-18,428.3
2016-08-19,440.05
2016-08-22,435.55
2016-08-23,433.05
2016-08-24,439.4
2016-08-25,430.4
2016-08-26,420.25
2016-08-29,412.8
2016-08-30,437.1
2016-08-31,426.85
2016-09-01,427.55
2016-09-02,441.7
2016-09-06,436.45
2016-09-07,467.0
2016-09-08,493.15
2016-09-09,495.0
2016-09-12,494.1
2016-09-14,499.15
2016-09-15,505.75
2016-09-16,505.5
2016-09-19,504.8
2016-09-20,518.15
2016-09-21,508.3
2016-09-22,509.4
2016-09-23,504.85
2016-09-26,502.0
2016-09-27,512.45
2016-09-28,513.3
2016-09-29,466.45
2016-09-30,481.75
2016-10-03,493.1
2016-10-04,497.3
2016-10-05,492.15
2016-10-06,484.9
2016-10-07,484.15
2016-10-10,489.7
2016-10-13,473.7
2016-10-14,479.35
2016-10-17,472.1
2016-10-18,500.4
2016-10-19,507.9
2016-10-20,506.6
2016-10-21,507.85
2016-10-24,500.9
2016-10-25,496.25
2016-10-26,478.65
2016-10-27,484.1
2016-10-28,480.55
2016-10-30,481.1
2016-11-01,473.2
2016-11-02,481.7
2016-11-03,470.7
2016-11-04,451.2
2016-11-07,462.25
2016-11-08,451.9
2016-11-09,454.3
2016-11-10,469.65
2016-11-11,451.65
2016-11-15,451.75
2016-11-16,460.65
2016-11-17,459.05
2016-11-18,458.7
2016-11-21,426.75
2016-11-22,418.65
2016-11-23,431.35
2016-11-24,428.75
2016-11-25,448.35
2016-11-28,494.05
2016-11-29,493.3
2016-11-30,495.2
2016-12-01,491.6
2016-12-02,480.8
2016-12-05,478.75
2016-12-06,482.8
2016-12-07,478.7
2016-12-08,481.45
2016-12-09,473.4
2016-12-12,467.1
2016-12-13,464.15
2016-12-14,456.5
2016-12-15,460.85
2016-12-16,468.75
2016-12-19,493.65
2016-12-20,482.75
2016-12-21,486.1
2016-12-22,473.8
2016-12-23,467.6
2016-12-26,451.55
2016-12-27,466.1
2016-12-28,462.25
2016-12-29,475.7
2016-12-30,480.25
