Date,CORDSCABLE
2016-01-01,62.75
2016-01-04,61.6
2016-01-05,67.75
2016-01-06,64.4
2016-01-07,61.2
2016-01-08,64.25
2016-01-11,67.45
2016-01-12,67.55
2016-01-13,64.2
2016-01-14,61.0
2016-01-15,57.95
2016-01-18,55.1
2016-01-19,53.55
2016-01-20,50.9
2016-01-21,48.4
2016-01-22,50.8
2016-01-25,53.3
2016-01-27,55.95
2016-01-28,58.7
2016-01-29,57.25
2016-02-01,56.3
2016-02-02,53.5
2016-02-03,50.85
2016-02-04,48.9
2016-02-05,51.3
2016-02-08,53.4
2016-02-09,50.8
2016-02-10,48.8
2016-02-11,46.4
2016-02-12,44.15
2016-02-15,46.35
2016-02-16,44.05
2016-02-17,42.3
2016-02-18,40.2
2016-02-19,40.1
2016-02-22,42.1
2016-02-23,42.55
2016-02-24,41.85
2016-02-25,39.8
2016-02-26,39.25
2016-02-29,37.8
2016-03-01,39.65
2016-03-02,41.6
2016-03-03,43.65
2016-03-04,41.65
2016-03-08,43.7
2016-03-09,45.85
2016-03-10,48.1
2016-03-11,46.5
2016-03-14,45.7
2016-03-15,44.0
2016-03-16,44.6
2016-03-17,44.75
2016-03-18,43.8
2016-03-21,45.6
2016-03-22,46.15
2016-03-23,45.8
2016-03-28,44.25
2016-03-29,43.5
2016-03-30,42.35
2016-03-31,44.45
2016-04-01,46.75
2016-04-04,46.45
2016-04-05,45.1
2016-04-06,45.85
2016-04-07,45.3
2016-04-08,46.65
2016-04-11,51.3
2016-04-12,53.3
2016-04-13,53.35
2016-04-18,50.6
2016-04-20,49.7
2016-04-21,49.95
2016-04-22,50.95
2016-04-25,50.5
2016-04-26,49.4
2016-04-27,50.15
2016-04-28,49.7
2016-04-29,49.65
2016-05-02,48.85
2016-05-03,49.4
2016-05-04,46.65
2016-05-05,45.1
2016-05-06,41.85
2016-05-09,49.25
2016-05-10,47.95
2016-05-11,47.75
2016-05-12,46.75
2016-05-13,47.25
2016-05-16,47.1
2016-05-17,47.5
2016-05-18,47.3
2016-05-19,46.75
2016-05-20,46.35
2016-05-23,45.95
2016-05-24,44.3
2016-05-25,43.9
2016-05-26,44.95
2016-05-27,43.85
2016-05-30,44.2
2016-05-31,46.0
2016-06-01,45.0
2016-06-02,53.8
2016-06-03,50.6
2016-06-06,51.2
2016-06-07,50.5
2016-06-08,50.05
2016-06-09,49.6
2016-06-10,52.65
2016-06-13,51.6
2016-06-14,51.5
2016-06-15,51.5
2016-06-16,51.95
2016-06-17,50.05
2016-06-20,48.0
2016-06-21,48.35
2016-06-22,49.25
2016-06-23,49.95
2016-06-24,46.9
2016-06-27,48.55
2016-06-28,50.75
2016-06-29,60.9
2016-06-30,58.5
2016-07-01,58.6
2016-07-04,59.55
2016-07-05,61.85
2016-07-07,61.15
2016-07-08,59.3
2016-07-11,60.15
2016-07-12,57.5
2016-07-13,57.2
2016-07-14,58.15
2016-07-15,55.95
2016-07-18,55.1
2016-07-19,57.15
2016-07-20,56.9
2016-07-21,56.85
2016-07-22,59.05
2016-07-25,59.75
2016-07-26,60.25
2016-07-27,61.4
2016-07-28,61.55
2016-07-29,58.4
2016-08-01,58.7
2016-08-02,57.2
2016-08-03,55.15
2016-08-04,54.6
2016-08-05,55.7
2016-08-08,57.05
2016-08-09,55.5
2016-08-10,54.45
2016-08-11,57.15
2016-08-12,54.05
2016-08-16,54.0
2016-08-17,53.25
2016-08-18,52.25
2016-08-19,54.75
2016-08-22,57.8
2016-08-23,56.65
2016-08-24,56.25
2016-08-25,62.05
2016-08-26,60.3
2016-08-29,59.15
2016-08-30,59.05
2016-08-31,58.1
2016-09-01,59.0
2016-09-02,57.4
2016-09-06,57.45
2016-09-07,57.7
2016-09-08,60.4
2016-09-09,57.8
2016-09-12,55.75
2016-09-14,57.1
2016-09-15,56.05
2016-09-16,56.6
2016-09-19,55.9
2016-09-20,55.5
2016-09-21,55.15
2016-09-22,54.9
2016-09-23,54.4
2016-09-26,53.45
2016-09-27,52.05
2016-09-28,52.6
2016-09-29,49.55
2016-09-30,51.5
2016-10-03,51.85
2016-10-04,52.9
2016-10-05,53.2
2016-10-06,51.9
2016-10-07,51.8
2016-10-10,51.45
2016-10-13,50.0
2016-10-14,50.35
2016-10-17,51.45
2016-10-18,51.9
2016-10-19,52.5
2016-10-20,52.95
2016-10-21,52.95
2016-10-24,55.0
2016-10-25,55.7
2016-10-26,59.55
2016-10-27,66.7
2016-10-28,64.25
2016-10-30,68.6
2016-11-01,65.0
2016-11-02,62.25
2016-11-03,61.9
2016-11-04,58.0
2016-11-07,62.7
2016-11-08,62.4
2016-11-09,60.4
2016-11-10,61.6
2016-11-11,59.85
2016-11-15,54.2
2016-11-16,55.6
2016-11-17,55.05
2016-11-18,52.9
2016-11-21,49.45
2016-11-22,50.85
2016-11-23,52.25
2016-11-24,51.95
2016-11-25,53.05
2016-11-28,55.15
2016-11-29,54.0
2016-11-30,57.3
2016-12-01,56.55
2016-12-02,54.95
2016-12-05,54.7
2016-12-06,56.45
2016-12-07,56.45
2016-12-08,56.8
2016-12-09,57.9
2016-12-12,57.05
2016-12-13,61.15
2016-12-14,58.1
2016-12-15,58.15
2016-12-16,57.35
2016-12-19,68.8
2016-12-20,75.35
2016-12-21,78.9
2016-12-22,77.75
2016-12-23,71.7
2016-12-26,65.85
2016-12-27,67.9
2016-12-28,66.95
2016-12-29,65.45
2016-12-30,72.8
