Date,DBREALTY
2016-01-01,56.35
2016-01-04,57.7
2016-01-05,58.0
2016-01-06,56.35
2016-01-07,53.6
2016-01-08,54.15
2016-01-11,53.95
2016-01-12,53.3
2016-01-13,52.3
2016-01-14,51.65
2016-01-15,50.0
2016-01-18,50.3
2016-01-19,52.65
2016-01-20,48.5
2016-01-21,48.4
2016-01-22,49.9
2016-01-25,50.35
2016-01-27,49.9
2016-01-28,50.05
2016-01-29,50.65
2016-02-01,51.1
2016-02-02,50.45
2016-02-03,48.25
2016-02-04,48.15
2016-02-05,47.45
2016-02-08,47.15
2016-02-09,46.65
2016-02-10,46.7
2016-02-11,43.9
2016-02-12,39.9
2016-02-15,39.85
2016-02-16,39.2
2016-02-17,39.2
2016-02-18,39.85
2016-02-19,39.65
2016-02-22,40.85
2016-02-23,39.6
2016-02-24,38.75
2016-02-25,38.6
2016-02-26,37.1
2016-02-29,37.25
2016-03-01,37.55
2016-03-02,39.55
2016-03-03,38.9
2016-03-04,39.65
2016-03-08,42.75
2016-03-09,44.0
2016-03-10,42.8
2016-03-11,44.3
2016-03-14,45.2
2016-03-15,43.9
2016-03-16,43.2
2016-03-17,43.25
2016-03-18,43.85
2016-03-21,43.85
2016-03-22,46.0
2016-03-23,46.15
2016-03-28,44.25
2016-03-29,41.85
2016-03-30,42.95
2016-03-31,42.75
2016-04-01,44.15
2016-04-04,44.95
2016-04-05,43.75
2016-04-06,43.8
2016-04-07,43.65
2016-04-08,47.8
2016-04-11,46.8
2016-04-12,47.25
2016-04-13,47.8
2016-04-18,50.15
2016-04-20,48.75
2016-04-21,47.8
2016-04-22,46.9
2016-04-25,47.05
2016-04-26,47.15
2016-04-27,46.75
2016-04-28,50.1
2016-04-29,50.9
2016-05-02,49.65
2016-05-03,50.6
2016-05-04,48.9
2016-05-05,49.2
2016-05-06,49.85
2016-05-09,49.8
2016-05-10,49.0
2016-05-11,47.15
2016-05-12,48.35
2016-05-13,47.65
2016-05-16,46.9
2016-05-17,49.65
2016-05-18,50.0
2016-05-19,48.65
2016-05-20,47.7
2016-05-23,51.75
2016-05-24,52.95
2016-05-25,54.0
2016-05-26,54.05
2016-05-27,52.75
2016-05-30,50.65
2016-05-31,49.35
2016-06-01,49.7
2016-06-02,48.65
2016-06-03,49.7
2016-06-06,49.6
2016-06-07,49.45
2016-06-08,49.4
2016-06-09,48.85
2016-06-10,47.9
2016-06-13,46.9
2016-06-14,47.35
2016-06-15,47.35
2016-06-16,46.65
2016-06-17,48.4
2016-06-20,49.15
2016-06-21,48.3
2016-06-22,51.55
2016-06-23,49.35
2016-06-24,46.8
2016-06-27,47.6
2016-06-28,47.7
2016-06-29,48.75
2016-06-30,51.35
2016-07-01,52.35
2016-07-04,58.9
2016-07-05,56.75
2016-07-07,57.9
2016-07-08,55.75
2016-07-11,56.4
2016-07-12,56.4
2016-07-13,55.35
2016-07-14,55.65
2016-07-15,54.05
2016-07-18,54.2
2016-07-19,53.75
2016-07-20,56.2
2016-07-21,56.65
2016-07-22,57.45
2016-07-25,57.1
2016-07-26,55.35
2016-07-27,55.8
2016-07-28,55.2
2016-07-29,54.45
2016-08-01,54.05
2016-08-02,53.25
2016-08-03,51.6
2016-08-04,52.75
2016-08-05,53.7
2016-08-08,53.5
2016-08-09,52.7
2016-08-10,51.65
2016-08-11,53.7
2016-08-12,53.0
2016-08-16,52.05
2016-08-17,49.95
2016-08-18,51.0
2016-08-19,51.45
2016-08-22,52.35
2016-08-23,51.0
2016-08-24,51.4
2016-08-25,50.65
2016-08-26,50.15
2016-08-29,48.95
2016-08-30,48.85
2016-08-31,49.6
2016-09-01,49.3
2016-09-02,50.05
2016-09-06,49.3
2016-09-07,49.9
2016-09-08,51.9
2016-09-09,51.85
2016-09-12,48.7
2016-09-14,49.4
2016-09-15,47.55
2016-09-16,47.05
2016-09-19,47.95
2016-09-20,47.15
2016-09-21,47.25
2016-09-22,47.8
2016-09-23,47.25
2016-09-26,47.0
2016-09-27,46.6
2016-09-28,47.4
2016-09-29,43.9
2016-09-30,44.6
2016-10-03,45.7
2016-10-04,46.45
2016-10-05,47.15
2016-10-06,48.7
2016-10-07,49.3
2016-10-10,48.95
2016-10-13,47.15
2016-10-14,47.2
2016-10-17,48.45
2016-10-18,48.3
2016-10-19,47.55
2016-10-20,47.85
2016-10-21,47.6
2016-10-24,48.1
2016-10-25,47.75
2016-10-26,48.6
2016-10-27,47.8
2016-10-28,48.05
2016-10-30,48.1
2016-11-01,48.15
2016-11-02,47.45
2016-11-03,46.4
2016-11-04,44.9
2016-11-07,45.85
2016-11-08,45.6
2016-11-09,40.15
2016-11-10,42.5
2016-11-11,39.8
2016-11-15,39.25
2016-11-16,39.2
2016-11-17,39.85
2016-11-18,39.5
2016-11-21,37.95
2016-11-22,37.1
2016-11-23,38.1
2016-11-24,38.2
2016-11-25,38.85
2016-11-28,39.85
2016-11-29,40.5
2016-11-30,41.0
2016-12-01,40.65
2016-12-02,39.95
2016-12-05,40.05
2016-12-06,40.9
2016-12-07,40.25
2016-12-08,40.3
2016-12-09,41.0
2016-12-12,39.65
2016-12-13,41.0
2016-12-14,40.1
2016-12-15,39.6
2016-12-16,39.55
2016-12-19,39.45
2016-12-20,38.8
2016-12-21,38.45
2016-12-22,38.05
2016-12-23,37.7
2016-12-26,36.35
2016-12-27,35.65
2016-12-28,35.95
2016-12-29,35.85
2016-12-30,36.15
