Date,PRAJIND
2016-01-01,95.2
2016-01-04,92.35
2016-01-05,98.15
2016-01-06,97.6
2016-01-07,92.85
2016-01-08,95.5
2016-01-11,94.0
2016-01-12,91.8
2016-01-13,88.6
2016-01-14,87.15
2016-01-15,82.95
2016-01-18,76.45
2016-01-19,79.2
2016-01-20,78.05
2016-01-21,78.65
2016-01-22,81.0
2016-01-25,82.3
2016-01-27,83.65
2016-01-28,85.75
2016-01-29,97.25
2016-02-01,97.3
2016-02-02,95.1
2016-02-03,89.6
2016-02-04,90.15
2016-02-05,92.15
2016-02-08,91.2
2016-02-09,90.15
2016-02-10,87.9
2016-02-11,80.65
2016-02-12,80.85
2016-02-15,84.75
2016-02-16,80.95
2016-02-17,81.55
2016-02-18,80.75
2016-02-19,79.7
2016-02-22,79.75
2016-02-23,78.85
2016-02-24,77.6
2016-02-25,74.95
2016-02-26,73.2
2016-02-29,72.05
2016-03-01,77.6
2016-03-02,79.15
2016-03-03,82.4
2016-03-04,82.1
2016-03-08,81.9
2016-03-09,82.0
2016-03-10,81.6
2016-03-11,84.05
2016-03-14,83.85
2016-03-15,83.3
2016-03-16,84.35
2016-03-17,83.7
2016-03-18,83.55
2016-03-21,84.0
2016-03-22,87.1
2016-03-23,86.25
2016-03-28,83.7
2016-03-29,86.35
2016-03-30,88.7
2016-03-31,89.2
2016-04-01,91.4
2016-04-04,90.95
2016-04-05,87.95
2016-04-06,88.0
2016-04-07,90.7
2016-04-08,92.5
2016-04-11,93.7
2016-04-12,93.55
2016-04-13,91.7
2016-04-18,93.05
2016-04-20,95.1
2016-04-21,92.95
2016-04-22,94.6
2016-04-25,93.6
2016-04-26,95.75
2016-04-27,95.4
2016-04-28,96.95
2016-04-29,97.35
2016-05-02,97.1
2016-05-03,93.8
2016-05-04,90.85
2016-05-05,90.45
2016-05-06,89.85
2016-05-09,90.7
2016-05-10,90.8
2016-05-11,95.1
2016-05-12,96.25
2016-05-13,96.05
2016-05-16,95.85
2016-05-17,95.75
2016-05-18,94.95
2016-05-19,93.15
2016-05-20,91.6
2016-05-23,85.9
2016-05-24,87.15
2016-05-25,85.75
2016-05-26,85.45
2016-05-27,87.9
2016-05-30,86.65
2016-05-31,85.2
2016-06-01,84.8
2016-06-02,84.75
2016-06-03,83.3
2016-06-06,82.0
2016-06-07,82.85
2016-06-08,84.4
2016-06-09,86.9
2016-06-10,85.7
2016-06-13,86.5
2016-06-14,92.3
2016-06-15,91.65
2016-06-16,90.2
2016-06-17,87.85
2016-06-20,88.2
2016-06-21,87.1
2016-06-22,85.9
2016-06-23,85.55
2016-06-24,82.5
2016-06-27,83.7
2016-06-28,86.3
2016-06-29,89.55
2016-06-30,94.55
2016-07-01,96.5
2016-07-04,100.8
2016-07-05,98.0
2016-07-07,95.25
2016-07-08,92.85
2016-07-11,93.25
2016-07-12,90.75
2016-07-13,89.2
2016-07-14,90.8
2016-07-15,85.6
2016-07-18,86.4
2016-07-19,87.35
2016-07-20,93.45
2016-07-21,90.5
2016-07-22,88.25
2016-07-25,85.35
2016-07-26,85.7
2016-07-27,86.3
2016-07-28,86.3
2016-07-29,86.35
2016-08-01,85.95
2016-08-02,83.8
2016-08-03,82.4
2016-08-04,82.65
2016-08-05,85.55
2016-08-08,85.95
2016-08-09,84.55
2016-08-10,86.45
2016-08-11,85.25
2016-08-12,85.25
2016-08-16,84.75
2016-08-17,84.95
2016-08-18,89.15
2016-08-19,91.7
2016-08-22,92.05
2016-08-23,92.95
2016-08-24,92.0
2016-08-25,89.9
2016-08-26,91.95
2016-08-29,92.65
2016-08-30,91.3
2016-08-31,91.5
2016-09-01,89.75
2016-09-02,88.9
2016-09-06,89.6
2016-09-07,89.2
2016-09-08,91.2
2016-09-09,91.3
2016-09-12,87.85
2016-09-14,87.45
2016-09-15,88.4
2016-09-16,88.65
2016-09-19,88.15
2016-09-20,87.65
2016-09-21,87.75
2016-09-22,87.75
2016-09-23,87.5
2016-09-26,86.05
2016-09-27,85.0
2016-09-28,85.3
2016-09-29,81.25
2016-09-30,81.3
2016-10-03,82.5
2016-10-04,82.25
2016-10-05,82.95
2016-10-06,82.65
2016-10-07,81.9
2016-10-10,83.0
2016-10-13,83.75
2016-10-14,83.85
2016-10-17,82.05
2016-10-18,82.8
2016-10-19,84.9
2016-10-20,86.05
2016-10-21,81.75
2016-10-24,83.5
2016-10-25,83.45
2016-10-26,83.35
2016-10-27,82.85
2016-10-28,83.15
2016-10-30,84.15
2016-11-01,83.2
2016-11-02,83.0
2016-11-03,81.0
2016-11-04,83.25
2016-11-07,83.2
2016-11-08,83.75
2016-11-09,80.25
2016-11-10,84.0
2016-11-11,81.3
2016-11-15,75.75
2016-11-16,73.35
2016-11-17,73.5
2016-11-18,74.5
2016-11-21,71.05
2016-11-22,72.0
2016-11-23,74.15
2016-11-24,74.7
2016-11-25,75.75
2016-11-28,77.2
2016-11-29,76.65
2016-11-30,77.25
2016-12-01,78.25
2016-12-02,76.1
2016-12-05,74.4
2016-12-06,73.9
2016-12-07,77.65
2016-12-08,78.1
2016-12-09,79.95
2016-12-12,79.85
2016-12-13,80.65
2016-12-14,79.4
2016-12-15,79.2
2016-12-16,78.45
2016-12-19,79.8
2016-12-20,78.05
2016-12-21,79.35
2016-12-22,77.55
2016-12-23,80.95
2016-12-26,77.9
2016-12-27,78.7
2016-12-28,79.3
2016-12-29,80.1
2016-12-30,80.45
