Date,JUBILANT
2016-01-01,419.05
2016-01-04,421.55
2016-01-05,420.5
2016-01-06,414.5
2016-01-07,415.25
2016-01-08,414.0
2016-01-11,404.5
2016-01-12,409.0
2016-01-13,381.1
2016-01-14,366.3
2016-01-15,339.8
2016-01-18,288.4
2016-01-19,326.65
2016-01-20,309.85
2016-01-21,312.75
2016-01-22,336.8
2016-01-25,318.0
2016-01-27,322.55
2016-01-28,327.45
2016-01-29,348.5
2016-02-01,358.4
2016-02-02,342.2
2016-02-03,340.95
2016-02-04,327.55
2016-02-05,347.35
2016-02-08,365.75
2016-02-09,354.65
2016-02-10,339.9
2016-02-11,295.6
2016-02-12,308.45
2016-02-15,314.55
2016-02-16,302.25
2016-02-17,311.55
2016-02-18,302.25
2016-02-19,311.7
2016-02-22,302.3
2016-02-23,306.3
2016-02-24,303.65
2016-02-25,293.05
2016-02-26,292.5
2016-02-29,305.2
2016-03-01,319.3
2016-03-02,318.5
2016-03-03,367.45
2016-03-04,366.25
2016-03-08,379.15
2016-03-09,377.6
2016-03-10,356.95
2016-03-11,363.55
2016-03-14,385.35
2016-03-15,367.3
2016-03-16,376.8
2016-03-17,382.85
2016-03-18,404.5
2016-03-21,442.1
2016-03-22,430.9
2016-03-23,428.25
2016-03-28,412.45
2016-03-29,391.85
2016-03-30,396.6
2016-03-31,416.85
2016-04-01,410.2
2016-04-04,418.05
2016-04-05,404.8
2016-04-06,407.4
2016-04-07,400.7
2016-04-08,395.85
2016-04-11,408.25
2016-04-12,398.95
2016-04-13,397.25
2016-04-18,393.5
2016-04-20,387.8
2016-04-21,382.85
2016-04-22,377.2
2016-04-25,391.6
2016-04-26,400.7
2016-04-27,408.65
2016-04-28,398.85
2016-04-29,399.35
2016-05-02,389.4
2016-05-03,389.55
2016-05-04,377.05
2016-05-05,370.5
2016-05-06,372.7
2016-05-09,393.7
2016-05-10,386.45
2016-05-11,378.95
2016-05-12,388.1
2016-05-13,391.35
2016-05-16,387.8
2016-05-17,390.1
2016-05-18,387.7
2016-05-19,379.2
2016-05-20,371.7
2016-05-23,370.45
2016-05-24,354.35
2016-05-25,339.15
2016-05-26,346.1
2016-05-27,346.45
2016-05-30,346.15
2016-05-31,362.65
2016-06-01,363.05
2016-06-02,357.7
2016-06-03,352.95
2016-06-06,368.1
2016-06-07,368.45
2016-06-08,373.0
2016-06-09,364.05
2016-06-10,362.55
2016-06-13,349.4
2016-06-14,349.75
2016-06-15,348.15
2016-06-16,345.4
2016-06-17,351.8
2016-06-20,349.5
2016-06-21,340.85
2016-06-22,334.65
2016-06-23,322.6
2016-06-24,307.7
2016-06-27,309.8
2016-06-28,316.3
2016-06-29,318.5
2016-06-30,314.0
2016-07-01,317.35
2016-07-04,316.65
2016-07-05,316.75
2016-07-07,318.05
2016-07-08,317.6
2016-07-11,315.6
2016-07-12,313.2
2016-07-13,304.8
2016-07-14,307.7
2016-07-15,301.6
2016-07-18,300.9
2016-07-19,300.0
2016-07-20,313.3
2016-07-21,322.3
2016-07-22,325.65
2016-07-25,329.65
2016-07-26,328.15
2016-07-27,335.55
2016-07-28,339.75
2016-07-29,335.65
2016-08-01,327.35
2016-08-02,321.25
2016-08-03,320.45
2016-08-04,320.6
2016-08-05,330.2
2016-08-08,329.8
2016-08-09,342.3
2016-08-10,367.95
2016-08-11,362.3
2016-08-12,386.75
2016-08-16,389.25
2016-08-17,438.55
2016-08-18,489.9
2016-08-19,506.4
2016-08-22,507.4
2016-08-23,504.3
2016-08-24,507.6
2016-08-25,528.95
2016-08-26,516.0
2016-08-29,509.15
2016-08-30,543.8
2016-08-31,537.75
2016-09-01,544.8
2016-09-02,541.3
2016-09-06,565.7
2016-09-07,572.85
2016-09-08,589.85
2016-09-09,570.55
2016-09-12,540.45
2016-09-14,557.8
2016-09-15,603.75
2016-09-16,603.95
2016-09-19,598.95
2016-09-20,590.55
2016-09-21,628.25
2016-09-22,620.8
2016-09-23,637.6
2016-09-26,635.35
2016-09-27,636.95
2016-09-28,633.85
2016-09-29,590.4
2016-09-30,614.3
2016-10-03,654.3
2016-10-04,648.3
2016-10-05,644.35
2016-10-06,631.85
2016-10-07,638.5
2016-10-10,651.25
2016-10-13,643.65
2016-10-14,649.1
2016-10-17,652.05
2016-10-18,689.5
2016-10-19,690.2
2016-10-20,691.2
2016-10-21,685.0
2016-10-24,687.25
2016-10-25,688.15
2016-10-26,666.45
2016-10-27,647.0
2016-10-28,689.35
2016-10-30,687.2
2016-11-01,692.25
2016-11-02,675.55
2016-11-03,659.25
2016-11-04,622.8
2016-11-07,646.05
2016-11-08,631.0
2016-11-09,632.15
2016-11-10,640.85
2016-11-11,616.65
2016-11-15,576.7
2016-11-16,598.25
2016-11-17,605.25
2016-11-18,628.45
2016-11-21,607.2
2016-11-22,626.65
2016-11-23,649.75
2016-11-24,654.95
2016-11-25,669.05
2016-11-28,657.2
2016-11-29,660.55
2016-11-30,704.65
2016-12-01,709.95
2016-12-02,691.2
2016-12-05,700.45
2016-12-06,694.9
2016-12-07,664.6
2016-12-08,665.45
2016-12-09,669.4
2016-12-12,658.6
2016-12-13,663.4
2016-12-14,639.65
2016-12-15,642.3
2016-12-16,630.25
2016-12-19,620.6
2016-12-20,598.3
2016-12-21,605.6
2016-12-22,588.15
2016-12-23,588.75
2016-12-26,560.7
2016-12-27,579.6
2016-12-28,612.6
2016-12-29,628.9
2016-12-30,632.2
