Date,VESUVIUS
2016-01-01,799.65
2016-01-04,772.35
2016-01-05,806.65
2016-01-06,808.6
2016-01-07,786.95
2016-01-08,798.75
2016-01-11,801.0
2016-01-12,780.75
2016-01-13,755.95
2016-01-14,757.8
2016-01-15,750.35
2016-01-18,747.3
2016-01-19,725.9
2016-01-20,720.3
2016-01-21,724.15
2016-01-22,741.4
2016-01-25,721.25
2016-01-27,723.3
2016-01-28,730.15
2016-01-29,732.1
2016-02-01,721.15
2016-02-02,712.7
2016-02-03,710.45
2016-02-04,710.55
2016-02-05,723.55
2016-02-08,727.45
2016-02-09,725.15
2016-02-10,728.85
2016-02-11,712.15
2016-02-12,712.8
2016-02-15,719.2
2016-02-16,713.85
2016-02-17,715.4
2016-02-18,700.4
2016-02-19,696.9
2016-02-22,716.2
2016-02-23,702.45
2016-02-24,703.5
2016-02-25,699.15
2016-02-26,695.05
2016-02-29,699.15
2016-03-01,702.2
2016-03-02,715.8
2016-03-03,734.45
2016-03-04,724.45
2016-03-08,702.5
2016-03-09,701.2
2016-03-10,701.9
2016-03-11,710.0
2016-03-14,710.7
2016-03-15,708.5
2016-03-16,708.45
2016-03-17,712.5
2016-03-18,709.9
2016-03-21,715.75
2016-03-22,718.1
2016-03-23,738.65
2016-03-28,725.0
2016-03-29,725.0
2016-03-30,725.55
2016-03-31,740.9
2016-04-01,744.15
2016-04-04,740.0
2016-04-05,728.8
2016-04-06,730.7
2016-04-07,740.55
2016-04-08,764.55
2016-04-11,770.55
2016-04-12,780.5
2016-04-13,779.15
2016-04-18,772.3
2016-04-20,753.5
2016-04-21,756.55
2016-04-22,766.85
2016-04-25,760.2
2016-04-26,774.0
2016-04-27,751.9
2016-04-28,760.2
2016-04-29,762.45
2016-05-02,762.4
2016-05-03,768.9
2016-05-04,767.0
2016-05-05,784.85
2016-05-06,801.6
2016-05-09,823.5
2016-05-10,847.7
2016-05-11,836.3
2016-05-12,829.8
2016-05-13,829.85
2016-05-16,825.0
2016-05-17,824.8
2016-05-18,830.4
2016-05-19,845.55
2016-05-20,844.85
2016-05-23,821.15
2016-05-24,795.95
2016-05-25,806.5
2016-05-26,806.7
2016-05-27,825.0
2016-05-30,820.15
2016-05-31,836.3
2016-06-01,831.65
2016-06-02,836.5
2016-06-03,842.6
2016-06-06,840.0
2016-06-07,836.6
2016-06-08,835.75
2016-06-09,836.65
2016-06-10,835.15
2016-06-13,847.65
2016-06-14,845.25
2016-06-15,844.15
2016-06-16,848.0
2016-06-17,855.2
2016-06-20,852.55
2016-06-21,849.5
2016-06-22,838.65
2016-06-23,845.0
2016-06-24,831.75
2016-06-27,843.9
2016-06-28,854.3
2016-06-29,861.85
2016-06-30,890.4
2016-07-01,893.75
2016-07-04,873.35
2016-07-05,877.15
2016-07-07,875.6
2016-07-08,880.6
2016-07-11,879.7
2016-07-12,883.05
2016-07-13,862.05
2016-07-14,858.85
2016-07-15,859.9
2016-07-18,882.8
2016-07-19,865.7
2016-07-20,855.9
2016-07-21,858.5
2016-07-22,851.6
2016-07-25,848.8
2016-07-26,852.95
2016-07-27,856.15
2016-07-28,865.25
2016-07-29,871.95
2016-08-01,879.4
2016-08-02,887.05
2016-08-03,862.45
2016-08-04,877.7
2016-08-05,888.4
2016-08-08,1066.05
2016-08-09,993.5
2016-08-10,987.75
2016-08-11,978.2
2016-08-12,964.35
2016-08-16,956.9
2016-08-17,947.0
2016-08-18,944.55
2016-08-19,949.45
2016-08-22,971.25
2016-08-23,980.85
2016-08-24,999.7
2016-08-25,1034.1
2016-08-26,1008.4
2016-08-29,1049.2
2016-08-30,1026.65
2016-08-31,1028.75
2016-09-01,1007.15
2016-09-02,999.4
2016-09-06,994.95
2016-09-07,1048.9
2016-09-08,998.95
2016-09-09,1034.25
2016-09-12,1036.45
2016-09-14,1034.2
2016-09-15,1028.95
2016-09-16,1021.95
2016-09-19,1016.9
2016-09-20,999.25
2016-09-21,998.75
2016-09-22,991.3
2016-09-23,980.2
2016-09-26,975.8
2016-09-27,988.95
2016-09-28,1004.65
2016-09-29,1001.65
2016-09-30,997.35
2016-10-03,1019.25
2016-10-04,1018.55
2016-10-05,1036.6
2016-10-06,1054.15
