Date,SQSBFSI
2016-01-01,1125.4
2016-01-04,1126.65
2016-01-05,1131.75
2016-01-06,1220.15
2016-01-07,1151.85
2016-01-08,1281.25
2016-01-11,1195.8
2016-01-12,1141.8
2016-01-13,1090.85
2016-01-14,1041.0
2016-01-15,988.4
2016-01-18,944.45
2016-01-19,1036.5
2016-01-20,976.3
2016-01-21,953.95
2016-01-22,976.65
2016-01-25,998.6
2016-01-27,992.55
2016-01-28,949.3
2016-01-29,988.0
2016-02-01,946.95
2016-02-02,907.0
2016-02-03,874.8
2016-02-04,903.0
2016-02-05,889.3
2016-02-08,941.85
2016-02-09,919.8
2016-02-10,916.4
2016-02-11,826.0
2016-02-12,881.55
2016-02-15,875.8
2016-02-16,855.5
2016-02-17,843.05
2016-02-18,837.7
2016-02-19,845.65
2016-02-22,841.9
2016-02-23,829.55
2016-02-24,783.4
2016-02-25,767.25
2016-02-26,772.1
2016-02-29,770.45
2016-03-01,817.45
2016-03-02,857.55
2016-03-03,894.0
2016-03-04,902.95
2016-03-08,884.45
2016-03-09,904.25
2016-03-10,911.4
2016-03-11,891.8
2016-03-14,892.05
2016-03-15,871.05
2016-03-16,876.35
2016-03-17,906.45
2016-03-18,888.95
2016-03-21,902.35
2016-03-22,926.15
2016-03-23,949.45
2016-03-28,909.65
2016-03-29,879.25
2016-03-30,919.3
2016-03-31,910.8
2016-04-01,926.1
2016-04-04,931.3
2016-04-05,903.25
2016-04-06,937.1
2016-04-07,934.9
2016-04-08,924.3
2016-04-11,914.65
2016-04-12,913.95
2016-04-13,927.4
2016-04-18,987.1
2016-04-20,991.95
2016-04-21,989.9
2016-04-22,988.1
2016-04-25,988.0
2016-04-26,998.45
2016-04-27,1004.85
2016-04-28,986.2
2016-04-29,1098.05
2016-05-02,1113.45
2016-05-03,1090.6
2016-05-04,1073.8
2016-05-05,1075.25
2016-05-06,1091.75
2016-05-09,1160.55
2016-05-10,1139.25
2016-05-11,1168.05
2016-05-12,1193.25
2016-05-13,1160.45
2016-05-16,1165.4
2016-05-17,1153.55
2016-05-18,1188.7
2016-05-19,1161.35
2016-05-20,1144.25
2016-05-23,1146.45
2016-05-24,1128.75
2016-05-25,1143.55
2016-05-26,1119.55
2016-05-27,1165.15
2016-05-30,1129.05
2016-05-31,1151.6
2016-06-01,1145.45
2016-06-02,1141.15
2016-06-03,1160.85
2016-06-06,1162.95
2016-06-07,1146.85
2016-06-08,1147.2
2016-06-09,1128.9
2016-06-10,1118.25
2016-06-13,1091.65
2016-06-14,1110.45
2016-06-15,1090.2
2016-06-16,1077.75
2016-06-17,1075.55
2016-06-20,1039.75
2016-06-21,1055.25
2016-06-22,1019.7
2016-06-23,1004.75
2016-06-24,980.05
2016-06-27,977.05
2016-06-28,988.7
2016-06-29,1010.9
2016-06-30,1025.95
2016-07-01,1000.9
2016-07-04,995.65
2016-07-05,979.75
2016-07-07,988.9
2016-07-08,998.3
2016-07-11,997.4
2016-07-12,992.15
2016-07-13,992.1
2016-07-14,996.35
2016-07-15,997.95
2016-07-18,982.55
2016-07-19,988.9
2016-07-20,993.1
2016-07-21,989.55
2016-07-22,983.25
2016-07-25,971.4
2016-07-26,955.55
2016-07-27,976.25
2016-07-28,945.95
2016-07-29,923.15
2016-08-01,919.45
2016-08-02,895.65
2016-08-03,889.2
2016-08-04,888.9
2016-08-05,924.9
2016-08-08,935.2
2016-08-09,947.65
2016-08-10,928.35
2016-08-11,912.1
2016-08-12,905.85
2016-08-16,916.8
2016-08-17,939.0
2016-08-18,935.75
2016-08-19,924.7
2016-08-22,900.65
2016-08-23,895.6
2016-08-24,895.75
2016-08-25,894.1
2016-08-26,911.7
2016-08-29,900.95
2016-08-30,903.95
2016-08-31,900.45
2016-09-01,900.1
2016-09-02,908.6
2016-09-06,901.5
2016-09-07,889.8
2016-09-08,859.15
2016-09-09,857.2
2016-09-12,856.7
2016-09-14,868.7
2016-09-15,871.55
2016-09-16,885.85
2016-09-19,880.15
2016-09-20,869.95
2016-09-21,875.15
2016-09-22,909.5
2016-09-23,905.25
2016-09-26,895.1
2016-09-27,884.2
2016-09-28,866.75
2016-09-29,866.25
2016-09-30,851.15
2016-10-03,847.8
2016-10-04,839.25
2016-10-05,860.3
2016-10-06,846.5
2016-10-07,833.15
2016-10-10,835.5
2016-10-13,826.2
2016-10-14,831.85
2016-10-17,899.3
2016-10-18,911.5
2016-10-19,896.75
2016-10-20,839.9
2016-10-21,775.1
2016-10-24,749.3
2016-10-25,758.95
2016-10-26,741.35
2016-10-27,722.75
2016-10-28,724.2
2016-10-30,745.0
2016-11-01,730.25
2016-11-02,752.95
2016-11-03,737.65
2016-11-04,709.4
2016-11-07,717.25
2016-11-08,719.65
2016-11-09,714.1
2016-11-10,728.85
2016-11-11,693.2
2016-11-15,674.85
2016-11-16,678.55
2016-11-17,681.55
2016-11-18,686.85
2016-11-21,669.0
2016-11-22,697.65
2016-11-23,701.9
2016-11-24,690.0
2016-11-25,727.25
2016-11-28,719.7
2016-11-29,712.55
2016-11-30,714.65
2016-12-01,705.4
2016-12-02,681.45
2016-12-05,677.3
2016-12-06,683.75
2016-12-07,688.05
2016-12-08,702.65
2016-12-09,733.35
2016-12-12,722.15
2016-12-13,740.05
2016-12-14,725.9
2016-12-15,714.75
2016-12-16,767.7
2016-12-19,767.3
2016-12-20,739.0
2016-12-21,729.8
2016-12-22,721.05
2016-12-23,714.45
2016-12-26,715.7
2016-12-27,716.15
2016-12-28,710.9
2016-12-29,713.15
2016-12-30,722.25
