Date,INGERRAND
2016-01-01,791.2
2016-01-04,804.35
2016-01-05,807.7
2016-01-06,800.85
2016-01-07,782.55
2016-01-08,788.9
2016-01-11,776.1
2016-01-12,772.5
2016-01-13,753.2
2016-01-14,737.45
2016-01-15,715.45
2016-01-18,698.75
2016-01-19,696.25
2016-01-20,677.2
2016-01-21,673.05
2016-01-22,682.6
2016-01-25,690.0
2016-01-27,677.55
2016-01-28,675.6
2016-01-29,680.1
2016-02-01,692.15
2016-02-02,679.0
2016-02-03,658.35
2016-02-04,645.05
2016-02-05,659.7
2016-02-08,669.2
2016-02-09,665.3
2016-02-10,645.6
2016-02-11,627.25
2016-02-12,614.3
2016-02-15,627.45
2016-02-16,604.7
2016-02-17,605.75
2016-02-18,614.2
2016-02-19,612.3
2016-02-22,619.35
2016-02-23,605.25
2016-02-24,608.85
2016-02-25,608.9
2016-02-26,609.1
2016-02-29,608.55
2016-03-01,609.9
2016-03-02,640.8
2016-03-03,654.35
2016-03-04,646.35
2016-03-08,634.55
2016-03-09,631.15
2016-03-10,631.05
2016-03-11,618.7
2016-03-14,623.65
2016-03-15,609.85
2016-03-16,614.5
2016-03-17,642.4
2016-03-18,630.65
2016-03-21,645.1
2016-03-22,650.95
2016-03-23,658.45
2016-03-28,642.1
2016-03-29,640.95
2016-03-30,647.9
2016-03-31,647.5
2016-04-01,648.0
2016-04-04,644.95
2016-04-05,640.5
2016-04-06,637.5
2016-04-07,634.75
2016-04-08,628.1
2016-04-11,631.95
2016-04-12,676.05
2016-04-13,684.6
2016-04-18,682.1
2016-04-20,684.2
2016-04-21,680.6
2016-04-22,667.95
2016-04-25,659.95
2016-04-26,669.15
2016-04-27,689.2
2016-04-28,689.0
2016-04-29,690.05
2016-05-02,685.85
2016-05-03,684.15
2016-05-04,669.7
2016-05-05,660.85
2016-05-06,662.55
2016-05-09,671.45
2016-05-10,670.3
2016-05-11,670.5
2016-05-12,710.4
2016-05-13,703.5
2016-05-16,704.95
2016-05-17,706.7
2016-05-18,718.1
2016-05-19,695.9
2016-05-20,689.95
2016-05-23,690.95
2016-05-24,676.15
2016-05-25,682.35
2016-05-26,687.55
2016-05-27,663.1
2016-05-30,680.15
2016-05-31,680.45
2016-06-01,669.45
2016-06-02,669.5
2016-06-03,662.35
2016-06-06,663.65
2016-06-07,663.05
2016-06-08,674.35
2016-06-09,667.95
2016-06-10,667.55
2016-06-13,660.3
2016-06-14,652.45
2016-06-15,665.65
2016-06-16,669.95
2016-06-17,675.85
2016-06-20,666.4
2016-06-21,659.6
2016-06-22,655.75
2016-06-23,648.0
2016-06-24,631.55
2016-06-27,639.6
2016-06-28,640.5
2016-06-29,683.3
2016-06-30,722.1
2016-07-01,712.3
2016-07-04,728.4
2016-07-05,719.2
2016-07-07,715.45
2016-07-08,716.8
2016-07-11,736.9
2016-07-12,738.0
2016-07-13,721.85
2016-07-14,725.75
2016-07-15,707.7
2016-07-18,708.15
2016-07-19,699.6
2016-07-20,727.8
2016-07-21,720.4
2016-07-22,720.1
2016-07-25,719.35
2016-07-26,718.55
2016-07-27,757.5
2016-07-28,775.3
2016-07-29,780.55
2016-08-01,762.9
2016-08-02,752.25
2016-08-03,742.0
2016-08-04,748.45
2016-08-05,746.7
2016-08-08,736.8
2016-08-09,727.95
2016-08-10,725.05
2016-08-11,720.65
2016-08-12,735.05
2016-08-16,736.35
2016-08-17,734.1
2016-08-18,737.9
2016-08-19,735.15
2016-08-22,735.8
2016-08-23,732.6
2016-08-24,735.35
2016-08-25,732.75
2016-08-26,739.75
2016-08-29,739.85
2016-08-30,733.35
2016-08-31,727.45
2016-09-01,716.95
2016-09-02,718.45
2016-09-06,724.35
2016-09-07,742.2
2016-09-08,762.2
2016-09-09,749.75
2016-09-12,725.2
2016-09-14,730.0
2016-09-15,729.7
2016-09-16,730.45
2016-09-19,732.4
2016-09-20,739.45
2016-09-21,735.25
2016-09-22,739.2
2016-09-23,731.3
2016-09-26,729.4
2016-09-27,724.95
2016-09-28,739.25
2016-09-29,711.55
2016-09-30,713.05
2016-10-03,752.85
2016-10-04,749.25
2016-10-05,748.6
2016-10-06,750.8
2016-10-07,748.2
2016-10-10,737.7
2016-10-13,727.0
2016-10-14,728.2
2016-10-17,724.4
2016-10-18,723.9
2016-10-19,724.1
2016-10-20,725.9
2016-10-21,723.7
2016-10-24,726.45
2016-10-25,723.45
2016-10-26,722.7
2016-10-27,717.35
2016-10-28,720.6
2016-10-30,723.75
2016-11-01,726.1
2016-11-02,718.25
2016-11-03,711.5
2016-11-04,699.5
2016-11-07,707.55
2016-11-08,706.95
2016-11-09,696.3
2016-11-10,707.3
2016-11-11,685.6
2016-11-15,658.6
2016-11-16,676.65
2016-11-17,665.5
2016-11-18,687.1
2016-11-21,669.45
2016-11-22,657.65
2016-11-23,654.6
2016-11-24,654.35
2016-11-25,663.25
2016-11-28,674.15
2016-11-29,686.8
2016-11-30,689.65
2016-12-01,675.45
2016-12-02,671.15
2016-12-05,658.3
2016-12-06,662.45
2016-12-07,661.6
2016-12-08,669.65
2016-12-09,674.65
2016-12-12,665.2
2016-12-13,678.4
2016-12-14,668.55
2016-12-15,667.45
2016-12-16,666.95
2016-12-19,660.55
2016-12-20,665.05
2016-12-21,670.7
2016-12-22,663.25
2016-12-23,662.2
2016-12-26,651.65
2016-12-27,652.5
2016-12-28,658.3
2016-12-29,680.1
2016-12-30,685.0
