Date,RADICO
2016-01-01,116.05
2016-01-04,114.8
2016-01-05,115.3
2016-01-06,111.65
2016-01-07,111.2
2016-01-08,117.5
2016-01-11,121.35
2016-01-12,114.65
2016-01-13,112.7
2016-01-14,111.45
2016-01-15,104.6
2016-01-18,106.1
2016-01-19,108.4
2016-01-20,107.15
2016-01-21,109.4
2016-01-22,111.95
2016-01-25,111.75
2016-01-27,113.45
2016-01-28,111.6
2016-01-29,114.0
2016-02-01,114.85
2016-02-02,114.7
2016-02-03,112.35
2016-02-04,109.1
2016-02-05,113.55
2016-02-08,108.55
2016-02-09,107.05
2016-02-10,106.6
2016-02-11,97.6
2016-02-12,97.15
2016-02-15,99.4
2016-02-16,97.95
2016-02-17,98.5
2016-02-18,98.45
2016-02-19,99.75
2016-02-22,101.85
2016-02-23,99.95
2016-02-24,98.2
2016-02-25,96.8
2016-02-26,92.4
2016-02-29,95.2
2016-03-01,96.9
2016-03-02,96.4
2016-03-03,102.35
2016-03-04,101.7
2016-03-08,100.65
2016-03-09,102.0
2016-03-10,100.4
2016-03-11,99.95
2016-03-14,99.6
2016-03-15,97.2
2016-03-16,97.05
2016-03-17,95.9
2016-03-18,96.4
2016-03-21,99.4
2016-03-22,95.65
2016-03-23,95.45
2016-03-28,94.55
2016-03-29,93.65
2016-03-30,95.6
2016-03-31,95.35
2016-04-01,96.5
2016-04-04,97.25
2016-04-05,96.1
2016-04-06,94.15
2016-04-07,94.4
2016-04-08,94.8
2016-04-11,90.9
2016-04-12,87.45
2016-04-13,87.8
2016-04-18,88.45
2016-04-20,90.95
2016-04-21,93.5
2016-04-22,92.3
2016-04-25,91.5
2016-04-26,91.85
2016-04-27,90.9
2016-04-28,88.8
2016-04-29,88.25
2016-05-02,88.35
2016-05-03,89.5
2016-05-04,88.25
2016-05-05,89.3
2016-05-06,87.15
2016-05-09,92.95
2016-05-10,91.7
2016-05-11,91.55
2016-05-12,89.65
2016-05-13,88.45
2016-05-16,87.6
2016-05-17,88.65
2016-05-18,89.65
2016-05-19,87.95
2016-05-20,87.1
2016-05-23,85.65
2016-05-24,84.1
2016-05-25,84.65
2016-05-26,85.2
2016-05-27,84.85
2016-05-30,85.35
2016-05-31,85.5
2016-06-01,86.95
2016-06-02,90.05
2016-06-03,88.8
2016-06-06,87.05
2016-06-07,93.15
2016-06-08,93.0
2016-06-09,91.05
2016-06-10,92.7
2016-06-13,91.2
2016-06-14,91.95
2016-06-15,91.1
2016-06-16,89.6
2016-06-17,88.5
2016-06-20,86.7
2016-06-21,88.1
2016-06-22,92.3
2016-06-23,92.65
2016-06-24,90.15
2016-06-27,91.6
2016-06-28,91.55
2016-06-29,92.95
2016-06-30,93.0
2016-07-01,92.75
2016-07-04,93.95
2016-07-05,98.2
2016-07-07,95.0
2016-07-08,94.75
2016-07-11,94.8
2016-07-12,93.0
2016-07-13,91.55
2016-07-14,92.15
2016-07-15,90.75
2016-07-18,90.35
2016-07-19,89.6
2016-07-20,90.5
2016-07-21,91.15
2016-07-22,89.65
2016-07-25,90.7
2016-07-26,91.95
2016-07-27,92.8
2016-07-28,91.6
2016-07-29,90.35
2016-08-01,91.1
2016-08-02,90.2
2016-08-03,90.1
2016-08-04,90.35
2016-08-05,90.25
2016-08-08,90.95
2016-08-09,91.45
2016-08-10,91.9
2016-08-11,89.4
2016-08-12,91.45
2016-08-16,93.1
2016-08-17,101.3
2016-08-18,102.65
2016-08-19,100.7
2016-08-22,98.45
2016-08-23,96.05
2016-08-24,96.8
2016-08-25,95.05
2016-08-26,95.5
2016-08-29,96.55
2016-08-30,103.05
2016-08-31,104.55
2016-09-01,100.2
2016-09-02,100.75
2016-09-06,102.6
2016-09-07,101.85
2016-09-08,104.9
2016-09-09,108.45
2016-09-12,103.5
2016-09-14,105.6
2016-09-15,105.8
2016-09-16,108.35
2016-09-19,107.35
2016-09-20,104.05
2016-09-21,106.45
2016-09-22,107.65
2016-09-23,111.5
2016-09-26,118.6
2016-09-27,120.5
2016-09-28,125.75
2016-09-29,112.35
2016-09-30,119.85
2016-10-03,121.7
2016-10-04,126.7
2016-10-05,136.55
2016-10-06,132.55
2016-10-07,136.65
2016-10-10,144.0
2016-10-13,140.1
2016-10-14,139.2
2016-10-17,138.8
2016-10-18,141.4
2016-10-19,143.9
2016-10-20,145.3
2016-10-21,143.45
2016-10-24,139.35
2016-10-25,138.0
2016-10-26,139.0
2016-10-27,136.45
2016-10-28,140.8
2016-10-30,141.5
2016-11-01,145.85
2016-11-02,139.3
2016-11-03,138.65
2016-11-04,138.25
2016-11-07,141.65
2016-11-08,137.9
2016-11-09,129.25
2016-11-10,124.35
2016-11-11,124.95
2016-11-15,121.55
2016-11-16,118.3
2016-11-17,115.35
2016-11-18,118.25
2016-11-21,113.1
2016-11-22,117.95
2016-11-23,119.9
2016-11-24,117.4
2016-11-25,118.45
2016-11-28,117.2
2016-11-29,116.85
2016-11-30,119.45
2016-12-01,122.7
2016-12-02,117.75
2016-12-05,119.1
2016-12-06,118.45
2016-12-07,117.4
2016-12-08,120.1
2016-12-09,118.85
2016-12-12,119.15
2016-12-13,119.9
2016-12-14,118.7
2016-12-15,115.85
2016-12-16,113.75
2016-12-19,114.05
2016-12-20,108.3
2016-12-21,109.05
2016-12-22,108.35
2016-12-23,110.65
2016-12-26,108.45
2016-12-27,111.4
2016-12-28,110.95
2016-12-29,110.4
2016-12-30,112.0
