Date,NEULANDLAB
2016-01-01,794.8
2016-01-04,792.05
2016-01-05,783.1
2016-01-06,794.0
2016-01-07,786.9
2016-01-08,787.7
2016-01-11,809.65
2016-01-12,827.65
2016-01-13,808.35
2016-01-14,790.5
2016-01-15,740.3
2016-01-18,703.95
2016-01-19,700.6
2016-01-20,677.45
2016-01-21,685.7
2016-01-22,697.85
2016-01-25,704.05
2016-01-27,694.45
2016-01-28,684.9
2016-01-29,691.4
2016-02-01,701.6
2016-02-02,703.35
2016-02-03,709.95
2016-02-04,719.7
2016-02-05,696.0
2016-02-08,689.8
2016-02-09,674.45
2016-02-10,665.55
2016-02-11,602.4
2016-02-12,573.3
2016-02-15,583.45
2016-02-16,531.35
2016-02-17,542.35
2016-02-18,559.05
2016-02-19,564.6
2016-02-22,564.05
2016-02-23,551.2
2016-02-24,557.6
2016-02-25,554.0
2016-02-26,548.7
2016-02-29,523.55
2016-03-01,557.05
2016-03-02,559.1
2016-03-03,567.25
2016-03-04,577.35
2016-03-08,597.5
2016-03-09,591.2
2016-03-10,608.55
2016-03-11,617.55
2016-03-14,623.3
2016-03-15,620.05
2016-03-16,611.35
2016-03-17,608.15
2016-03-18,601.0
2016-03-21,600.8
2016-03-22,676.4
2016-03-23,710.6
2016-03-28,684.3
2016-03-29,683.55
2016-03-30,702.1
2016-03-31,703.55
2016-04-01,723.6
2016-04-04,727.6
2016-04-05,729.85
2016-04-06,732.85
2016-04-07,727.65
2016-04-08,723.75
2016-04-11,715.95
2016-04-12,722.25
2016-04-13,730.95
2016-04-18,744.5
2016-04-20,752.1
2016-04-21,766.25
2016-04-22,771.85
2016-04-25,761.7
2016-04-26,747.8
2016-04-27,762.75
2016-04-28,760.4
2016-04-29,750.9
2016-05-02,738.3
2016-05-03,749.8
2016-05-04,761.85
2016-05-05,728.8
2016-05-06,736.35
2016-05-09,716.35
2016-05-10,688.25
2016-05-11,691.0
2016-05-12,720.6
2016-05-13,717.4
2016-05-16,708.4
2016-05-17,787.55
2016-05-18,888.6
2016-05-19,873.25
2016-05-20,838.85
2016-05-23,785.1
2016-05-24,750.25
2016-05-25,791.95
2016-05-26,770.65
2016-05-27,801.05
2016-05-30,797.9
2016-05-31,801.0
2016-06-01,821.05
2016-06-02,797.6
2016-06-03,791.65
2016-06-06,795.55
2016-06-07,827.0
2016-06-08,825.55
2016-06-09,809.65
2016-06-10,800.3
2016-06-13,792.4
2016-06-14,804.0
2016-06-15,807.35
2016-06-16,797.4
2016-06-17,789.85
2016-06-20,809.6
2016-06-21,820.2
2016-06-22,847.9
2016-06-23,844.95
2016-06-24,826.3
2016-06-27,850.65
2016-06-28,831.6
2016-06-29,873.75
2016-06-30,864.45
2016-07-01,889.6
2016-07-04,900.3
2016-07-05,915.3
2016-07-07,887.7
2016-07-08,882.95
2016-07-11,934.4
2016-07-12,946.15
2016-07-13,985.85
2016-07-14,982.25
2016-07-15,984.7
2016-07-18,971.05
2016-07-19,965.7
2016-07-20,971.5
2016-07-21,951.95
2016-07-22,954.9
2016-07-25,959.45
2016-07-26,944.2
2016-07-27,915.75
2016-07-28,923.25
2016-07-29,915.5
2016-08-01,930.65
2016-08-02,904.6
2016-08-03,886.75
2016-08-04,903.85
2016-08-05,897.0
2016-08-08,899.2
2016-08-09,881.9
2016-08-10,878.3
2016-08-11,867.95
2016-08-12,907.2
2016-08-16,907.45
2016-08-17,963.55
2016-08-18,946.1
2016-08-19,949.55
2016-08-22,965.05
2016-08-23,1035.3
2016-08-24,1063.65
2016-08-25,1019.9
2016-08-26,1033.05
2016-08-29,995.7
2016-08-30,970.25
2016-08-31,983.65
2016-09-01,1010.3
2016-09-02,1016.9
2016-09-06,1040.4
2016-09-07,1004.05
2016-09-08,988.55
2016-09-09,1003.6
2016-09-12,996.65
2016-09-14,1002.75
2016-09-15,990.25
2016-09-16,1000.65
2016-09-19,1003.35
2016-09-20,1004.0
2016-09-21,995.9
2016-09-22,1000.95
2016-09-23,1013.45
2016-09-26,1002.95
2016-09-27,1001.0
2016-09-28,1002.4
2016-09-29,979.65
2016-09-30,973.9
2016-10-03,996.35
2016-10-04,1000.6
2016-10-05,1008.95
2016-10-06,1005.1
2016-10-07,1006.5
2016-10-10,1006.1
2016-10-13,990.45
2016-10-14,998.7
2016-10-17,979.7
2016-10-18,987.75
2016-10-19,990.8
2016-10-20,962.6
2016-10-21,969.95
2016-10-24,967.4
2016-10-25,966.1
2016-10-26,988.8
2016-10-27,974.05
2016-10-28,988.2
2016-10-30,981.7
2016-11-01,974.05
2016-11-02,973.8
2016-11-03,991.6
2016-11-04,989.85
2016-11-07,1025.85
2016-11-08,1034.25
2016-11-09,1010.25
2016-11-10,1008.1
2016-11-11,1006.6
2016-11-15,1001.2
2016-11-16,989.05
2016-11-17,977.35
2016-11-18,967.05
2016-11-21,929.3
2016-11-22,939.6
2016-11-23,1001.25
2016-11-24,991.75
2016-11-25,1002.9
2016-11-28,1003.05
2016-11-29,1004.15
2016-11-30,1017.35
2016-12-01,1026.15
2016-12-02,1023.85
2016-12-05,1028.8
2016-12-06,1026.0
2016-12-07,1020.05
2016-12-08,1024.1
2016-12-09,1033.8
2016-12-12,1025.2
2016-12-13,1040.1
2016-12-14,1023.7
2016-12-15,1024.05
2016-12-16,1028.2
2016-12-19,1027.05
2016-12-20,1015.1
2016-12-21,996.75
2016-12-22,1006.9
2016-12-23,992.45
2016-12-26,974.2
2016-12-27,1014.3
2016-12-28,1018.5
2016-12-29,1019.4
2016-12-30,1032.3
