Date,TARAJEWELS
2016-01-01,61.1
2016-01-04,58.2
2016-01-05,58.25
2016-01-06,57.8
2016-01-07,53.75
2016-01-08,54.5
2016-01-11,54.85
2016-01-12,51.6
2016-01-13,47.55
2016-01-14,47.4
2016-01-15,43.7
2016-01-18,41.2
2016-01-19,43.25
2016-01-20,41.1
2016-01-21,40.1
2016-01-22,42.1
2016-01-25,44.2
2016-01-27,46.4
2016-01-28,47.1
2016-01-29,47.2
2016-02-01,46.05
2016-02-02,47.2
2016-02-03,45.15
2016-02-04,43.45
2016-02-05,43.4
2016-02-08,44.75
2016-02-09,43.75
2016-02-10,42.55
2016-02-11,38.4
2016-02-12,42.05
2016-02-15,45.65
2016-02-16,42.25
2016-02-17,43.05
2016-02-18,42.55
2016-02-19,41.8
2016-02-22,43.35
2016-02-23,42.3
2016-02-24,40.4
2016-02-25,39.5
2016-02-26,39.2
2016-02-29,38.8
2016-03-01,42.65
2016-03-02,42.0
2016-03-03,41.9
2016-03-04,45.85
2016-03-08,46.2
2016-03-09,46.35
2016-03-10,44.95
2016-03-11,44.0
2016-03-14,41.75
2016-03-15,40.5
2016-03-16,40.4
2016-03-17,39.6
2016-03-18,39.75
2016-03-21,42.9
2016-03-22,42.55
2016-03-23,41.5
2016-03-28,40.05
2016-03-29,39.5
2016-03-30,40.3
2016-03-31,39.6
2016-04-01,41.8
2016-04-04,42.9
2016-04-05,41.1
2016-04-06,41.8
2016-04-07,41.85
2016-04-08,42.45
2016-04-11,42.4
2016-04-12,43.8
2016-04-13,45.55
2016-04-18,44.55
2016-04-20,44.65
2016-04-21,45.25
2016-04-22,44.8
2016-04-25,43.1
2016-04-26,43.25
2016-04-27,43.75
2016-04-28,42.65
2016-04-29,42.8
2016-05-02,42.1
2016-05-03,41.8
2016-05-04,42.95
2016-05-05,42.75
2016-05-06,42.95
2016-05-09,42.8
2016-05-10,41.55
2016-05-11,40.65
2016-05-12,40.4
2016-05-13,37.6
2016-05-16,39.3
2016-05-17,39.45
2016-05-18,39.15
2016-05-19,37.75
2016-05-20,37.55
2016-05-23,37.3
2016-05-24,33.55
2016-05-25,32.75
2016-05-26,32.45
2016-05-27,33.65
2016-05-30,32.5
2016-05-31,32.85
2016-06-01,33.25
2016-06-02,32.8
2016-06-03,32.6
2016-06-06,31.0
2016-06-07,31.0
2016-06-08,32.2
2016-06-09,32.9
2016-06-10,33.7
2016-06-13,33.2
2016-06-14,33.2
2016-06-15,34.2
2016-06-16,34.0
2016-06-17,34.55
2016-06-20,34.5
2016-06-21,34.4
2016-06-22,33.8
2016-06-23,33.75
2016-06-24,33.3
2016-06-27,37.15
2016-06-28,39.05
2016-06-29,39.7
2016-06-30,39.55
2016-07-01,38.45
2016-07-04,38.25
2016-07-05,37.6
2016-07-07,38.0
2016-07-08,36.85
2016-07-11,37.75
2016-07-12,37.15
2016-07-13,37.25
2016-07-14,39.85
2016-07-15,38.45
2016-07-18,38.5
2016-07-19,38.1
2016-07-20,37.2
2016-07-21,37.0
2016-07-22,37.65
2016-07-25,37.6
2016-07-26,36.55
2016-07-27,37.8
2016-07-28,36.75
2016-07-29,38.15
2016-08-01,37.15
2016-08-02,37.25
2016-08-03,36.0
2016-08-04,35.2
2016-08-05,36.35
2016-08-08,35.65
2016-08-09,36.85
2016-08-10,35.45
2016-08-11,35.55
2016-08-12,35.3
2016-08-16,34.9
2016-08-17,35.55
2016-08-18,35.75
2016-08-19,35.05
2016-08-22,40.45
2016-08-23,41.65
2016-08-24,42.0
2016-08-25,40.7
2016-08-26,41.7
2016-08-29,41.7
2016-08-30,41.65
2016-08-31,42.3
2016-09-01,43.95
2016-09-02,42.75
2016-09-06,37.95
2016-09-07,38.6
2016-09-08,38.45
2016-09-09,37.9
2016-09-12,37.3
2016-09-14,42.9
2016-09-15,43.55
2016-09-16,41.65
2016-09-19,41.45
2016-09-20,40.8
2016-09-21,42.45
2016-09-22,42.75
2016-09-23,42.5
2016-09-26,41.75
2016-09-27,41.75
2016-09-28,42.7
2016-09-29,39.1
2016-09-30,40.2
2016-10-03,41.6
2016-10-04,40.7
2016-10-05,41.45
2016-10-06,42.1
2016-10-07,43.9
2016-10-10,47.75
2016-10-13,47.55
2016-10-14,46.45
2016-10-17,45.05
2016-10-18,45.85
2016-10-19,44.7
2016-10-20,47.2
2016-10-21,46.7
2016-10-24,47.05
2016-10-25,46.65
2016-10-26,48.65
2016-10-27,48.35
2016-10-28,47.6
2016-10-30,47.8
2016-11-01,46.35
2016-11-02,44.9
2016-11-03,44.7
2016-11-04,41.55
2016-11-07,42.9
2016-11-08,42.2
2016-11-09,41.45
2016-11-10,42.35
2016-11-11,40.7
2016-11-15,36.9
2016-11-16,37.85
2016-11-17,37.95
2016-11-18,37.9
2016-11-21,37.35
2016-11-22,36.9
2016-11-23,36.9
2016-11-24,36.35
2016-11-25,37.7
2016-11-28,37.0
2016-11-29,37.5
2016-11-30,37.95
2016-12-01,37.7
2016-12-02,37.2
2016-12-05,37.3
2016-12-06,37.2
2016-12-07,38.5
2016-12-08,39.85
2016-12-09,41.55
2016-12-12,41.25
2016-12-13,40.6
2016-12-14,39.8
2016-12-15,40.4
2016-12-16,40.65
2016-12-19,40.45
2016-12-20,39.65
2016-12-21,39.4
2016-12-22,38.2
2016-12-23,37.65
2016-12-26,36.5
2016-12-27,36.85
2016-12-28,36.95
2016-12-29,37.15
2016-12-30,37.7
