Date,VGUARD
2016-01-01,940.0
2016-01-04,932.75
2016-01-05,930.15
2016-01-06,928.7
2016-01-07,915.5
2016-01-08,925.65
2016-01-11,916.4
2016-01-12,911.05
2016-01-13,903.35
2016-01-14,897.9
2016-01-15,890.8
2016-01-18,879.75
2016-01-19,867.0
2016-01-20,846.2
2016-01-21,850.7
2016-01-22,859.65
2016-01-25,860.4
2016-01-27,870.5
2016-01-28,886.7
2016-01-29,892.3
2016-02-01,918.4
2016-02-02,912.0
2016-02-03,910.05
2016-02-04,898.55
2016-02-05,897.9
2016-02-08,895.5
2016-02-09,887.05
2016-02-10,879.2
2016-02-11,854.3
2016-02-12,843.95
2016-02-15,860.0
2016-02-16,835.5
2016-02-17,830.2
2016-02-18,849.2
2016-02-19,844.35
2016-02-22,841.3
2016-02-23,836.0
2016-02-24,835.5
2016-02-25,818.1
2016-02-26,807.15
2016-02-29,797.85
2016-03-01,823.4
2016-03-02,830.6
2016-03-03,843.35
2016-03-04,838.25
2016-03-08,831.3
2016-03-09,836.0
2016-03-10,833.85
2016-03-11,830.5
2016-03-14,840.2
2016-03-15,840.8
2016-03-16,836.9
2016-03-17,840.05
2016-03-18,836.0
2016-03-21,850.5
2016-03-22,856.35
2016-03-23,860.1
2016-03-28,860.05
2016-03-29,860.05
2016-03-30,870.15
2016-03-31,880.45
2016-04-01,883.0
2016-04-04,886.5
2016-04-05,892.75
2016-04-06,901.5
2016-04-07,915.05
2016-04-08,911.1
2016-04-11,937.25
2016-04-12,932.8
2016-04-13,936.25
2016-04-18,935.45
2016-04-20,943.3
2016-04-21,935.4
2016-04-22,927.65
2016-04-25,986.1
2016-04-26,982.8
2016-04-27,964.5
2016-04-28,956.55
2016-04-29,947.75
2016-05-02,941.6
2016-05-03,962.5
2016-05-04,995.8
2016-05-05,1194.95
2016-05-06,1265.15
2016-05-09,1193.25
2016-05-10,1187.65
2016-05-11,1191.6
2016-05-12,1197.35
2016-05-13,1197.85
2016-05-16,1198.65
2016-05-17,1192.15
2016-05-18,1195.15
2016-05-19,1190.45
2016-05-20,1192.75
2016-05-23,1188.25
2016-05-24,1205.0
2016-05-25,1209.9
2016-05-26,1256.6
2016-05-27,1228.0
2016-05-30,1221.55
