Date,ABFRL
2016-01-01,248.0
2016-01-04,247.8
2016-01-05,245.3
2016-01-06,239.65
2016-01-07,228.95
2016-01-08,231.4
2016-01-11,225.35
2016-01-12,218.15
2016-01-13,220.25
2016-01-14,215.7
2016-01-15,212.6
2016-01-18,200.3
2016-01-19,211.15
2016-01-20,218.8
2016-01-21,209.25
2016-01-22,210.5
2016-01-25,211.0
2016-01-27,213.3
2016-01-28,220.35
2016-01-29,222.3
2016-02-01,219.75
2016-02-02,219.8
2016-02-03,209.1
2016-02-04,176.55
2016-02-05,183.5
2016-02-08,176.9
2016-02-09,173.05
2016-02-10,168.3
2016-02-11,162.25
2016-02-12,147.9
2016-02-15,141.05
2016-02-16,145.3
2016-02-17,138.3
2016-02-18,144.65
2016-02-19,149.5
2016-02-22,150.8
2016-02-23,147.75
2016-02-24,145.25
2016-02-25,140.95
2016-02-26,135.2
2016-02-29,128.15
2016-03-01,141.0
2016-03-02,144.95
2016-03-03,159.0
2016-03-04,150.1
2016-03-08,147.8
2016-03-09,148.5
2016-03-10,149.65
2016-03-11,149.95
2016-03-14,150.8
2016-03-15,143.05
2016-03-16,140.8
2016-03-17,146.8
2016-03-18,151.05
2016-03-21,145.95
2016-03-22,140.85
2016-03-23,140.0
2016-03-28,135.85
2016-03-29,138.15
2016-03-30,138.4
2016-03-31,146.15
2016-04-01,140.6
2016-04-04,147.7
2016-04-05,140.1
2016-04-06,145.8
2016-04-07,145.0
2016-04-08,150.8
2016-04-11,157.25
2016-04-12,161.7
2016-04-13,165.35
2016-04-18,159.2
2016-04-20,154.85
2016-04-21,153.15
2016-04-22,151.35
2016-04-25,148.95
2016-04-26,150.65
2016-04-27,149.45
2016-04-28,145.25
2016-04-29,147.55
2016-05-02,145.4
2016-05-03,141.9
2016-05-04,140.95
2016-05-05,139.65
2016-05-06,142.6
2016-05-09,149.8
2016-05-10,150.6
2016-05-11,152.1
2016-05-12,151.9
2016-05-13,158.7
2016-05-16,150.75
2016-05-17,152.0
2016-05-18,155.5
2016-05-19,154.55
2016-05-20,151.0
2016-05-23,148.75
2016-05-24,146.1
2016-05-25,146.65
2016-05-26,137.8
2016-05-27,134.5
2016-05-30,135.95
2016-05-31,131.75
2016-06-01,135.8
2016-06-02,135.3
2016-06-03,130.25
2016-06-06,133.15
2016-06-07,129.8
2016-06-08,131.25
2016-06-09,131.35
2016-06-10,131.85
2016-06-13,131.5
2016-06-14,130.05
2016-06-15,128.2
2016-06-16,129.05
2016-06-17,132.65
2016-06-20,132.1
2016-06-21,136.1
2016-06-22,134.35
2016-06-23,134.65
2016-06-24,131.15
2016-06-27,134.3
2016-06-28,134.1
2016-06-29,141.7
2016-06-30,142.7
2016-07-01,142.95
2016-07-04,143.75
2016-07-05,144.6
2016-07-07,149.65
2016-07-08,144.5
2016-07-11,143.95
2016-07-12,143.85
2016-07-13,141.0
2016-07-14,141.0
2016-07-15,139.3
2016-07-18,143.35
2016-07-19,141.7
2016-07-20,141.2
2016-07-21,141.0
2016-07-22,141.3
2016-07-25,140.0
2016-07-26,148.6
2016-07-27,145.05
2016-07-28,144.85
2016-07-29,144.8
2016-08-01,147.15
2016-08-02,144.6
2016-08-03,143.8
2016-08-04,144.2
2016-08-05,145.8
2016-08-08,150.4
2016-08-09,155.0
2016-08-10,151.3
2016-08-11,152.35
2016-08-12,149.3
2016-08-16,150.75
2016-08-17,150.8
2016-08-18,163.45
2016-08-19,164.85
2016-08-22,165.15
2016-08-23,169.35
2016-08-24,166.6
2016-08-25,163.1
2016-08-26,163.75
2016-08-29,163.05
2016-08-30,165.75
2016-08-31,155.7
2016-09-01,152.9
2016-09-02,151.95
2016-09-06,151.6
2016-09-07,150.9
2016-09-08,151.8
2016-09-09,151.05
2016-09-12,146.3
2016-09-14,146.9
2016-09-15,146.5
2016-09-16,144.35
2016-09-19,144.35
2016-09-20,142.5
2016-09-21,138.1
2016-09-22,137.7
2016-09-23,140.4
2016-09-26,141.45
2016-09-27,139.35
2016-09-28,141.9
2016-09-29,138.05
2016-09-30,137.85
2016-10-03,141.45
2016-10-04,142.15
2016-10-05,145.25
2016-10-06,144.65
2016-10-07,144.4
2016-10-10,142.4
2016-10-13,140.3
2016-10-14,140.1
2016-10-17,140.05
2016-10-18,143.1
2016-10-19,145.65
2016-10-20,148.3
2016-10-21,151.45
2016-10-24,156.25
2016-10-25,163.3
2016-10-26,163.35
2016-10-27,159.65
2016-10-28,160.2
2016-10-30,164.0
2016-11-01,162.65
2016-11-02,159.05
2016-11-03,155.15
2016-11-04,149.95
2016-11-07,153.5
2016-11-08,153.6
2016-11-09,145.9
2016-11-10,150.1
2016-11-11,145.15
2016-11-15,137.15
2016-11-16,137.15
2016-11-17,134.65
2016-11-18,133.4
2016-11-21,127.8
2016-11-22,130.1
2016-11-23,139.05
2016-11-24,139.05
2016-11-25,140.95
2016-11-28,139.4
2016-11-29,141.0
2016-11-30,139.55
2016-12-01,138.2
2016-12-02,140.75
2016-12-05,138.35
2016-12-06,137.0
2016-12-07,136.8
2016-12-08,140.9
2016-12-09,140.7
2016-12-12,140.55
2016-12-13,139.1
2016-12-14,138.95
2016-12-15,139.45
2016-12-16,139.05
2016-12-19,138.05
2016-12-20,133.9
2016-12-21,132.6
2016-12-22,131.15
2016-12-23,131.9
2016-12-26,130.1
2016-12-27,132.7
2016-12-28,130.2
2016-12-29,136.25
2016-12-30,138.05
