Date,WELENT
2016-01-01,63.9
2016-01-04,63.35
2016-01-05,63.1
2016-01-06,61.0
2016-01-07,58.85
2016-01-08,58.9
2016-01-11,58.65
2016-01-12,57.5
2016-01-13,54.2
2016-01-14,52.65
2016-01-15,51.15
2016-01-18,47.05
2016-01-19,48.65
2016-01-20,45.8
2016-01-21,45.85
2016-01-22,46.3
2016-01-25,47.75
2016-01-27,48.45
2016-01-28,49.25
2016-01-29,50.55
2016-02-01,51.85
2016-02-02,50.15
2016-02-03,48.85
2016-02-04,48.6
2016-02-05,50.75
2016-02-08,49.75
2016-02-09,48.75
2016-02-10,48.45
2016-02-11,44.35
2016-02-12,43.8
2016-02-15,47.9
2016-02-16,46.65
2016-02-17,46.8
2016-02-18,46.3
2016-02-19,45.2
2016-02-22,46.9
2016-02-23,47.45
2016-02-24,46.45
2016-02-25,44.9
2016-02-26,44.95
2016-02-29,44.35
2016-03-01,45.9
2016-03-02,46.05
2016-03-03,46.45
2016-03-04,46.3
2016-03-08,50.25
2016-03-09,48.4
2016-03-10,47.85
2016-03-11,47.3
2016-03-14,46.05
2016-03-15,46.7
2016-03-16,48.3
2016-03-17,48.2
2016-03-18,47.75
2016-03-21,48.05
2016-03-22,47.05
2016-03-23,49.05
2016-03-28,47.45
2016-03-29,46.35
2016-03-30,47.75
2016-03-31,47.4
2016-04-01,47.5
2016-04-04,47.6
2016-04-05,49.8
2016-04-06,52.8
2016-04-07,51.6
2016-04-08,51.85
2016-04-11,51.05
2016-04-12,52.05
2016-04-13,52.75
2016-04-18,54.4
2016-04-20,53.2
2016-04-21,53.35
2016-04-22,55.4
2016-04-25,56.85
2016-04-26,63.9
2016-04-27,64.15
2016-04-28,62.55
2016-04-29,62.6
2016-05-02,64.0
2016-05-03,62.55
2016-05-04,60.15
2016-05-05,60.7
2016-05-06,61.1
2016-05-09,61.45
2016-05-10,60.9
2016-05-11,61.05
2016-05-12,63.5
2016-05-13,62.45
2016-05-16,63.15
2016-05-17,62.1
2016-05-18,61.55
2016-05-19,61.6
2016-05-20,62.45
2016-05-23,61.85
2016-05-24,57.3
2016-05-25,57.15
2016-05-26,56.5
2016-05-27,54.4
2016-05-30,56.0
2016-05-31,58.95
2016-06-01,61.9
2016-06-02,60.8
2016-06-03,61.95
2016-06-06,61.55
2016-06-07,61.75
2016-06-08,60.25
2016-06-09,59.7
2016-06-10,61.85
2016-06-13,62.15
2016-06-14,59.25
2016-06-15,59.05
2016-06-16,57.4
2016-06-17,57.05
2016-06-20,57.65
2016-06-21,57.9
2016-06-22,59.85
2016-06-23,59.85
2016-06-24,59.3
2016-06-27,59.3
2016-06-28,58.15
2016-06-29,58.5
2016-06-30,59.0
2016-07-01,58.5
2016-07-04,59.6
2016-07-05,58.75
2016-07-07,58.55
2016-07-08,58.6
2016-07-11,58.75
2016-07-12,58.55
2016-07-13,58.25
2016-07-14,58.05
2016-07-15,57.05
2016-07-18,55.45
2016-07-19,54.45
2016-07-20,63.8
2016-07-21,67.35
2016-07-22,66.65
2016-07-25,67.9
2016-07-26,68.25
2016-07-27,66.5
2016-07-28,62.75
2016-07-29,64.7
2016-08-01,63.1
2016-08-02,62.0
2016-08-03,61.05
2016-08-04,61.35
2016-08-05,60.95
2016-08-08,60.05
2016-08-09,61.9
2016-08-10,59.75
2016-08-11,59.9
2016-08-12,60.1
2016-08-16,59.7
2016-08-17,60.05
2016-08-18,61.05
2016-08-19,60.6
2016-08-22,57.2
2016-08-23,58.45
2016-08-24,60.6
2016-08-25,60.25
2016-08-26,59.75
2016-08-29,57.3
2016-08-30,56.65
2016-08-31,57.9
2016-09-01,57.05
2016-09-02,57.95
2016-09-06,57.75
2016-09-07,57.9
2016-09-08,58.1
2016-09-09,57.2
2016-09-12,58.45
2016-09-14,65.3
2016-09-15,63.75
2016-09-16,64.4
2016-09-19,64.45
2016-09-20,63.15
2016-09-21,67.05
2016-09-22,65.7
2016-09-23,64.2
2016-09-26,63.75
2016-09-27,62.8
2016-09-28,63.65
2016-09-29,60.15
2016-09-30,61.95
2016-10-03,64.5
2016-10-04,64.9
2016-10-05,65.1
2016-10-06,66.8
2016-10-07,67.95
2016-10-10,67.35
2016-10-13,65.25
2016-10-14,64.95
2016-10-17,63.9
2016-10-18,64.75
2016-10-19,66.2
2016-10-20,65.75
2016-10-21,65.9
2016-10-24,64.85
2016-10-25,63.85
2016-10-26,62.8
2016-10-27,62.65
2016-10-28,63.55
2016-10-30,63.5
2016-11-01,65.6
2016-11-02,64.95
2016-11-03,70.2
2016-11-04,67.95
2016-11-07,66.1
2016-11-08,66.2
2016-11-09,62.55
2016-11-10,64.55
2016-11-11,60.2
2016-11-15,56.7
2016-11-16,56.45
2016-11-17,59.65
2016-11-18,58.55
2016-11-21,56.0
2016-11-22,57.25
2016-11-23,58.5
2016-11-24,57.8
2016-11-25,58.55
2016-11-28,62.9
2016-11-29,61.45
2016-11-30,63.3
2016-12-01,62.35
2016-12-02,60.6
2016-12-05,61.0
2016-12-06,60.9
2016-12-07,60.15
2016-12-08,60.2
2016-12-09,61.0
2016-12-12,60.25
2016-12-13,60.65
2016-12-14,62.45
2016-12-15,60.9
2016-12-16,60.25
2016-12-19,59.4
2016-12-20,65.3
2016-12-21,64.75
2016-12-22,61.3
2016-12-23,59.4
2016-12-26,62.0
2016-12-27,61.3
2016-12-28,60.15
2016-12-29,60.25
2016-12-30,60.35
