Date,PUNJLLOYD
2016-01-01,28.7
2016-01-04,30.45
2016-01-05,30.65
2016-01-06,29.15
2016-01-07,27.25
2016-01-08,27.9
2016-01-11,27.35
2016-01-12,27.3
2016-01-13,26.2
2016-01-14,25.3
2016-01-15,24.25
2016-01-18,23.15
2016-01-19,23.85
2016-01-20,23.4
2016-01-21,23.4
2016-01-22,24.0
2016-01-25,24.6
2016-01-27,24.05
2016-01-28,25.55
2016-01-29,25.7
2016-02-01,25.25
2016-02-02,24.4
2016-02-03,23.7
2016-02-04,23.65
2016-02-05,24.1
2016-02-08,24.1
2016-02-09,23.9
2016-02-10,23.3
2016-02-11,22.35
2016-02-12,22.65
2016-02-15,22.1
2016-02-16,22.5
2016-02-17,22.7
2016-02-18,22.6
2016-02-19,22.4
2016-02-22,22.45
2016-02-23,22.15
2016-02-24,22.35
2016-02-25,22.1
2016-02-26,21.95
2016-02-29,21.85
2016-03-01,22.55
2016-03-02,23.1
2016-03-03,23.75
2016-03-04,24.05
2016-03-08,23.8
2016-03-09,24.0
2016-03-10,23.6
2016-03-11,23.4
2016-03-14,23.15
2016-03-15,23.05
2016-03-16,22.35
2016-03-17,22.5
2016-03-18,22.25
2016-03-21,22.85
2016-03-22,22.75
2016-03-23,22.75
2016-03-28,22.3
2016-03-29,22.3
2016-03-30,22.8
2016-03-31,22.4
2016-04-01,23.0
2016-04-04,23.35
2016-04-05,22.6
2016-04-06,23.0
2016-04-07,23.1
2016-04-08,23.3
2016-04-11,23.2
2016-04-12,23.45
2016-04-13,23.45
2016-04-18,23.4
2016-04-20,23.65
2016-04-21,23.35
2016-04-22,23.45
2016-04-25,23.2
2016-04-26,23.3
2016-04-27,23.5
2016-04-28,23.6
2016-04-29,23.55
2016-05-02,23.15
2016-05-03,22.95
2016-05-04,22.7
2016-05-05,22.5
2016-05-06,22.3
2016-05-09,22.55
2016-05-10,22.5
2016-05-11,22.2
2016-05-12,22.25
2016-05-13,21.9
2016-05-16,21.8
2016-05-17,21.8
2016-05-18,21.75
2016-05-19,21.55
2016-05-20,21.15
2016-05-23,21.05
2016-05-24,20.7
2016-05-25,20.9
2016-05-26,21.45
2016-05-27,21.75
2016-05-30,20.6
2016-05-31,20.15
2016-06-01,20.25
2016-06-02,19.2
2016-06-03,18.3
2016-06-06,18.05
2016-06-07,17.8
2016-06-08,19.25
2016-06-09,19.7
2016-06-10,19.8
2016-06-13,20.1
2016-06-14,20.3
2016-06-15,20.4
2016-06-16,20.25
2016-06-17,20.25
2016-06-20,20.85
2016-06-21,21.0
2016-06-22,20.4
2016-06-23,20.2
2016-06-24,19.6
2016-06-27,19.9
2016-06-28,21.35
2016-06-29,21.2
2016-06-30,21.1
2016-07-01,21.25
2016-07-04,21.45
2016-07-05,22.2
2016-07-07,22.5
2016-07-08,21.7
2016-07-11,21.9
2016-07-12,22.3
2016-07-13,21.95
2016-07-14,22.0
2016-07-15,21.5
2016-07-18,21.3
2016-07-19,21.5
2016-07-20,21.25
2016-07-21,21.1
2016-07-22,20.85
2016-07-25,20.9
2016-07-26,20.8
2016-07-27,20.95
2016-07-28,20.9
2016-07-29,20.8
2016-08-01,20.15
2016-08-02,19.7
2016-08-03,19.75
2016-08-04,20.45
2016-08-05,20.25
2016-08-08,20.2
2016-08-09,19.95
2016-08-10,19.7
2016-08-11,20.05
2016-08-12,19.8
2016-08-16,19.4
2016-08-17,19.05
2016-08-18,19.0
2016-08-19,19.3
2016-08-22,19.15
2016-08-23,19.9
2016-08-24,21.85
2016-08-25,21.75
2016-08-26,20.85
2016-08-29,20.45
2016-08-30,20.85
2016-08-31,23.25
2016-09-01,24.25
2016-09-02,25.5
2016-09-06,26.55
2016-09-07,25.25
2016-09-08,26.7
2016-09-09,25.7
2016-09-12,23.9
2016-09-14,27.4
2016-09-15,26.85
2016-09-16,25.25
2016-09-19,25.3
2016-09-20,25.1
2016-09-21,24.65
2016-09-22,24.9
2016-09-23,24.15
2016-09-26,23.7
2016-09-27,23.3
2016-09-28,23.6
2016-09-29,21.35
2016-09-30,22.05
2016-10-03,23.15
2016-10-04,23.35
2016-10-05,23.15
2016-10-06,22.75
2016-10-07,22.95
2016-10-10,23.5
2016-10-13,22.6
2016-10-14,23.1
2016-10-17,22.45
2016-10-18,23.0
2016-10-19,23.0
2016-10-20,23.45
2016-10-21,23.2
2016-10-24,23.6
2016-10-25,23.3
2016-10-26,22.95
2016-10-27,22.7
2016-10-28,22.7
2016-10-30,22.85
2016-11-01,22.75
2016-11-02,22.1
2016-11-03,21.55
2016-11-04,20.95
2016-11-07,21.35
2016-11-08,21.15
2016-11-09,20.2
2016-11-10,20.95
2016-11-11,20.15
2016-11-15,19.0
2016-11-16,19.1
2016-11-17,19.05
2016-11-18,19.5
2016-11-21,18.8
2016-11-22,18.7
2016-11-23,19.1
2016-11-24,18.9
2016-11-25,19.4
2016-11-28,19.85
2016-11-29,20.1
2016-11-30,20.55
2016-12-01,20.7
2016-12-02,20.05
2016-12-05,20.15
2016-12-06,20.05
2016-12-07,19.85
2016-12-08,20.15
2016-12-09,20.3
2016-12-12,19.95
2016-12-13,19.85
2016-12-14,19.75
2016-12-15,19.65
2016-12-16,19.4
2016-12-19,19.25
2016-12-20,19.1
2016-12-21,19.1
2016-12-22,18.8
2016-12-23,18.65
2016-12-26,18.35
2016-12-27,18.5
2016-12-28,18.5
2016-12-29,18.65
2016-12-30,18.75
