Date,GENESYS
2016-01-01,83.0
2016-01-04,82.6
2016-01-05,83.45
2016-01-06,82.7
2016-01-07,77.4
2016-01-08,78.35
2016-01-11,76.3
2016-01-12,77.1
2016-01-13,73.0
2016-01-14,71.3
2016-01-15,66.45
2016-01-18,61.8
2016-01-19,63.0
2016-01-20,58.7
2016-01-21,59.65
2016-01-22,59.95
2016-01-25,62.9
2016-01-27,63.95
2016-01-28,63.2
2016-01-29,61.55
2016-02-01,63.05
2016-02-02,59.0
2016-02-03,59.15
2016-02-04,61.9
2016-02-05,60.5
2016-02-08,58.85
2016-02-09,58.25
2016-02-10,59.5
2016-02-11,52.3
2016-02-12,45.2
2016-02-15,49.15
2016-02-16,46.85
2016-02-17,46.3
2016-02-18,46.2
2016-02-19,47.75
2016-02-22,50.3
2016-02-23,47.05
2016-02-24,44.1
2016-02-25,42.4
2016-02-26,41.55
2016-02-29,42.3
2016-03-01,43.0
2016-03-02,48.9
2016-03-03,52.05
2016-03-04,57.2
2016-03-08,61.05
2016-03-09,60.3
2016-03-10,57.3
2016-03-11,55.2
2016-03-14,54.2
2016-03-15,53.05
2016-03-16,53.65
2016-03-17,55.0
2016-03-18,53.4
2016-03-21,52.6
2016-03-22,54.0
2016-03-23,52.95
2016-03-28,51.7
2016-03-29,51.55
2016-03-30,51.3
2016-03-31,53.4
2016-04-01,53.4
2016-04-04,54.45
2016-04-05,52.65
2016-04-06,53.0
2016-04-07,51.95
2016-04-08,51.3
2016-04-11,51.5
2016-04-12,53.55
2016-04-13,52.7
2016-04-18,54.05
2016-04-20,52.7
2016-04-21,53.3
2016-04-22,52.3
2016-04-25,52.0
2016-04-26,52.25
2016-04-27,52.85
2016-04-28,52.0
2016-05-02,52.05
2016-05-03,52.0
2016-05-04,51.8
2016-05-05,51.95
2016-05-06,51.7
2016-05-09,52.1
2016-05-10,52.05
2016-05-11,52.95
2016-05-12,52.3
2016-05-13,53.2
2016-05-16,53.3
2016-05-17,56.0
2016-05-18,67.2
2016-05-19,70.1
2016-05-20,64.15
2016-05-23,65.9
2016-05-24,63.7
2016-05-25,63.0
2016-05-26,64.0
2016-05-27,66.9
2016-05-30,70.15
2016-05-31,60.2
2016-06-01,57.5
2016-06-02,56.85
2016-06-03,55.85
2016-06-06,55.25
2016-06-07,54.65
2016-06-08,56.6
2016-06-09,58.65
2016-06-10,56.05
2016-06-13,56.05
2016-06-14,56.1
2016-06-15,57.75
2016-06-16,63.2
2016-06-17,65.75
2016-06-20,68.9
2016-06-21,65.6
2016-06-22,64.5
2016-06-23,66.8
2016-06-24,68.9
2016-06-27,68.05
2016-06-28,66.15
2016-06-29,67.3
2016-06-30,68.2
2016-07-01,68.5
2016-07-04,68.6
2016-07-05,69.45
2016-07-07,70.1
2016-07-08,68.55
2016-07-11,69.0
2016-07-12,67.5
2016-07-13,68.25
2016-07-14,67.25
2016-07-15,65.7
2016-07-18,62.1
2016-07-19,62.55
2016-07-20,63.0
2016-07-21,63.0
2016-07-22,63.75
2016-07-25,63.9
2016-07-26,63.15
2016-07-27,63.05
2016-07-28,63.05
2016-07-29,63.1
2016-08-01,61.3
2016-08-02,62.3
2016-08-03,58.5
2016-08-04,57.25
2016-08-05,59.15
2016-08-08,61.1
2016-08-09,59.95
2016-08-10,60.0
2016-08-11,57.85
2016-08-12,59.3
2016-08-16,58.8
2016-08-17,56.45
2016-08-18,56.1
2016-08-19,57.0
2016-08-22,59.55
2016-08-23,60.6
2016-08-24,62.1
2016-08-25,62.0
2016-08-26,69.85
2016-08-29,67.95
2016-08-30,67.4
2016-08-31,66.55
2016-09-01,65.6
2016-09-02,66.15
2016-09-06,67.0
2016-09-07,67.35
2016-09-08,68.75
2016-09-09,71.8
2016-09-12,71.0
2016-09-14,68.25
2016-09-15,69.85
2016-09-16,68.2
2016-09-19,69.5
2016-09-20,68.2
2016-09-21,69.95
2016-09-22,70.65
2016-09-23,70.05
2016-09-26,70.0
2016-09-27,69.6
2016-09-28,71.45
2016-09-29,67.95
2016-09-30,69.0
2016-10-03,77.2
2016-10-04,92.6
2016-10-05,105.8
2016-10-06,100.25
2016-10-07,97.5
2016-10-10,100.55
2016-10-13,96.8
2016-10-14,96.1
2016-10-17,99.45
2016-10-18,99.95
2016-10-19,98.9
2016-10-20,100.1
2016-10-21,98.65
2016-10-24,99.45
2016-10-25,100.65
2016-10-26,97.2
2016-10-27,98.0
2016-10-28,99.7
2016-10-30,104.05
2016-11-01,106.35
2016-11-02,100.45
2016-11-03,99.0
2016-11-04,98.9
2016-11-07,118.65
2016-11-08,114.15
2016-11-09,103.4
2016-11-10,108.0
2016-11-11,99.55
2016-11-15,92.8
2016-11-16,95.35
2016-11-17,97.15
2016-11-18,96.75
2016-11-21,85.2
2016-11-22,88.7
2016-11-23,90.6
2016-11-24,91.85
2016-11-25,92.9
2016-11-28,95.65
2016-11-29,97.45
2016-11-30,102.55
2016-12-01,101.45
2016-12-02,100.95
2016-12-05,100.05
2016-12-06,99.5
2016-12-07,98.0
2016-12-08,99.2
2016-12-09,99.4
2016-12-12,98.0
2016-12-13,112.45
2016-12-14,108.0
2016-12-15,107.35
2016-12-16,104.85
2016-12-19,111.65
2016-12-20,114.9
2016-12-21,118.85
2016-12-22,113.8
2016-12-23,120.7
2016-12-26,120.45
2016-12-27,121.05
2016-12-28,118.2
2016-12-29,117.05
2016-12-30,119.7
