Date,AGARIND
2016-01-01,187.4
2016-01-04,187.3
2016-01-05,184.3
2016-01-06,186.15
2016-01-07,178.8
2016-01-08,180.55
2016-01-11,175.95
2016-01-12,166.15
2016-01-13,161.9
2016-01-14,160.25
2016-01-15,159.15
2016-01-18,150.45
2016-01-19,153.3
2016-01-20,149.55
2016-01-21,154.15
2016-01-22,150.15
2016-01-25,147.4
2016-01-27,156.7
2016-01-28,158.95
2016-01-29,158.5
2016-02-01,160.0
2016-02-02,154.3
2016-02-03,150.55
2016-02-04,150.0
2016-02-05,150.0
2016-02-08,161.4
2016-02-09,160.8
2016-02-10,161.3
2016-02-11,155.35
2016-02-12,157.0
2016-02-15,154.35
2016-02-16,152.75
2016-02-17,151.35
2016-02-18,150.95
2016-02-19,149.95
2016-02-22,149.8
2016-02-23,144.85
2016-02-24,145.05
2016-02-25,151.8
2016-02-26,151.5
2016-02-29,148.35
2016-03-01,148.05
2016-03-02,147.1
2016-03-03,148.45
2016-03-04,147.3
2016-03-08,153.05
2016-03-09,151.8
2016-03-10,155.0
2016-03-11,152.95
2016-03-14,151.0
2016-03-15,149.15
2016-03-16,148.55
2016-03-17,148.85
2016-03-18,143.65
2016-03-21,139.35
2016-03-22,137.55
2016-03-23,134.45
2016-03-28,133.45
2016-03-29,124.8
2016-03-30,125.85
2016-03-31,125.8
2016-04-01,130.25
2016-04-04,135.45
2016-04-05,133.3
2016-04-06,133.5
2016-04-07,132.25
2016-04-08,134.35
2016-04-11,134.5
2016-04-12,135.7
2016-04-13,133.85
2016-04-18,132.5
2016-04-20,136.45
2016-04-21,139.35
2016-04-22,143.1
2016-04-25,140.5
2016-04-26,139.2
2016-04-27,137.8
2016-04-28,134.5
2016-04-29,135.1
2016-05-02,134.35
2016-05-03,135.4
2016-05-04,134.55
2016-05-05,135.0
2016-05-06,133.2
2016-05-09,133.55
2016-05-10,129.95
2016-05-11,126.8
2016-05-12,128.45
2016-05-13,128.0
2016-05-16,127.7
2016-05-17,128.45
2016-05-18,124.85
2016-05-19,120.75
2016-05-20,121.95
2016-05-23,118.6
2016-05-24,110.85
2016-05-25,110.35
2016-05-26,111.2
2016-05-27,113.3
2016-05-30,114.2
2016-05-31,113.0
2016-06-01,116.0
2016-06-02,118.0
2016-06-03,116.5
2016-06-06,113.6
2016-06-07,116.0
2016-06-08,117.0
2016-06-09,127.6
2016-06-10,131.55
2016-06-13,133.0
2016-06-14,129.75
2016-06-15,135.1
2016-06-16,129.95
2016-06-17,130.45
2016-06-20,130.1
2016-06-21,128.15
2016-06-22,124.4
2016-06-23,121.55
2016-06-24,117.95
2016-06-27,121.25
2016-06-28,126.2
2016-06-29,125.15
2016-06-30,128.05
2016-07-01,122.5
2016-07-04,125.0
2016-07-05,126.35
2016-07-07,126.6
2016-07-08,119.6
2016-07-11,119.2
2016-07-12,120.7
2016-07-13,119.7
2016-07-14,133.7
2016-07-15,133.9
2016-07-18,139.05
2016-07-19,139.35
2016-07-20,135.55
2016-07-21,133.4
2016-07-22,135.75
2016-07-25,135.1
2016-07-26,136.3
2016-07-27,132.05
2016-07-28,133.75
2016-07-29,135.6
2016-08-01,134.25
2016-08-02,133.95
2016-08-03,133.95
2016-08-04,133.9
2016-08-05,136.45
2016-08-08,137.8
2016-08-09,138.25
2016-08-10,136.35
2016-08-11,137.45
2016-08-12,135.0
2016-08-16,137.0
2016-08-17,135.25
2016-08-18,139.6
2016-08-19,138.25
2016-08-22,140.15
2016-08-23,167.7
2016-08-24,168.85
2016-08-25,172.95
2016-08-26,167.65
2016-08-29,171.8
2016-08-30,166.95
2016-08-31,166.1
2016-09-01,167.15
2016-09-02,173.45
2016-09-06,178.2
2016-09-07,181.55
2016-09-08,183.1
2016-09-09,181.1
2016-09-12,177.2
2016-09-14,180.1
2016-09-15,191.05
2016-09-16,190.05
2016-09-19,185.75
2016-09-20,185.25
2016-09-21,197.9
2016-09-22,221.85
2016-09-23,231.25
2016-09-26,233.65
2016-09-27,235.1
2016-09-28,233.25
2016-09-29,229.15
2016-09-30,228.0
2016-10-03,235.35
2016-10-04,240.6
2016-10-05,244.4
2016-10-06,249.55
2016-10-07,251.85
2016-10-10,260.9
2016-10-13,267.55
2016-10-14,270.05
2016-10-17,284.7
2016-10-18,286.3
2016-10-19,286.9
2016-10-20,288.85
2016-10-21,288.55
2016-10-24,300.45
2016-10-25,297.65
2016-10-26,295.65
2016-10-27,300.7
2016-10-28,308.25
2016-10-30,311.0
2016-11-01,322.6
2016-11-02,327.0
2016-11-03,334.95
2016-11-04,328.35
2016-11-07,369.5
2016-11-08,380.15
2016-11-09,363.45
2016-11-10,378.55
2016-11-11,362.25
2016-11-15,335.1
2016-11-16,320.4
2016-11-17,294.95
2016-11-18,295.25
2016-11-21,270.4
2016-11-22,280.1
2016-11-23,296.95
2016-11-24,302.5
2016-11-25,300.5
2016-11-28,302.1
2016-11-29,313.2
2016-11-30,336.25
2016-12-01,345.95
2016-12-02,335.95
2016-12-05,358.95
2016-12-06,369.9
2016-12-07,369.4
2016-12-08,372.95
2016-12-09,371.1
2016-12-12,369.65
2016-12-13,366.6
2016-12-14,365.95
2016-12-15,368.1
2016-12-16,364.65
2016-12-19,355.05
2016-12-20,334.15
2016-12-21,336.8
2016-12-22,338.7
2016-12-23,340.0
2016-12-26,329.35
2016-12-27,328.5
2016-12-28,342.2
2016-12-29,343.7
2016-12-30,343.45
