Date,ZUARI
2016-01-01,159.5
2016-01-04,157.7
2016-01-05,160.5
2016-01-06,168.25
2016-01-07,162.5
2016-01-08,173.8
2016-01-11,177.05
2016-01-12,176.4
2016-01-13,169.4
2016-01-14,164.15
2016-01-15,152.8
2016-01-18,150.3
2016-01-19,153.6
2016-01-20,146.6
2016-01-21,147.55
2016-01-22,152.5
2016-01-25,154.85
2016-01-27,155.25
2016-01-28,153.2
2016-01-29,154.35
2016-02-01,158.3
2016-02-02,157.7
2016-02-03,156.4
2016-02-04,155.0
2016-02-05,149.35
2016-02-08,145.6
2016-02-09,143.05
2016-02-10,140.25
2016-02-11,134.3
2016-02-12,133.4
2016-02-15,137.9
2016-02-16,127.9
2016-02-17,124.9
2016-02-18,124.2
2016-02-19,127.75
2016-02-22,132.4
2016-02-23,128.05
2016-02-24,123.05
2016-02-25,118.45
2016-02-26,121.7
2016-02-29,119.15
2016-03-01,123.75
2016-03-02,131.15
2016-03-03,129.75
2016-03-04,134.6
2016-03-08,131.15
2016-03-09,131.55
2016-03-10,130.75
2016-03-11,131.55
2016-03-14,131.1
2016-03-15,130.2
2016-03-16,131.45
2016-03-17,130.7
2016-03-18,130.55
2016-03-21,131.75
2016-03-22,134.5
2016-03-23,141.8
2016-03-28,138.6
2016-03-29,134.95
2016-03-30,139.05
2016-03-31,140.25
2016-04-01,154.5
2016-04-04,162.95
2016-04-05,157.3
2016-04-06,161.95
2016-04-07,169.85
2016-04-08,167.4
2016-04-11,169.8
2016-04-12,169.45
2016-04-13,174.35
2016-04-18,173.25
2016-04-20,174.95
2016-04-21,170.45
2016-04-22,167.1
2016-04-25,171.15
2016-04-26,171.05
2016-04-27,173.9
2016-04-28,173.85
2016-04-29,173.0
2016-05-02,184.2
2016-05-03,181.65
2016-05-04,179.25
2016-05-05,179.9
2016-05-06,180.8
2016-05-09,180.7
2016-05-10,175.9
2016-05-11,177.0
2016-05-12,197.3
2016-05-13,193.25
2016-05-16,184.05
2016-05-17,179.05
2016-05-18,177.9
2016-05-19,175.55
2016-05-20,170.45
2016-05-23,164.7
2016-05-24,163.0
2016-05-25,170.25
2016-05-26,164.05
2016-05-27,163.95
2016-05-30,174.25
2016-05-31,173.15
2016-06-01,184.65
2016-06-02,182.5
2016-06-03,182.5
2016-06-06,183.5
2016-06-07,180.85
2016-06-08,184.9
2016-06-09,183.2
2016-06-10,182.65
2016-06-13,183.35
2016-06-14,179.35
2016-06-15,177.45
2016-06-16,174.1
2016-06-17,170.8
2016-06-20,179.4
2016-06-21,181.45
2016-06-22,181.1
2016-06-23,177.5
2016-06-24,174.05
2016-06-27,187.65
2016-06-28,185.85
2016-06-29,188.45
2016-06-30,191.55
2016-07-01,197.35
2016-07-04,193.05
2016-07-05,184.7
2016-07-07,190.2
2016-07-08,187.7
2016-07-11,187.15
2016-07-12,188.75
2016-07-13,187.9
2016-07-14,185.8
2016-07-15,180.3
2016-07-18,177.4
2016-07-19,179.75
2016-07-20,179.1
2016-07-21,177.55
2016-07-22,178.25
2016-07-25,177.75
2016-07-26,175.6
2016-07-27,171.5
2016-07-28,172.9
2016-07-29,171.45
2016-08-01,169.75
2016-08-02,168.55
2016-08-03,167.35
2016-08-04,167.2
2016-08-05,170.75
2016-08-08,173.2
2016-08-09,171.65
2016-08-10,171.6
2016-08-11,170.8
2016-08-12,169.75
2016-08-16,168.95
2016-08-17,171.45
2016-08-18,169.75
2016-08-19,169.05
2016-08-22,169.75
2016-08-23,168.7
2016-08-24,170.0
2016-08-25,181.7
2016-08-26,180.9
2016-08-29,183.3
2016-08-30,182.65
2016-08-31,182.45
2016-09-01,182.05
2016-09-02,180.8
2016-09-06,183.35
2016-09-07,191.45
2016-09-08,189.5
2016-09-09,184.6
2016-09-12,178.85
2016-09-14,186.4
2016-09-15,187.0
2016-09-16,183.7
2016-09-19,190.85
2016-09-20,186.6
2016-09-21,190.0
2016-09-22,187.35
2016-09-23,185.25
2016-09-26,182.05
2016-09-27,184.65
2016-09-28,183.15
2016-09-29,175.75
2016-09-30,182.35
2016-10-03,188.35
2016-10-04,192.05
2016-10-05,192.85
2016-10-06,192.05
2016-10-07,188.85
2016-10-10,191.55
2016-10-13,188.0
2016-10-14,189.2
2016-10-17,194.15
2016-10-18,232.95
2016-10-19,246.55
2016-10-20,239.15
2016-10-21,231.45
2016-10-24,239.75
2016-10-25,238.2
2016-10-26,238.2
2016-10-27,231.25
2016-10-28,232.1
2016-10-30,238.95
2016-11-01,232.6
2016-11-02,227.95
2016-11-03,225.45
2016-11-04,226.1
2016-11-07,227.6
2016-11-08,226.85
2016-11-09,229.05
2016-11-10,238.05
2016-11-11,232.75
2016-11-15,207.15
2016-11-16,209.5
2016-11-17,204.7
2016-11-18,196.25
2016-11-21,203.0
2016-11-22,202.9
2016-11-23,207.05
2016-11-24,205.95
2016-11-25,207.1
2016-11-28,206.6
2016-11-29,211.45
2016-11-30,215.25
2016-12-01,216.6
2016-12-02,212.1
2016-12-05,215.85
2016-12-06,218.65
2016-12-07,215.35
2016-12-08,226.9
2016-12-09,228.1
2016-12-12,228.3
2016-12-13,226.1
2016-12-14,230.95
2016-12-15,228.95
2016-12-16,226.4
2016-12-19,233.15
2016-12-20,235.7
2016-12-21,231.15
2016-12-22,229.55
2016-12-23,236.65
2016-12-26,224.45
2016-12-27,222.35
2016-12-28,228.5
2016-12-29,228.3
2016-12-30,227.65
