Date,ASIANHOTNR
2016-01-01,135.95
2016-01-04,131.0
2016-01-05,135.6
2016-01-06,136.0
2016-01-07,135.45
2016-01-08,134.0
2016-01-11,130.2
2016-01-12,130.85
2016-01-13,123.8
2016-01-14,120.15
2016-01-15,116.3
2016-01-18,114.05
2016-01-19,116.85
2016-01-20,114.0
2016-01-21,121.9
2016-01-22,117.05
2016-01-25,116.3
2016-01-27,120.7
2016-01-28,115.5
2016-01-29,119.95
2016-02-01,117.7
2016-02-02,115.35
2016-02-03,114.0
2016-02-04,108.05
2016-02-05,110.35
2016-02-08,116.9
2016-02-09,111.0
2016-02-10,109.1
2016-02-11,105.0
2016-02-12,100.0
2016-02-15,101.95
2016-02-16,102.0
2016-02-17,103.0
2016-02-18,103.0
2016-02-19,104.3
2016-02-22,106.0
2016-02-23,104.9
2016-02-24,103.2
2016-02-25,103.0
2016-02-26,100.15
2016-02-29,107.95
2016-03-02,106.3
2016-03-03,110.0
2016-03-04,109.0
2016-03-08,110.0
2016-03-09,110.0
2016-03-10,117.15
2016-03-11,115.35
2016-03-14,113.3
2016-03-15,110.65
2016-03-16,110.1
2016-03-17,108.4
2016-03-18,109.8
2016-03-21,105.75
2016-03-22,106.0
2016-03-23,107.5
2016-03-28,109.85
2016-03-29,110.35
2016-03-30,109.9
2016-03-31,111.5
2016-04-01,110.5
2016-04-04,119.85
2016-04-05,112.55
2016-04-06,117.0
2016-04-07,113.1
2016-04-08,111.6
2016-04-11,109.35
2016-04-12,109.7
2016-04-13,109.65
2016-04-18,107.0
2016-04-20,108.2
2016-04-21,109.1
2016-04-22,110.1
2016-04-25,108.8
2016-04-26,110.0
2016-04-27,109.05
2016-04-28,112.1
2016-04-29,109.35
2016-05-02,113.8
2016-05-03,110.3
2016-05-04,111.1
2016-05-05,109.45
2016-05-06,108.25
2016-05-09,111.85
2016-05-10,108.75
2016-05-11,109.4
2016-05-12,107.1
2016-05-13,107.2
2016-05-16,106.4
2016-05-17,108.3
2016-05-18,108.5
2016-05-19,105.9
2016-05-20,105.6
2016-05-23,103.0
2016-05-24,101.3
2016-05-25,110.35
2016-05-26,108.2
2016-05-27,113.25
2016-05-30,108.0
2016-05-31,109.3
2016-06-01,107.75
2016-06-02,108.15
2016-06-03,108.5
2016-06-06,107.8
2016-06-07,106.15
2016-06-08,107.0
2016-06-09,108.45
2016-06-10,107.0
2016-06-13,105.1
2016-06-14,111.85
2016-06-15,107.6
2016-06-16,106.8
2016-06-17,105.7
2016-06-20,105.25
2016-06-21,108.95
2016-06-22,105.4
2016-06-23,122.3
2016-06-24,111.45
2016-06-27,112.6
2016-06-28,113.6
2016-06-29,110.7
2016-06-30,110.5
2016-07-01,109.6
2016-07-04,109.1
2016-07-05,109.25
2016-07-07,110.25
2016-07-08,113.0
2016-07-11,115.55
2016-07-12,112.95
2016-07-13,112.05
2016-07-14,112.0
2016-07-15,111.7
2016-07-18,110.35
2016-07-19,111.95
2016-07-20,112.3
2016-07-21,110.65
2016-07-22,112.1
2016-07-25,109.85
2016-07-26,109.55
2016-07-27,110.0
2016-07-28,111.8
2016-07-29,110.9
2016-08-01,110.1
2016-08-02,110.0
2016-08-03,109.0
2016-08-04,109.5
2016-08-05,110.4
2016-08-08,110.05
2016-08-09,108.15
2016-08-10,106.8
2016-08-11,103.4
2016-08-12,102.05
2016-08-16,103.0
2016-08-17,103.65
2016-08-18,99.8
2016-08-19,100.0
2016-08-22,100.3
2016-08-23,101.0
2016-08-24,100.9
2016-08-25,99.1
2016-08-26,100.65
2016-08-29,99.95
2016-08-30,102.1
2016-08-31,100.0
2016-09-01,100.0
2016-09-02,99.2
2016-09-06,99.4
2016-09-07,100.55
2016-09-08,99.75
2016-09-09,101.2
2016-09-12,101.0
2016-09-14,100.0
2016-09-15,99.05
2016-09-16,99.3
2016-09-19,98.55
2016-09-20,97.65
2016-09-21,97.15
2016-09-22,97.3
2016-09-23,97.5
2016-09-26,98.55
2016-09-27,98.75
2016-09-28,99.95
2016-09-29,99.05
2016-09-30,100.0
2016-10-03,100.05
2016-10-04,103.0
2016-10-05,100.3
2016-10-06,99.9
2016-10-07,100.0
2016-10-10,103.0
2016-10-13,98.45
2016-10-14,99.55
2016-10-17,99.95
2016-10-18,100.45
2016-10-19,100.3
2016-10-20,111.0
2016-10-21,113.9
2016-10-24,114.0
2016-10-25,110.05
2016-10-26,110.7
2016-10-27,111.15
2016-10-28,112.4
2016-10-30,112.95
2016-11-01,112.35
2016-11-02,110.0
2016-11-03,109.1
2016-11-04,107.7
2016-11-07,107.25
2016-11-08,110.0
2016-11-09,105.85
2016-11-10,108.0
2016-11-11,108.6
2016-11-15,105.1
2016-11-16,105.0
2016-11-17,104.95
2016-11-18,101.3
2016-11-21,100.25
2016-11-22,100.0
2016-11-23,104.3
2016-11-24,102.5
2016-11-25,102.95
2016-11-28,105.05
2016-11-29,101.85
2016-11-30,102.05
2016-12-01,98.9
2016-12-02,98.7
2016-12-05,100.5
2016-12-06,100.05
2016-12-07,100.8
2016-12-08,104.0
2016-12-09,102.2
2016-12-12,104.3
2016-12-13,102.55
2016-12-14,103.45
2016-12-15,103.9
2016-12-16,104.65
2016-12-19,106.25
2016-12-20,107.05
2016-12-21,106.15
2016-12-22,104.75
2016-12-23,104.0
2016-12-26,104.55
2016-12-27,103.9
2016-12-28,104.25
2016-12-29,101.4
2016-12-30,102.35
