Date,VSTIND
2016-01-01,1706.15
2016-01-04,1700.0
2016-01-05,1700.05
2016-01-06,1694.75
2016-01-07,1706.4
2016-01-08,1723.95
2016-01-11,1730.25
2016-01-12,1726.0
2016-01-13,1701.0
2016-01-14,1704.15
2016-01-15,1682.3
2016-01-18,1642.45
2016-01-19,1630.55
2016-01-20,1614.15
2016-01-21,1616.1
2016-01-22,1695.6
2016-01-25,1682.8
2016-01-27,1684.55
2016-01-28,1691.15
2016-01-29,1697.3
2016-02-01,1691.55
2016-02-02,1685.9
2016-02-03,1679.9
2016-02-04,1660.15
2016-02-05,1687.55
2016-02-08,1700.25
2016-02-09,1661.6
2016-02-10,1628.0
2016-02-11,1645.6
2016-02-12,1603.25
2016-02-15,1608.15
2016-02-16,1582.7
2016-02-17,1645.05
2016-02-18,1636.75
2016-02-19,1617.65
2016-02-22,1632.35
2016-02-23,1596.65
2016-02-24,1570.65
2016-02-25,1524.3
2016-02-26,1519.05
2016-02-29,1512.8
2016-03-01,1578.5
2016-03-02,1634.0
2016-03-03,1647.95
2016-03-04,1644.35
2016-03-08,1642.4
2016-03-09,1663.55
2016-03-10,1688.1
2016-03-11,1697.2
2016-03-14,1644.4
2016-03-15,1594.65
2016-03-16,1595.3
2016-03-17,1594.55
2016-03-18,1639.0
2016-03-21,1605.1
2016-03-22,1619.0
2016-03-23,1609.7
2016-03-28,1598.5
2016-03-29,1601.6
2016-03-30,1608.2
2016-03-31,1655.35
2016-04-01,1610.25
2016-04-04,1582.65
2016-04-05,1600.45
2016-04-06,1621.9
2016-04-07,1633.6
2016-04-08,1643.3
2016-04-11,1638.95
2016-04-12,1646.8
2016-04-13,1691.75
2016-04-18,1669.7
2016-04-20,1702.65
2016-04-21,1716.7
2016-04-22,1654.65
2016-04-25,1648.55
2016-04-26,1670.3
2016-04-27,1659.65
2016-04-28,1654.25
2016-04-29,1633.7
2016-05-02,1700.95
2016-05-03,1713.45
2016-05-04,1709.7
2016-05-05,1721.25
2016-05-06,1721.0
2016-05-09,1727.45
2016-05-10,1718.9
2016-05-11,1716.5
2016-05-12,1702.75
2016-05-13,1708.85
2016-05-16,1700.15
2016-05-17,1693.6
2016-05-18,1694.4
2016-05-19,1685.6
2016-05-20,1695.15
2016-05-23,1677.1
2016-05-24,1651.95
2016-05-25,1668.0
2016-05-26,1672.1
2016-05-27,1668.1
2016-05-30,1667.9
2016-05-31,1659.65
2016-06-01,1652.6
2016-06-02,1649.1
2016-06-03,1652.55
2016-06-06,1635.05
2016-06-07,1664.95
2016-06-08,1654.95
2016-06-09,1654.75
2016-06-10,1666.85
2016-06-13,1660.8
2016-06-14,1676.3
2016-06-15,1699.15
2016-06-16,1686.3
2016-06-17,1698.45
2016-06-20,1688.45
2016-06-21,1708.05
2016-06-22,1701.35
2016-06-23,1698.7
2016-06-24,1689.65
2016-06-27,1699.75
2016-06-28,1700.85
2016-06-29,1689.85
2016-06-30,1700.15
2016-07-01,1704.75
2016-07-04,1733.2
2016-07-05,1709.2
2016-07-07,1733.55
2016-07-08,1744.45
2016-07-11,1734.5
2016-07-12,1727.4
2016-07-13,1746.35
2016-07-14,1871.3
2016-07-15,1932.7
2016-07-18,1927.5
2016-07-19,1899.45
2016-07-20,1919.1
2016-07-21,1920.35
2016-07-22,1886.8
2016-07-25,1900.2
2016-07-26,1904.9
2016-07-27,1928.55
2016-07-28,1954.35
2016-07-29,2037.35
2016-08-01,2076.9
2016-08-02,2001.0
2016-08-03,1996.0
2016-08-04,1976.7
2016-08-05,2012.8
2016-08-08,2039.0
2016-08-09,1974.5
2016-08-10,1971.45
2016-08-11,2054.35
2016-08-12,2060.1
2016-08-16,2053.85
2016-08-17,2026.4
2016-08-18,2023.05
2016-08-19,2008.25
2016-08-22,2005.65
2016-08-23,2028.45
2016-08-24,2074.7
2016-08-25,2092.1
2016-08-26,2284.9
2016-08-29,2299.9
2016-08-30,2351.3
2016-08-31,2319.25
2016-09-01,2260.25
2016-09-02,2264.8
2016-09-06,2209.6
2016-09-07,2239.5
2016-09-08,2255.0
2016-09-09,2224.2
2016-09-12,2180.5
2016-09-14,2336.6
2016-09-15,2323.2
2016-09-16,2294.4
2016-09-19,2331.25
2016-09-20,2272.8
2016-09-21,2328.7
2016-09-22,2269.75
2016-09-23,2283.3
2016-09-26,2262.45
2016-09-27,2262.3
2016-09-28,2317.5
2016-09-29,2237.55
2016-09-30,2269.15
2016-10-03,2300.25
2016-10-04,2285.15
2016-10-05,2318.4
2016-10-06,2354.05
2016-10-07,2335.05
2016-10-10,2282.1
2016-10-13,2304.1
2016-10-14,2364.75
2016-10-17,2338.65
2016-10-18,2316.35
2016-10-19,2316.95
2016-10-20,2338.4
2016-10-21,2354.75
2016-10-24,2350.65
2016-10-25,2340.7
2016-10-26,2371.7
2016-10-27,2382.75
2016-10-28,2372.65
2016-10-30,2354.65
2016-11-01,2462.6
2016-11-02,2391.8
2016-11-03,2302.5
2016-11-04,2369.3
2016-11-07,2347.15
2016-11-08,2278.95
2016-11-09,2347.4
2016-11-10,2290.35
2016-11-11,2285.35
2016-11-15,2297.4
2016-11-16,2239.95
2016-11-17,2352.15
2016-11-18,2360.95
2016-11-21,2300.05
2016-11-22,2305.5
2016-11-23,2250.8
