Date,PANACEABIO
2016-01-01,136.05
2016-01-04,134.8
2016-01-05,135.4
2016-01-06,136.2
2016-01-07,129.35
2016-01-08,132.8
2016-01-11,129.45
2016-01-12,128.4
2016-01-13,128.15
2016-01-14,127.4
2016-01-15,126.4
2016-01-18,119.55
2016-01-19,116.0
2016-01-20,109.15
2016-01-21,104.45
2016-01-22,106.3
2016-01-25,107.85
2016-01-27,107.75
2016-01-28,107.15
2016-01-29,106.7
2016-02-01,107.8
2016-02-02,105.6
2016-02-03,103.95
2016-02-04,99.95
2016-02-05,97.05
2016-02-08,99.35
2016-02-09,96.4
2016-02-10,95.25
2016-02-11,91.2
2016-02-12,88.1
2016-02-15,91.45
2016-02-16,86.35
2016-02-17,87.2
2016-02-18,86.85
2016-02-19,87.3
2016-02-22,91.75
2016-02-23,98.1
2016-02-24,95.55
2016-02-25,96.65
2016-02-26,98.0
2016-02-29,97.2
2016-03-01,96.5
2016-03-02,97.25
2016-03-03,97.4
2016-03-04,97.2
2016-03-08,98.9
2016-03-09,98.45
2016-03-10,97.2
2016-03-11,96.3
2016-03-14,96.1
2016-03-15,96.15
2016-03-16,93.5
2016-03-17,95.25
2016-03-18,94.3
2016-03-21,96.0
2016-03-22,95.3
2016-03-23,96.65
2016-03-28,92.9
2016-03-29,91.65
2016-03-30,93.1
2016-03-31,92.0
2016-04-01,93.1
2016-04-04,93.1
2016-04-05,91.55
2016-04-06,92.35
2016-04-07,92.35
2016-04-08,91.65
2016-04-11,89.8
2016-04-12,90.7
2016-04-13,91.85
2016-04-18,91.65
2016-04-20,91.65
2016-04-21,92.05
2016-04-22,91.4
2016-04-25,90.2
2016-04-26,90.65
2016-04-27,90.8
2016-04-28,91.55
2016-04-29,90.0
2016-05-02,91.9
2016-05-03,92.25
2016-05-04,90.1
2016-05-05,89.5
2016-05-06,90.1
2016-05-09,89.5
2016-05-10,90.35
2016-05-11,89.75
2016-05-12,89.5
2016-05-13,90.05
2016-05-16,89.65
2016-05-17,90.0
2016-05-18,89.85
2016-05-19,89.7
2016-05-20,89.25
2016-05-23,88.25
2016-05-24,86.45
2016-05-25,85.35
2016-05-26,85.55
2016-05-27,86.4
2016-05-30,103.2
2016-05-31,104.55
2016-06-01,117.7
2016-06-02,112.25
2016-06-03,121.8
2016-06-06,123.2
2016-06-07,122.3
2016-06-08,125.9
2016-06-09,123.1
2016-06-10,120.05
2016-06-13,117.35
2016-06-14,120.3
2016-06-15,120.15
2016-06-16,117.0
2016-06-17,116.75
2016-06-20,117.6
2016-06-21,121.9
2016-06-22,120.6
2016-06-23,118.75
2016-06-24,114.8
2016-06-27,114.7
2016-06-28,126.15
2016-06-29,126.7
2016-06-30,123.3
2016-07-01,137.75
2016-07-04,139.65
2016-07-05,138.15
2016-07-07,141.05
2016-07-08,137.75
2016-07-11,137.35
2016-07-12,136.65
2016-07-13,134.85
2016-07-14,135.05
2016-07-15,130.6
2016-07-18,134.4
2016-07-19,133.75
2016-07-20,134.45
2016-07-21,133.55
2016-07-22,136.75
2016-07-25,136.95
2016-07-26,133.85
2016-07-27,133.75
2016-07-28,135.6
2016-07-29,135.65
2016-08-01,133.55
2016-08-02,132.4
2016-08-03,131.35
2016-08-04,131.3
2016-08-05,133.5
2016-08-08,134.0
2016-08-09,129.1
2016-08-10,124.7
2016-08-11,124.55
2016-08-12,131.0
2016-08-16,104.95
2016-08-17,108.35
2016-08-18,109.4
2016-08-19,111.3
2016-08-22,111.45
2016-08-23,110.4
2016-08-24,109.5
2016-08-25,109.5
2016-08-26,107.2
2016-08-29,106.9
2016-08-30,109.2
2016-08-31,106.55
2016-09-01,105.15
2016-09-02,105.55
2016-09-06,105.8
2016-09-07,105.75
2016-09-08,107.5
2016-09-09,108.45
2016-09-12,107.1
2016-09-14,110.75
2016-09-15,110.95
2016-09-16,109.0
2016-09-19,108.4
2016-09-20,106.95
2016-09-21,107.05
2016-09-22,106.9
2016-09-23,107.5
2016-09-26,107.7
2016-09-27,107.3
2016-09-28,116.95
2016-09-29,109.55
2016-09-30,110.1
2016-10-03,114.1
2016-10-04,113.1
2016-10-05,112.55
2016-10-06,109.4
2016-10-07,109.65
2016-10-10,111.15
2016-10-13,108.3
2016-10-14,108.95
2016-10-17,106.7
2016-10-18,110.25
2016-10-19,109.05
2016-10-20,108.9
2016-10-21,106.95
2016-10-24,108.15
2016-10-25,108.95
2016-10-26,108.4
2016-10-27,107.1
2016-10-28,110.1
2016-10-30,110.85
2016-11-01,131.65
2016-11-02,131.65
2016-11-03,124.7
2016-11-04,116.7
2016-11-07,117.7
2016-11-08,119.05
2016-11-09,112.25
2016-11-10,119.55
2016-11-11,112.8
2016-11-15,107.1
2016-11-16,106.45
2016-11-17,105.8
2016-11-18,105.65
2016-11-21,108.85
2016-11-22,109.5
2016-11-23,108.65
2016-11-24,111.85
2016-11-25,113.5
2016-11-28,113.75
2016-11-29,114.8
2016-11-30,126.6
2016-12-01,119.6
2016-12-02,116.1
2016-12-05,118.0
2016-12-06,117.45
2016-12-07,125.95
2016-12-08,125.95
2016-12-09,127.75
2016-12-12,120.8
2016-12-13,121.85
2016-12-14,118.25
2016-12-15,118.2
2016-12-16,119.15
2016-12-19,121.05
2016-12-20,118.05
2016-12-21,119.95
2016-12-22,118.1
2016-12-23,115.05
2016-12-26,119.4
2016-12-27,117.6
2016-12-28,116.85
2016-12-29,116.3
2016-12-30,117.5
