Date,JKPAPER
2016-01-01,48.1
2016-01-04,48.0
2016-01-05,48.5
2016-01-06,48.0
2016-01-07,46.85
2016-01-08,48.0
2016-01-11,47.9
2016-01-12,47.95
2016-01-13,47.95
2016-01-14,47.25
2016-01-15,46.25
2016-01-18,43.05
2016-01-19,44.7
2016-01-20,43.9
2016-01-21,44.5
2016-01-22,45.0
2016-01-25,46.0
2016-01-27,46.75
2016-01-28,47.0
2016-01-29,47.0
2016-02-01,47.8
2016-02-02,46.7
2016-02-03,45.15
2016-02-04,45.35
2016-02-05,46.0
2016-02-08,46.75
2016-02-09,46.45
2016-02-10,45.65
2016-02-11,42.85
2016-02-12,42.85
2016-02-15,43.05
2016-02-16,41.55
2016-02-17,41.6
2016-02-18,42.45
2016-02-19,42.65
2016-02-22,42.8
2016-02-23,41.4
2016-02-24,40.95
2016-02-25,41.05
2016-02-26,40.85
2016-02-29,40.85
2016-03-01,42.3
2016-03-02,42.5
2016-03-03,42.6
2016-03-04,42.9
2016-03-08,44.15
2016-03-09,43.0
2016-03-10,42.85
2016-03-11,42.9
2016-03-14,42.6
2016-03-15,42.95
2016-03-16,42.95
2016-03-17,42.6
2016-03-18,42.5
2016-03-21,42.05
2016-03-22,42.75
2016-03-23,42.5
2016-03-28,42.0
2016-03-29,41.35
2016-03-30,42.5
2016-03-31,42.5
2016-04-01,43.0
2016-04-04,44.8
2016-04-05,44.15
2016-04-06,45.15
2016-04-07,44.7
2016-04-08,46.6
2016-04-11,47.1
2016-04-12,47.45
2016-04-13,48.0
2016-04-18,48.1
2016-04-20,48.7
2016-04-21,48.3
2016-04-22,48.0
2016-04-25,48.7
2016-04-26,51.2
2016-04-27,49.95
2016-04-28,49.75
2016-04-29,50.1
2016-05-02,50.1
2016-05-03,50.9
2016-05-04,49.45
2016-05-05,51.5
2016-05-06,51.5
2016-05-09,52.7
2016-05-10,51.65
2016-05-11,51.65
2016-05-12,51.6
2016-05-13,50.9
2016-05-16,52.05
2016-05-17,51.85
2016-05-18,51.65
2016-05-19,51.55
2016-05-20,51.5
2016-05-23,51.55
2016-05-24,51.45
2016-05-25,52.2
2016-05-26,53.05
2016-05-27,53.85
2016-05-30,53.0
2016-05-31,52.9
2016-06-01,52.5
2016-06-02,52.85
2016-06-03,51.45
2016-06-06,51.6
2016-06-07,51.65
2016-06-08,52.9
2016-06-09,53.15
2016-06-10,53.5
2016-06-13,52.85
2016-06-14,52.9
2016-06-15,57.7
2016-06-16,54.6
2016-06-17,57.2
2016-06-20,56.9
2016-06-21,56.1
2016-06-22,55.35
2016-06-23,55.7
2016-06-24,54.95
2016-06-27,55.45
2016-06-28,55.55
2016-06-29,56.2
2016-06-30,57.3
2016-07-01,56.4
2016-07-04,59.45
2016-07-05,61.0
2016-07-07,62.55
2016-07-08,62.7
2016-07-11,62.05
2016-07-12,59.4
2016-07-13,57.9
2016-07-14,59.55
2016-07-15,56.75
2016-07-18,57.4
2016-07-19,56.4
2016-07-20,58.25
2016-07-21,57.8
2016-07-22,57.4
2016-07-25,61.55
2016-07-26,58.25
2016-07-27,57.5
2016-07-28,57.45
2016-07-29,56.7
2016-08-01,54.7
2016-08-02,54.7
2016-08-03,53.05
2016-08-04,54.7
2016-08-05,55.85
2016-08-08,55.9
2016-08-09,56.0
2016-08-10,54.75
2016-08-11,55.1
2016-08-12,55.55
2016-08-16,56.4
2016-08-17,57.4
2016-08-18,57.9
2016-08-19,57.85
2016-08-22,57.15
2016-08-23,57.25
2016-08-24,56.95
2016-08-25,61.0
2016-08-26,59.4
2016-08-29,60.2
2016-08-30,59.75
2016-08-31,59.7
2016-09-01,59.95
2016-09-02,59.95
2016-09-06,60.1
2016-09-07,59.3
2016-09-08,58.95
2016-09-09,58.95
2016-09-12,57.4
2016-09-14,58.9
2016-09-15,62.7
2016-09-16,60.2
2016-09-19,60.25
2016-09-20,61.05
2016-09-21,61.3
2016-09-22,62.7
2016-09-23,61.5
2016-09-26,61.0
2016-09-27,60.65
2016-09-28,66.45
2016-09-29,60.4
2016-09-30,63.15
2016-10-03,65.25
2016-10-04,67.25
2016-10-05,69.25
2016-10-06,72.35
2016-10-07,76.85
2016-10-10,81.0
2016-10-13,78.85
2016-10-14,79.15
2016-10-17,79.55
2016-10-18,78.05
2016-10-19,80.35
2016-10-20,78.5
2016-10-21,79.75
2016-10-24,83.25
2016-10-25,84.45
2016-10-26,83.95
2016-10-27,86.65
2016-10-28,91.1
2016-10-30,91.8
2016-11-01,94.2
2016-11-02,97.85
2016-11-03,95.25
2016-11-04,88.7
2016-11-07,91.45
2016-11-08,92.75
2016-11-09,92.25
2016-11-10,94.05
2016-11-11,88.3
2016-11-15,76.35
2016-11-16,79.0
2016-11-17,78.9
2016-11-18,80.35
2016-11-21,76.05
2016-11-22,78.0
2016-11-23,81.65
2016-11-24,80.9
2016-11-25,83.0
2016-11-28,83.55
2016-11-29,86.05
2016-11-30,90.75
2016-12-01,87.85
2016-12-02,86.25
2016-12-05,89.0
2016-12-06,90.0
2016-12-07,88.35
2016-12-08,90.2
2016-12-09,89.25
2016-12-12,87.95
2016-12-13,86.0
2016-12-14,85.65
2016-12-15,86.55
2016-12-16,89.65
2016-12-19,87.9
2016-12-20,87.0
2016-12-21,87.2
2016-12-22,84.5
2016-12-23,85.55
2016-12-26,84.15
2016-12-27,85.25
2016-12-28,86.35
2016-12-29,85.05
2016-12-30,85.2
