Date,NESCO
2016-01-01,1733.0
2016-01-04,1728.15
2016-01-05,1731.55
2016-01-06,1704.8
2016-01-07,1626.9
2016-01-08,1682.6
2016-01-11,1648.25
2016-01-12,1645.35
2016-01-13,1638.95
2016-01-14,1628.9
2016-01-15,1630.6
2016-01-18,1564.8
2016-01-19,1535.7
2016-01-20,1528.5
2016-01-21,1526.35
2016-01-22,1527.5
2016-01-25,1526.95
2016-01-27,1562.05
2016-01-28,1577.2
2016-01-29,1613.45
2016-02-01,1661.15
2016-02-02,1647.1
2016-02-03,1661.9
2016-02-04,1641.6
2016-02-05,1639.9
2016-02-08,1659.05
2016-02-09,1645.6
2016-02-10,1627.7
2016-02-11,1519.6
2016-02-12,1495.35
2016-02-15,1548.8
2016-02-16,1542.8
2016-02-17,1499.5
2016-02-18,1541.7
2016-02-19,1511.1
2016-02-22,1516.85
2016-02-23,1475.9
2016-02-24,1450.0
2016-02-25,1460.0
2016-02-26,1480.1
2016-02-29,1454.7
2016-03-01,1497.7
2016-03-02,1498.15
2016-03-03,1519.5
2016-03-04,1515.95
2016-03-08,1515.6
2016-03-09,1503.5
2016-03-10,1520.45
2016-03-11,1524.55
2016-03-14,1519.05
2016-03-15,1520.4
2016-03-16,1507.8
2016-03-17,1510.05
2016-03-18,1533.05
2016-03-21,1531.95
2016-03-22,1532.6
2016-03-23,1520.25
2016-03-28,1500.4
2016-03-29,1502.95
2016-03-30,1509.45
2016-03-31,1511.1
2016-04-01,1532.15
2016-04-04,1508.0
2016-04-05,1492.9
2016-04-06,1509.35
2016-04-07,1494.8
2016-04-08,1494.0
2016-04-11,1512.0
2016-04-12,1494.05
2016-04-13,1536.6
2016-04-18,1528.85
2016-04-20,1550.7
2016-04-21,1553.7
2016-04-22,1535.6
2016-04-25,1552.6
2016-04-26,1557.1
2016-04-27,1546.0
2016-04-28,1545.75
2016-04-29,1561.5
2016-05-02,1553.5
2016-05-03,1532.1
2016-05-04,1523.75
2016-05-05,1519.7
2016-05-06,1538.3
2016-05-09,1539.35
2016-05-10,1501.7
2016-05-11,1515.2
2016-05-12,1533.6
2016-05-13,1503.0
2016-05-16,1504.95
2016-05-17,1505.85
2016-05-18,1518.3
2016-05-19,1520.35
2016-05-20,1500.45
2016-05-23,1501.25
2016-05-24,1489.4
2016-05-25,1508.7
2016-05-26,1519.3
2016-05-27,1547.9
2016-05-30,1557.65
2016-05-31,1568.05
2016-06-01,1561.9
2016-06-02,1590.6
2016-06-03,1565.45
2016-06-06,1570.3
2016-06-07,1586.95
2016-06-08,1649.5
2016-06-09,1612.85
2016-06-10,1618.0
2016-06-13,1596.95
2016-06-14,1575.1
2016-06-15,1602.6
2016-06-16,1612.05
2016-06-17,1592.85
2016-06-20,1617.3
2016-06-21,1611.05
2016-06-22,1596.65
2016-06-23,1597.35
2016-06-24,1569.95
2016-06-27,1578.9
2016-06-28,1601.15
2016-06-29,1631.45
2016-06-30,1629.15
2016-07-01,1634.6
2016-07-04,1632.25
2016-07-05,1633.2
2016-07-07,1621.55
2016-07-08,1622.0
2016-07-11,1619.5
2016-07-12,1611.0
2016-07-13,1590.0
2016-07-14,1595.7
2016-07-15,1599.05
2016-07-18,1589.9
2016-07-19,1590.1
2016-07-20,1597.3
2016-07-21,1595.0
2016-07-22,1579.95
2016-07-25,1625.85
2016-07-26,1648.1
2016-07-27,1626.25
2016-07-28,1616.6
2016-07-29,1617.8
2016-08-01,1618.7
2016-08-02,1600.9
2016-08-03,1595.0
2016-08-04,1603.25
2016-08-05,1599.8
2016-08-08,1591.9
2016-08-09,1620.5
2016-08-10,1620.8
2016-08-11,1656.85
2016-08-12,1648.85
2016-08-16,1626.15
2016-08-17,1622.0
2016-08-18,1640.3
2016-08-19,1620.8
2016-08-22,1637.6
2016-08-23,1644.65
2016-08-24,1671.6
2016-08-25,1640.75
2016-08-26,1652.45
2016-08-29,1678.0
2016-08-30,1771.55
2016-08-31,1728.7
2016-09-01,1728.05
2016-09-02,1721.0
2016-09-06,1699.1
2016-09-07,1722.45
2016-09-08,1692.35
2016-09-09,1690.9
2016-09-12,1654.4
2016-09-14,1664.7
2016-09-15,1657.05
2016-09-16,1659.35
2016-09-19,1690.5
2016-09-20,1671.25
2016-09-21,1671.75
2016-09-22,1681.65
2016-09-23,1701.5
2016-09-26,1736.7
2016-09-27,1720.15
2016-09-28,1738.55
2016-09-29,1669.9
2016-09-30,1752.8
2016-10-03,1854.95
2016-10-04,1865.3
2016-10-05,1861.7
2016-10-06,1839.8
2016-10-07,1887.7
2016-10-10,1869.5
2016-10-13,1834.6
2016-10-14,1848.75
2016-10-17,1885.7
2016-10-18,1916.15
2016-10-19,1958.35
2016-10-20,1921.75
2016-10-21,1898.65
2016-10-24,1878.3
2016-10-25,1923.8
2016-10-26,1934.2
2016-10-27,1949.75
2016-10-28,1926.2
2016-10-30,1961.0
2016-11-01,1927.25
2016-11-02,1899.95
2016-11-03,1894.75
2016-11-04,1830.65
2016-11-07,1835.65
2016-11-08,1989.15
2016-11-09,1925.8
2016-11-10,2001.2
2016-11-11,1951.65
2016-11-15,1894.15
2016-11-16,1894.9
2016-11-17,1870.9
2016-11-18,1910.5
2016-11-21,1900.05
2016-11-22,1908.05
2016-11-23,1927.55
2016-11-24,1955.1
2016-11-25,1965.15
2016-11-28,2025.65
2016-11-29,2043.05
2016-11-30,1995.85
2016-12-01,1969.65
2016-12-02,1973.65
2016-12-05,1967.05
2016-12-06,1952.2
2016-12-07,1961.55
2016-12-08,1964.65
2016-12-09,1931.05
2016-12-12,1883.15
2016-12-13,1927.85
2016-12-14,1904.2
2016-12-15,1885.65
2016-12-16,1913.5
2016-12-19,1952.95
2016-12-20,1929.65
2016-12-21,1892.35
2016-12-22,1878.2
2016-12-23,1882.85
2016-12-26,1870.2
2016-12-27,1870.15
2016-12-28,1879.15
2016-12-29,1903.9
2016-12-30,1919.35
