Date,NIFTYBEES
2016-01-01,805.06
2016-01-04,790.31
2016-01-05,789.81
2016-01-06,785.16
2016-01-07,768.92
2016-01-08,770.63
2016-01-11,766.72
2016-01-12,761.98
2016-01-13,766.27
2016-01-14,762.17
2016-01-15,755.06
2016-01-18,745.65
2016-01-19,752.11
2016-01-20,740.02
2016-01-21,737.93
2016-01-22,753.06
2016-01-25,754.19
2016-01-27,752.65
2016-01-28,750.54
2016-01-29,762.29
2016-02-01,764.14
2016-02-02,755.96
2016-02-03,743.55
2016-02-04,747.59
2016-02-05,756.16
2016-02-08,746.87
2016-02-09,736.84
2016-02-10,731.73
2016-02-11,708.4
2016-02-12,707.73
2016-02-15,723.27
2016-02-16,713.97
2016-02-17,718.48
2016-02-18,726.4
2016-02-19,728.18
2016-02-22,730.98
2016-02-23,719.1
2016-02-24,712.73
2016-02-25,707.32
2016-02-26,713.15
2016-02-29,708.38
2016-03-01,729.01
2016-03-02,746.45
2016-03-03,754.26
2016-03-04,758.14
2016-03-08,757.21
2016-03-09,761.0
2016-03-10,756.73
2016-03-11,758.94
2016-03-14,765.19
2016-03-15,757.23
2016-03-16,761.02
2016-03-17,761.6
2016-03-18,769.77
2016-03-21,780.1
2016-03-22,785.62
2016-03-23,784.74
2016-03-28,779.82
2016-03-29,773.09
2016-03-30,785.38
2016-03-31,791.27
2016-04-01,781.51
2016-04-04,786.23
2016-04-05,772.54
2016-04-06,772.86
2016-04-07,764.87
2016-04-08,767.57
2016-04-11,778.41
2016-04-12,780.87
2016-04-13,793.3
2016-04-18,800.37
2016-04-20,801.15
2016-04-21,800.43
2016-04-22,799.14
2016-04-25,794.94
2016-04-26,806.31
2016-04-27,806.9
2016-04-28,794.66
2016-04-29,795.17
2016-05-02,791.24
2016-05-03,786.55
2016-05-04,781.7
2016-05-05,787.31
2016-05-06,785.54
2016-05-09,796.73
2016-05-10,798.32
2016-05-11,793.59
2016-05-12,799.08
2016-05-13,790.23
2016-05-16,798.04
2016-05-17,798.45
2016-05-18,795.86
2016-05-19,788.19
2016-05-20,787.09
2016-05-23,784.56
2016-05-24,784.13
2016-05-25,802.35
2016-05-26,815.15
2016-05-27,824.34
2016-05-30,827.58
2016-05-31,826.68
2016-06-01,828.85
2016-06-02,834.99
2016-06-03,832.27
2016-06-06,831.02
2016-06-07,838.04
2016-06-08,840.53
2016-06-09,833.8
2016-06-10,831.23
2016-06-13,826.02
2016-06-14,826.72
2016-06-15,831.92
2016-06-16,829.19
2016-06-17,829.07
2016-06-20,836.31
2016-06-21,833.58
2016-06-22,832.62
2016-06-23,839.56
2016-06-24,824.88
2016-06-27,824.49
2016-06-28,824.67
2016-06-29,832.67
2016-06-30,842.88
2016-07-01,845.28
2016-07-04,850.89
2016-07-05,846.46
2016-07-07,847.11
2016-07-08,845.44
2016-07-11,860.19
2016-07-12,865.32
2016-07-13,865.48
2016-07-14,869.44
2016-07-15,868.04
2016-07-18,865.04
2016-07-19,866.75
2016-07-20,871.49
2016-07-21,865.76
2016-07-22,869.22
2016-07-25,879.56
2016-07-26,875.86
2016-07-27,876.96
2016-07-28,881.18
2016-07-29,881.11
2016-08-01,879.69
2016-08-02,879.53
2016-08-03,870.56
2016-08-04,872.16
2016-08-05,883.87
2016-08-08,886.67
2016-08-09,883.36
2016-08-10,876.08
2016-08-11,874.71
2016-08-12,880.64
2016-08-16,880.32
2016-08-17,877.18
2016-08-18,882.58
2016-08-19,882.65
2016-08-22,878.13
2016-08-23,878.64
2016-08-24,880.74
2016-08-25,877.47
2016-08-26,873.72
2016-08-29,876.4
2016-08-30,889.69
2016-08-31,896.17
2016-09-01,894.34
2016-09-02,896.19
2016-09-06,909.8
2016-09-07,908.9
2016-09-08,912.79
2016-09-09,905.77
2016-09-12,891.09
2016-09-14,892.16
2016-09-15,891.28
2016-09-16,894.84
2016-09-19,897.58
2016-09-20,896.8
2016-09-21,895.71
2016-09-22,903.61
2016-09-23,900.34
2016-09-26,892.21
2016-09-27,888.56
2016-09-28,892.61
2016-09-29,880.58
2016-09-30,878.58
2016-10-03,891.76
2016-10-04,892.93
2016-10-05,890.87
2016-10-06,886.81
2016-10-07,885.85
2016-10-10,889.57
2016-10-13,874.12
2016-10-14,877.29
2016-10-17,869.13
2016-10-18,881.93
2016-10-19,882.14
2016-10-20,886.69
2016-10-21,886.13
2016-10-24,887.73
2016-10-25,887.03
2016-10-26,879.27
2016-10-27,880.79
2016-10-28,881.79
2016-10-30,880.01
2016-11-01,881.84
2016-11-02,872.55
2016-11-03,870.69
2016-11-04,863.49
2016-11-07,872.47
2016-11-08,881.64
2016-11-09,862.42
2016-11-10,875.32
2016-11-11,850.14
2016-11-15,830.88
2016-11-16,829.55
2016-11-17,829.82
2016-11-18,826.81
2016-11-21,813.09
2016-11-22,820.02
2016-11-23,822.53
2016-11-24,817.64
2016-11-25,828.48
2016-11-28,832.45
2016-11-29,833.96
2016-11-30,839.18
2016-12-01,835.29
2016-12-02,826.23
2016-12-05,831.82
2016-12-06,832.54
2016-12-07,827.98
2016-12-08,840.01
2016-12-09,841.85
2016-12-12,833.49
2016-12-13,838.74
2016-12-14,834.33
2016-12-15,832.65
2016-12-16,830.4
2016-12-19,828.91
2016-12-20,826.2
2016-12-21,825.27
2016-12-22,815.9
2016-12-23,816.46
2016-12-26,807.82
2016-12-27,818.64
2016-12-28,818.57
2016-12-29,825.81
2016-12-30,834.89
