Date,GRUH
2016-01-01,270.85
2016-01-04,265.1
2016-01-05,270.05
2016-01-06,268.5
2016-01-07,262.0
2016-01-08,263.05
2016-01-11,258.7
2016-01-12,240.45
2016-01-13,246.6
2016-01-14,250.8
2016-01-15,242.05
2016-01-18,234.4
2016-01-19,233.1
2016-01-20,236.95
2016-01-21,233.9
2016-01-22,241.85
2016-01-25,259.7
2016-01-27,259.75
2016-01-28,257.4
2016-01-29,261.95
2016-02-01,253.35
2016-02-02,252.7
2016-02-03,249.25
2016-02-04,247.45
2016-02-05,250.25
2016-02-08,253.5
2016-02-09,251.35
2016-02-10,248.8
2016-02-11,236.9
2016-02-12,250.8
2016-02-15,246.35
2016-02-16,240.15
2016-02-17,239.5
2016-02-18,241.7
2016-02-19,245.2
2016-02-22,242.4
2016-02-23,243.1
2016-02-24,237.25
2016-02-25,232.6
2016-02-26,233.05
2016-02-29,228.0
2016-03-01,234.8
2016-03-02,234.05
2016-03-03,234.3
2016-03-04,236.85
2016-03-08,237.35
2016-03-09,234.4
2016-03-10,232.2
2016-03-11,233.65
2016-03-14,239.05
2016-03-15,233.95
2016-03-16,236.25
2016-03-17,236.65
2016-03-18,234.5
2016-03-21,239.4
2016-03-22,240.3
2016-03-23,240.5
2016-03-28,237.3
2016-03-29,238.5
2016-03-30,242.0
2016-03-31,239.25
2016-04-01,246.65
2016-04-04,248.35
2016-04-05,249.75
2016-04-06,250.35
2016-04-07,250.7
2016-04-08,258.25
2016-04-11,257.1
2016-04-12,257.1
2016-04-13,258.35
2016-04-18,255.75
2016-04-20,260.15
2016-04-21,254.55
2016-04-22,252.15
2016-04-25,247.3
2016-04-26,266.0
2016-04-27,259.95
2016-04-28,259.8
2016-04-29,257.3
2016-05-02,253.85
2016-05-03,253.25
2016-05-04,255.0
2016-05-05,251.75
2016-05-06,247.2
2016-05-09,250.6
2016-05-10,252.25
2016-05-11,252.05
2016-05-12,253.15
2016-05-13,259.15
2016-05-16,259.2
2016-05-17,257.05
2016-05-18,262.75
2016-05-19,261.5
2016-05-20,259.85
2016-05-23,270.0
2016-05-24,271.9
2016-05-25,268.8
2016-05-26,270.5
2016-05-27,272.0
2016-05-30,281.55
2016-05-31,282.05
2016-06-01,280.8
2016-06-02,276.65
2016-06-03,280.25
2016-06-06,285.05
2016-06-07,284.9
2016-06-08,285.45
2016-06-09,285.1
2016-06-10,279.55
2016-06-13,278.55
2016-06-14,276.15
2016-06-15,274.85
2016-06-16,272.8
2016-06-17,272.45
2016-06-20,277.85
2016-06-21,277.3
2016-06-22,270.8
2016-06-23,274.45
2016-06-24,270.95
2016-06-27,269.05
2016-06-28,282.15
2016-06-29,287.45
2016-06-30,286.4
2016-07-01,282.7
2016-07-04,291.5
2016-07-05,285.35
2016-07-07,287.0
2016-07-08,290.3
2016-07-11,295.1
2016-07-12,289.65
2016-07-13,289.35
2016-07-14,295.0
2016-07-15,298.9
2016-07-18,301.25
2016-07-19,296.95
2016-07-20,295.75
2016-07-21,291.45
2016-07-22,292.8
2016-07-25,291.2
2016-07-26,288.7
2016-07-27,293.9
2016-07-28,295.45
2016-07-29,293.75
2016-08-01,285.45
2016-08-02,290.2
2016-08-03,293.6
2016-08-04,297.0
2016-08-05,298.55
2016-08-08,301.9
2016-08-09,304.5
2016-08-10,307.4
2016-08-11,306.55
2016-08-12,310.1
2016-08-16,310.8
2016-08-17,308.0
2016-08-18,307.9
2016-08-19,307.95
2016-08-22,310.85
2016-08-23,318.35
2016-08-24,316.55
2016-08-25,316.15
2016-08-26,346.05
2016-08-29,334.05
2016-08-30,336.0
2016-08-31,330.4
2016-09-01,336.3
2016-09-02,332.0
2016-09-06,337.75
2016-09-07,334.15
2016-09-08,326.55
2016-09-09,317.15
2016-09-12,312.8
2016-09-14,313.4
2016-09-15,315.45
2016-09-16,325.4
2016-09-19,321.95
2016-09-20,318.0
2016-09-21,318.0
2016-09-22,319.7
2016-09-23,321.0
2016-09-26,333.7
2016-09-27,330.3
2016-09-28,331.25
2016-09-29,324.35
2016-09-30,327.65
2016-10-03,333.95
2016-10-04,341.3
2016-10-05,349.1
2016-10-06,353.4
2016-10-07,358.75
2016-10-10,355.4
2016-10-13,356.45
2016-10-14,352.25
2016-10-17,341.3
2016-10-18,346.9
2016-10-19,339.1
2016-10-20,337.95
2016-10-21,339.8
2016-10-24,339.45
2016-10-25,332.6
2016-10-26,328.45
2016-10-27,340.25
2016-10-28,333.5
2016-10-30,335.75
2016-11-01,329.35
2016-11-02,327.4
2016-11-03,322.6
2016-11-04,318.0
2016-11-07,322.4
2016-11-08,326.1
2016-11-09,312.0
2016-11-10,317.4
2016-11-11,300.1
2016-11-15,282.15
2016-11-16,293.95
2016-11-17,292.6
2016-11-18,295.6
2016-11-21,287.2
2016-11-22,293.1
2016-11-23,302.75
2016-11-24,299.8
2016-11-25,305.45
2016-11-28,314.15
2016-11-29,312.0
2016-11-30,313.15
2016-12-01,307.75
2016-12-02,298.4
2016-12-05,306.3
2016-12-06,306.35
2016-12-07,310.7
2016-12-08,316.8
2016-12-09,313.0
2016-12-12,314.7
2016-12-13,315.6
2016-12-14,323.4
2016-12-15,317.65
2016-12-16,323.25
2016-12-19,320.8
2016-12-20,315.75
2016-12-21,313.6
2016-12-22,307.1
2016-12-23,311.15
2016-12-26,300.6
2016-12-27,308.4
2016-12-28,318.6
2016-12-29,322.5
2016-12-30,323.45
