Date,DALMIABHA
2016-01-01,867.2
2016-01-04,831.85
2016-01-05,835.7
2016-01-06,826.6
2016-01-07,799.0
2016-01-08,786.9
2016-01-11,788.25
2016-01-12,793.9
2016-01-13,789.8
2016-01-14,787.85
2016-01-15,763.55
2016-01-18,741.3
2016-01-19,756.6
2016-01-20,746.15
2016-01-21,732.15
2016-01-22,749.3
2016-01-25,722.6
2016-01-27,720.95
2016-01-28,719.75
2016-01-29,730.45
2016-02-01,731.5
2016-02-02,723.5
2016-02-03,713.8
2016-02-04,734.7
2016-02-05,724.1
2016-02-08,719.75
2016-02-09,692.95
2016-02-10,694.35
2016-02-11,680.2
2016-02-12,689.45
2016-02-15,709.25
2016-02-16,705.6
2016-02-17,687.1
2016-02-18,689.85
2016-02-19,670.25
2016-02-22,659.6
2016-02-23,654.7
2016-02-24,640.0
2016-02-25,631.0
2016-02-26,621.2
2016-02-29,629.95
2016-03-01,709.5
2016-03-02,759.2
2016-03-03,740.95
2016-03-04,735.65
2016-03-08,717.5
2016-03-09,735.55
2016-03-10,735.75
2016-03-11,722.9
2016-03-14,719.45
2016-03-15,697.3
2016-03-16,690.8
2016-03-17,714.3
2016-03-18,729.3
2016-03-21,795.45
2016-03-22,801.4
2016-03-23,802.4
2016-03-28,801.1
2016-03-29,805.35
2016-03-30,809.35
2016-03-31,799.15
2016-04-01,791.8
2016-04-04,796.35
2016-04-05,797.55
2016-04-06,799.8
2016-04-07,799.9
2016-04-08,866.5
2016-04-11,864.9
2016-04-12,855.75
2016-04-13,863.65
2016-04-18,864.3
2016-04-20,853.65
2016-04-21,857.1
2016-04-22,847.4
2016-04-25,867.5
2016-04-26,863.65
2016-04-27,864.55
2016-04-28,861.05
2016-04-29,850.15
2016-05-02,851.65
2016-05-03,851.5
2016-05-04,825.15
2016-05-05,814.1
2016-05-06,806.8
2016-05-09,839.65
2016-05-10,876.25
2016-05-11,876.4
2016-05-12,880.45
2016-05-13,867.85
2016-05-16,874.9
2016-05-17,915.1
2016-05-18,933.15
2016-05-19,862.9
2016-05-20,872.95
2016-05-23,860.05
2016-05-24,864.15
2016-05-25,890.85
2016-05-26,895.5
2016-05-27,906.4
2016-05-30,901.6
2016-05-31,904.05
2016-06-01,920.4
2016-06-02,925.2
2016-06-03,927.8
2016-06-06,919.1
2016-06-07,931.8
2016-06-08,957.35
2016-06-09,969.85
2016-06-10,971.1
2016-06-13,977.75
2016-06-14,987.45
2016-06-15,998.4
2016-06-16,1008.3
2016-06-17,1078.35
2016-06-20,1081.8
2016-06-21,1067.95
2016-06-22,1088.15
2016-06-23,1091.8
2016-06-24,1078.15
2016-06-27,1093.5
2016-06-28,1152.1
2016-06-29,1175.15
2016-06-30,1196.75
2016-07-01,1218.45
2016-07-04,1219.3
2016-07-05,1216.05
2016-07-07,1217.8
2016-07-08,1209.75
2016-07-11,1215.8
