Date,CIMMCO
2016-01-01,87.1
2016-01-04,85.45
2016-01-05,87.15
2016-01-06,83.95
2016-01-07,77.75
2016-01-08,77.05
2016-01-11,76.7
2016-01-12,92.0
2016-01-13,94.55
2016-01-14,91.3
2016-01-15,83.2
2016-01-18,76.5
2016-01-19,79.3
2016-01-20,73.7
2016-01-21,73.5
2016-01-22,79.55
2016-01-25,82.7
2016-01-27,83.2
2016-01-28,82.7
2016-01-29,87.8
2016-02-01,89.6
2016-02-02,86.25
2016-02-03,82.55
2016-02-04,84.35
2016-02-05,85.25
2016-02-08,83.95
2016-02-09,83.45
2016-02-10,80.25
2016-02-11,73.4
2016-02-12,72.0
2016-02-15,78.05
2016-02-16,77.3
2016-02-17,78.4
2016-02-18,78.8
2016-02-19,83.6
2016-02-22,83.7
2016-02-23,79.1
2016-02-24,74.9
2016-02-25,73.35
2016-02-26,68.0
2016-02-29,68.6
2016-03-01,73.15
2016-03-02,72.15
2016-03-03,70.9
2016-03-04,69.85
2016-03-08,70.05
2016-03-09,69.6
2016-03-10,67.7
2016-03-11,68.95
2016-03-14,67.9
2016-03-15,67.55
2016-03-16,68.9
2016-03-17,67.75
2016-03-18,66.75
2016-03-21,72.75
2016-03-22,73.4
2016-03-23,78.2
2016-03-28,75.15
2016-03-29,73.4
2016-03-30,74.85
2016-03-31,71.9
2016-04-01,72.55
2016-04-04,72.3
2016-04-05,70.9
2016-04-06,71.8
2016-04-07,72.35
2016-04-08,72.1
2016-04-11,72.85
2016-04-12,74.05
2016-04-13,73.2
2016-04-18,73.0
2016-04-20,74.65
2016-04-21,73.0
2016-04-22,73.15
2016-04-25,72.25
2016-04-26,72.3
2016-04-27,72.4
2016-04-28,71.5
2016-04-29,70.95
2016-05-02,71.9
2016-05-03,71.25
2016-05-04,70.85
2016-05-05,70.0
2016-05-06,69.15
2016-05-09,71.65
2016-05-10,70.8
2016-05-11,70.0
2016-05-12,69.45
2016-05-13,70.0
2016-05-16,72.1
2016-05-17,71.65
2016-05-18,71.5
2016-05-19,73.25
2016-05-20,69.8
2016-05-23,68.85
2016-05-24,69.0
2016-05-25,69.25
2016-05-26,68.75
2016-05-27,69.35
2016-05-30,69.9
2016-05-31,68.5
2016-06-01,68.65
2016-06-02,68.05
2016-06-03,69.1
2016-06-06,68.75
2016-06-07,68.35
2016-06-08,73.45
2016-06-09,71.9
2016-06-10,73.2
2016-06-13,72.6
2016-06-14,70.15
2016-06-15,70.3
2016-06-16,70.35
2016-06-17,70.75
2016-06-20,75.15
2016-06-21,75.3
2016-06-22,74.0
2016-06-23,72.55
2016-06-24,71.05
2016-06-27,71.2
2016-06-28,72.45
2016-06-29,71.7
2016-06-30,70.9
2016-07-01,70.2
2016-07-04,75.3
2016-07-05,73.7
2016-07-07,74.0
2016-07-08,74.5
2016-07-11,75.1
2016-07-12,74.35
2016-07-13,71.7
2016-07-14,72.65
2016-07-15,72.15
2016-07-18,72.95
2016-07-19,72.4
2016-07-20,72.5
2016-07-21,72.05
2016-07-22,73.4
2016-07-25,72.7
2016-07-26,72.4
2016-07-27,72.95
2016-07-28,72.4
2016-07-29,72.8
2016-08-01,71.55
2016-08-02,70.5
2016-08-03,68.85
2016-08-04,68.35
2016-08-05,70.65
2016-08-08,70.5
2016-08-09,70.7
2016-08-10,68.6
2016-08-11,67.7
2016-08-12,67.2
2016-08-16,66.65
2016-08-17,67.85
2016-08-18,69.2
2016-08-19,71.3
2016-08-22,74.85
2016-08-23,73.9
2016-08-24,73.35
2016-08-25,74.45
2016-08-26,73.3
2016-08-29,73.15
2016-08-30,73.5
2016-08-31,72.95
2016-09-01,78.7
2016-09-02,76.25
2016-09-06,74.1
2016-09-07,75.6
2016-09-08,75.1
2016-09-09,72.4
2016-09-12,73.8
2016-09-14,72.05
2016-09-15,79.8
2016-09-16,76.65
2016-09-19,76.6
2016-09-20,75.45
2016-09-21,76.4
2016-09-22,77.0
2016-09-23,75.15
2016-09-26,74.1
2016-09-27,74.8
2016-09-28,73.85
2016-09-29,68.25
2016-09-30,70.65
2016-10-03,72.1
2016-10-04,71.65
2016-10-05,71.0
2016-10-06,73.2
2016-10-07,70.7
2016-10-10,70.1
2016-10-13,69.3
2016-10-14,71.15
2016-10-17,68.5
2016-10-18,69.55
2016-10-19,70.1
2016-10-20,70.25
2016-10-21,68.65
2016-10-24,73.1
2016-10-25,71.4
2016-10-26,75.3
2016-10-27,74.05
2016-10-28,73.35
2016-10-30,74.4
2016-11-01,76.35
2016-11-02,73.8
2016-11-03,72.1
2016-11-04,69.2
2016-11-07,70.0
2016-11-08,69.15
2016-11-09,68.7
2016-11-10,70.3
2016-11-11,67.75
2016-11-15,62.95
2016-11-16,63.5
2016-11-17,63.3
2016-11-18,63.65
2016-11-21,59.65
2016-11-22,60.85
2016-11-23,63.1
2016-11-24,64.2
2016-11-25,63.9
2016-11-28,64.1
2016-11-29,65.4
2016-11-30,65.95
2016-12-01,67.7
2016-12-02,65.5
2016-12-05,66.15
2016-12-06,67.3
2016-12-07,66.05
2016-12-08,67.6
2016-12-09,67.1
2016-12-12,68.15
2016-12-13,68.35
2016-12-14,66.45
2016-12-15,68.0
2016-12-16,70.35
2016-12-19,72.35
2016-12-20,70.95
2016-12-21,70.45
2016-12-22,67.4
2016-12-23,66.95
2016-12-26,65.05
2016-12-27,66.6
2016-12-28,67.6
2016-12-29,66.7
2016-12-30,66.65
