Date,UBL
2016-01-01,943.7
2016-01-04,939.95
2016-01-05,950.1
2016-01-06,941.85
2016-01-07,924.75
2016-01-08,913.0
2016-01-11,896.75
2016-01-12,881.1
2016-01-13,871.05
2016-01-14,873.35
2016-01-15,861.5
2016-01-18,829.3
2016-01-19,840.95
2016-01-20,801.05
2016-01-21,788.55
2016-01-22,788.8
2016-01-25,784.4
2016-01-27,773.95
2016-01-28,777.15
2016-01-29,772.7
2016-02-01,776.05
2016-02-02,805.75
2016-02-03,796.95
2016-02-04,811.3
2016-02-05,815.45
2016-02-08,814.15
2016-02-09,811.85
2016-02-10,809.95
2016-02-11,797.25
2016-02-12,805.2
2016-02-15,802.4
2016-02-16,785.95
2016-02-17,808.95
2016-02-18,801.65
2016-02-19,814.9
2016-02-22,812.9
2016-02-23,798.55
2016-02-24,788.5
2016-02-25,801.25
2016-02-26,800.55
2016-02-29,802.95
2016-03-01,808.15
2016-03-02,805.35
2016-03-03,804.25
2016-03-04,805.6
2016-03-08,806.7
2016-03-09,804.6
2016-03-10,802.85
2016-03-11,794.8
2016-03-14,792.65
2016-03-15,787.2
2016-03-16,803.0
2016-03-17,804.8
2016-03-18,812.8
2016-03-21,812.15
2016-03-22,844.4
2016-03-23,835.05
2016-03-28,830.25
2016-03-29,824.65
2016-03-30,825.35
2016-03-31,827.35
2016-04-01,825.4
2016-04-04,824.75
2016-04-05,828.85
2016-04-06,822.35
2016-04-07,820.6
2016-04-08,821.2
2016-04-11,782.2
2016-04-12,796.25
2016-04-13,797.65
2016-04-18,784.75
2016-04-20,767.05
2016-04-21,770.8
2016-04-22,754.85
2016-04-25,774.55
2016-04-26,757.05
2016-04-27,757.9
2016-04-28,764.05
2016-04-29,762.15
2016-05-02,770.7
2016-05-03,775.75
2016-05-04,737.45
2016-05-05,758.15
2016-05-06,763.1
2016-05-09,788.7
2016-05-10,776.35
2016-05-11,791.35
2016-05-12,796.15
2016-05-13,764.1
2016-05-16,751.45
2016-05-17,745.35
2016-05-18,735.85
2016-05-19,738.9
2016-05-20,731.9
2016-05-23,715.5
2016-05-24,710.1
2016-05-25,713.8
2016-05-26,716.2
2016-05-27,722.3
2016-05-30,717.25
2016-05-31,725.6
2016-06-01,739.2
2016-06-02,743.15
2016-06-03,726.6
2016-06-06,725.75
2016-06-07,736.95
2016-06-08,732.1
2016-06-09,743.2
2016-06-10,737.5
2016-06-13,742.25
2016-06-14,736.55
2016-06-15,762.1
2016-06-16,743.45
2016-06-17,753.1
2016-06-20,752.0
2016-06-21,746.0
2016-06-22,741.6
2016-06-23,736.15
2016-06-24,718.65
2016-06-27,722.15
2016-06-28,732.65
2016-06-29,748.7
2016-06-30,750.75
2016-07-01,758.35
2016-07-04,772.2
2016-07-05,789.8
2016-07-07,790.5
2016-07-08,790.0
2016-07-11,790.25
2016-07-12,780.05
2016-07-13,780.4
2016-07-14,790.05
2016-07-15,783.3
2016-07-18,790.25
2016-07-19,787.7
2016-07-20,783.4
2016-07-21,777.9
2016-07-22,777.95
2016-07-25,778.65
2016-07-26,783.75
2016-07-27,816.8
2016-07-28,822.25
2016-07-29,812.15
2016-08-01,797.15
2016-08-02,784.85
2016-08-03,774.8
2016-08-04,783.2
2016-08-05,800.35
2016-08-08,816.65
2016-08-09,836.0
2016-08-10,827.1
2016-08-11,823.6
2016-08-12,790.35
2016-08-16,795.4
2016-08-17,799.65
2016-08-18,799.5
2016-08-19,801.3
2016-08-22,800.9
2016-08-23,795.15
2016-08-24,802.3
2016-08-25,804.7
2016-08-26,821.55
2016-08-29,816.5
2016-08-30,829.0
2016-08-31,813.25
2016-09-01,813.95
2016-09-02,815.05
2016-09-06,819.5
2016-09-07,823.1
2016-09-08,825.8
2016-09-09,817.05
2016-09-12,814.55
2016-09-14,825.35
2016-09-15,819.0
2016-09-16,828.75
2016-09-19,876.5
2016-09-20,883.3
2016-09-21,890.75
2016-09-22,875.45
2016-09-23,888.85
2016-09-26,905.85
2016-09-27,913.9
2016-09-28,902.2
2016-09-29,877.35
2016-09-30,904.0
2016-10-03,907.85
2016-10-04,962.3
2016-10-05,951.8
2016-10-06,948.5
2016-10-07,945.55
2016-10-10,950.4
2016-10-13,944.5
2016-10-14,948.65
2016-10-17,929.9
2016-10-18,929.75
2016-10-19,930.05
2016-10-20,918.25
2016-10-21,917.85
2016-10-24,890.4
2016-10-25,885.55
2016-10-26,873.3
2016-10-27,871.4
2016-10-28,870.0
2016-10-30,873.6
2016-11-01,881.45
2016-11-02,868.55
2016-11-03,872.25
2016-11-04,876.65
2016-11-07,892.05
2016-11-08,903.45
2016-11-09,888.55
2016-11-10,903.85
2016-11-11,871.95
2016-11-15,841.05
2016-11-16,837.75
2016-11-17,854.5
2016-11-18,855.65
2016-11-21,849.15
2016-11-22,852.45
2016-11-23,857.25
2016-11-24,862.1
2016-11-25,854.15
2016-11-28,869.6
2016-11-29,866.3
2016-11-30,879.2
2016-12-01,865.2
2016-12-02,853.35
2016-12-05,854.2
2016-12-06,854.65
2016-12-07,845.45
2016-12-08,853.85
2016-12-09,840.35
2016-12-12,833.05
2016-12-13,833.8
2016-12-14,829.35
2016-12-15,817.0
2016-12-16,826.65
2016-12-19,818.05
2016-12-20,795.6
2016-12-21,782.95
2016-12-22,757.3
2016-12-23,762.85
2016-12-26,759.85
2016-12-27,764.5
2016-12-28,766.0
2016-12-29,785.25
2016-12-30,779.55
