Date,NOCIL
2016-01-01,58.9
2016-01-04,56.85
2016-01-05,59.45
2016-01-06,57.65
2016-01-07,54.0
2016-01-08,55.75
2016-01-11,56.2
2016-01-12,54.55
2016-01-13,52.05
2016-01-14,51.45
2016-01-15,49.1
2016-01-18,46.3
2016-01-19,47.5
2016-01-20,45.4
2016-01-21,46.15
2016-01-22,48.15
2016-01-25,48.7
2016-01-27,49.35
2016-01-28,49.65
2016-01-29,49.55
2016-02-01,51.3
2016-02-02,49.65
2016-02-03,47.4
2016-02-04,45.65
2016-02-05,47.3
2016-02-08,46.4
2016-02-09,45.0
2016-02-10,43.75
2016-02-11,39.8
2016-02-12,41.45
2016-02-15,42.65
2016-02-16,40.65
2016-02-17,40.05
2016-02-18,40.55
2016-02-19,40.25
2016-02-22,42.2
2016-02-23,41.4
2016-02-24,40.1
2016-02-25,38.95
2016-02-26,38.85
2016-02-29,38.85
2016-03-01,41.8
2016-03-02,42.95
2016-03-03,44.0
2016-03-04,44.4
2016-03-08,44.5
2016-03-09,44.2
2016-03-10,45.7
2016-03-11,45.1
2016-03-14,45.1
2016-03-15,44.35
2016-03-16,45.45
2016-03-17,45.4
2016-03-18,45.1
2016-03-21,44.95
2016-03-22,44.75
2016-03-23,45.6
2016-03-28,44.7
2016-03-29,46.65
2016-03-30,47.1
2016-03-31,46.15
2016-04-01,47.8
2016-04-04,48.45
2016-04-05,45.95
2016-04-06,47.9
2016-04-07,48.45
2016-04-08,51.1
2016-04-11,50.75
2016-04-12,52.1
2016-04-13,52.4
2016-04-18,52.15
2016-04-20,51.35
2016-04-21,51.25
2016-04-22,50.25
2016-04-25,50.05
2016-04-26,50.65
2016-04-27,54.5
2016-04-28,54.05
2016-04-29,54.35
2016-05-02,55.5
2016-05-03,54.05
2016-05-04,52.8
2016-05-05,53.1
2016-05-06,53.2
2016-05-09,52.7
2016-05-10,52.45
2016-05-11,53.75
2016-05-12,55.15
2016-05-13,53.95
2016-05-16,55.55
2016-05-17,54.0
2016-05-18,53.95
2016-05-19,52.35
2016-05-20,51.7
2016-05-23,51.2
2016-05-24,50.1
2016-05-25,50.3
2016-05-26,49.15
2016-05-27,49.95
2016-05-30,48.6
2016-05-31,47.2
2016-06-01,48.95
2016-06-02,49.2
2016-06-03,49.4
2016-06-06,50.65
2016-06-07,50.7
2016-06-08,51.6
2016-06-09,51.55
2016-06-10,51.2
2016-06-13,52.15
2016-06-14,52.15
2016-06-15,53.65
2016-06-16,52.55
2016-06-17,52.3
2016-06-20,52.7
2016-06-21,52.6
2016-06-22,51.6
2016-06-23,50.45
2016-06-24,49.05
2016-06-27,51.85
2016-06-28,51.95
2016-06-29,53.05
2016-06-30,53.8
2016-07-01,54.65
2016-07-04,57.45
2016-07-05,56.7
2016-07-07,56.0
2016-07-08,55.15
2016-07-11,56.8
2016-07-12,56.1
2016-07-13,54.75
2016-07-14,55.35
2016-07-15,54.1
2016-07-18,55.7
2016-07-19,55.3
2016-07-20,58.55
2016-07-21,57.2
2016-07-22,60.25
2016-07-25,61.3
2016-07-26,58.3
2016-07-27,58.85
2016-07-28,57.1
2016-07-29,56.95
2016-08-01,55.9
2016-08-02,54.6
2016-08-03,53.55
2016-08-04,54.65
2016-08-05,55.6
2016-08-08,54.65
2016-08-09,57.1
2016-08-10,56.0
2016-08-11,55.6
2016-08-12,57.35
2016-08-16,58.6
2016-08-17,59.2
2016-08-18,58.75
2016-08-19,59.25
2016-08-22,65.3
2016-08-23,65.15
2016-08-24,66.75
2016-08-25,64.15
2016-08-26,63.95
2016-08-29,63.5
2016-08-30,64.35
2016-08-31,63.55
2016-09-01,62.2
2016-09-02,62.75
2016-09-06,62.7
2016-09-07,63.4
2016-09-08,64.95
2016-09-09,64.25
2016-09-12,62.5
2016-09-14,63.25
2016-09-15,64.5
2016-09-16,65.95
2016-09-19,68.55
2016-09-20,68.45
2016-09-21,67.6
2016-09-22,68.4
2016-09-23,66.7
2016-09-26,68.4
2016-09-27,72.05
2016-09-28,74.75
2016-09-29,68.35
2016-09-30,71.05
2016-10-03,76.75
2016-10-04,79.15
2016-10-05,76.45
2016-10-06,75.55
2016-10-07,76.4
2016-10-10,76.85
2016-10-13,74.25
2016-10-14,75.5
2016-10-17,74.2
2016-10-18,75.35
2016-10-19,79.15
2016-10-20,78.4
2016-10-21,77.4
2016-10-24,78.55
2016-10-25,76.55
2016-10-26,75.5
2016-10-27,73.95
2016-10-28,76.05
2016-10-30,77.5
2016-11-01,78.75
2016-11-02,76.3
2016-11-03,74.9
2016-11-04,71.65
2016-11-07,73.75
2016-11-08,72.2
2016-11-09,70.85
2016-11-10,72.05
2016-11-11,68.95
2016-11-15,62.5
2016-11-16,65.35
2016-11-17,64.85
2016-11-18,64.25
2016-11-21,61.3
2016-11-22,62.2
2016-11-23,63.85
2016-11-24,63.85
2016-11-25,64.5
2016-11-28,65.85
2016-11-29,67.25
2016-11-30,69.55
2016-12-01,70.1
2016-12-02,67.0
2016-12-05,69.15
2016-12-06,70.25
2016-12-07,69.6
2016-12-08,70.75
2016-12-09,70.95
2016-12-12,68.5
2016-12-13,70.45
2016-12-14,69.35
2016-12-15,69.15
2016-12-16,69.0
2016-12-19,68.55
2016-12-20,69.4
2016-12-21,68.2
2016-12-22,66.35
2016-12-23,66.2
2016-12-26,63.45
2016-12-27,66.0
2016-12-28,65.45
2016-12-29,66.8
2016-12-30,67.15
