Symbol,Renyi_entropy
MRF,5.338604064238886
BOSCHLTD,5.259874899378672
EICHERMOT,5.163704751053523
SHREECEM,5.152308616322653
PAGEIND,5.060351980226166
BAJFINANCE,4.721667353322014
3MINDIA,4.703418671733615
MARUTI,4.664406632458601
BLUEDART,4.660934406747852
NESTLEIND,4.6036797140843575
TIDEWATER,4.597154405449434
TTKPRESTIG,4.577830132623033
ULTRACEMCO,4.438137535971006
PGHH,4.43536745109719
GRASIM,4.421630971369304
HONAUT,4.39205892400693
WABCOINDIA,4.365913643902608
BAJAJFINSV,4.3454787054883015
DYNAMATECH,4.332915726187595
HEROMOTOCO,4.279440045898782
GSKCONS,4.2630077512717
LAXMIMACH,4.239991775570779
TATAELXSI,4.184667934442117
GLAXO,4.178230143967268
DALMIABHA,4.1363392022581085
PEL,4.1322450307254455
NAVINFLUOR,4.118046009210783
ATUL,4.104045780537392
8KMILES,4.088281907304328
BAYERCROP,4.086328781683446
HINDCOMPOS,4.0746894650264265
SHRIRAMCIT,4.048046595112428
BAJAJ-AUTO,4.042428602808205
AJANTPHARM,4.005760883616324
OFSS,4.003962321980408
JSWSTEEL,3.979116323393878
VHL,3.976642692102872
TVSSRICHAK,3.97039026453407
YESBANK,3.9429678092775675
MCDOWELL-N,3.9429678092775666
ICRA,3.937908776565172
MAHSCOOTER,3.9379087765651715
SRF,3.9295335182284394
BRITANNIA,3.901571170091609
CERA,3.896716791626811
CANFINHOME,3.8951038880513456
MONSANTO,3.8854807183598847
BAJAJHLDNG,3.8587074656598257
ORISSAMINE,3.8571546703167656
BANKBEES,3.8463520961311084
BHARATRAS,3.838706798953157
KICL,3.8341475205386386
SMLISUZU,3.8116578170481974
KAJARIACER,3.7954809936936393
BANARISUG,3.746632928965197
CHOLAFIN,3.7264394970820764
SYMPHONY,3.7223634044820333
TCS,3.7075582888363257
KPRMILL,3.7035582835029786
ACC,3.6995742144881048
BSLGOLDETF,3.6965012709817886
ALPHAGEO,3.695605955312484
GILLETTE,3.692969170660181
GODREJCP,3.690339320360792
WHIRLPOOL,3.6837947943841396
GMBREW,3.675997483924108
DECCANCE,3.672121510079414
SUNCLAYLTD,3.6669768041981765
BASF,3.664414342834477
GODFRYPHLP,3.6618584308999327
GRPLTD,3.6437831060963854
JCHAC,3.637897637691837
FIEMIND,3.6366523075184407
SRTRANSFIN,3.635408526263571
GOLDBEES,3.6354085262635705
ABBOTINDIA,3.6341662900789786
CEATLTD,3.6230550646539084
RUSHIL,3.616935094512124
DRREDDY,3.6084295754349296
ALKEM,3.608429575434929
HINDPETRO,3.598796749594118
IVZINGOLD,3.5968397824317706
JUSTDIAL,3.5964029722691295
NILKAMAL,3.578629992593265
VSTTILLERS,3.576283950461513
TIRUMALCHM,3.5727751749318335
GOLDSHARE,3.566954436728024
SETFGOLD,3.5634781875726635
PFIZER,3.5588619070148484
JUBLFOOD,3.5554136277359327
CRISIL,3.554266838619426
CENTURYTEX,3.554266838619426
LUXIND,3.553121363121896
VSTIND,3.5519771982373514
BHARATFIN,3.5474135850688566
CAPLIPOINT,3.5440044908580837
LUMAXIND,3.5372209713464375
IDBIGOLD,3.534190690700821
HDFCMFGETF,3.5271311996508206
SCHAEFFLER,3.5249027864723947
AIAENG,3.5237904393054205
MCX,3.520460802488972
SANOFI,3.5160384625011027
ACCELYA,3.5138346048597824
LT,3.506159128581443
JKCEMENT,3.505067425416249
SUNDARMFIN,3.4996267155861305
DIVISLAB,3.4931366982144185
AKZOINDIA,3.486688529714231
HONDAPOWER,3.4866885297142307
WOCKPHARMA,3.4770935733738426
CARERATING,3.4707477033209395
BPCL,3.455057004841587
LALPATHLAB,3.4540196603502245
VESUVIUS,3.4529833908274394
WENDT,3.4519481940476227
WHEELS,3.450914067792072
SHARDAMOTR,3.446088451649203
BIOCON,3.444731667883754
HDFC,3.4396087058598774
OCL,3.4396087058598774
NESCO,3.4375668470596072
SSWL,3.4274196265574024
SQSBFSI,3.4254024801346623
AXISGOLD,3.4243954307041364
SIEMENS,3.419375339840139
SIYSIL,3.402493111675569
NEULANDLAB,3.38589116786082
LUPIN,3.370513642354034
CAPF,3.3600771149876545
OCCL,3.354299698747644
VTL,3.3413762427411466
BALKRISIND,3.3330736120214066
TRENT,3.3239286008713433
UPL,3.3121637592917574
CONCOR,3.3103660059985867
EXCELCROP,3.3094683398700844
SWARAJENG,3.3049920566571993
SOTL,3.3023158730795994
M&M,3.3014254010706248
BEML,3.2846553699276493
ASTRAZEN,3.2750734150822005
ABB,3.270748148823578
ECLERX,3.267301355234497
INDUSINDBK,3.2664415099536623
BEL,3.2630095031529565
MINDTREE,3.261297906671775
TORNTPHARM,3.256180624715885
INDIGO,3.251936136170441
SOLARINDS,3.2502433723299204
HNGSNGBEES,3.2439151333589122
EMAMILTD,3.2435008267690915
FOSECOIND,3.241822269933513
STERTOOLS,3.2415716417350744
KIRLOSIND,3.228494292552471
KAKATCEM,3.2268407163178954
JUBILANT,3.2251898698843706
VENKEYS,3.2194332750400343
INFY,3.2186136028629946
NIPPOBATRY,3.212894633027333
SUTLEJTEX,3.2112666310397615
PIIND,3.2055894057345378
BIRLACORPN,3.204780998253163
REPCOHOME,3.2031661412207635
IGARASHI,3.196732665070335
FAIRCHEM,3.1951307424210014
HDFCBANK,3.181617023254279
RAMCOSYS,3.180039113656672
SKFINDIA,3.171404837096165
VGUARD,3.1706235870564288
VADILALIND,3.169062915651085
TEAMLEASE,3.167088165703012
TPLPLASTEH,3.1645268227228196
STAR,3.1643954626035895
MANPASAND,3.1597496935044167
TATACOMM,3.1574348776559655
SAGCEM,3.156664461593206
REVATHI,3.1478600596045316
IBULHSGFIN,3.1459404982302304
BHAGERIA,3.1454904728815216
BBL,3.1421382122804915
RANEHOLDIN,3.141379486902667
TATAMOTORS,3.1360844669669286
SANDESH,3.1203655804443553
SATIN,3.107086152547616
KNRCON,3.106353551782249
INDIANHUME,3.096878262232157
ASIANPAINT,3.0932576934690283
IPCALAB,3.0889302435134507
MAJESCO,3.0874919117300634
SOMANYCERA,3.0860556457740063
THEMISMED,3.081647929234578
AARTIIND,3.0732212450024656
APLAPOLLO,3.0703913881440545
KAYA,3.0703913881440545
SHILPAMED,3.0647555859779163
BHARATFORG,3.0598501802058435
GULFOILLUB,3.057057857274589
GREENLAM,3.0535783826437783
IGL,3.051496494313754
TATACHEM,3.0452767092313247
AVANTIFEED,3.0322717347019594
MINDAIND,3.031591925022481
HARITASEAT,3.029555264440678
JETAIRWAYS,3.0261700208557443
ASTEC,3.0261700208557443
JAYAGROGN,3.025494345154363
SUPREMEIND,3.0241443618241286
GLENMARK,3.020105312240178
RAMCOCEM,3.0167518550398444
AXISBANK,3.012075827815587
SESHAPAPER,2.996327334565302
BLUESTARCO,2.9870662979339127
ZYDUSWELL,2.983821648753795
CESC,2.966480173717308
RATNAMANI,2.9626670137108935
BALMLAWRIE,2.960765872453869
NAUKRI,2.9576053135650335
HESTERBIO,2.956974398717607
SHREYAS,2.9557137619291622
SUNDRMBRAK,2.941329523924755
VINATIORGA,2.9314437467826027
APOLLOHOSP,2.9296009944183927
SUMMITSEC,2.9289874974666352
JKLAKSHMI,2.9259256457175704
GAYAPROJ,2.914375365334342
UNITEDTEA,2.904785847425235
SUNPHARMA,2.90235960046175
KTIL,2.899973676275919
TATASPONGE,2.891667487909579
GUJALKALI,2.8875401235598384
JSWHL,2.880504034725769
CUMMINSIND,2.8723573501579507
DHANUKA,2.871777975865962
HIL,2.867731727570931
UBL,2.863701785444516
QGOLDHALF,2.8614062320691804
ZENSARTECH,2.8579727523012886
EXCELINDUS,2.857401650058468
NSIL,2.8501901146762063
IOC,2.8454832342897265
KKCL,2.83427147523093
RELCAPITAL,2.8325906790298716
NATCOPHARM,2.829809809607079
KOTAKBANK,2.8264829421083144
BALAMINES,2.8242711634903133
RELINFRA,2.8215133018416187
AMARAJABAT,2.8215133018416183
TTKHLTCARE,2.820308668101463
ESCORTS,2.818763025080521
AUROPHARMA,2.816020291600317
IFBIND,2.804582258403391
RPGLIFE,2.8002590957663633
KIRIINDUS,2.7943451000347963
MFSL,2.790860715753397
TATASTEEL,2.790065874462267
LICHSGFIN,2.784211679988819
APCOTEXIND,2.775231165327695
ARROWGREEN,2.766330583009003
JKIL,2.760613311718336
ISFT,2.760613311718336
SUDARSCHEM,2.756991993741203
MANGLMCEM,2.755959735585025
THERMAX,2.754928541887048
MOTILALOFS,2.7523552002714013
UFO,2.750301284273357
ENIL,2.749788463749298
BFUTILITIE,2.7472282985004406
POWERMECH,2.744164727046402
ALLSEC,2.743655043039446
M&MFIN,2.7426364536974948
DENORA,2.72597781505558
SUNTV,2.7209840468750928
KITEX,2.7145292081774817
RML,2.7140344036151833
COLPAL,2.713539843763362
CLNINDIA,2.7041893819363785
HDFCNIFETF,2.699756314696275
TNPL,2.697841704372545
KSL,2.6973550863580766
NIFTYBEES,2.69589665148605
VINDHYATEL,2.694925541917138
KOTAKNIFTY,2.6934706435033724
BBTC,2.6867089659664063
RBL,2.676651409922366
PHILIPCARB,2.675698802086572
RELIANCE,2.6700021334646804
IGPL,2.6695288726891646
PERSISTENT,2.6676380661697996
TIIL,2.6671659226293953
GICHSGFIN,2.664808542942683
HAVELLS,2.6643377331411426
NBCC,2.660579213330175
DWARKESH,2.6589625860843364
SYNGENE,2.6535698388375994
UTINIFTETF,2.652646914010358
ENGINERSIN,2.6415354422671626
BATAINDIA,2.6410754606583158
FINCABLES,2.637403204982252
VOLTAS,2.6337443854420566
RKFORGE,2.6310090292801753
LUMAXTECH,2.6305538631366767
GUJFLUORO,2.622847569332756
COSMOFILMS,2.6214937785122743
HERITGFOOD,2.620141817963853
TATAMETALI,2.619691570320047
WABAG,2.6196915703200463
HCLTECH,2.6192415253079497
HINDUNILVR,2.618791682745258
ZEEL,2.616096868628478
TECHNO,2.6147521799453552
MAITHANALL,2.610728929100515
FMGOETZE,2.6071662444147825
GHCL,2.6062775529543827
RAJESHEXPO,2.6058335032135163
PHOENIXLTD,2.6045025358475584
GOCLCORP,2.600078728588816
MPHASIS,2.5961139656859507
RUBYMILLS,2.593918093042513
UFLEX,2.593041092328552
ASIANTILES,2.5921648600709557
APLLTD,2.5904146955463325
APARINDS,2.589977632602312
TCI,2.5892410285237024
RAYMOND,2.5891040793692124
PIDILITIND,2.5877951786587823
DHFL,2.5873592588611207
CENTUM,2.5786805322246846
TIL,2.573939144031858
VEDL,2.573079483544787
JINDALPOLY,2.5722205614391576
MERCK,2.570933559974511
AARTIDRUGS,2.5670824640724126
INGERRAND,2.5623956212364742
RELAXO,2.559424481529567
BASML,2.5559603092726575
AUTOAXLES,2.553508554704637
ALICON,2.5514041768236733
BIL,2.550983832134844
LGBBROSLTD,2.5463716646298513
GEPIL,2.542197164725014
CIPLA,2.5334870308527253
TATAMTRDVR,2.5318365250107377
OIL,2.531424323850738
SUNILHITEC,2.530188738850052
NIITTECH,2.5293658628521687
SHARDACROP,2.528954678635849
MUTHOOTFIN,2.5236246127165973
GODREJIND,2.523215781966831
BANCOINDIA,2.5228071182913436
INEOSSTYRO,2.522398621553637
FINPIPE,2.521174131604721
SRIPIPES,2.521174131604721
PETRONET,2.5203586371660505
AIFL,2.518322805844015
SARDAEN,2.517916136460615
RSWM,2.5118358583040683
PCJEWELLER,2.5013835018370507
HGS,2.4954026227646358
PSUBNKBEES,2.4954026227646358
CENTENKA,2.4926237404682454
TIMKEN,2.4914351507879022
GULPOLY,2.491435150787902
VRLLOG,2.4882724677800447
GNFC,2.485119755809052
IMFA,2.4800177039251574
GUJGASLTD,2.479626314487675
KSCL,2.479235078175955
KIRLOSENG,2.477671661793404
ASTRAL,2.4768908692493454
INOXWIND,2.4726073736032
INDNIPPON,2.4667956563540536
DICIND,2.465637355066248
CANBK,2.4617860119656507
TATAINVEST,2.4590988702335617
VOLTAMP,2.451460872436507
INSECTICID,2.4503201879021757
EVERESTIND,2.4326172773749937
AMRUTANJAN,2.431870869428417
DEEPIND,2.429634982527133
POLYMED,2.4296349825271326
ASAHISONG,2.4296349825271326
GET&D,2.4248076430376675
ECEIND,2.41963489919255
HIMATSEIDE,2.410463888472233
UNIPLY,2.4060915003804966
GRUH,2.4046382757832383
PAPERPROD,2.402100203354767
SWELECTES,2.3977641532007197
AXISCADES,2.394524409546309
SAREGAMA,2.3873623377496944
MOLDTKPAC,2.387005577132282
SPARC,2.3820242467820774
ATULAUTO,2.3738941206988278
MOTHERSUMI,2.3717840443048726
CARBORUNIV,2.3717840443048726
HINDUJAVEN,2.367927097027043
KOTAKPSUBK,2.367927097027043
LINDEINDIA,2.3672274293406383
THANGAMAYL,2.3651103666258626
SASKEN,2.3644336436924838
