Date,ADVANIHOTR
2016-01-01,55.8
2016-01-04,55.95
2016-01-05,57.5
2016-01-06,56.0
2016-01-07,51.6
2016-01-08,53.0
2016-01-11,50.85
2016-01-12,50.05
2016-01-13,49.75
2016-01-14,49.45
2016-01-18,46.3
2016-01-19,44.75
2016-01-20,44.0
2016-01-21,43.6
2016-01-22,45.8
2016-01-25,48.95
2016-01-27,46.0
2016-01-28,47.0
2016-01-29,46.15
2016-02-01,46.15
2016-02-02,49.35
2016-02-03,46.65
2016-02-04,47.9
2016-02-05,47.95
2016-02-08,47.0
2016-02-09,48.5
2016-02-10,47.5
2016-02-11,48.0
2016-02-12,45.5
2016-02-15,46.95
2016-02-16,48.95
2016-02-17,48.0
2016-02-19,46.85
2016-02-22,49.25
2016-02-23,46.3
2016-02-25,46.15
2016-02-26,46.2
2016-02-29,45.9
2016-03-01,48.95
2016-03-02,47.0
2016-03-03,47.0
2016-03-04,47.5
2016-03-08,47.1
2016-03-10,49.0
2016-03-11,47.05
2016-03-14,47.85
2016-03-15,47.05
2016-03-16,47.0
2016-03-17,49.0
2016-03-18,48.0
2016-03-21,47.1
2016-03-22,48.0
2016-03-23,46.75
2016-03-28,47.1
2016-03-29,47.15
2016-03-30,47.5
2016-04-01,47.2
2016-04-04,47.05
2016-04-05,47.0
2016-04-06,48.45
2016-04-11,48.0
2016-04-12,49.0
2016-04-13,47.9
2016-04-18,47.45
2016-04-20,48.0
2016-04-21,48.95
2016-04-22,48.1
2016-04-25,48.5
2016-04-26,48.05
2016-04-27,48.2
2016-04-28,48.2
2016-04-29,48.35
2016-05-02,49.05
2016-05-03,49.1
2016-05-04,48.0
2016-05-05,47.7
2016-05-06,47.05
2016-05-09,48.0
2016-05-10,48.0
2016-05-12,48.0
2016-05-13,48.0
2016-05-16,50.0
2016-05-17,59.75
2016-05-18,53.85
2016-05-19,52.65
2016-05-20,49.1
2016-05-23,50.1
2016-05-24,51.0
2016-05-25,50.0
2016-05-26,51.75
2016-05-27,50.05
2016-05-30,51.0
2016-05-31,50.0
2016-06-01,50.0
2016-06-02,55.4
2016-06-03,53.95
2016-06-06,54.6
2016-06-07,65.05
2016-06-08,61.05
2016-06-09,57.85
2016-06-10,54.75
2016-06-13,53.3
2016-06-14,55.7
2016-06-15,56.65
2016-06-16,55.65
2016-06-17,57.25
2016-06-20,56.7
2016-06-21,55.35
2016-06-22,54.1
2016-06-23,55.95
2016-06-24,54.7
2016-06-27,55.45
2016-06-28,57.0
2016-06-29,57.1
2016-06-30,56.85
2016-07-01,56.25
2016-07-04,56.85
2016-07-05,55.85
2016-07-07,56.4
2016-07-08,55.45
2016-07-11,56.75
2016-07-12,56.8
2016-07-13,55.6
2016-07-14,53.25
2016-07-15,54.45
2016-07-18,53.9
2016-07-19,53.9
2016-07-20,54.8
2016-07-21,55.3
2016-07-22,55.8
2016-07-25,54.55
2016-07-26,54.65
2016-07-27,56.55
2016-07-28,60.0
2016-07-29,60.25
2016-08-01,56.2
2016-08-02,55.95
2016-08-03,54.45
2016-08-04,54.2
2016-08-05,57.0
2016-08-08,57.0
2016-08-09,55.2
2016-08-10,55.15
2016-08-11,54.55
2016-08-12,54.0
2016-08-16,52.9
2016-08-17,54.0
2016-08-18,54.15
2016-08-19,54.5
2016-08-22,55.2
2016-08-23,55.4
2016-08-24,54.55
2016-08-25,54.5
2016-08-26,54.35
2016-08-29,54.25
2016-08-30,53.95
2016-08-31,53.1
2016-09-01,54.1
2016-09-02,53.25
2016-09-06,53.5
2016-09-07,54.2
2016-09-08,53.5
2016-09-09,54.2
2016-09-12,54.45
2016-09-14,53.0
2016-09-15,52.9
2016-09-16,54.0
2016-09-19,53.3
2016-09-20,54.35
2016-09-21,52.85
2016-09-22,55.65
2016-09-23,56.6
2016-09-26,55.8
2016-09-27,55.05
2016-09-28,55.8
2016-09-29,53.95
2016-09-30,51.65
2016-10-03,54.55
2016-10-04,54.55
2016-10-05,55.8
2016-10-06,54.4
2016-10-07,53.65
2016-10-10,56.05
2016-10-13,55.4
2016-10-14,55.45
2016-10-17,55.1
2016-10-18,55.65
2016-10-19,56.95
2016-10-20,56.75
2016-10-21,57.65
2016-10-24,59.05
2016-10-25,58.3
2016-10-26,57.6
2016-10-27,57.8
2016-10-28,58.4
2016-10-30,59.05
2016-11-01,58.8
2016-11-02,58.6
2016-11-03,56.9
2016-11-04,56.95
2016-11-07,56.15
2016-11-08,56.0
2016-11-09,53.1
2016-11-10,52.25
2016-11-11,54.1
2016-11-15,50.0
2016-11-16,50.4
2016-11-17,50.45
2016-11-18,51.35
2016-11-21,49.95
2016-11-22,49.95
2016-11-23,49.6
2016-11-24,49.55
2016-11-25,50.5
2016-11-28,49.55
2016-11-29,49.5
2016-11-30,49.65
2016-12-01,49.15
2016-12-02,49.3
2016-12-05,49.25
2016-12-06,48.85
2016-12-07,49.5
2016-12-08,49.0
2016-12-09,48.95
2016-12-12,49.65
2016-12-13,49.4
2016-12-14,49.1
2016-12-15,49.85
2016-12-16,48.4
2016-12-19,49.3
2016-12-20,49.55
2016-12-21,50.65
2016-12-22,50.0
2016-12-23,49.55
2016-12-26,49.4
2016-12-27,49.65
2016-12-28,51.75
2016-12-29,51.8
2016-12-30,51.9
