Date,KAJARIACER
2016-01-01,982.3
2016-01-04,985.0
2016-01-05,966.05
2016-01-06,960.0
2016-01-07,955.15
2016-01-08,971.55
2016-01-11,967.4
2016-01-12,957.0
2016-01-13,960.3
2016-01-14,921.55
2016-01-15,932.65
2016-01-18,905.45
2016-01-19,919.55
2016-01-20,917.6
2016-01-21,937.75
2016-01-22,965.35
2016-01-25,971.7
2016-01-27,955.15
2016-01-28,955.2
2016-01-29,974.45
2016-02-01,970.25
2016-02-02,951.25
2016-02-03,941.4
2016-02-04,929.35
2016-02-05,948.45
2016-02-08,948.75
2016-02-09,934.3
2016-02-10,923.35
2016-02-11,898.2
2016-02-12,878.1
2016-02-15,899.8
2016-02-16,893.9
2016-02-17,894.15
2016-02-18,878.35
2016-02-19,867.6
2016-02-22,885.0
2016-02-23,881.95
2016-02-24,878.75
2016-02-25,876.85
2016-02-26,880.6
2016-02-29,865.05
2016-03-01,878.3
2016-03-02,931.35
2016-03-03,919.9
2016-03-04,921.65
2016-03-08,944.15
2016-03-09,933.35
2016-03-10,920.2
2016-03-11,929.85
2016-03-14,948.85
2016-03-15,950.45
2016-03-16,947.2
2016-03-17,939.7
2016-03-18,949.55
2016-03-21,941.9
2016-03-22,946.6
2016-03-23,932.95
2016-03-28,942.2
2016-03-29,947.6
2016-03-30,944.65
2016-03-31,957.85
2016-04-01,953.95
2016-04-04,948.65
2016-04-05,942.45
2016-04-06,947.85
2016-04-07,947.6
2016-04-08,949.0
2016-04-11,954.1
2016-04-12,969.95
2016-04-13,997.0
2016-04-18,1046.5
2016-04-20,1057.15
2016-04-21,1029.1
2016-04-22,1041.85
2016-04-25,1046.2
2016-04-26,1060.0
2016-04-27,1051.65
2016-04-28,1066.3
2016-04-29,1049.75
2016-05-02,1060.65
2016-05-03,1059.35
2016-05-04,1066.25
2016-05-05,1053.1
2016-05-06,1041.0
2016-05-09,1060.5
2016-05-10,1048.4
2016-05-11,1070.6
2016-05-12,1070.8
2016-05-13,1074.85
2016-05-16,1061.9
2016-05-17,1070.35
2016-05-18,1070.6
2016-05-19,1070.05
2016-05-20,1069.55
2016-05-23,1057.2
2016-05-24,1051.7
2016-05-25,1072.5
2016-05-26,1080.2
2016-05-27,1096.35
2016-05-30,1100.75
2016-05-31,1090.25
2016-06-01,1105.05
2016-06-02,1151.25
2016-06-03,1152.4
2016-06-06,1170.15
2016-06-07,1174.1
2016-06-08,1184.3
2016-06-09,1189.0
2016-06-10,1149.15
2016-06-13,1153.45
2016-06-14,1148.95
2016-06-15,1164.25
2016-06-16,1177.3
2016-06-17,1193.8
2016-06-20,1191.25
2016-06-21,1178.75
2016-06-22,1167.15
2016-06-23,1146.6
2016-06-24,1196.75
2016-06-27,1168.65
2016-06-28,1169.1
2016-06-29,1191.8
2016-06-30,1206.0
2016-07-01,1200.1
2016-07-04,1208.45
2016-07-05,1212.75
2016-07-07,1202.95
2016-07-08,1227.5
2016-07-11,1225.65
2016-07-12,1226.6
2016-07-13,1243.95
2016-07-14,1247.35
2016-07-15,1242.0
2016-07-18,1225.6
2016-07-19,1215.0
2016-07-20,1219.25
2016-07-21,1225.1
2016-07-22,1226.9
2016-07-25,1240.3
2016-07-26,1244.5
2016-07-27,1239.75
2016-07-28,1241.9
2016-07-29,1269.85
2016-08-01,1271.65
2016-08-02,1265.0
2016-08-03,1255.1
2016-08-04,1243.15
2016-08-05,1251.55
2016-08-08,1235.85
2016-08-09,1248.65
2016-08-10,1238.0
2016-08-11,1252.65
2016-08-12,1258.9
2016-08-16,1258.65
2016-08-17,1247.65
2016-08-18,1266.55
2016-08-19,1273.55
2016-08-22,1271.2
2016-08-23,1280.4
2016-08-24,1277.55
2016-08-25,1279.5
2016-08-26,1275.15
2016-08-29,1275.85
2016-08-30,1269.75
2016-08-31,1261.4
2016-09-01,1284.75
2016-09-02,1282.75
2016-09-06,1299.7
2016-09-07,1345.95
2016-09-08,1351.1
2016-09-09,1352.8
2016-09-12,1325.5
2016-09-14,1363.35
2016-09-15,1328.1
2016-09-16,1303.25
2016-09-19,1340.1
2016-09-20,1313.2
2016-09-21,1329.0
2016-09-22,1339.35
2016-09-23,1341.35
2016-09-26,1352.2
2016-09-27,1347.6
2016-09-28,1390.0
2016-09-29,1403.6
2016-09-30,1389.15
2016-10-03,1398.55
2016-10-04,699.35
2016-10-05,708.95
2016-10-06,707.3
2016-10-07,709.35
2016-10-10,710.7
2016-10-13,710.15
2016-10-14,724.1
2016-10-17,729.05
2016-10-18,734.8
2016-10-19,727.85
2016-10-20,659.7
2016-10-21,615.15
2016-10-24,619.85
2016-10-25,596.4
2016-10-26,599.3
2016-10-27,587.3
2016-10-28,620.75
2016-10-30,623.8
2016-11-01,638.35
2016-11-02,623.6
2016-11-03,613.25
2016-11-04,598.5
2016-11-07,613.4
2016-11-08,600.05
2016-11-09,546.0
2016-11-10,524.95
2016-11-11,505.3
2016-11-15,479.4
2016-11-16,477.5
2016-11-17,477.55
2016-11-18,478.3
2016-11-21,474.45
2016-11-22,465.25
2016-11-23,496.65
2016-11-24,496.8
2016-11-25,497.45
2016-11-28,519.35
2016-11-29,533.95
2016-11-30,533.6
2016-12-01,525.45
2016-12-02,526.75
2016-12-05,531.15
2016-12-06,537.4
2016-12-07,526.1
2016-12-08,529.65
2016-12-09,524.0
2016-12-12,500.95
2016-12-13,482.1
2016-12-14,475.9
2016-12-15,476.65
2016-12-16,471.0
2016-12-19,467.55
2016-12-20,457.1
2016-12-21,449.85
2016-12-22,448.55
2016-12-23,450.7
2016-12-26,440.75
2016-12-27,441.1
2016-12-28,441.95
2016-12-29,439.95
2016-12-30,465.6
