Date,WALCHANNAG
2016-01-01,181.6
2016-01-04,182.7
2016-01-05,182.5
2016-01-06,181.85
2016-01-07,171.85
2016-01-08,172.85
2016-01-11,170.2
2016-01-12,168.25
2016-01-13,159.4
2016-01-14,154.15
2016-01-15,148.1
2016-01-18,135.9
2016-01-19,139.2
2016-01-20,132.75
2016-01-21,132.65
2016-01-22,137.45
2016-01-25,149.9
2016-01-27,149.95
2016-01-28,152.65
2016-01-29,152.0
2016-02-01,150.8
2016-02-02,147.0
2016-02-03,142.85
2016-02-04,141.05
2016-02-05,141.85
2016-02-08,145.65
2016-02-09,141.95
2016-02-10,141.4
2016-02-11,129.85
2016-02-12,125.6
2016-02-15,133.25
2016-02-16,134.8
2016-02-17,133.35
2016-02-18,135.9
2016-02-19,137.25
2016-02-22,138.55
2016-02-23,136.2
2016-02-24,132.25
2016-02-25,129.9
2016-02-26,126.05
2016-02-29,126.25
2016-03-01,131.85
2016-03-02,135.2
2016-03-03,138.7
2016-03-04,143.55
2016-03-08,142.45
2016-03-09,142.8
2016-03-10,140.0
2016-03-11,139.45
2016-03-14,138.75
2016-03-15,136.2
2016-03-16,135.4
2016-03-17,137.4
2016-03-18,136.6
2016-03-21,142.3
2016-03-22,151.6
2016-03-23,150.4
2016-03-28,146.1
2016-03-29,146.15
2016-03-30,150.35
2016-03-31,148.35
2016-04-01,148.85
2016-04-04,148.45
2016-04-05,142.6
2016-04-06,144.8
2016-04-07,143.35
2016-04-08,143.6
2016-04-11,146.15
2016-04-12,151.5
2016-04-13,153.05
2016-04-18,151.8
2016-04-20,152.0
2016-04-21,149.6
2016-04-22,152.05
2016-04-25,147.9
2016-04-26,150.1
2016-04-27,149.6
2016-04-28,146.25
2016-04-29,146.45
2016-05-02,146.1
2016-05-03,146.95
2016-05-04,143.1
2016-05-05,145.9
2016-05-06,142.7
2016-05-09,144.55
2016-05-10,143.05
2016-05-11,141.55
2016-05-12,141.95
2016-05-13,139.4
2016-05-16,138.35
2016-05-17,137.8
2016-05-18,137.6
2016-05-19,135.45
2016-05-20,133.5
2016-05-23,137.05
2016-05-24,134.8
2016-05-25,132.3
2016-05-26,133.65
2016-05-27,135.65
2016-05-30,135.2
2016-05-31,133.7
2016-06-01,133.25
2016-06-02,132.7
2016-06-03,133.8
2016-06-06,135.25
2016-06-07,136.95
2016-06-08,151.8
2016-06-09,151.15
2016-06-10,147.55
2016-06-13,143.45
2016-06-14,145.2
2016-06-15,143.2
2016-06-16,140.9
2016-06-17,145.9
2016-06-20,153.9
2016-06-21,151.0
2016-06-22,149.45
2016-06-23,150.5
2016-06-24,143.5
2016-06-27,145.85
2016-06-28,146.7
2016-06-29,149.9
2016-06-30,149.4
2016-07-01,150.45
2016-07-04,162.55
2016-07-05,156.2
2016-07-07,157.6
2016-07-08,153.3
2016-07-11,154.65
2016-07-12,150.6
2016-07-13,148.1
2016-07-14,149.3
2016-07-15,146.15
2016-07-18,147.55
2016-07-19,147.1
2016-07-20,147.0
2016-07-21,146.45
2016-07-22,151.95
2016-07-25,154.0
2016-07-26,153.5
2016-07-27,155.0
2016-07-28,156.3
2016-07-29,154.65
2016-08-01,152.95
2016-08-02,150.9
2016-08-03,149.3
2016-08-04,150.05
2016-08-05,150.8
2016-08-08,151.9
2016-08-09,151.5
2016-08-10,151.6
2016-08-11,149.85
2016-08-12,150.15
2016-08-16,148.1
2016-08-17,146.7
2016-08-18,148.3
2016-08-19,154.15
2016-08-22,154.15
2016-08-23,153.85
2016-08-24,154.4
2016-08-25,153.5
2016-08-26,151.7
2016-08-29,153.2
2016-08-30,155.95
2016-08-31,155.8
2016-09-01,152.9
2016-09-02,152.9
2016-09-06,152.85
2016-09-07,154.4
2016-09-08,156.75
2016-09-09,157.75
2016-09-12,153.1
2016-09-14,154.7
2016-09-15,154.6
2016-09-16,152.5
2016-09-19,153.1
2016-09-20,152.8
2016-09-21,155.05
2016-09-22,157.3
2016-09-23,169.15
2016-09-26,168.7
2016-09-27,168.55
2016-09-28,166.5
2016-09-29,155.5
2016-09-30,159.8
2016-10-03,164.1
2016-10-04,166.1
2016-10-05,165.9
2016-10-06,164.55
2016-10-07,163.0
2016-10-10,161.2
2016-10-13,161.7
2016-10-14,166.5
2016-10-17,170.4
2016-10-18,171.6
2016-10-19,170.15
2016-10-20,168.25
2016-10-21,166.6
2016-10-24,166.1
2016-10-25,162.9
2016-10-26,163.15
2016-10-27,160.75
2016-10-28,161.55
2016-10-30,161.85
2016-11-01,164.7
2016-11-02,159.6
2016-11-03,157.3
2016-11-04,150.65
2016-11-07,154.1
2016-11-08,153.2
2016-11-09,146.45
2016-11-10,154.95
2016-11-11,147.3
2016-11-15,140.4
2016-11-16,140.9
2016-11-17,139.3
2016-11-18,139.8
2016-11-21,133.05
2016-11-22,137.8
2016-11-23,140.25
2016-11-24,141.2
2016-11-25,142.45
2016-11-28,141.35
2016-11-29,145.65
2016-11-30,148.9
2016-12-01,145.7
2016-12-02,143.1
2016-12-05,143.2
2016-12-06,145.1
2016-12-07,144.35
2016-12-08,144.85
2016-12-09,152.4
2016-12-12,149.35
2016-12-13,148.8
2016-12-14,146.85
2016-12-15,149.75
2016-12-16,147.55
2016-12-19,153.65
2016-12-20,149.45
2016-12-21,150.7
2016-12-22,147.4
2016-12-23,146.75
2016-12-26,142.95
2016-12-27,142.8
2016-12-28,142.65
2016-12-29,145.2
2016-12-30,144.9
