Date,OFSS
2016-01-01,3801.75
2016-01-04,3746.4
2016-01-05,3739.45
2016-01-06,3737.25
2016-01-07,3687.15
2016-01-08,3707.45
2016-01-11,3689.15
2016-01-12,3725.75
2016-01-13,3688.65
2016-01-14,3680.3
2016-01-15,3614.6
2016-01-18,3548.1
2016-01-19,3531.3
2016-01-20,3536.15
2016-01-21,3528.85
2016-01-22,3616.8
2016-01-25,3703.3
2016-01-27,3689.8
2016-01-28,3603.5
2016-01-29,3639.7
2016-02-01,3648.35
2016-02-02,3750.0
2016-02-03,3637.8
2016-02-04,3613.0
2016-02-05,3661.45
2016-02-08,3612.25
2016-02-09,3550.75
2016-02-10,3456.95
2016-02-11,3313.75
2016-02-12,3417.9
2016-02-15,3417.4
2016-02-16,3270.85
2016-02-17,3264.2
2016-02-18,3290.25
2016-02-19,3249.45
2016-02-22,3254.2
2016-02-23,3227.1
2016-02-24,3181.15
2016-02-25,3123.9
2016-02-26,3160.9
2016-02-29,3217.25
2016-03-01,3278.25
2016-03-02,3287.25
2016-03-03,3305.3
2016-03-04,3448.2
2016-03-08,3493.85
2016-03-09,3432.45
2016-03-10,3375.45
2016-03-11,3349.15
2016-03-14,3346.45
2016-03-15,3338.65
2016-03-16,3333.3
2016-03-17,3394.35
2016-03-18,3450.8
2016-03-21,3486.3
2016-03-22,3505.95
2016-03-23,3574.6
2016-03-28,3474.75
2016-03-29,3516.7
2016-03-30,3556.45
2016-03-31,3529.4
2016-04-01,3527.05
2016-04-04,3558.5
2016-04-05,3538.15
2016-04-06,3559.9
2016-04-07,3559.95
2016-04-08,3558.05
2016-04-11,3557.55
2016-04-12,3563.65
2016-04-13,3567.3
2016-04-18,3637.7
2016-04-20,3633.2
2016-04-21,3607.1
2016-04-22,3609.95
2016-04-25,3593.0
2016-04-26,3551.55
2016-04-27,3552.15
2016-04-28,3593.05
2016-04-29,3608.35
2016-05-02,3634.95
2016-05-03,3575.3
2016-05-04,3558.75
2016-05-05,3504.05
2016-05-06,3570.55
2016-05-09,3507.6
2016-05-10,3466.65
2016-05-11,3500.15
2016-05-12,3483.9
2016-05-13,3483.65
2016-05-16,3443.8
2016-05-17,3422.1
2016-05-18,3489.05
2016-05-19,3510.45
2016-05-20,3413.5
2016-05-23,3387.45
2016-05-24,3340.45
2016-05-25,3394.85
2016-05-26,3465.65
2016-05-27,3486.75
2016-05-30,3482.9
2016-05-31,3466.05
2016-06-01,3485.5
2016-06-02,3431.75
2016-06-03,3464.8
2016-06-06,3439.25
2016-06-07,3443.95
2016-06-08,3423.0
2016-06-09,3420.65
2016-06-10,3399.8
2016-06-13,3392.85
2016-06-14,3412.0
2016-06-15,3472.7
2016-06-16,3454.2
2016-06-17,3397.2
2016-06-20,3432.7
2016-06-21,3468.0
2016-06-22,3485.25
2016-06-23,3459.45
2016-06-24,3395.5
2016-06-27,3392.85
2016-06-28,3404.15
2016-06-29,3445.4
2016-06-30,3464.25
2016-07-01,3459.45
2016-07-04,3475.45
2016-07-05,3516.2
2016-07-07,3574.95
2016-07-08,3544.35
2016-07-11,3541.1
2016-07-12,3490.4
2016-07-13,3536.0
2016-07-14,3514.15
2016-07-15,3524.85
2016-07-18,3569.15
2016-07-19,3581.15
2016-07-20,3629.15
2016-07-21,3651.55
2016-07-22,3575.95
2016-07-25,3570.65
2016-07-26,3569.85
2016-07-27,3553.1
2016-07-28,3724.0
2016-07-29,3685.95
2016-08-01,3578.35
2016-08-02,3568.35
2016-08-03,3582.05
2016-08-04,3554.2
2016-08-05,3671.2
2016-08-08,3685.15
2016-08-09,3695.85
2016-08-10,3712.85
2016-08-11,3698.1
2016-08-12,3715.2
2016-08-16,3675.6
2016-08-17,3693.95
2016-08-18,3679.05
2016-08-19,3660.2
2016-08-22,3634.1
2016-08-23,3652.35
2016-08-24,3646.8
2016-08-25,3625.15
2016-08-26,3612.7
2016-08-29,3566.55
2016-08-30,3477.15
2016-08-31,3456.6
2016-09-01,3447.0
2016-09-02,3453.15
2016-09-06,3436.85
2016-09-07,3410.5
2016-09-08,3352.0
2016-09-09,3331.05
2016-09-12,3376.7
2016-09-14,3367.3
2016-09-15,3357.5
2016-09-16,3371.3
2016-09-19,3368.6
2016-09-20,3376.05
2016-09-21,3365.15
2016-09-22,3368.7
2016-09-23,3365.1
2016-09-26,3312.1
2016-09-27,3292.45
2016-09-28,3303.8
2016-09-29,3190.1
2016-09-30,3222.8
2016-10-03,3268.15
2016-10-04,3329.05
2016-10-05,3304.45
2016-10-06,3287.95
2016-10-07,3265.5
2016-10-10,3303.65
2016-10-13,3264.7
2016-10-14,3232.6
2016-10-17,3226.45
2016-10-18,3258.75
2016-10-19,3309.5
2016-10-20,3296.0
2016-10-21,3289.85
2016-10-24,3228.5
2016-10-25,3212.7
2016-10-26,3214.5
2016-10-27,3194.2
2016-10-28,3194.95
2016-10-30,3203.8
2016-11-01,3198.0
2016-11-02,3195.6
2016-11-03,3183.3
2016-11-04,3208.75
2016-11-07,3198.4
2016-11-08,3222.8
2016-11-09,3134.05
2016-11-10,3157.25
2016-11-11,3142.2
2016-11-15,3073.55
2016-11-16,3063.0
2016-11-17,2997.75
2016-11-18,3019.95
2016-11-21,2954.95
2016-11-22,2867.6
2016-11-23,2877.15
2016-11-24,2958.8
2016-11-25,3046.8
2016-11-28,3056.8
2016-11-29,3065.0
2016-11-30,3055.55
2016-12-01,3033.9
2016-12-02,3008.6
2016-12-05,3030.05
2016-12-06,3036.1
2016-12-07,3070.9
2016-12-08,3119.75
2016-12-09,3161.4
2016-12-12,3136.05
2016-12-13,3134.5
2016-12-14,3146.15
2016-12-15,3154.4
2016-12-16,3180.65
2016-12-19,3166.45
2016-12-20,3159.3
2016-12-21,3179.2
2016-12-22,3180.9
2016-12-23,3202.25
2016-12-26,3132.2
2016-12-27,3153.3
2016-12-28,3116.0
2016-12-29,3109.15
2016-12-30,3125.8
