Date,SADBHAV
2016-01-01,344.9
2016-01-04,338.9
2016-01-05,330.55
2016-01-06,333.95
2016-01-07,322.45
2016-01-08,315.2
2016-01-11,313.9
2016-01-12,307.75
2016-01-13,311.9
2016-01-14,298.15
2016-01-15,294.35
2016-01-18,280.6
2016-01-19,293.4
2016-01-20,293.9
2016-01-21,295.6
2016-01-22,303.05
2016-01-25,307.95
2016-01-27,305.6
2016-01-28,299.55
2016-01-29,309.0
2016-02-01,309.15
2016-02-02,303.6
2016-02-03,297.3
2016-02-04,303.2
2016-02-05,314.05
2016-02-08,299.95
2016-02-09,298.5
2016-02-10,283.7
2016-02-11,263.05
2016-02-12,242.75
2016-02-15,243.65
2016-02-16,227.25
2016-02-17,243.25
2016-02-18,237.4
2016-02-19,231.45
2016-02-22,230.3
2016-02-23,229.0
2016-02-24,217.1
2016-02-25,205.15
2016-02-26,207.6
2016-02-29,208.15
2016-03-01,243.85
2016-03-02,246.6
2016-03-03,247.1
2016-03-04,251.2
2016-03-08,246.8
2016-03-09,242.0
2016-03-10,243.9
2016-03-11,246.35
2016-03-14,251.75
2016-03-15,262.25
2016-03-16,262.65
2016-03-17,260.95
2016-03-18,259.05
2016-03-21,269.25
2016-03-22,268.55
2016-03-23,273.7
2016-03-28,278.7
2016-03-29,285.8
2016-03-30,291.0
2016-03-31,298.0
2016-04-01,294.45
2016-04-04,296.5
2016-04-05,279.6
2016-04-06,275.05
2016-04-07,269.1
2016-04-08,271.6
2016-04-11,270.85
2016-04-12,278.05
2016-04-13,281.3
2016-04-18,281.5
2016-04-20,286.15
2016-04-21,286.35
2016-04-22,287.7
2016-04-25,285.6
2016-04-26,285.35
2016-04-27,271.2
2016-04-28,262.65
2016-04-29,264.0
2016-05-02,260.2
2016-05-03,259.0
2016-05-04,253.9
2016-05-05,252.1
2016-05-06,254.0
2016-05-09,261.85
2016-05-10,270.6
2016-05-11,275.65
2016-05-12,281.45
2016-05-13,275.55
2016-05-16,270.3
2016-05-17,270.9
2016-05-18,264.15
2016-05-19,256.8
2016-05-20,260.85
2016-05-23,274.65
2016-05-24,272.5
2016-05-25,274.1
2016-05-26,272.3
2016-05-27,276.4
2016-05-30,278.3
2016-05-31,275.5
2016-06-01,278.0
2016-06-02,279.5
2016-06-03,280.4
2016-06-06,281.55
2016-06-07,283.0
2016-06-08,289.9
2016-06-09,289.65
2016-06-10,286.5
2016-06-13,284.95
2016-06-14,288.15
2016-06-15,290.95
2016-06-16,278.7
2016-06-17,286.35
2016-06-20,281.75
2016-06-21,288.2
2016-06-22,292.3
2016-06-23,286.25
2016-06-24,273.95
2016-06-27,276.05
2016-06-28,278.2
2016-06-29,276.45
2016-06-30,292.55
2016-07-01,283.5
2016-07-04,288.05
2016-07-05,294.55
2016-07-07,290.7
2016-07-08,293.55
2016-07-11,292.0
2016-07-12,287.55
2016-07-13,295.75
2016-07-14,302.65
2016-07-15,300.0
2016-07-18,290.3
2016-07-19,297.75
2016-07-20,296.65
2016-07-21,292.65
2016-07-22,298.85
2016-07-25,299.95
2016-07-26,291.85
2016-07-27,291.2
2016-07-28,293.95
2016-07-29,285.0
2016-08-01,286.6
2016-08-02,280.0
2016-08-03,276.9
2016-08-04,289.15
2016-08-05,288.0
2016-08-08,286.5
2016-08-09,289.35
2016-08-10,281.95
2016-08-11,279.1
2016-08-12,280.95
2016-08-16,281.0
2016-08-17,278.3
2016-08-18,287.8
2016-08-19,286.55
2016-08-22,286.95
2016-08-23,281.7
2016-08-24,283.1
2016-08-25,285.75
2016-08-26,290.75
2016-08-29,293.0
2016-08-30,295.3
2016-08-31,297.85
2016-09-01,292.25
2016-09-02,289.65
2016-09-06,295.1
2016-09-07,298.3
2016-09-08,299.45
2016-09-09,297.7
2016-09-12,297.2
2016-09-14,298.15
2016-09-15,291.15
2016-09-16,301.5
2016-09-19,296.75
2016-09-20,288.25
2016-09-21,287.6
2016-09-22,290.45
2016-09-23,289.55
2016-09-26,282.75
2016-09-27,282.1
2016-09-28,283.0
2016-09-29,285.7
2016-09-30,281.35
2016-10-03,284.85
2016-10-04,278.25
2016-10-05,289.15
2016-10-06,285.25
2016-10-07,281.9
2016-10-10,279.95
2016-10-13,274.45
2016-10-14,272.65
2016-10-17,271.05
2016-10-18,274.4
2016-10-19,269.8
2016-10-20,272.9
2016-10-21,278.25
2016-10-24,277.55
2016-10-25,275.8
2016-10-26,276.05
2016-10-27,274.6
2016-10-28,278.85
2016-10-30,281.4
2016-11-01,276.9
2016-11-02,268.5
2016-11-03,266.9
2016-11-04,265.65
2016-11-07,267.35
2016-11-08,276.3
2016-11-09,279.95
2016-11-10,274.75
2016-11-11,276.25
2016-11-15,279.65
2016-11-16,279.7
2016-11-17,280.0
2016-11-18,282.25
2016-11-21,274.7
2016-11-22,283.0
2016-11-23,281.6
2016-11-24,275.05
2016-11-25,274.15
2016-11-28,270.0
2016-11-29,273.35
2016-11-30,275.05
2016-12-01,275.35
2016-12-02,274.55
2016-12-05,274.95
2016-12-06,272.8
2016-12-07,272.5
2016-12-08,274.85
2016-12-09,272.75
2016-12-12,272.2
2016-12-13,274.7
2016-12-14,270.4
2016-12-15,272.65
2016-12-16,271.15
2016-12-19,271.3
2016-12-20,270.0
2016-12-21,269.0
2016-12-22,260.15
2016-12-23,259.7
2016-12-26,260.0
2016-12-27,262.9
2016-12-28,272.7
2016-12-29,274.85
2016-12-30,274.9
