Date,JHS
2016-03-10,24.8
2016-03-11,24.6
2016-03-14,24.4
2016-03-15,24.0
2016-03-16,23.3
2016-03-17,22.95
2016-03-18,23.0
2016-03-21,22.95
2016-03-22,23.5
2016-03-23,24.4
2016-03-28,24.25
2016-03-29,23.3
2016-03-30,23.15
2016-03-31,22.55
2016-04-01,22.0
2016-04-04,23.95
2016-04-05,24.45
2016-04-06,26.85
2016-04-07,28.25
2016-04-08,27.15
2016-04-11,27.9
2016-04-12,27.15
2016-04-13,27.7
2016-04-18,28.45
2016-04-20,27.1
2016-04-21,27.8
2016-04-22,28.75
2016-04-25,30.05
2016-04-26,29.5
2016-04-27,30.55
2016-04-28,32.05
2016-04-29,33.65
2016-05-02,33.4
2016-05-03,31.75
2016-05-04,30.2
2016-05-05,29.0
2016-05-06,29.8
2016-05-09,29.55
2016-05-10,31.25
2016-05-11,29.7
2016-05-12,30.85
2016-05-13,30.85
2016-05-16,33.9
2016-05-17,34.45
2016-05-18,35.2
2016-05-19,36.3
2016-05-20,35.65
2016-05-23,34.55
2016-05-24,37.3
2016-05-25,35.6
2016-05-26,34.75
2016-05-27,31.3
2016-05-30,32.55
2016-05-31,31.65
2016-06-01,31.25
2016-06-02,31.35
2016-06-03,30.95
2016-06-06,31.65
2016-06-07,31.3
2016-06-08,31.35
2016-06-09,31.6
2016-06-10,31.5
2016-06-13,30.3
2016-06-14,30.85
2016-06-15,30.7
2016-06-16,30.75
2016-06-17,30.1
2016-06-20,29.85
2016-06-21,29.95
2016-06-22,29.95
2016-06-23,29.1
2016-06-24,29.05
2016-06-27,28.65
2016-06-28,30.6
2016-06-29,31.15
2016-06-30,30.4
2016-07-01,30.25
2016-07-04,30.0
2016-07-05,29.8
2016-07-07,29.75
2016-07-08,29.5
2016-07-11,29.2
2016-07-12,29.85
2016-07-13,29.05
2016-07-14,29.95
2016-07-15,35.9
2016-07-18,36.95
2016-07-19,38.65
2016-07-20,39.95
2016-07-21,38.7
2016-07-22,36.0
2016-07-25,38.15
2016-07-26,36.65
2016-07-27,37.4
2016-07-28,37.65
2016-07-29,38.0
2016-08-01,37.2
2016-08-02,37.3
2016-08-03,34.45
2016-08-04,33.2
2016-08-05,36.2
2016-08-08,35.8
2016-08-09,35.9
2016-08-10,35.35
2016-08-11,35.45
2016-08-12,35.2
2016-08-16,34.05
2016-08-17,33.6
2016-08-18,34.3
2016-08-19,35.2
2016-08-22,36.3
2016-08-23,35.6
2016-08-24,36.0
2016-08-25,36.05
2016-08-26,35.35
2016-08-29,34.75
2016-08-30,36.55
2016-08-31,35.2
2016-09-01,34.85
2016-09-02,34.85
2016-09-06,34.95
2016-09-07,34.9
2016-09-08,34.1
2016-09-09,34.0
2016-09-12,33.05
2016-09-14,33.85
2016-09-15,33.6
2016-09-16,34.1
2016-09-19,33.75
2016-09-20,33.65
2016-09-21,34.45
2016-09-22,34.6
2016-09-23,34.5
2016-09-26,34.1
2016-09-27,33.85
2016-09-28,34.85
2016-09-29,32.9
2016-09-30,34.85
2016-10-03,34.4
2016-10-04,35.45
2016-10-05,34.55
2016-10-06,34.35
2016-10-07,34.75
2016-10-10,37.5
2016-10-13,36.55
2016-10-14,37.9
2016-10-17,35.25
2016-10-18,36.25
2016-10-19,35.8
2016-10-20,35.6
2016-10-21,35.7
2016-10-24,36.35
2016-10-25,37.2
2016-10-26,37.55
2016-10-27,36.75
2016-10-28,41.25
2016-10-30,45.15
2016-11-01,44.4
2016-11-02,41.8
2016-11-03,39.45
2016-11-04,38.2
2016-11-07,40.65
2016-11-08,40.15
2016-11-09,40.4
2016-11-10,39.9
2016-11-11,38.8
2016-11-15,37.1
2016-11-16,37.7
2016-11-17,36.75
2016-11-18,37.55
2016-11-21,36.1
2016-11-22,37.75
2016-11-23,37.9
2016-11-24,37.25
2016-11-25,37.65
2016-11-28,39.35
2016-11-29,38.2
2016-11-30,39.2
2016-12-01,38.85
2016-12-02,38.6
2016-12-05,39.1
2016-12-06,38.65
2016-12-07,38.15
2016-12-08,38.2
2016-12-09,38.6
2016-12-12,38.15
2016-12-13,38.15
2016-12-14,37.6
2016-12-15,37.25
2016-12-16,36.9
2016-12-19,36.85
2016-12-20,37.15
2016-12-21,37.5
2016-12-22,35.6
2016-12-23,35.65
2016-12-26,35.05
2016-12-27,35.7
2016-12-28,35.75
2016-12-29,36.4
2016-12-30,37.1
