Date,KSCL
2016-01-01,357.0
2016-01-04,367.6
2016-01-05,387.35
2016-01-06,384.85
2016-01-07,368.95
2016-01-08,374.5
2016-01-11,361.65
2016-01-12,361.75
2016-01-13,350.25
2016-01-14,345.9
2016-01-15,324.45
2016-01-18,315.75
2016-01-19,334.6
2016-01-20,335.95
2016-01-21,332.15
2016-01-22,331.1
2016-01-25,330.9
2016-01-27,326.3
2016-01-28,324.45
2016-01-29,323.25
2016-02-01,362.85
2016-02-02,367.55
2016-02-03,350.65
2016-02-04,333.55
2016-02-05,348.75
2016-02-08,360.6
2016-02-09,362.65
2016-02-10,353.6
2016-02-11,350.2
2016-02-12,340.75
2016-02-15,352.5
2016-02-16,350.95
2016-02-17,342.85
2016-02-18,348.5
2016-02-19,354.7
2016-02-22,372.3
2016-02-23,363.0
2016-02-24,365.9
2016-02-25,339.55
2016-02-26,336.5
2016-02-29,351.7
2016-03-01,360.55
2016-03-02,363.0
2016-03-03,356.45
2016-03-04,389.6
2016-03-08,398.55
2016-03-09,397.35
2016-03-10,399.55
2016-03-11,393.6
2016-03-14,398.3
2016-03-15,390.55
2016-03-16,388.2
2016-03-17,388.25
2016-03-18,403.85
2016-03-21,405.8
2016-03-22,401.65
2016-03-23,378.75
2016-03-28,375.45
2016-03-29,378.2
2016-03-30,372.35
2016-03-31,377.6
2016-04-01,379.9
2016-04-04,386.45
2016-04-05,376.9
2016-04-06,377.0
2016-04-07,376.55
2016-04-08,375.0
2016-04-11,368.45
2016-04-12,380.55
2016-04-13,401.2
2016-04-18,408.6
2016-04-20,409.35
2016-04-21,419.95
2016-04-22,415.7
2016-04-25,403.8
2016-04-26,401.4
2016-04-27,398.35
2016-04-28,398.7
2016-04-29,395.45
2016-05-02,408.65
2016-05-03,401.45
2016-05-04,394.95
2016-05-05,397.1
2016-05-06,392.05
2016-05-09,384.9
2016-05-10,404.25
2016-05-11,409.6
2016-05-12,404.75
2016-05-13,407.85
2016-05-16,434.25
2016-05-17,441.4
2016-05-18,439.4
2016-05-19,437.3
2016-05-20,428.75
2016-05-23,430.65
2016-05-24,430.45
2016-05-25,433.0
2016-05-26,439.95
2016-05-27,440.6
2016-05-30,448.4
2016-05-31,436.1
2016-06-01,443.25
2016-06-02,451.1
2016-06-03,455.95
2016-06-06,453.7
2016-06-07,452.3
2016-06-08,467.9
2016-06-09,459.3
2016-06-10,457.15
2016-06-13,451.45
2016-06-14,451.15
2016-06-15,452.4
2016-06-16,451.45
2016-06-17,447.85
2016-06-20,448.6
2016-06-21,446.45
2016-06-22,445.45
2016-06-23,445.6
2016-06-24,432.75
2016-06-27,440.3
2016-06-28,443.3
2016-06-29,438.45
2016-06-30,444.3
2016-07-01,446.05
2016-07-04,446.5
2016-07-05,444.05
2016-07-07,441.0
2016-07-08,438.0
2016-07-11,441.0
2016-07-12,439.6
2016-07-13,422.0
2016-07-14,424.65
2016-07-15,423.55
2016-07-18,423.1
2016-07-19,416.8
2016-07-20,416.7
2016-07-21,398.65
2016-07-22,387.65
2016-07-25,378.8
2016-07-26,373.7
2016-07-27,380.95
2016-07-28,391.3
2016-07-29,390.95
2016-08-01,381.1
2016-08-02,371.3
2016-08-03,372.55
2016-08-04,375.8
2016-08-05,375.85
2016-08-08,368.25
2016-08-09,363.1
2016-08-10,375.55
2016-08-11,379.35
2016-08-12,381.05
2016-08-16,374.85
2016-08-17,374.95
2016-08-18,376.35
2016-08-19,378.75
2016-08-22,376.75
2016-08-23,375.35
2016-08-24,377.05
2016-08-25,371.3
2016-08-26,373.6
2016-08-29,374.5
2016-08-30,371.65
2016-08-31,359.7
2016-09-01,342.35
2016-09-02,327.4
2016-09-06,339.7
2016-09-07,351.15
2016-09-08,357.5
2016-09-09,352.9
2016-09-12,336.5
2016-09-14,352.9
2016-09-15,344.85
2016-09-16,354.0
2016-09-19,358.25
2016-09-20,356.45
2016-09-21,354.3
2016-09-22,362.25
2016-09-23,369.2
2016-09-26,369.0
2016-09-27,367.9
2016-09-28,365.95
2016-09-29,352.7
2016-09-30,358.15
2016-10-03,379.1
2016-10-04,382.95
2016-10-05,410.75
2016-10-06,416.95
2016-10-07,417.4
2016-10-10,425.45
2016-10-13,414.05
2016-10-14,414.85
2016-10-17,415.1
2016-10-18,435.25
2016-10-19,439.55
2016-10-20,438.3
2016-10-21,437.1
2016-10-24,442.2
2016-10-25,440.5
2016-10-26,438.7
2016-10-27,428.15
2016-10-28,431.95
2016-10-30,432.85
2016-11-01,432.2
2016-11-02,428.05
2016-11-03,424.05
2016-11-04,399.05
2016-11-07,401.45
2016-11-08,404.6
2016-11-09,388.8
2016-11-10,401.9
2016-11-11,393.95
2016-11-15,386.8
2016-11-16,380.7
2016-11-17,381.0
2016-11-18,377.9
2016-11-21,372.55
2016-11-22,367.95
2016-11-23,381.45
2016-11-24,385.6
2016-11-25,394.7
2016-11-28,410.4
2016-11-29,411.55
2016-11-30,415.3
2016-12-01,406.6
2016-12-02,411.05
2016-12-05,409.45
2016-12-06,417.95
2016-12-07,417.75
2016-12-08,423.15
2016-12-09,423.65
2016-12-12,422.7
2016-12-13,429.65
2016-12-14,392.95
2016-12-15,394.25
2016-12-16,394.75
2016-12-19,403.7
2016-12-20,397.85
2016-12-21,397.8
2016-12-22,391.1
2016-12-23,392.1
2016-12-26,388.8
2016-12-27,393.55
2016-12-28,395.7
2016-12-29,408.65
2016-12-30,409.7
