Date,PRIMESECU
2016-01-01,5.85
2016-01-04,6.1
2016-01-05,6.4
2016-01-06,6.1
2016-01-07,6.4
2016-01-08,6.35
2016-01-11,6.1
2016-01-12,5.8
2016-01-13,5.55
2016-01-14,5.55
2016-01-15,5.8
2016-01-18,5.55
2016-01-19,5.35
2016-01-20,5.1
2016-01-21,5.35
2016-01-22,5.35
2016-01-25,5.25
2016-01-27,5.2
2016-01-28,5.25
2016-01-29,5.0
2016-02-01,4.8
2016-02-02,4.8
2016-02-03,4.6
2016-02-04,4.75
2016-02-05,4.55
2016-02-08,4.45
2016-02-09,4.5
2016-02-10,4.3
2016-02-11,4.1
2016-02-12,4.25
2016-02-15,4.25
2016-02-16,4.2
2016-02-17,4.15
2016-02-18,3.95
2016-02-19,4.05
2016-02-22,4.0
2016-02-23,4.15
2016-02-24,4.1
2016-02-25,4.1
2016-02-26,3.9
2016-02-29,4.0
2016-03-01,4.1
2016-03-02,4.25
2016-03-03,4.35
2016-03-04,4.3
2016-03-08,4.2
2016-03-09,3.95
2016-03-10,4.05
2016-03-11,3.8
2016-03-14,3.85
2016-03-15,3.85
2016-03-16,3.8
2016-03-17,3.55
2016-03-18,3.65
2016-03-21,3.65
2016-03-22,3.55
2016-03-23,3.5
2016-03-28,3.5
2016-03-29,3.75
2016-03-30,3.65
2016-03-31,3.45
2016-04-01,3.45
2016-04-04,3.75
2016-04-05,3.8
2016-04-06,3.75
2016-04-07,3.45
2016-04-08,3.5
2016-04-11,3.55
2016-04-12,3.7
2016-04-13,3.7
2016-04-18,3.7
2016-04-20,3.35
2016-04-21,3.5
2016-04-22,3.35
2016-04-25,3.3
2016-04-26,3.4
2016-04-27,3.55
2016-04-28,3.45
2016-04-29,3.6
2016-05-02,3.6
2016-05-03,3.65
2016-05-04,3.65
2016-05-05,3.55
2016-05-06,3.6
2016-05-09,4.3
2016-05-10,4.65
2016-05-11,4.75
2016-05-12,4.7
2016-05-13,4.75
2016-05-16,4.85
2016-05-17,5.75
2016-05-18,6.3
2016-05-19,6.9
2016-05-20,7.55
2016-05-23,7.9
2016-05-24,8.25
2016-05-25,8.65
2016-05-26,9.05
2016-05-27,9.5
2016-05-30,9.05
2016-05-31,8.6
2016-06-01,8.4
2016-06-02,8.05
2016-06-03,8.45
2016-06-06,8.85
2016-06-07,9.25
2016-06-08,9.7
2016-06-09,9.5
2016-06-10,9.2
2016-06-13,8.75
2016-06-14,8.45
2016-06-15,8.85
2016-06-16,9.25
2016-06-17,9.4
2016-06-20,9.3
2016-06-21,9.2
2016-06-22,9.05
2016-06-23,8.9
2016-06-24,8.95
2016-06-27,8.85
2016-06-28,8.75
2016-06-29,9.15
2016-06-30,9.6
2016-07-01,10.0
2016-07-04,10.0
2016-07-05,9.7
2016-07-07,9.5
2016-07-08,9.3
2016-07-11,9.1
2016-07-12,9.15
2016-07-13,9.0
2016-07-14,9.3
2016-07-15,9.2
2016-07-18,9.45
2016-07-19,9.1
2016-07-20,9.35
2016-07-21,9.1
2016-07-22,9.65
2016-07-25,10.6
2016-07-26,11.65
2016-07-27,12.2
2016-07-28,12.8
2016-07-29,13.4
2016-08-01,12.85
2016-08-02,12.25
2016-08-03,11.65
2016-08-04,11.5
2016-08-05,12.05
2016-08-08,12.65
2016-08-09,12.8
2016-08-10,12.2
2016-08-11,11.6
2016-08-12,12.15
2016-08-16,12.25
2016-08-17,11.8
2016-08-18,12.25
2016-08-19,12.0
2016-08-22,11.9
2016-08-23,11.75
2016-08-24,12.3
2016-08-25,12.9
2016-08-26,12.95
2016-08-29,13.5
2016-08-30,13.6
2016-08-31,12.95
2016-09-01,13.4
2016-09-02,14.7
2016-09-06,16.15
2016-09-07,17.5
2016-09-08,17.7
2016-09-09,17.55
2016-09-12,16.9
2016-09-14,17.7
2016-09-15,18.55
2016-09-16,19.45
2016-09-19,20.4
2016-09-20,21.4
2016-09-21,22.45
2016-09-22,23.55
2016-09-23,23.2
2016-09-26,24.35
2016-09-27,25.55
2016-09-28,26.8
2016-09-29,25.65
2016-09-30,26.3
2016-10-03,27.6
2016-10-04,28.95
2016-10-05,30.35
2016-10-06,31.85
2016-10-07,33.4
2016-10-10,35.05
2016-10-13,36.8
2016-10-14,38.6
2016-10-17,40.5
2016-10-18,42.5
2016-10-19,44.6
2016-10-20,46.8
2016-10-21,44.5
2016-10-24,42.3
2016-10-25,44.4
2016-10-26,42.2
2016-10-27,41.15
2016-10-28,41.4
2016-10-30,42.55
2016-11-01,40.45
2016-11-02,38.45
2016-11-03,36.55
2016-11-04,34.75
2016-11-07,33.05
2016-12-06,25.65
2016-12-07,26.55
2016-12-08,27.45
2016-12-09,28.55
2016-12-12,27.15
2016-12-13,27.3
2016-12-14,28.45
2016-12-15,29.15
2016-12-16,29.85
2016-12-19,31.3
2016-12-20,32.85
2016-12-21,34.1
2016-12-22,32.4
2016-12-23,30.8
2016-12-26,32.3
2016-12-27,33.9
2016-12-28,34.25
2016-12-29,32.55
2016-12-30,31.65
