Date,CCL
2016-01-01,218.35
2016-01-04,214.45
2016-01-05,211.8
2016-01-06,215.0
2016-01-07,210.25
2016-01-08,213.55
2016-01-11,210.6
2016-01-12,207.15
2016-01-13,203.1
2016-01-14,197.4
2016-01-15,191.2
2016-01-18,185.25
2016-01-19,182.85
2016-01-20,176.15
2016-01-21,172.95
2016-01-22,180.3
2016-01-25,182.55
2016-01-27,177.1
2016-01-28,170.4
2016-01-29,168.65
2016-02-01,174.15
2016-02-02,181.5
2016-02-03,179.65
2016-02-04,164.7
2016-02-05,164.55
2016-02-08,167.5
2016-02-09,168.7
2016-02-10,167.45
2016-02-11,160.25
2016-02-12,159.95
2016-02-15,169.05
2016-02-16,167.3
2016-02-17,169.6
2016-02-18,168.75
2016-02-19,166.85
2016-02-22,165.7
2016-02-23,164.55
2016-02-24,159.2
2016-02-25,160.5
2016-02-26,158.7
2016-02-29,169.55
2016-03-01,172.0
2016-03-02,181.6
2016-03-03,185.75
2016-03-04,183.35
2016-03-08,182.95
2016-03-09,184.4
2016-03-10,185.6
2016-03-11,185.85
2016-03-14,186.85
2016-03-15,181.45
2016-03-16,194.95
2016-03-17,193.9
2016-03-18,193.95
2016-03-21,200.8
2016-03-22,200.9
2016-03-23,199.0
2016-03-28,194.35
2016-03-29,190.4
2016-03-30,190.6
2016-03-31,193.2
2016-04-01,200.8
2016-04-04,198.55
2016-04-05,193.65
2016-04-06,198.15
2016-04-07,197.0
2016-04-08,196.3
2016-04-11,195.25
2016-04-12,195.2
2016-04-13,194.2
2016-04-18,200.6
2016-04-20,198.8
2016-04-21,195.55
2016-04-22,196.1
2016-04-25,194.6
2016-04-26,194.65
2016-04-27,195.05
2016-04-28,194.65
2016-04-29,193.1
2016-05-02,193.95
2016-05-03,214.1
2016-05-04,214.9
2016-05-05,216.25
2016-05-06,226.0
2016-05-09,231.55
2016-05-10,233.8
2016-05-11,229.9
2016-05-12,233.15
2016-05-13,229.95
2016-05-16,226.0
2016-05-17,231.8
2016-05-18,232.25
2016-05-19,227.05
2016-05-20,228.25
2016-05-23,221.25
2016-05-24,222.4
2016-05-25,227.05
2016-05-26,232.9
2016-05-27,229.5
2016-05-30,229.05
2016-05-31,233.4
2016-06-01,232.6
2016-06-02,234.75
2016-06-03,235.4
2016-06-06,236.25
2016-06-07,240.2
2016-06-08,240.55
2016-06-09,248.05
2016-06-10,253.35
2016-06-13,253.45
2016-06-14,249.25
2016-06-15,244.95
2016-06-16,247.9
2016-06-17,248.4
2016-06-20,245.2
2016-06-21,247.65
2016-06-22,254.25
2016-06-23,247.5
2016-06-24,242.7
2016-06-27,243.3
2016-06-28,243.4
2016-06-29,249.5
2016-06-30,248.0
2016-07-01,254.3
2016-07-04,248.05
2016-07-05,247.5
2016-07-07,248.7
2016-07-08,247.7
2016-07-11,247.65
2016-07-12,248.0
2016-07-13,246.45
2016-07-14,247.6
2016-07-15,248.15
2016-07-18,243.3
2016-07-19,240.2
2016-07-20,237.3
2016-07-21,247.45
2016-07-22,247.2
2016-07-25,259.05
2016-07-26,258.65
2016-07-27,258.45
2016-07-28,260.75
2016-07-29,258.1
2016-08-01,258.8
2016-08-02,255.2
2016-08-03,258.0
2016-08-04,259.5
2016-08-05,262.0
2016-08-08,261.0
2016-08-09,259.55
2016-08-10,262.7
2016-08-11,265.1
2016-08-12,264.8
2016-08-16,264.75
2016-08-17,267.7
2016-08-18,268.45
2016-08-19,272.65
2016-08-22,276.1
2016-08-23,280.45
2016-08-24,280.8
2016-08-25,280.9
2016-08-26,277.65
2016-08-29,273.3
2016-08-30,272.15
2016-08-31,272.55
2016-09-01,271.55
2016-09-02,269.95
2016-09-06,269.45
2016-09-07,268.95
2016-09-08,269.75
2016-09-09,265.05
2016-09-12,256.8
2016-09-14,250.2
2016-09-15,261.75
2016-09-16,260.1
2016-09-19,262.8
2016-09-20,265.8
2016-09-21,268.5
2016-09-22,269.85
2016-09-23,266.45
2016-09-26,258.05
2016-09-27,268.3
2016-09-28,268.35
2016-09-29,253.8
2016-09-30,261.3
2016-10-03,261.05
2016-10-04,246.0
2016-10-05,241.7
2016-10-06,234.65
2016-10-07,243.35
2016-10-10,248.2
2016-10-13,245.3
2016-10-14,245.8
2016-10-17,245.0
2016-10-18,245.45
2016-10-19,249.3
2016-10-20,248.55
2016-10-21,250.0
2016-10-24,248.85
2016-10-25,249.1
2016-10-26,250.4
2016-10-27,249.9
2016-10-28,250.0
2016-10-30,253.2
2016-11-01,250.1
2016-11-02,250.1
2016-11-03,250.25
2016-11-04,249.65
2016-11-07,251.55
2016-11-08,250.5
2016-11-09,251.0
2016-11-10,251.7
2016-11-11,240.1
2016-11-15,232.0
2016-11-16,246.8
2016-11-17,240.2
2016-11-18,248.0
2016-11-21,238.7
2016-11-22,239.7
2016-11-23,242.15
2016-11-24,248.7
2016-11-25,251.6
2016-11-28,250.35
2016-11-29,251.7
2016-11-30,255.1
2016-12-01,269.35
2016-12-02,272.85
2016-12-05,275.25
2016-12-06,276.1
2016-12-07,274.15
2016-12-08,267.9
2016-12-09,268.25
2016-12-12,262.1
2016-12-13,260.0
2016-12-14,262.25
2016-12-15,258.4
2016-12-16,259.8
2016-12-19,259.3
2016-12-20,256.4
2016-12-21,257.95
2016-12-22,251.15
2016-12-23,254.05
2016-12-26,252.95
2016-12-27,250.6
2016-12-28,261.3
2016-12-29,266.45
2016-12-30,265.45
